Time,max(Result),min(Result)
6.04e-08,857353,-3.49875e+07
6.05e-08,841999,-3.50169e+07
6.06e-08,837867,-3.49966e+07
6.07e-08,831553,-3.49656e+07
6.08e-08,833909,-3.49852e+07
6.09e-08,835527,-3.50128e+07
6.1e-08,835807,-3.5026e+07
6.11e-08,834072,-3.50256e+07
6.12e-08,829715,-3.50047e+07
6.13e-08,826288,-3.49701e+07
6.14e-08,835213,-3.49786e+07
6.15e-08,840862,-3.49973e+07
6.16e-08,836525,-3.50205e+07
6.17e-08,826286,-3.50344e+07
6.18e-08,821764,-3.50135e+07
6.19e-08,817630,-3.49821e+07
6.2e-08,818980,-3.5003e+07
6.21e-08,820468,-3.50302e+07
6.22e-08,820798,-3.50403e+07
6.23e-08,818656,-3.50431e+07
6.24e-08,819325,-3.50157e+07
6.25e-08,808089,-3.49963e+07
6.26e-08,802327,-3.50271e+07
6.27e-08,800190,-3.50622e+07
6.28e-08,808010,-3.50639e+07
6.29e-08,811184,-3.5052e+07
6.3e-08,811881,-3.50255e+07
6.31e-08,804779,-3.49989e+07
6.32e-08,813305,-3.49995e+07
6.33e-08,818326,-3.50203e+07
6.34e-08,810671,-3.50494e+07
6.35e-08,803869,-3.50609e+07
6.36e-08,804876,-3.50356e+07
6.37e-08,798840,-3.5009e+07
6.38e-08,805704,-3.50048e+07
6.39e-08,810868,-3.50266e+07
6.4e-08,805032,-3.50535e+07
6.41e-08,796705,-3.50696e+07
6.42e-08,792414,-3.50536e+07
6.43e-08,784642,-3.50319e+07
6.44e-08,780694,-3.50407e+07
6.45e-08,778324,-3.50798e+07
6.46e-08,781538,-3.50946e+07
6.47e-08,789672,-3.50782e+07
6.48e-08,792195,-3.50546e+07
6.49e-08,781458,-3.50374e+07
6.5e-08,790066,-3.50124e+07
6.51e-08,796003,-3.50364e+07
6.52e-08,796396,-3.50568e+07
6.53e-08,781632,-3.50972e+07
6.54e-08,779068,-3.5076e+07
6.55e-08,771135,-3.50551e+07
6.56e-08,767102,-3.50414e+07
6.57e-08,764007,-3.50862e+07
6.58e-08,763876,-3.51118e+07
6.59e-08,775944,-3.50939e+07
6.6e-08,772635,-3.50874e+07
6.61e-08,766034,-3.5068e+07
6.62e-08,760546,-3.50508e+07
6.63e-08,757203,-3.50868e+07
6.64e-08,757139,-3.51139e+07
6.65e-08,769010,-3.51018e+07
6.66e-08,766321,-3.50986e+07
6.67e-08,762414,-3.50775e+07
6.68e-08,765709,-3.50438e+07
6.69e-08,772727,-3.5044e+07
6.7e-08,775448,-3.5067e+07
6.71e-08,762708,-3.51036e+07
6.72e-08,760084,-3.51093e+07
6.73e-08,758692,-3.50881e+07
6.74e-08,742152,-3.50834e+07
6.75e-08,744473,-3.50813e+07
6.76e-08,743366,-3.51173e+07
6.77e-08,755671,-3.51116e+07
6.78e-08,753908,-3.51175e+07
6.79e-08,744017,-3.5113e+07
6.8e-08,745151,-3.50869e+07
6.81e-08,738363,-3.50751e+07
6.82e-08,736477,-3.51165e+07
6.83e-08,741435,-3.513e+07
6.84e-08,748541,-3.51175e+07
6.85e-08,754484,-3.50679e+07
6.86e-08,736033,-3.51036e+07
6.87e-08,732414,-3.50884e+07
6.88e-08,729589,-3.51135e+07
6.89e-08,729865,-3.51401e+07
6.9e-08,741669,-3.51276e+07
6.91e-08,738533,-3.51303e+07
6.92e-08,734354,-3.51125e+07
6.93e-08,732484,-3.50921e+07
6.94e-08,734400,-3.50863e+07
6.95e-08,735683,-3.51132e+07
6.96e-08,734964,-3.51365e+07
6.97e-08,732982,-3.51401e+07
6.98e-08,732451,-3.51226e+07
6.99e-08,721032,-3.51161e+07
7e-08,717717,-3.51004e+07
7.01e-08,716460,-3.51367e+07
7.02e-08,727132,-3.51388e+07
7.03e-08,727299,-3.51462e+07
7.04e-08,713658,-3.51885e+07
7.05e-08,721155,-3.51195e+07
7.06e-08,727621,-3.50884e+07
7.07e-08,733405,-3.50853e+07
7.08e-08,734649,-3.51104e+07
7.09e-08,721481,-3.51502e+07
7.1e-08,718534,-3.51532e+07
7.11e-08,712586,-3.51404e+07
7.12e-08,712546,-3.51202e+07
7.13e-08,714472,-3.50995e+07
7.14e-08,715573,-3.51315e+07
7.15e-08,715220,-3.51543e+07
7.16e-08,713402,-3.51611e+07
7.17e-08,713898,-3.5147e+07
7.18e-08,706501,-3.51387e+07
7.19e-08,698416,-3.51313e+07
7.2e-08,696887,-3.51479e+07
7.21e-08,702159,-3.51648e+07
7.22e-08,708036,-3.51651e+07
7.23e-08,704640,-3.51665e+07
7.24e-08,698855,-3.51539e+07
7.25e-08,706666,-3.51222e+07
7.26e-08,713081,-3.50935e+07
7.27e-08,714803,-3.51224e+07
7.28e-08,702537,-3.51635e+07
7.29e-08,700030,-3.51752e+07
7.3e-08,699322,-3.5162e+07
7.31e-08,688337,-3.51597e+07
7.32e-08,685279,-3.51478e+07
7.33e-08,684212,-3.5161e+07
7.34e-08,693912,-3.51699e+07
7.35e-08,695037,-3.51785e+07
7.36e-08,684506,-3.51895e+07
7.37e-08,686193,-3.51675e+07
7.38e-08,687363,-3.51504e+07
7.39e-08,689122,-3.51259e+07
7.4e-08,690040,-3.51576e+07
7.41e-08,689602,-3.51784e+07
7.42e-08,687245,-3.51885e+07
7.43e-08,682323,-3.51825e+07
7.44e-08,679593,-3.51659e+07
7.45e-08,691342,-3.51313e+07
7.46e-08,695081,-3.51246e+07
7.47e-08,686088,-3.51705e+07
7.48e-08,682363,-3.51915e+07
7.49e-08,686127,-3.51852e+07
7.5e-08,674843,-3.51815e+07
7.51e-08,681509,-3.5156e+07
7.52e-08,687678,-3.5125e+07
7.53e-08,689334,-3.51422e+07
7.54e-08,677217,-3.51884e+07
7.55e-08,675090,-3.52007e+07
7.56e-08,664339,-3.52203e+07
7.57e-08,677096,-3.51732e+07
7.58e-08,678210,-3.51522e+07
7.59e-08,682397,-3.51298e+07
7.6e-08,678743,-3.51673e+07
7.61e-08,670138,-3.52035e+07
7.62e-08,667351,-3.52087e+07
7.63e-08,662927,-3.51995e+07
7.64e-08,656189,-3.51981e+07
7.65e-08,653551,-3.51877e+07
7.66e-08,653448,-3.51925e+07
7.67e-08,665157,-3.51938e+07
7.68e-08,663424,-3.5211e+07
7.69e-08,653436,-3.52214e+07
7.7e-08,652009,-3.52091e+07
7.71e-08,649093,-3.52033e+07
7.72e-08,647174,-3.51893e+07
7.73e-08,647413,-3.52085e+07
7.74e-08,658436,-3.52101e+07
7.75e-08,656234,-3.522e+07
7.76e-08,651210,-3.52176e+07
7.77e-08,653983,-3.51993e+07
7.78e-08,660682,-3.51739e+07
7.79e-08,664169,-3.51462e+07
7.8e-08,655985,-3.51934e+07
7.81e-08,651815,-3.52213e+07
7.82e-08,648894,-3.52278e+07
7.83e-08,642242,-3.52227e+07
7.84e-08,644165,-3.52102e+07
7.85e-08,645372,-3.51988e+07
7.86e-08,647089,-3.51832e+07
7.87e-08,647133,-3.5209e+07
7.88e-08,645221,-3.52281e+07
7.89e-08,647480,-3.52252e+07
7.9e-08,640980,-3.5222e+07
7.91e-08,638832,-3.52135e+07
7.92e-08,640480,-3.51951e+07
7.93e-08,641310,-3.51962e+07
7.94e-08,640973,-3.52192e+07
7.95e-08,639677,-3.52264e+07
7.96e-08,635900,-3.52654e+07
7.97e-08,635513,-3.52237e+07
7.98e-08,642087,-3.52014e+07
7.99e-08,646075,-3.51761e+07
8e-08,643913,-3.51908e+07
8.01e-08,634926,-3.5228e+07
8.02e-08,631969,-3.52447e+07
8.03e-08,629691,-3.52393e+07
8.04e-08,631270,-3.52261e+07
8.05e-08,637575,-3.52035e+07
8.06e-08,640536,-3.51789e+07
8.07e-08,629952,-3.5218e+07
8.08e-08,628182,-3.52433e+07
8.09e-08,625257,-3.52521e+07
8.1e-08,617886,-3.52495e+07
8.11e-08,620794,-3.524e+07
8.12e-08,622594,-3.52258e+07
8.13e-08,623716,-3.52044e+07
8.14e-08,623458,-3.52291e+07
8.15e-08,621881,-3.52515e+07
8.16e-08,612211,-3.52666e+07
8.17e-08,611199,-3.52582e+07
8.18e-08,608482,-3.52576e+07
8.19e-08,606353,-3.5251e+07
8.2e-08,606799,-3.5231e+07
8.21e-08,618250,-3.52346e+07
8.22e-08,616145,-3.52557e+07
8.23e-08,612081,-3.52639e+07
8.24e-08,599688,-3.5271e+07
8.25e-08,602459,-3.52642e+07
8.26e-08,600820,-3.52565e+07
8.27e-08,601164,-3.52387e+07
8.28e-08,612476,-3.5242e+07
8.29e-08,610082,-3.52627e+07
8.3e-08,605683,-3.52697e+07
8.31e-08,602269,-3.52662e+07
8.32e-08,604598,-3.52562e+07
8.33e-08,606127,-3.52414e+07
8.34e-08,606850,-3.52235e+07
8.35e-08,606339,-3.52509e+07
8.36e-08,604105,-3.52692e+07
8.37e-08,594946,-3.52816e+07
8.38e-08,597212,-3.52717e+07
8.39e-08,599162,-3.52623e+07
8.4e-08,600286,-3.52499e+07
8.41e-08,601263,-3.523e+07
8.42e-08,600480,-3.52593e+07
8.43e-08,598262,-3.52753e+07
8.44e-08,597517,-3.52757e+07
8.45e-08,587522,-3.52846e+07
8.46e-08,585086,-3.52849e+07
8.47e-08,584386,-3.52752e+07
8.48e-08,587627,-3.5252e+07
8.49e-08,594856,-3.52649e+07
8.5e-08,592559,-3.5281e+07
8.51e-08,588383,-3.53216e+07
8.52e-08,591016,-3.52748e+07
8.53e-08,597004,-3.5259e+07
8.54e-08,600383,-3.52405e+07
8.55e-08,597266,-3.52263e+07
8.56e-08,589458,-3.52675e+07
8.57e-08,586988,-3.52862e+07
8.58e-08,585326,-3.52516e+07
8.59e-08,580902,-3.52911e+07
8.6e-08,582809,-3.52823e+07
8.61e-08,584196,-3.5269e+07
8.62e-08,584742,-3.52489e+07
8.63e-08,584140,-3.52696e+07
8.64e-08,581681,-3.52908e+07
8.65e-08,572748,-3.53038e+07
8.66e-08,579915,-3.52894e+07
8.67e-08,585985,-3.5273e+07
8.68e-08,589346,-3.52562e+07
8.69e-08,587037,-3.52421e+07
8.7e-08,579040,-3.52728e+07
8.71e-08,576276,-3.52951e+07
8.72e-08,571489,-3.5304e+07
8.73e-08,570001,-3.53029e+07
8.74e-08,571877,-3.52964e+07
8.75e-08,573301,-3.52851e+07
8.76e-08,573930,-3.52669e+07
8.77e-08,573703,-3.52756e+07
8.78e-08,571116,-3.52986e+07
8.79e-08,562023,-3.53154e+07
8.8e-08,560435,-3.53165e+07
8.81e-08,558272,-3.53187e+07
8.82e-08,557449,-3.53138e+07
8.83e-08,557698,-3.52985e+07
8.84e-08,568120,-3.52791e+07
8.85e-08,566079,-3.53015e+07
8.86e-08,561753,-3.53143e+07
8.87e-08,562633,-3.53086e+07
8.88e-08,568629,-3.52963e+07
8.89e-08,572745,-3.52819e+07
8.9e-08,573974,-3.52648e+07
8.91e-08,562648,-3.52811e+07
8.92e-08,560917,-3.53066e+07
8.93e-08,551614,-3.53263e+07
8.94e-08,553464,-3.53209e+07
8.95e-08,555406,-3.5318e+07
8.96e-08,557001,-3.53104e+07
8.97e-08,557920,-3.52965e+07
8.98e-08,557775,-3.52797e+07
8.99e-08,556056,-3.53076e+07
9e-08,546524,-3.53305e+07
9.01e-08,545521,-3.53306e+07
9.02e-08,543314,-3.53372e+07
9.03e-08,541555,-3.5338e+07
9.04e-08,542083,-3.53276e+07
9.05e-08,552714,-3.52882e+07
9.06e-08,551254,-3.53074e+07
9.07e-08,548496,-3.53236e+07
9.08e-08,540712,-3.53588e+07
9.09e-08,538514,-3.53424e+07
9.1e-08,536690,-3.53446e+07
9.11e-08,536894,-3.53371e+07
9.12e-08,547100,-3.5301e+07
9.13e-08,546411,-3.53059e+07
9.14e-08,543959,-3.53252e+07
9.15e-08,538360,-3.53374e+07
9.16e-08,538529,-3.5339e+07
9.17e-08,540578,-3.53341e+07
9.18e-08,541911,-3.53262e+07
9.19e-08,542478,-3.53117e+07
9.2e-08,542223,-3.52995e+07
9.21e-08,539749,-3.53244e+07
9.22e-08,530573,-3.53462e+07
9.23e-08,533206,-3.53432e+07
9.24e-08,535043,-3.53415e+07
9.25e-08,536509,-3.53354e+07
9.26e-08,537303,-3.53232e+07
9.27e-08,536794,-3.53063e+07
9.28e-08,535066,-3.53264e+07
9.29e-08,531459,-3.53421e+07
9.3e-08,527575,-3.53478e+07
9.31e-08,529464,-3.53484e+07
9.32e-08,531052,-3.53441e+07
9.33e-08,532058,-3.53342e+07
9.34e-08,532135,-3.53183e+07
9.35e-08,530849,-3.53205e+07
9.36e-08,527722,-3.53417e+07
9.37e-08,524894,-3.53843e+07
9.38e-08,529594,-3.53431e+07
9.39e-08,534610,-3.53342e+07
9.4e-08,536820,-3.53244e+07
9.41e-08,528484,-3.53284e+07
9.42e-08,526317,-3.53157e+07
9.43e-08,523871,-3.53399e+07
9.44e-08,515051,-3.53608e+07
9.45e-08,513691,-3.53676e+07
9.46e-08,511862,-3.53743e+07
9.47e-08,511380,-3.53738e+07
9.48e-08,511689,-3.53645e+07
9.49e-08,521470,-3.53281e+07
9.5e-08,519631,-3.53391e+07
9.51e-08,510447,-3.53635e+07
9.52e-08,515445,-3.53577e+07
9.53e-08,521007,-3.53526e+07
9.54e-08,525429,-3.53438e+07
9.55e-08,526819,-3.53343e+07
9.56e-08,516830,-3.5341e+07
9.57e-08,515369,-3.53328e+07
9.58e-08,512599,-3.53535e+07
9.59e-08,508697,-3.53639e+07
9.6e-08,513747,-3.53618e+07
9.61e-08,518838,-3.53529e+07
9.62e-08,521204,-3.53454e+07
9.63e-08,516031,-3.53454e+07
9.64e-08,511170,-3.53378e+07
9.65e-08,508972,-3.53491e+07
9.66e-08,500747,-3.53737e+07
9.67e-08,506513,-3.53673e+07
9.68e-08,511814,-3.53624e+07
9.69e-08,515436,-3.53551e+07
9.7e-08,516673,-3.53457e+07
9.71e-08,506546,-3.53528e+07
9.72e-08,504533,-3.53451e+07
9.73e-08,501748,-3.53649e+07
9.74e-08,496761,-3.53773e+07
9.75e-08,498502,-3.53827e+07
9.76e-08,500209,-3.53813e+07
9.77e-08,501357,-3.5377e+07
9.78e-08,501728,-3.53665e+07
9.79e-08,500610,-3.53527e+07
9.8e-08,498076,-3.53625e+07
9.81e-08,487897,-3.5385e+07
9.82e-08,497070,-3.53771e+07
9.83e-08,502201,-3.53729e+07
9.84e-08,505497,-3.53668e+07
9.85e-08,506650,-3.53582e+07
9.86e-08,496575,-3.53661e+07
9.87e-08,495057,-3.53507e+07
9.88e-08,491645,-3.53738e+07
9.89e-08,487016,-3.53869e+07
9.9e-08,488738,-3.53929e+07
9.91e-08,490444,-3.53926e+07
9.92e-08,491582,-3.53893e+07
9.93e-08,491961,-3.53799e+07
9.94e-08,491181,-3.53653e+07
9.95e-08,488854,-3.53663e+07
9.96e-08,482219,-3.53901e+07
9.97e-08,483115,-3.53944e+07
9.98e-08,484855,-3.53983e+07
9.99e-08,486270,-3.53976e+07
1e-07,487100,-3.53919e+07
