Time,max(CACoordsX),min(CACoordsX)
3.3e-08,1.13448e-07,1.13181e-07
3.31e-08,1.13358e-07,1.13094e-07
3.32e-08,1.13265e-07,1.13005e-07
3.33e-08,1.13173e-07,1.12913e-07
3.34e-08,1.13085e-07,1.12818e-07
3.35e-08,1.12995e-07,1.1273e-07
3.36e-08,1.12904e-07,1.12643e-07
3.37e-08,1.12811e-07,1.12553e-07
3.38e-08,1.12723e-07,1.1246e-07
3.39e-08,1.12635e-07,1.12368e-07
3.4e-08,1.12545e-07,1.12282e-07
3.41e-08,1.12454e-07,1.12194e-07
3.42e-08,1.12363e-07,1.12103e-07
3.43e-08,1.12276e-07,1.12009e-07
3.44e-08,1.12188e-07,1.11923e-07
3.45e-08,1.12098e-07,1.11837e-07
3.46e-08,1.12005e-07,1.11748e-07
3.47e-08,1.11919e-07,1.11656e-07
3.48e-08,1.11832e-07,1.11566e-07
3.49e-08,1.11743e-07,1.11481e-07
3.5e-08,1.11653e-07,1.11393e-07
3.51e-08,1.11563e-07,1.11304e-07
3.52e-08,1.11477e-07,1.11211e-07
3.53e-08,1.1139e-07,1.11126e-07
3.54e-08,1.11301e-07,1.1104e-07
3.55e-08,1.1121e-07,1.10953e-07
3.56e-08,1.11124e-07,1.10862e-07
3.57e-08,1.11038e-07,1.10772e-07
3.58e-08,1.10951e-07,1.10688e-07
3.59e-08,1.10862e-07,1.10602e-07
3.6e-08,1.10773e-07,1.10514e-07
3.61e-08,1.10688e-07,1.10422e-07
3.62e-08,1.10602e-07,1.10337e-07
3.63e-08,1.10514e-07,1.10253e-07
3.64e-08,1.10425e-07,1.10167e-07
3.65e-08,1.10339e-07,1.10078e-07
3.66e-08,1.10254e-07,1.09987e-07
3.67e-08,1.10168e-07,1.09905e-07
3.68e-08,1.1008e-07,1.0982e-07
3.69e-08,1.09991e-07,1.09734e-07
3.7e-08,1.09907e-07,1.09644e-07
3.71e-08,1.09823e-07,1.09557e-07
3.72e-08,1.09737e-07,1.09475e-07
3.73e-08,1.09649e-07,1.0939e-07
3.74e-08,1.09562e-07,1.09303e-07
3.75e-08,1.09479e-07,1.09213e-07
3.76e-08,1.09394e-07,1.0913e-07
3.77e-08,1.09308e-07,1.09047e-07
3.78e-08,1.0922e-07,1.08962e-07
3.79e-08,1.09136e-07,1.08875e-07
3.8e-08,1.09052e-07,1.08786e-07
3.81e-08,1.08968e-07,1.08705e-07
3.82e-08,1.08882e-07,1.08622e-07
3.83e-08,1.08794e-07,1.08537e-07
3.84e-08,1.08712e-07,1.08449e-07
3.85e-08,1.08629e-07,1.08363e-07
