time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.32000035124e-08,-1e+300,1.47850649288e-23,3.41826667677e-25,(2.03297558869e-11 9.9862490752e-28 -3.16657104113e-13)
1.32999986772e-08,-1e+300,1.47520144369e-23,3.41897902869e-25,(2.03353276603e-11 7.79566237699e-28 -3.1579238642e-13)
1.33999953194e-08,-1e+300,1.47177102374e-23,3.41885486142e-25,(2.03194849497e-11 7.14653416489e-28 -3.1297378309e-13)
1.35000051588e-08,-1e+300,1.46955740804e-23,3.42363735233e-25,(2.03464462018e-11 4.84115547416e-28 -3.11211852699e-13)
1.3599999425e-08,-1e+300,1.4662186219800002e-23,3.4241401386799997e-25,(2.0350755389e-11 1.98831529447e-28 -3.10776829609e-13)
1.37000024883e-08,-1e+300,1.46279174355e-23,3.4244944037599997e-25,(2.03347002929e-11 1.24206566021e-28 -3.07744733508e-13)
1.37999943799e-08,-1e+300,1.46071899695e-23,3.4277357598099997e-25,(2.03633101257e-11 7.637736913e-29 -3.06105174361e-13)
1.39000021314e-08,-1e+300,1.4573771690800002e-23,3.4283841132699997e-25,(2.03665745643e-11 2.80318141579e-30 -3.05836442026e-13)
1.39999953688e-08,-1e+300,1.45403849139e-23,3.42727340374e-25,(2.0352417207e-11 -7.07338496824e-29 -3.02957849819e-13)
1.4099998586e-08,-1e+300,1.45194663147e-23,3.4326732363599997e-25,(2.03782953506e-11 6.98481535966e-29 -3.01153442276e-13)
1.42000061854e-08,-1e+300,1.4486782138800002e-23,3.43163292281e-25,(2.03818857146e-11 2.93322313407e-28 -3.00910638315e-13)
1.42999983524e-08,-1e+300,1.44532846531e-23,3.4326188706599997e-25,(2.0366272879e-11 3.41782447135e-28 -2.97892421699e-13)
1.43999923461e-08,-1e+300,1.44337543882e-23,3.4351359742099996e-25,(2.03937593682e-11 4.34539509074e-28 -2.96279872158e-13)
1.44999943444e-08,-1e+300,1.440157021e-23,3.43733074142e-25,(2.03962316747e-11 3.97899207607e-28 -2.9613073304e-13)
1.46000028082e-08,-1e+300,1.43678314261e-23,3.43710186182e-25,(2.03797970192e-11 3.76288057526e-28 -2.93129931667e-13)
1.46999922461e-08,-1e+300,1.4348785123100002e-23,3.43923245532e-25,(2.04073825516e-11 1.98931011789e-28 -2.91470253474e-13)
1.47999969904e-08,-1e+300,1.4317412417800002e-23,3.44204126658e-25,(2.04101371498e-11 1.4384127943e-29 -2.91303223535e-13)
1.48999982759e-08,-1e+300,1.4283788546900002e-23,3.44142103722e-25,(2.03941760956e-11 -8.50758086081e-29 -2.88470340049e-13)
1.50000071959e-08,-1e+300,1.4264698052500002e-23,3.4428767358299997e-25,(2.04202237147e-11 -2.88374848422e-28 -2.86760105667e-13)
1.51000025172e-08,-1e+300,1.42349100541e-23,3.4449254818599997e-25,(2.04249339656e-11 -5.2731123924e-28 -2.86539750853e-13)
1.52000064805e-08,-1e+300,1.42021117051e-23,3.44314378371e-25,(2.04119177596e-11 -5.90660734132e-28 -2.84297134946e-13)
1.52999963211e-08,-1e+300,1.41813543121e-23,3.44719398735e-25,(2.0431407834e-11 -5.85681317143e-28 -2.82454619755e-13)
1.5400005282e-08,-1e+300,1.41532445228e-23,3.44844378065e-25,(2.04387887222e-11 -5.10370257455e-28 -2.8165953349e-13)
1.54999971734e-08,-1e+300,1.4120692532800002e-23,3.44694597394e-25,(2.0427592001e-11 -3.83188393792e-28 -2.80066507112e-13)
1.5600006088e-08,-1e+300,1.40982680527e-23,3.4517973978599997e-25,(2.04409707236e-11 -1.1161616211e-28 -2.78138199308e-13)
1.56999945086e-08,-1e+300,1.40724015765e-23,3.4530755584899997e-25,(2.0451186317e-11 2.10777220362e-28 -2.7688557744e-13)
1.58000015633e-08,-1e+300,1.4039793599e-23,3.45241031288e-25,(2.04413866784e-11 5.49579683599e-28 -2.75734699164e-13)
1.58999955591e-08,-1e+300,1.40164937312e-23,3.45488404869e-25,(2.04502304002e-11 7.03341380958e-28 -2.73890293002e-13)
1.59999929375e-08,-1e+300,1.39935305748e-23,3.45591973926e-25,(2.04637935532e-11 8.78413945915e-28 -2.7207059496e-13)
1.6100001176e-08,-1e+300,1.39607892807e-23,3.45408156928e-25,(2.04577124435e-11 9.38732087339e-28 -2.71827925936e-13)
1.61999933237e-08,-1e+300,1.3935363575300002e-23,3.4577252877799997e-25,(2.04579990421e-11 9.43095841491e-28 -2.69589103866e-13)
1.62999981996e-08,-1e+300,1.3914870329e-23,3.4602542175e-25,(2.0474241184e-11 9.43541887826e-28 -2.67733538781e-13)
1.63999983547e-08,-1e+300,1.3882736386e-23,3.4571878234599997e-25,(2.04720765146e-11 9.17305065534e-28 -2.67715848901e-13)
1.65000030987e-08,-1e+300,1.3855375486e-23,3.4581215192399997e-25,(2.04659858625e-11 8.29680222323e-28 -2.65339236677e-13)
1.66000026967e-08,-1e+300,1.3837018505400002e-23,3.46159169805e-25,(2.04849244737e-11 7.45694474688e-28 -2.63376480459e-13)
1.67000056515e-08,-1e+300,1.3807443916800002e-23,3.46087572234e-25,(2.04856048411e-11 6.88627732163e-28 -2.63441292373e-13)
1.68000023616e-08,-1e+300,1.3775178377800002e-23,3.4625490787499997e-25,(2.04684497694e-11 6.75771019879e-28 -2.60435158189e-13)
1.68999960393e-08,-1e+300,1.37592678989e-23,3.46508896024e-25,(2.04927864479e-11 5.19219857787e-28 -2.5945784661e-13)
1.69999953875e-08,-1e+300,1.37327343072e-23,3.46621499697e-25,(2.04966595339e-11 4.0844085935e-28 -2.58703949564e-13)
1.70999966503e-08,-1e+300,1.37008109151e-23,3.46575486488e-25,(2.04831503377e-11 2.83765156729e-28 -2.56746314082e-13)
1.72000002709e-08,-1e+300,1.36820635078e-23,3.4669320867799997e-25,(2.04995878505e-11 1.48588126805e-28 -2.55486485251e-13)
1.72999995921e-08,-1e+300,1.36595133394e-23,3.46816451143e-25,(2.05084538576e-11 1.4336433151e-28 -2.53708560486e-13)
1.74000080214e-08,-1e+300,1.3627053116200002e-23,3.46807730848e-25,(2.04992134111e-11 1.17673003765e-28 -2.5326770341e-13)
1.74999957097e-08,-1e+300,1.36047620969e-23,3.47001498476e-25,(2.05032073985e-11 1.63471428798e-28 -2.5156173866e-13)
1.76000003515e-08,-1e+300,1.35859064331e-23,3.47186022658e-25,(2.05173021434e-11 2.83990420844e-28 -2.49617295575e-13)
1.76999927241e-08,-1e+300,1.35557097591e-23,3.47046056622e-25,(2.05138532994e-11 3.99377305941e-28 -2.49632190288e-13)
1.77999957155e-08,-1e+300,1.35278720346e-23,3.47268365221e-25,(2.05041136457e-11 4.68451293772e-28 -2.47126642919e-13)
1.79000044443e-08,-1e+300,1.3512230659e-23,3.47435271121e-25,(2.05243022e-11 6.3344639121e-28 -2.45903988658e-13)
1.80000040287e-08,-1e+300,1.34857307405e-23,3.47548044889e-25,(2.05250568702e-11 8.2139833891e-28 -2.45253647712e-13)
1.81000080443e-08,-1e+300,1.34548444337e-23,3.47273339676e-25,(2.05115658869e-11 9.3244103883e-28 -2.43132833305e-13)
1.81999935463e-08,-1e+300,1.34380226989e-23,3.4769360011399996e-25,(2.05287407772e-11 1.14284627946e-27 -2.42092543665e-13)
1.83000071072e-08,-1e+300,1.34162779602e-23,3.4782737035099997e-25,(2.05356135754e-11 1.20052735245e-27 -2.40479055959e-13)
1.83999955192e-08,-1e+300,1.3384577347100002e-23,3.47574694478e-25,(2.05269716709e-11 1.24375240665e-27 -2.39925994796e-13)
1.8499992044e-08,-1e+300,1.33633676313e-23,3.47962229862e-25,(2.05296454697e-11 1.33897188751e-27 -2.38153400634e-13)
1.85999940722e-08,-1e+300,1.33460207266e-23,3.48114733232e-25,(2.05434204205e-11 1.38069379132e-27 -2.36339169874e-13)
1.87000014424e-08,-1e+300,1.33173811646e-23,3.48045110172e-25,(2.05396671055e-11 1.39203326492e-27 -2.36212595899e-13)
1.88000058041e-08,-1e+300,1.32896418606e-23,3.4786997110399997e-25,(2.05301401835e-11 1.51307801247e-27 -2.3404934582e-13)
1.89000029529e-08,-1e+300,1.32748304493e-23,3.48310775801e-25,(2.05485402058e-11 1.51931546321e-27 -2.33058498299e-13)
1.90000023464e-08,-1e+300,1.32514431794e-23,3.4841314011599997e-25,(2.05508902105e-11 1.54438227588e-27 -2.31756472723e-13)
1.90999938228e-08,-1e+300,1.3220507676300001e-23,3.48236833563e-25,(2.05386002633e-11 1.58685074217e-27 -2.30354409648e-13)
1.91999969789e-08,-1e+300,1.32030447896e-23,3.48471829134e-25,(2.05503443608e-11 1.58089835198e-27 -2.29187818543e-13)
1.93000035904e-08,-1e+300,1.3184770739100001e-23,3.48643311599e-25,(2.05596807496e-11 1.57788064703e-27 -2.27392783992e-13)
1.94000067156e-08,-1e+300,1.31558958438e-23,3.48380608321e-25,(2.0554196739e-11 1.49189848197e-27 -2.27326263951e-13)
1.94999980795e-08,-1e+300,1.3130839214600001e-23,3.4868040427899997e-25,(2.05476550082e-11 1.40036232866e-27 -2.25201488451e-13)
1.96000022981e-08,-1e+300,1.31164139754e-23,3.48839754763e-25,(2.05648214165e-11 1.33111805771e-27 -2.24242059362e-13)
1.97000010926e-08,-1e+300,1.30926018467e-23,3.48969481624e-25,(2.0564469893e-11 1.2660169623e-27 -2.231706193e-13)
