time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.08000030275e-08,-1e+300,1.55669323326e-23,3.3723158756399997e-25,(2.01713330943e-11 1.08002260346e-27 -3.62478290622e-13)
1.09000049273e-08,-1e+300,1.55293366829e-23,3.3747514580299997e-25,(2.01749586424e-11 1.2645617088e-27 -3.60155594211e-13)
1.1000004289e-08,-1e+300,1.54981652144e-23,3.3767374059799997e-25,(2.01965521908e-11 1.36335941968e-27 -3.59641981215e-13)
1.11000021264e-08,-1e+300,1.54639520341e-23,3.3774081975299996e-25,(2.01885429865e-11 1.59468572477e-27 -3.56102528718e-13)
1.11999973483e-08,-1e+300,1.54314049516e-23,3.3805535932e-25,(2.02072009166e-11 1.80371725622e-27 -3.54614291281e-13)
1.13000045127e-08,-1e+300,1.5397349528300002e-23,3.3818096574799997e-25,(2.02186413603e-11 1.90676323607e-27 -3.53290068626e-13)
1.14000046459e-08,-1e+300,1.53598778472e-23,3.38214934271e-25,(2.02023949838e-11 2.17230504483e-27 -3.49502577771e-13)
1.15000000021e-08,-1e+300,1.53325055666e-23,3.38950696747e-25,(2.02315346885e-11 1.79985719716e-27 -3.48964192997e-13)
1.15999996164e-08,-1e+300,1.52991654217e-23,3.39094880559e-25,(2.02359101921e-11 1.54572180974e-27 -3.4671391628e-13)
1.17000019705e-08,-1e+300,1.5262307356500002e-23,3.3927655080499998e-25,(2.02280525036e-11 1.17576413121e-27 -3.43841035146e-13)
1.17999932603e-08,-1e+300,1.52355140762e-23,3.39524360238e-25,(2.02551482553e-11 5.27754697039e-28 -3.43174664447e-13)
1.19000000035e-08,-1e+300,1.5201983313300002e-23,3.39622854771e-25,(2.02535522654e-11 2.43962447334e-28 -3.40783919267e-13)
1.20000040194e-08,-1e+300,1.51677665656e-23,3.39835495797e-25,(2.02561184458e-11 -5.24564659509e-29 -3.38336937596e-13)
1.20999942653e-08,-1e+300,1.5138739279000002e-23,3.3993171514000003e-25,(2.02764540564e-11 -3.09114052267e-28 -3.37685298929e-13)
1.21999930284e-08,-1e+300,1.51046827803e-23,3.40073899803e-25,(2.02697329748e-11 -4.68264884397e-28 -3.35056149599e-13)
1.22999942364e-08,-1e+300,1.50737024494e-23,3.40313836623e-25,(2.02812816054e-11 -5.11820716831e-28 -3.32907621706e-13)
1.23999997985e-08,-1e+300,1.5042688764900002e-23,3.404682062e-25,(2.02955343001e-11 -3.16875063817e-28 -3.32162238214e-13)
1.24999948033e-08,-1e+300,1.50083055959e-23,3.40587129598e-25,(2.02843124164e-11 -2.43418788252e-28 -3.29262904311e-13)
1.25999940158e-08,-1e+300,1.49804890647e-23,3.40888898987e-25,(2.03030600388e-11 -2.01830596118e-29 -3.27462391083e-13)
1.27000036664e-08,-1e+300,1.49475247005e-23,3.41141141193e-25,(2.03116567915e-11 3.172997538e-28 -3.2653466955e-13)
1.27999964613e-08,-1e+300,1.49134198855e-23,3.4098751231e-25,(2.02988347168e-11 5.93948943538e-28 -3.23589730228e-13)
