Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
9.99994e-11,1.60131e-07,1.59081e-07
2.00003e-10,1.59821e-07,1.5874e-07
3.00002e-10,1.595e-07,1.58427e-07
4e-10,1.59192e-07,1.58133e-07
5e-10,1.58896e-07,1.57847e-07
6.00004e-10,1.58611e-07,1.57567e-07
6.99997e-10,1.58336e-07,1.57301e-07
7.99996e-10,1.5807e-07,1.5704e-07
9.00001e-10,1.5781e-07,1.56779e-07
9.99997e-10,1.57556e-07,1.56532e-07
1.1e-09,1.57308e-07,1.56284e-07
1.2e-09,1.57064e-07,1.56039e-07
1.3e-09,1.56824e-07,1.55803e-07
1.4e-09,1.56588e-07,1.55562e-07
1.5e-09,1.56354e-07,1.55333e-07
1.6e-09,1.56125e-07,1.55101e-07
1.7e-09,1.55897e-07,1.54873e-07
1.8e-09,1.55674e-07,1.5465e-07
1.9e-09,1.55452e-07,1.54422e-07
2e-09,1.55232e-07,1.54207e-07
2.1e-09,1.55015e-07,1.53982e-07
2.2e-09,1.54799e-07,1.53772e-07
2.3e-09,1.54586e-07,1.53553e-07
2.4e-09,1.54373e-07,1.53345e-07
2.5e-09,1.54165e-07,1.53131e-07
2.6e-09,1.53956e-07,1.52924e-07
2.7e-09,1.53751e-07,1.52715e-07
2.8e-09,1.53545e-07,1.52509e-07
2.9e-09,1.53343e-07,1.52304e-07
3e-09,1.53141e-07,1.52101e-07
3.1e-09,1.52942e-07,1.51899e-07
3.2e-09,1.52742e-07,1.51699e-07
3.30001e-09,1.52546e-07,1.515e-07
3.40001e-09,1.52349e-07,1.51302e-07
3.5e-09,1.52156e-07,1.51106e-07
3.6e-09,1.51961e-07,1.50912e-07
3.7e-09,1.5177e-07,1.50717e-07
3.8e-09,1.51579e-07,1.50526e-07
3.9e-09,1.5139e-07,1.50333e-07
4e-09,1.51201e-07,1.50146e-07
4.1e-09,1.51015e-07,1.49953e-07
4.2e-09,1.50828e-07,1.4977e-07
4.3e-09,1.50644e-07,1.49578e-07
4.4e-09,1.5046e-07,1.49399e-07
4.49999e-09,1.50278e-07,1.49208e-07
4.6e-09,1.50097e-07,1.49032e-07
4.7e-09,1.49916e-07,1.48846e-07
4.8e-09,1.49738e-07,1.48669e-07
4.9e-09,1.49558e-07,1.48488e-07
5e-09,1.49382e-07,1.4831e-07
5.10001e-09,1.49204e-07,1.48134e-07
5.2e-09,1.4903e-07,1.47953e-07
5.3e-09,1.48855e-07,1.47782e-07
5.4e-09,1.48682e-07,1.476e-07
5.5e-09,1.4851e-07,1.47434e-07
5.6e-09,1.48337e-07,1.47257e-07
5.7e-09,1.48167e-07,1.47087e-07
5.8e-09,1.47995e-07,1.46916e-07
5.9e-09,1.47827e-07,1.46743e-07
6e-09,1.47659e-07,1.46578e-07
6.1e-09,1.47491e-07,1.46401e-07
6.2e-09,1.47325e-07,1.46241e-07
6.3e-09,1.47157e-07,1.46071e-07
6.4e-09,1.46993e-07,1.45905e-07
6.5e-09,1.46827e-07,1.45741e-07
6.6e-09,1.46664e-07,1.45571e-07
6.70001e-09,1.46501e-07,1.45412e-07
6.8e-09,1.46338e-07,1.45244e-07
6.9e-09,1.46177e-07,1.45085e-07
7e-09,1.46015e-07,1.44923e-07
7.10001e-09,1.45855e-07,1.44758e-07
7.2e-09,1.45696e-07,1.44602e-07
7.3e-09,1.45536e-07,1.44437e-07
7.4e-09,1.45379e-07,1.44281e-07
7.5e-09,1.4522e-07,1.44123e-07
7.6e-09,1.45064e-07,1.43961e-07
7.69999e-09,1.44908e-07,1.43808e-07
7.8e-09,1.44751e-07,1.43647e-07
7.89999e-09,1.44597e-07,1.43494e-07
8e-09,1.44442e-07,1.4334e-07
8.1e-09,1.44289e-07,1.43179e-07
8.19999e-09,1.44136e-07,1.43031e-07
8.29999e-09,1.43982e-07,1.42875e-07
8.40001e-09,1.43832e-07,1.42722e-07
8.5e-09,1.4368e-07,1.42573e-07
8.6e-09,1.43529e-07,1.42414e-07
8.7e-09,1.4338e-07,1.42269e-07
8.79999e-09,1.43229e-07,1.42118e-07
8.89999e-09,1.43081e-07,1.41964e-07
9e-09,1.42934e-07,1.4182e-07
9.10001e-09,1.42784e-07,1.41668e-07
9.2e-09,1.42638e-07,1.4152e-07
9.3e-09,1.42492e-07,1.41375e-07
9.4e-09,1.42345e-07,1.41222e-07
9.5e-09,1.42201e-07,1.41081e-07
9.6e-09,1.42055e-07,1.40935e-07
9.7e-09,1.4191e-07,1.40784e-07
9.79999e-09,1.41767e-07,1.40645e-07
9.9e-09,1.41623e-07,1.40499e-07
1e-08,1.4148e-07,1.40352e-07
1.01e-08,1.41339e-07,1.40213e-07
1.02e-08,1.41195e-07,1.40067e-07
1.03e-08,1.41055e-07,1.39925e-07
1.04e-08,1.40915e-07,1.39786e-07
1.05e-08,1.40773e-07,1.39639e-07
1.06e-08,1.40634e-07,1.39501e-07
1.07e-08,1.40495e-07,1.39362e-07
1.08e-08,1.40354e-07,1.39216e-07
1.09e-08,1.40217e-07,1.39081e-07
1.1e-08,1.40079e-07,1.38943e-07
1.11e-08,1.3994e-07,1.38797e-07
1.12e-08,1.39804e-07,1.38666e-07
