time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
9.99993894552e-11,-1e+300,2.00981872527e-23,2.28435204986e-25,(1.40420615727e-11 -1.79961613739e-27 -5.21922215096e-13)
2.00003167389e-10,-1e+300,2.05040073866e-23,2.21678026634e-25,(1.36705138467e-11 -2.12911282004e-27 -3.65898435806e-13)
3.00002171787e-10,-1e+300,1.98056523909e-23,2.19011808322e-25,(1.34127352565e-11 -2.3932775647e-27 -3.48714129441e-13)
4.00000164321e-10,-1e+300,1.90496711558e-23,2.16611436642e-25,(1.3202674044e-11 -2.18071948557e-27 -3.35681954958e-13)
5.00000410168e-10,-1e+300,1.83635672183e-23,2.1449339692e-25,(1.30377414583e-11 -2.44045005186e-27 -3.2946866243e-13)
6.00003648921e-10,-1e+300,1.7808747462e-23,2.13102979518e-25,(1.29443318404e-11 -2.18604577814e-27 -3.16591496824e-13)
6.99997340836e-10,-1e+300,1.7347770984700002e-23,2.1214064224e-25,(1.2900432616e-11 -1.89337955897e-27 -3.13140448832e-13)
7.99996305921e-10,-1e+300,1.69832343716e-23,2.11622001735e-25,(1.2875398676e-11 -4.22399111929e-28 -3.05547285273e-13)
9.00001006875e-10,-1e+300,1.6676372886000001e-23,2.1128190876e-25,(1.28654423984e-11 1.0754931468e-27 -2.97080120404e-13)
9.99997297022e-10,-1e+300,1.64509749529e-23,2.11418045956e-25,(1.29047735421e-11 2.20036714744e-27 -2.87867767432e-13)
1.09999600252e-09,-1e+300,1.62518570006e-23,2.11621990833e-25,(1.29381865007e-11 2.47234670451e-27 -2.84161461127e-13)
1.1999960045e-09,-1e+300,1.60827730062e-23,2.1184223720000003e-25,(1.29636946189e-11 2.68191408736e-27 -2.7102643173e-13)
1.30000210249e-09,-1e+300,1.59570049951e-23,2.12415295756e-25,(1.30262646955e-11 2.67284735327e-27 -2.66005571356e-13)
1.39999779253e-09,-1e+300,1.5838048644600002e-23,2.129073433e-25,(1.30645449648e-11 2.3774644372e-27 -2.56997381241e-13)
1.49999786384e-09,-1e+300,1.5743859694200002e-23,2.13507804822e-25,(1.31086367926e-11 1.89096796433e-27 -2.44246548266e-13)
1.60000323098e-09,-1e+300,1.56575229268e-23,2.14177993996e-25,(1.31585003958e-11 1.70561922289e-27 -2.37026205585e-13)
1.70000338471e-09,-1e+300,1.5576414077500002e-23,2.14749969209e-25,(1.31836264995e-11 1.55696297407e-27 -2.23834145659e-13)
1.80000451174e-09,-1e+300,1.55257398447e-23,2.15640673819e-25,(1.32350357726e-11 1.39767748635e-27 -2.14505778584e-13)
1.89999977904e-09,-1e+300,1.54615221131e-23,2.16270882612e-25,(1.3251282849e-11 9.22506335663e-28 -1.99391829601e-13)
1.99999816704e-09,-1e+300,1.5412465073300002e-23,2.17008757119e-25,(1.32786260953e-11 5.1142253788e-28 -1.85189659021e-13)
2.10000105053e-09,-1e+300,1.5353861495200002e-23,2.17634413019e-25,(1.32861329623e-11 1.54955318204e-28 -1.74107917142e-13)
2.20000087394e-09,-1e+300,1.53117431371e-23,2.1833205686699997e-25,(1.32940204185e-11 3.1814650603e-28 -1.62703705348e-13)
2.30000205191e-09,-1e+300,1.52691026328e-23,2.19084649116e-25,(1.32989016045e-11 8.19368998892e-28 -1.51144508075e-13)
2.39999533171e-09,-1e+300,1.52316493023e-23,2.19776512978e-25,(1.32913213466e-11 1.55753953182e-27 -1.39510411406e-13)
2.49999920307e-09,-1e+300,1.52094009961e-23,2.2072155494699997e-25,(1.32979239936e-11 1.67080715593e-27 -1.2904338218e-13)
2.59999664443e-09,-1e+300,1.5185762780400002e-23,2.21541032038e-25,(1.32849429631e-11 1.241948011e-27 -1.16734667246e-13)
2.69999830244e-09,-1e+300,1.51767280828e-23,2.22611506598e-25,(1.32935031164e-11 1.21777420073e-27 -1.08008527819e-13)
2.80000176632e-09,-1e+300,1.51533557654e-23,2.2339943129e-25,(1.32743055641e-11 1.36854030775e-27 -9.48229533676e-14)
2.90000035516e-09,-1e+300,1.51419934672e-23,2.24414091726e-25,(1.32803492824e-11 2.04939551027e-27 -8.72134129077e-14)
3.00000146518e-09,-1e+300,1.51145372905e-23,2.25132392137e-25,(1.32558514375e-11 2.09122732269e-27 -7.50114443616e-14)
3.10000382967e-09,-1e+300,1.51028580638e-23,2.26098833329e-25,(1.32563956225e-11 1.82323516722e-27 -6.94568679841e-14)
3.20000378385e-09,-1e+300,1.5072349630500002e-23,2.26757877004e-25,(1.3226717282e-11 1.72020333239e-27 -5.8798119052e-14)
3.30000468322e-09,-1e+300,1.5051094166000002e-23,2.2760357420199998e-25,(1.32219782865e-11 1.7775718572e-27 -5.37866304492e-14)
3.40000502721e-09,-1e+300,1.5020891165700002e-23,2.2821784836e-25,(1.31882334383e-11 1.56174041511e-27 -4.52317018515e-14)
3.50000066671e-09,-1e+300,1.4999070938700002e-23,2.2900334149e-25,(1.31759513549e-11 1.13448435038e-27 -4.22019733805e-14)
3.59999887199e-09,-1e+300,1.49712377342e-23,2.29598368365e-25,(1.31402432515e-11 8.63786420513e-28 -3.51807105349e-14)
3.70000181463e-09,-1e+300,1.49458970394e-23,2.30326412603e-25,(1.31202831892e-11 9.78993278482e-28 -3.31360758086e-14)
3.8000000949e-09,-1e+300,1.4924495723700002e-23,2.30959693258e-25,(1.30836702764e-11 1.10583676625e-27 -2.83004480834e-14)
3.89999527404e-09,-1e+300,1.4897587344e-23,2.31646034459e-25,(1.30566637222e-11 1.06438852305e-27 -2.61240017572e-14)
3.9999953968e-09,-1e+300,1.48769353944e-23,2.3227877100799997e-25,(1.30209283237e-11 6.40360263966e-28 -2.05880531017e-14)
4.0999957575e-09,-1e+300,1.48440477144e-23,2.32897789162e-25,(1.29867827183e-11 1.28556502084e-28 -1.68499875863e-14)
4.19999939413e-09,-1e+300,1.48250281866e-23,2.3354421719699997e-25,(1.29541449945e-11 -5.04882254863e-28 -1.10459925728e-14)
