time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N),# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ,Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
2.34000002383e-08,-1e+300,1.2290788562200001e-23,3.46586907773e-25,(1.9984772824e-11 2.18600725589e-28 -1.63450281075e-13),2.34000002383e-08,0.0,0.0,-2.24866066473e-07,2.21422366384e-11,2.7630998548700003e-28,0.0,1.83490518031e-11,-3.70481104805e-27,1.71264449179e-11,2.34e-08,1.23243e-07,1.22194e-07
2.34999999706e-08,-1e+300,1.22702192037e-23,3.46645848157e-25,(1.99763778834e-11 2.15372963768e-28 -1.61310040985e-13),2.34999999706e-08,0.0,0.0,-2.25187374613e-07,2.21292032263e-11,2.28433221051e-28,0.0,1.8349074269e-11,-1.66178957953e-26,1.71261184337e-11,2.35e-08,1.23137e-07,1.22086e-07
2.3600002464e-08,-1e+300,1.22493145346e-23,3.46735085389e-25,(1.9976278888e-11 1.87799914682e-28 -1.5941108107e-13),2.3600002464e-08,0.0,0.0,-2.25631671568e-07,2.21257346449e-11,1.98648082845e-28,0.0,1.83490813675e-11,-2.83104946842e-26,1.71261062378e-11,2.36e-08,1.23033e-07,1.21977e-07
2.37000030242e-08,-1e+300,1.22309059253e-23,3.46714154298e-25,(1.99851688085e-11 9.60609679833e-29 -1.59394786624e-13),2.37000030242e-08,0.0,0.0,-2.26523713502e-07,2.21291821926e-11,1.75674428481e-28,0.0,1.83491172445e-11,-3.88107408497e-26,1.71254172331e-11,2.37e-08,1.22929e-07,1.21877e-07
2.38000030252e-08,-1e+300,1.2209734816900001e-23,3.46706052742e-25,(1.99846537895e-11 1.48607866098e-28 -1.59587249525e-13),2.38000030252e-08,0.0,0.0,-2.27221729835e-07,2.21237521526e-11,1.40518998004e-28,0.0,1.83491845962e-11,-4.82284703408e-26,1.7124890365e-11,2.38e-08,1.22823e-07,1.21774e-07
2.38999990233e-08,-1e+300,1.2188865753900001e-23,3.46617002127e-25,(1.99752444256e-11 1.15645441906e-28 -1.5722668471e-13),2.38999990233e-08,0.0,0.0,-2.27855381183e-07,2.2107201834e-11,1.23687918158e-28,0.0,1.83491964092e-11,-5.676780664410001e-26,1.71247345923e-11,2.39e-08,1.22719e-07,1.21666e-07
2.3999994196e-08,-1e+300,1.21695255857e-23,3.46751478041e-25,(1.99797710985e-11 5.00119072326e-29 -1.5583871237e-13),2.3999994196e-08,0.0,0.0,-2.28329224945e-07,2.21090749456e-11,1.10243621086e-28,0.0,1.83492039628e-11,-6.47387186005e-26,1.71246909885e-11,2.4e-08,1.22615e-07,1.2156e-07
2.41000013521e-08,-1e+300,1.21507583059e-23,3.46824753205e-25,(1.99862379069e-11 4.7115161449e-29 -1.56043141892e-13),2.41000013521e-08,0.0,0.0,-2.28855328801e-07,2.21124987107e-11,1.00964631265e-28,0.0,1.83492486108e-11,-7.25736897071e-26,1.71240693177e-11,2.41e-08,1.22511e-07,1.2146e-07
2.42000045896e-08,-1e+300,1.21299127887e-23,3.46801809334e-25,(1.99842893469e-11 5.33778169483e-29 -1.55745240579e-13),2.42000045896e-08,0.0,0.0,-2.29594888124e-07,2.21053163261e-11,9.38207708025e-29,0.0,1.83493101702e-11,-8.08102190488e-26,1.71236738747e-11,2.42e-08,1.22407e-07,1.21357e-07
2.42999997103e-08,-1e+300,1.21084729962e-23,3.46860708288e-25,(1.99726051941e-11 -4.41576037502e-30 -1.53051493303e-13),2.42999997103e-08,0.0,0.0,-2.29780122507e-07,2.20895604702e-11,6.312973023e-29,0.0,1.83493212329e-11,-9.006489660880001e-26,1.71236935247e-11,2.43e-08,1.22303e-07,1.21249e-07
2.44000084802e-08,-1e+300,1.20907761421e-23,3.46898751926e-25,(1.99816246008e-11 -2.30099580664e-29 -1.52174895633e-13),2.44000084802e-08,0.0,0.0,-2.30579274928e-07,2.20941515586e-11,4.71173222592e-29,0.0,1.83493320363e-11,-1.00988314688e-25,1.71236051283e-11,2.44e-08,1.22201e-07,1.21145e-07
2.45000045119e-08,-1e+300,1.20719760815e-23,3.46926508672e-25,(1.9986870549e-11 4.63486295568e-29 -1.52633987795e-13),2.45000045119e-08,0.0,0.0,-2.31172062347e-07,2.20957524394e-11,3.33834307467e-29,0.0,1.83493823768e-11,-1.1420296192e-25,1.71230672959e-11,2.45e-08,1.22098e-07,1.21046e-07
2.45999932835e-08,-1e+300,1.20514908922e-23,3.46897469221e-25,(1.99837365503e-11 9.34570340672e-29 -1.51933852747e-13),2.45999932835e-08,0.0,0.0,-2.31796065858e-07,2.20872888452e-11,2.2209540255000002e-29,0.0,1.83494384997e-11,-1.30211983947e-25,1.71227962846e-11,2.46e-08,1.21994e-07,1.20943e-07
2.47000096638e-08,-1e+300,1.20301145371e-23,3.46779945087e-25,(1.99719557065e-11 6.5133984763e-29 -1.49148871914e-13),2.47000096638e-08,0.0,0.0,-2.32518196905e-07,2.20682919632e-11,2.90025704233e-29,0.0,1.83494497549e-11,-1.49324283042e-25,1.71229697804e-11,2.47e-08,1.21891e-07,1.20835e-07
2.47999948988e-08,-1e+300,1.20134952509e-23,3.47006347408e-25,(1.99830188953e-11 1.15443714942e-28 -1.48548520915e-13),2.47999948988e-08,0.0,0.0,-2.32892104142e-07,2.20786375627e-11,2.60393385381e-29,0.0,1.83494637138e-11,-1.7157469732e-25,1.71228408955e-11,2.48e-08,1.21789e-07,1.20734e-07
2.49000020697e-08,-1e+300,1.19947062686e-23,3.47022158833e-25,(1.99872195264e-11 8.19404537995e-29 -1.49142553085e-13),2.49000020697e-08,0.0,0.0,-2.33510876442e-07,2.20790970808e-11,3.98945185877e-29,0.0,1.83495183319e-11,-1.9676754448e-25,1.71223925777e-11,2.49e-08,1.21687e-07,1.20635e-07
2.49999992192e-08,-1e+300,1.19744690684e-23,3.47024135098e-25,(1.99830601697e-11 6.36556657287e-29 -1.48183757872e-13),2.49999992192e-08,0.0,0.0,-2.3402168239e-07,2.2070049416e-11,5.35544369854e-29,0.0,1.83495700809e-11,-2.24455756338e-25,1.71222341401e-11,2.5e-08,1.21584e-07,1.20532e-07
2.51000057287e-08,-1e+300,1.1953405986000001e-23,3.47008943478e-25,(1.99723049006e-11 5.59914854772e-29 -1.45342661515e-13),2.51000057287e-08,0.0,0.0,-2.34380353929e-07,2.20541095213e-11,7.196548915700001e-29,0.0,1.83495811667e-11,-2.54112881222e-25,1.7122525071e-11,2.51e-08,1.21482e-07,1.20425e-07
2.51999938552e-08,-1e+300,1.19374975432e-23,3.47104227684e-25,(1.99839291302e-11 2.91372370951e-29 -1.44979900605e-13),2.51999938552e-08,0.0,0.0,-2.35178911151e-07,2.20629888069e-11,6.20540240428e-29,0.0,1.83495984123e-11,-2.85238815402e-25,1.7122376919e-11,2.52e-08,1.21381e-07,1.20325e-07
2.529999598e-08,-1e+300,1.19187478755e-23,3.47115620968e-25,(1.99872951888e-11 2.26744043477e-29 -1.45618684544e-13),2.529999598e-08,0.0,0.0,-2.35684621308e-07,2.20626688608e-11,6.0201316692e-29,0.0,1.83496561762e-11,-3.17510791714e-25,1.71220162876e-11,2.53e-08,1.21279e-07,1.20227e-07
2.54000038692e-08,-1e+300,1.1898728240800001e-23,3.47106713572e-25,(1.99823686608e-11 1.2422656264e-29 -1.44532879795e-13),2.54000038692e-08,0.0,0.0,-2.36228833948e-07,2.20533995628e-11,4.79072294251e-29,0.0,1.83497049734e-11,-3.50815443419e-25,1.71219594397e-11,2.54e-08,1.21177e-07,1.20124e-07
2.55000036364e-08,-1e+300,1.1878333586e-23,3.46433411901e-25,(1.99731501085e-11 -3.15134594495e-29 -1.42130054168e-13),2.55000036364e-08,0.0,0.0,-2.36650801528e-07,2.20400837145e-11,5.55507598037e-29,0.0,1.83497168182e-11,-3.85261925472e-25,1.71223529312e-11,2.55e-08,1.21076e-07,1.20018e-07
2.56000036364e-08,-1e+300,1.18628523939e-23,3.45966768298e-25,(1.99844086454e-11 6.6221430491e-29 -1.42229316066e-13),2.56000036364e-08,0.0,0.0,-2.3744649374e-07,2.20471464595e-11,1.28463037353e-28,0.0,1.83497385799e-11,-4.21133138757e-25,1.71222507188e-11,2.56e-08,1.20975e-07,1.1992e-07
2.57000036364e-08,-1e+300,1.18443554101e-23,3.45351340626e-25,(1.99872345722e-11 8.8310103447e-29 -1.43076041078e-13),2.57000036364e-08,0.0,0.0,-2.38094184896e-07,2.20461427747e-11,1.98631895946e-28,0.0,1.83498013787e-11,-4.58700397594e-25,1.71220190836e-11,2.57e-08,1.20874e-07,1.19821e-07
2.58000036364e-08,-1e+300,1.1824757007900001e-23,3.44713084023e-25,(1.99820766065e-11 1.01713405795e-28 -1.42217371265e-13),2.58000036364e-08,0.0,0.0,-2.38578934525e-07,2.2036126813e-11,2.58835361995e-28,0.0,1.83498529384e-11,-4.9814928947099995e-25,1.71221192246e-11,2.58e-08,1.20773e-07,1.19719e-07
2.59000036364e-08,-1e+300,1.1805057893000001e-23,3.44067156216e-25,(1.99742533646e-11 1.87444687196e-28 -1.39996119598e-13),2.59000036364e-08,0.0,0.0,-2.39126783277e-07,2.20232803885e-11,3.25094946877e-28,0.0,1.83498699339e-11,-5.39491025451e-25,1.71226623979e-11,2.59e-08,1.20673e-07,1.19613e-07
2.60000036364e-08,-1e+300,1.17897835652e-23,3.43603238245e-25,(1.99845142441e-11 2.99453071966e-28 -1.40077292664e-13),2.60000036364e-08,0.0,0.0,-2.39721050872e-07,2.20311476948e-11,4.57529866864e-28,0.0,1.8349898238e-11,-5.825285607929998e-25,1.71226885604e-11,2.6e-08,1.20573e-07,1.19517e-07
2.61000036364e-08,-1e+300,1.1771610214700001e-23,3.43000029479e-25,(1.9987033791e-11 3.86802381938e-28 -1.4080452063e-13),2.61000036364e-08,0.0,0.0,-2.40216404397e-07,2.20299935479e-11,5.79588912388e-28,0.0,1.83499671819e-11,-6.26803782465e-25,1.71226183223e-11,2.61e-08,1.20472e-07,1.19419e-07
2.62000036364e-08,-1e+300,1.17521965457e-23,3.42366521213e-25,(1.9981605054e-11 4.74626324008e-28 -1.39965043057e-13),2.62000036364e-08,0.0,0.0,-2.40769115195e-07,2.20203215404e-11,7.009346609170001e-28,0.0,1.83500239216e-11,-6.71634217878e-25,1.71228812577e-11,2.62e-08,1.20371e-07,1.19318e-07
2.63000036364e-08,-1e+300,1.17327643542e-23,3.41732820802e-25,(1.99737716965e-11 4.80324812853e-28 -1.37782930305e-13),2.63000036364e-08,0.0,0.0,-2.41170251018e-07,2.20087689664e-11,8.04648190825e-28,0.0,1.83500462745e-11,-7.1618613312699985e-25,1.71235755896e-11,2.63e-08,1.20272e-07,1.19212e-07
2.64000036364e-08,-1e+300,1.1717971908e-23,3.41284176854e-25,(1.99843630571e-11 5.14585891568e-28 -1.37926916014e-13),2.64000036364e-08,0.0,0.0,-2.41971849592e-07,2.20152274432e-11,8.27099553783e-28,0.0,1.835008021e-11,-7.59556639096e-25,1.71237447748e-11,2.64e-08,1.20173e-07,1.19116e-07
2.65000036364e-08,-1e+300,1.17002102714e-23,3.40695315563e-25,(1.99868623812e-11 4.60031246e-28 -1.38594231693e-13),2.65000036364e-08,0.0,0.0,-2.42532663615e-07,2.20140880562e-11,8.53870995148e-28,0.0,1.83501542602e-11,-8.00839324749e-25,1.71238198866e-11,2.65e-08,1.20073e-07,1.19019e-07
2.66000036364e-08,-1e+300,1.1681007339500001e-23,3.40068808339e-25,(1.9981536405e-11 4.57674230889e-28 -1.37806393804e-13),2.66000036364e-08,0.0,0.0,-2.43009802702e-07,2.20046450059e-11,8.789680511280001e-28,0.0,1.83502177013e-11,-8.39192620502e-25,1.71242241744e-11,2.66e-08,1.19973e-07,1.18919e-07
2.67000036364e-08,-1e+300,1.1661768694e-23,3.3944286276e-25,(1.9973362428e-11 4.12555584443e-28 -1.35624319413e-13),2.67000036364e-08,0.0,0.0,-2.43411212431e-07,2.19927792802e-11,8.801987213110001e-28,0.0,1.83502453411e-11,-8.7395912108e-25,1.71250490035e-11,2.67e-08,1.19875e-07,1.18814e-07
2.68000036364e-08,-1e+300,1.1647399298200001e-23,3.39008139044e-25,(1.99839419602e-11 4.15878342509e-28 -1.35757689547e-13),2.68000036364e-08,0.0,0.0,-2.44206997837e-07,2.19993628309e-11,8.278848083360001e-28,0.0,1.83502834488e-11,-9.04723166705e-25,1.71253681373e-11,2.68e-08,1.19776e-07,1.18719e-07
2.69000036364e-08,-1e+300,1.1630122766000001e-23,3.38437989163e-25,(1.99866028779e-11 3.55129988945e-28 -1.36374156507e-13),2.69000036364e-08,0.0,0.0,-2.44715280597e-07,2.19985371162e-11,7.78308933119e-28,0.0,1.83503614655e-11,-9.31289334422e-25,1.71255731115e-11,2.69e-08,1.19677e-07,1.18622e-07
2.70000036364e-08,-1e+300,1.16111107616e-23,3.37816080049e-25,(1.99816426193e-11 3.51837152723e-28 -1.35739013506e-13),2.70000036364e-08,0.0,0.0,-2.45245640501e-07,2.19894913734e-11,7.22361393605e-28,0.0,1.83504329637e-11,-9.53640142533e-25,1.71260991417e-11,2.7e-08,1.19578e-07,1.18523e-07
2.71000036364e-08,-1e+300,1.15918535487e-23,3.37190551046e-25,(1.99724192904e-11 2.559261579e-28 -1.33504604905e-13),2.71000036364e-08,0.0,0.0,-2.45582238467e-07,2.19766226411e-11,6.93831194193e-28,0.0,1.83504657128e-11,-9.71863310003e-25,1.71270380394e-11,2.71e-08,1.1948e-07,1.18419e-07
2.72000036364e-08,-1e+300,1.15779105189e-23,3.36771469076e-25,(1.99832478728e-11 3.31610573815e-28 -1.33562143433e-13),2.72000036364e-08,0.0,0.0,-2.46426785514e-07,2.19835319158e-11,7.0707521386600005e-28,0.0,1.83505067523e-11,-9.8607269486e-25,1.71275172383e-11,2.72e-08,1.19382e-07,1.18324e-07
2.73000036364e-08,-1e+300,1.1561194480100001e-23,3.36222375853e-25,(1.99863098784e-11 4.03970514206e-28 -1.34157850641e-13),2.73000036364e-08,0.0,0.0,-2.47009857905e-07,2.19831909276e-11,7.28402700745e-28,0.0,1.83505875042e-11,-9.96304546527e-25,1.71278386202e-11,2.73e-08,1.19284e-07,1.18228e-07
2.74000036364e-08,-1e+300,1.15424598957e-23,3.35608089285e-25,(1.99821439917e-11 3.91917418513e-28 -1.33753631816e-13),2.74000036364e-08,0.0,0.0,-2.47568179565e-07,2.19742209744e-11,7.6431964125e-28,0.0,1.83506683397e-11,-1.00250638968e-24,1.71284680564e-11,2.74e-08,1.19185e-07,1.1813e-07
2.75000036364e-08,-1e+300,1.15234071173e-23,3.34981693419e-25,(1.99723548235e-11 5.19196467849e-28 -1.31731595687e-13),2.75000036364e-08,0.0,0.0,-2.48528808924e-07,2.19575890159e-11,8.354866545120001e-28,0.0,1.83507061289e-11,-1.00461183871e-24,1.71294980642e-11,2.75e-08,1.19088e-07,1.18027e-07
2.76000036364e-08,-1e+300,1.15096656858e-23,3.34576507279e-25,(1.99822683825e-11 5.71047179558e-28 -1.31538719294e-13),2.76000036364e-08,0.0,0.0,-2.48630459881e-07,2.19677198829e-11,9.39339658815e-28,0.0,1.83507488501e-11,-1.00264054593e-24,1.71301547028e-11,2.76e-08,1.18991e-07,1.17931e-07
2.77000036363e-08,-1e+300,1.1493581299300001e-23,3.34052137006e-25,(1.99858622084e-11 7.17744032566e-28 -1.31878777874e-13),2.77000036363e-08,0.0,0.0,-2.49188247297e-07,2.19681120488e-11,1.05998082926e-27,0.0,1.83508310186e-11,-9.96741820993e-25,1.71305835733e-11,2.77e-08,1.18894e-07,1.17837e-07
2.78000036363e-08,-1e+300,1.14750388262e-23,3.33440374603e-25,(1.99824150044e-11 8.1841051795e-28 -1.31815317982e-13),2.78000036363e-08,0.0,0.0,-2.49751898983e-07,2.19601484037e-11,1.17501599438e-27,0.0,1.83509221819e-11,-9.87287421166e-25,1.71313002521e-11,2.78e-08,1.18795e-07,1.17739e-07
2.79000036363e-08,-1e+300,1.1456220347900001e-23,3.32826881418e-25,(1.99718898208e-11 9.40434332229e-28 -1.29791307287e-13),2.79000036363e-08,0.0,0.0,-2.50411368698e-07,2.1943374704e-11,1.28607097627e-27,0.0,1.83509644479e-11,-9.7488725709e-25,1.71323885736e-11,2.79e-08,1.18699e-07,1.17638e-07
2.80000036363e-08,-1e+300,1.1442448922e-23,3.32417745634e-25,(1.99809516066e-11 1.0255987634e-27 -1.29559873614e-13),2.80000036363e-08,0.0,0.0,-2.50818314388e-07,2.19518451612e-11,1.42119976299e-27,0.0,1.83510085111e-11,-9.60345886603e-25,1.71332467928e-11,2.8e-08,1.18602e-07,1.17542e-07
2.81000036363e-08,-1e+300,1.1427002578600001e-23,3.31919619153e-25,(1.99852876088e-11 1.17264554051e-27 -1.29808271248e-13),2.81000036363e-08,0.0,0.0,-2.51376877429e-07,2.1953182623e-11,1.54502954703e-27,0.0,1.83510906827e-11,-9.4451097024e-25,1.71337777586e-11,2.81e-08,1.18506e-07,1.17448e-07
2.82000036363e-08,-1e+300,1.14085285597e-23,3.31307299978e-25,(1.99825706507e-11 1.25421906261e-27 -1.29912603042e-13),2.82000036363e-08,0.0,0.0,-2.51757745913e-07,2.19466611067e-11,1.66398071712e-27,0.0,1.83511929783e-11,-9.28145373931e-25,1.71345679418e-11,2.82e-08,1.18408e-07,1.17351e-07
2.83000036363e-08,-1e+300,1.1390189944900001e-23,3.30714827535e-25,(1.99725084365e-11 1.42179239264e-27 -1.28100903805e-13),2.83000036363e-08,0.0,0.0,-2.52269113734e-07,2.19327638304e-11,1.76068594134e-27,0.0,1.83512392468e-11,-9.11852569244e-25,1.71356941031e-11,2.83e-08,1.18312e-07,1.17251e-07
2.84000036363e-08,-1e+300,1.13760550985e-23,3.30289773672e-25,(1.99790829628e-11 1.45050153705e-27 -1.27585492161e-13),2.84000036363e-08,0.0,0.0,-2.52936293416e-07,2.19361900146e-11,1.82387358898e-27,0.0,1.83512845788e-11,-8.95998156736e-25,1.71367593109e-11,2.84e-08,1.18216e-07,1.17154e-07
2.85000036363e-08,-1e+300,1.1361386182400001e-23,3.29821809115e-25,(1.99844829627e-11 1.5234907433e-27 -1.27726582305e-13),2.85000036363e-08,0.0,0.0,-2.53550838272e-07,2.19383014561e-11,1.86474113602e-27,0.0,1.83513652428e-11,-8.80642641296e-25,1.71373927033e-11,2.85e-08,1.1812e-07,1.17062e-07
2.86000036363e-08,-1e+300,1.1343515497000001e-23,3.29226063643e-25,(1.99829213066e-11 1.48843952486e-27 -1.28047807884e-13),2.86000036363e-08,0.0,0.0,-2.5407445674e-07,2.19329588756e-11,1.89883459267e-27,0.0,1.83514715195e-11,-8.655179086749999e-25,1.71382316302e-11,2.86e-08,1.18024e-07,1.16966e-07
2.87000036363e-08,-1e+300,1.1325627504e-23,3.28653771877e-25,(1.99747372976e-11 1.4935055051e-27 -1.26542635969e-13),2.87000036363e-08,0.0,0.0,-2.54722936069e-07,2.19190340718e-11,1.93120554545e-27,0.0,1.83515295839e-11,-8.50135048941e-25,1.71393969643e-11,2.87e-08,1.17928e-07,1.16867e-07
2.88000036363e-08,-1e+300,1.1310759477500001e-23,3.28200354207e-25,(1.99776443436e-11 1.47420477679e-27 -1.25658665577e-13),2.88000036363e-08,0.0,0.0,-2.55379611879e-07,2.1918298647e-11,1.89909500844e-27,0.0,1.8351576487e-11,-8.3390469001e-25,1.71406612745e-11,2.88e-08,1.17833e-07,1.16769e-07
2.89000036363e-08,-1e+300,1.12967811423e-23,3.27757524538e-25,(1.99833692005e-11 1.32321079327e-27 -1.25889887352e-13),2.89000036363e-08,0.0,0.0,-2.55709967131e-07,2.19233706197e-11,1.83541468208e-27,0.0,1.83516536178e-11,-8.16215858912e-25,1.7141402725e-11,2.89e-08,1.17738e-07,1.16677e-07
2.90000036363e-08,-1e+300,1.12798838056e-23,3.27198546339e-25,(1.99829806914e-11 1.25003650348e-27 -1.26098150553e-13),2.90000036363e-08,0.0,0.0,-2.56155531493e-07,2.19194951181e-11,1.76445426717e-27,0.0,1.8351759658e-11,-7.96508849563e-25,1.71422764085e-11,2.9e-08,1.17642e-07,1.16583e-07
2.91000036363e-08,-1e+300,1.1262126211700001e-23,3.26624259064e-25,(1.99759166554e-11 1.14003488181e-27 -1.24932011695e-13),2.91000036363e-08,0.0,0.0,-2.56753119023e-07,2.19079416161e-11,1.69200961823e-27,0.0,1.83518332785e-11,-7.74354721152e-25,1.71434729213e-11,2.91e-08,1.17546e-07,1.16486e-07
2.92000036363e-08,-1e+300,1.12460805213e-23,3.26129240788e-25,(1.99743496371e-11 1.06652537076e-27 -1.23664406722e-13),2.92000036363e-08,0.0,0.0,-2.5728678465e-07,2.19029861136e-11,1.63255024347e-27,0.0,1.83518839377e-11,-7.494534754909998e-25,1.71449072726e-11,2.92e-08,1.17452e-07,1.16386e-07
2.93000036363e-08,-1e+300,1.1233065513800001e-23,3.25724036662e-25,(1.99818689385e-11 1.03354091392e-27 -1.23915976726e-13),2.93000036363e-08,0.0,0.0,-2.57853330679e-07,2.1908287206e-11,1.59300858967e-27,0.0,1.8351954779e-11,-7.215960837509998e-25,1.71457757035e-11,2.93e-08,1.17357e-07,1.16296e-07
2.94000036363e-08,-1e+300,1.1217167620300001e-23,3.25202432935e-25,(1.99828584559e-11 1.01241771354e-27 -1.24078747235e-13),2.94000036363e-08,0.0,0.0,-2.58386324847e-07,2.19059977875e-11,1.54651950338e-27,0.0,1.83520590526e-11,-6.9059114638e-25,1.71466836476e-11,2.94e-08,1.17262e-07,1.16203e-07
2.95000036363e-08,-1e+300,1.11994547905e-23,3.24625052031e-25,(1.99771065223e-11 9.38515318706e-28 -1.23389456984e-13),2.95000036363e-08,0.0,0.0,-2.58815256301e-07,2.18966741822e-11,1.50980439514e-27,0.0,1.83521492522e-11,-6.56270555891e-25,1.71479032732e-11,2.95e-08,1.17167e-07,1.16107e-07
2.96000036363e-08,-1e+300,1.11822426412e-23,3.24085088217e-25,(1.99705167953e-11 9.69129424413e-28 -1.21616078791e-13),2.96000036363e-08,0.0,0.0,-2.59202958054e-07,2.1887119158e-11,1.50505102605e-27,0.0,1.83522036444e-11,-6.18454087907e-25,1.71494619359e-11,2.96e-08,1.17073e-07,1.16006e-07
2.97000036363e-08,-1e+300,1.1170072649700001e-23,3.23716620046e-25,(1.99798802615e-11 9.612898164e-28 -1.21753888032e-13),2.97000036363e-08,0.0,0.0,-2.59980319675e-07,2.18929203119e-11,1.51743887948e-27,0.0,1.83522683388e-11,-5.76965289269e-25,1.71505025204e-11,2.97e-08,1.16979e-07,1.15916e-07
2.98000036363e-08,-1e+300,1.11552005654e-23,3.23234627032e-25,(1.99823510233e-11 9.82683026013e-28 -1.21964987212e-13),2.98000036363e-08,0.0,0.0,-2.60518682751e-07,2.18924083893e-11,1.53990965806e-27,0.0,1.83523689583e-11,-5.31659771815e-25,1.71514517727e-11,2.98e-08,1.16885e-07,1.15825e-07
2.99000036363e-08,-1e+300,1.11375975481e-23,3.2265461353e-25,(1.99782816062e-11 1.04544591062e-27 -1.21836856316e-13),2.99000036363e-08,0.0,0.0,-2.60887485808e-07,2.18848503751e-11,1.56894980334e-27,0.0,1.83524761467e-11,-4.82495690783e-25,1.71526811551e-11,2.99e-08,1.1679e-07,1.1573e-07
3.00000036363e-08,-1e+300,1.1119782650900001e-23,3.22084180253e-25,(1.99675039315e-11 1.0383150644e-27 -1.19941451172e-13),3.00000036363e-08,0.0,0.0,-2.61363353732e-07,2.18704358022e-11,1.58950130349e-27,0.0,1.83525336209e-11,-4.29564398781e-25,1.71542561864e-11,3e-08,1.16697e-07,1.15631e-07
3.01000036363e-08,-1e+300,1.11078021343e-23,3.21734760351e-25,(1.99773105542e-11 1.01762962089e-27 -1.19884978843e-13),3.01000036363e-08,0.0,0.0,-2.62088287603e-07,2.18771883196e-11,1.53023240626e-27,0.0,1.83525936537e-11,-3.7314514518e-25,1.71555493953e-11,3.01e-08,1.16604e-07,1.15539e-07
3.02000036363e-08,-1e+300,1.1094057600700001e-23,3.21293616037e-25,(1.99813943987e-11 9.55669078312e-28 -1.2007853576e-13),3.02000036363e-08,0.0,0.0,-2.62635893015e-07,2.18785719743e-11,1.47970342901e-27,0.0,1.8352688453e-11,-3.13736829078e-25,1.71565544462e-11,3.02e-08,1.16511e-07,1.15448e-07
3.03000036363e-08,-1e+300,1.10772432056e-23,3.2073719361199998e-25,(1.99792168753e-11 9.9540248549e-28 -1.20211377157e-13),3.03000036363e-08,0.0,0.0,-2.63144188914e-07,2.18728214243e-11,1.43121127782e-27,0.0,1.83528058336e-11,-2.52056031619e-25,1.71577831872e-11,3.03e-08,1.16416e-07,1.15355e-07
3.04000036363e-08,-1e+300,1.1060121644400001e-23,3.20189734852e-25,(1.99706988991e-11 9.51454523844e-28 -1.18743942961e-13),3.04000036363e-08,0.0,0.0,-2.63645406423e-07,2.18599148333e-11,1.37247489526e-27,0.0,1.83528725448e-11,-1.8894114211899999e-25,1.71593175097e-11,3.04e-08,1.16323e-07,1.15258e-07
3.05000036363e-08,-1e+300,1.10462782546e-23,3.19777181102e-25,(1.99741436066e-11 9.1464000587e-28 -1.18068584388e-13),3.05000036363e-08,0.0,0.0,-2.64185975385e-07,2.18608652235e-11,1.28291301154e-27,0.0,1.8352930198e-11,-1.25282226585e-25,1.71608779166e-11,3.05e-08,1.16231e-07,1.15164e-07
3.06000036363e-08,-1e+300,1.1033751075200001e-23,3.19380125974e-25,(1.99800391574e-11 8.27106369421e-28 -1.18391712059e-13),3.06000036363e-08,0.0,0.0,-2.64739492838e-07,2.18643901387e-11,1.17526696434e-27,0.0,1.83530169574e-11,-6.19092114295e-26,1.71619632952e-11,3.06e-08,1.16138e-07,1.15074e-07
3.07000036363e-08,-1e+300,1.10184331688e-23,3.18876970516e-25,(1.99798672152e-11 7.97648548488e-28 -1.18381717092e-13),3.07000036363e-08,0.0,0.0,-2.65193954554e-07,2.1860892459e-11,1.05331768102e-27,0.0,1.83531310826e-11,4.47677733869e-28,1.71631745703e-11,3.07e-08,1.16045e-07,1.14983e-07
3.08000036363e-08,-1e+300,1.10017184572e-23,3.18333165125e-25,(1.99736203667e-11 6.68762818156e-28 -1.17485598827e-13),3.08000036363e-08,0.0,0.0,-2.65759550039e-07,2.18503598678e-11,9.23891348647e-28,0.0,1.83532193755e-11,6.126796539690001e-26,1.71646906132e-11,3.08e-08,1.15952e-07,1.14888e-07
3.09000036363e-08,-1e+300,1.09864823672e-23,3.17867535798e-25,(1.99709744596e-11 6.70536303396e-28 -1.16190874044e-13),3.09000036363e-08,0.0,0.0,-2.6627658217e-07,2.18441448621e-11,8.08409196227e-28,0.0,1.8353279148e-11,1.20280498558e-25,1.7166460956e-11,3.09e-08,1.1586e-07,1.1479e-07
3.10000036363e-08,-1e+300,1.09752966968e-23,3.17521563479e-25,(1.99790192325e-11 5.95171244807e-28 -1.16400929758e-13),3.10000036363e-08,0.0,0.0,-2.66840788307e-07,2.1849979152e-11,7.1189551431800005e-28,0.0,1.83533547242e-11,1.77486723825e-25,1.71676794974e-11,3.1e-08,1.15768e-07,1.14702e-07
3.11000036363e-08,-1e+300,1.0961533560100001e-23,3.17073757283e-25,(1.9981100648e-11 5.43891005168e-28 -1.16391867633e-13),3.11000036363e-08,0.0,0.0,-2.67385738607e-07,2.18488313609e-11,6.196279446530001e-28,0.0,1.8353463083e-11,2.33027220693e-25,1.71688911203e-11,3.11e-08,1.15675e-07,1.14612e-07
