time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N),# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ,Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
5.7300003636e-08,-1e+300,8.34642739696e-24,2.36562826576e-25,(1.98581598652e-11 6.27797424545e-28 -4.91661094877e-14),5.7300003636e-08,0.0,0.0,-3.83299066606e-07,2.12196075997e-11,5.81877568311e-28,0.0,1.83711922984e-11,-9.88530176303e-25,1.7735597333e-11,5.73e-08,9.50978e-08,9.3971e-08
5.7400003636e-08,-1e+300,8.33869939361e-24,2.36333942509e-25,(1.98566596783e-11 5.98741352774e-28 -4.84632390466e-14),5.7400003636e-08,0.0,0.0,-3.83663486739e-07,2.12168042763e-11,5.56110152768e-28,0.0,1.83712359744e-11,-9.9918271276e-25,1.77380396096e-11,5.74e-08,9.50299e-08,9.39058e-08
5.7500003636e-08,-1e+300,8.33247072361e-24,2.36155603533e-25,(1.98612231477e-11 5.67251355598e-28 -4.86934410265e-14),5.7500003636e-08,0.0,0.0,-3.84146299938e-07,2.1220789375e-11,5.39396801861e-28,0.0,1.83712806236e-11,-1.00698383462e-24,1.77401373832e-11,5.75e-08,9.49619e-08,9.38393e-08
5.7600003636e-08,-1e+300,8.32708297042e-24,2.35998535588e-25,(1.98631929893e-11 6.18204686429e-28 -4.91900038509e-14),5.7600003636e-08,0.0,0.0,-3.84479640488e-07,2.12217965952e-11,5.55073790322e-28,0.0,1.83713388576e-11,-1.01199761669e-24,1.77421183362e-11,5.76e-08,9.48934e-08,9.37711e-08
5.7700003636e-08,-1e+300,8.32092213834e-24,2.35810078538e-25,(1.98627511114e-11 6.54726029092e-28 -4.91572378475e-14),5.7700003636e-08,0.0,0.0,-3.84876601657e-07,2.12200620175e-11,5.71685237363e-28,0.0,1.83714101057e-11,-1.01430244196e-24,1.77441423578e-11,5.77e-08,9.48242e-08,9.37011e-08
5.7800003636e-08,-1e+300,8.31373735557e-24,2.3558925424699998e-25,(1.98599664934e-11 6.61649071816e-28 -4.87326578784e-14),5.7800003636e-08,0.0,0.0,-3.85249028805e-07,2.12157134756e-11,5.9264993627600005e-28,0.0,1.83714910728e-11,-1.0139933258e-24,1.77463201989e-11,5.78e-08,9.47942e-08,9.3629e-08
5.7900003636e-08,-1e+300,8.30564794509e-24,2.35339755004e-25,(1.98549239658e-11 6.77689703922e-28 -4.79191365257e-14),5.7900003636e-08,0.0,0.0,-3.85599600503e-07,2.12088223628e-11,6.0557215028800005e-28,0.0,1.83715769011e-11,-1.01118717575e-24,1.77486936667e-11,5.79e-08,9.46895e-08,9.35611e-08
5.8000003636e-08,-1e+300,8.29829142291e-24,2.35125060263e-25,(1.98548433314e-11 6.51399564488e-28 -4.73868134886e-14),5.8000003636e-08,0.0,0.0,-3.85968544746e-07,2.12076535911e-11,6.14783610677e-28,0.0,1.83716199098e-11,-1.00602109094e-24,1.77511061182e-11,5.8e-08,9.46209e-08,9.3496e-08
5.8100003636e-08,-1e+300,8.29222565646e-24,2.3495111178e-25,(1.9859042854e-11 7.17500367067e-28 -4.75483188371e-14),5.8100003636e-08,0.0,0.0,-3.86289821359e-07,2.12113021439e-11,6.318086093580001e-28,0.0,1.83716647607e-11,-9.9864989102e-25,1.77531655612e-11,5.81e-08,9.45531e-08,9.34295e-08
5.8200003636e-08,-1e+300,8.28684561637e-24,2.34792555951e-25,(1.98607353918e-11 6.97894864939e-28 -4.80820435634e-14),5.8200003636e-08,0.0,0.0,-3.86780542072e-07,2.12119428386e-11,6.64930271522e-28,0.0,1.83717236868e-11,-9.892197517249999e-25,1.77551364223e-11,5.82e-08,9.44849e-08,9.33615e-08
5.8300003636e-08,-1e+300,8.28069564803e-24,2.34604520213e-25,(1.98601796501e-11 7.01873169535e-28 -4.80162391491e-14),5.8300003636e-08,0.0,0.0,-3.8726398103e-07,2.12096137374e-11,6.9950189792e-28,0.0,1.83717950739e-11,-9.778742487939999e-25,1.77571657094e-11,5.83e-08,9.4416e-08,9.32915e-08
5.8400003636e-08,-1e+300,8.27355104545e-24,2.34385199241e-25,(1.98573605815e-11 7.36998639312e-28 -4.75724536052e-14),5.8400003636e-08,0.0,0.0,-3.8773283328e-07,2.1204711721e-11,7.33689519249e-28,0.0,1.83718759257e-11,-9.64745496447e-25,1.77593573858e-11,5.84e-08,9.43482e-08,9.32195e-08
5.8500003636e-08,-1e+300,8.26552001481e-24,2.3413794049e-25,(1.98522721926e-11 7.57452159261e-28 -4.67365667858e-14),5.8500003636e-08,0.0,0.0,-3.88140329005e-07,2.11975010943e-11,7.6455719527e-28,0.0,1.83719583686e-11,-9.49946080575e-25,1.77617407668e-11,5.85e-08,9.42811e-08,9.3153e-08
5.8600003636e-08,-1e+300,8.258403078900001e-24,2.33931936744e-25,(1.98528109867e-11 7.92097529875e-28 -4.63047599963e-14),5.8600003636e-08,0.0,0.0,-3.88261434822e-07,2.11983660326e-11,8.121744670040001e-28,0.0,1.83720004201e-11,-9.33566329321e-25,1.77641169702e-11,5.86e-08,9.42139e-08,9.30881e-08
5.8700003636e-08,-1e+300,8.25244848731e-24,2.33759956788e-25,(1.98567458514e-11 8.36133813133e-28 -4.64415123141e-14),5.8700003636e-08,0.0,0.0,-3.88659267484e-07,2.12016894725e-11,8.557352263000001e-28,0.0,1.83720453153e-11,-9.15666516365e-25,1.77661490572e-11,5.87e-08,9.41464e-08,9.30218e-08
5.8800003636e-08,-1e+300,8.24710686691e-24,2.33602292909e-25,(1.98582165108e-11 8.27660399671e-28 -4.69776958502e-14),5.8800003636e-08,0.0,0.0,-3.89068806218e-07,2.12021377944e-11,9.10626573585e-28,0.0,1.83721044151e-11,-8.96248014922e-25,1.77681109446e-11,5.88e-08,9.40784e-08,9.29539e-08
5.8900003636e-08,-1e+300,8.240972104600001e-24,2.33414460525e-25,(1.98573406679e-11 9.0280704352e-28 -4.68678283062e-14),5.8900003636e-08,0.0,0.0,-3.89458302308e-07,2.1199954952e-11,9.57125979202e-28,0.0,1.83721753938e-11,-8.75297787831e-25,1.7770139185e-11,5.89e-08,9.40098e-08,9.28841e-08
5.9000003636e-08,-1e+300,8.233860693620001e-24,2.33195985813e-25,(1.98542246462e-11 9.06655458621e-28 -4.63954760663e-14),5.9000003636e-08,0.0,0.0,-3.89823991677e-07,2.11952529483e-11,1.00074355263e-27,0.0,1.83722556177e-11,-8.52789916033e-25,1.77723302909e-11,5.9e-08,9.39426e-08,9.28121e-08
5.9100003636e-08,-1e+300,8.225861406370001e-24,2.32950094423e-25,(1.9848948026e-11 9.31822591167e-28 -4.5550365499e-14),5.9100003636e-08,0.0,0.0,-3.9016796611e-07,2.11881332139e-11,1.05018058335e-27,0.0,1.83723357865e-11,-8.28695217748e-25,1.77747108382e-11,5.91e-08,9.38758e-08,9.27469e-08
5.9200003636e-08,-1e+300,8.219054555080001e-24,2.3275515327e-25,(1.9850595279e-11 9.95734074151e-28 -4.52255674739e-14),5.9200003636e-08,0.0,0.0,-3.90542060111e-07,2.11889776782e-11,1.12710790402e-27,0.0,1.83723771544e-11,-8.0300880570499985e-25,1.77770574709e-11,5.92e-08,9.38089e-08,9.26822e-08
5.9300003636e-08,-1e+300,8.213204318280001e-24,2.32585183671e-25,(1.98543858853e-11 1.0742900336e-27 -4.54055935359e-14),5.9300003636e-08,0.0,0.0,-3.91027210494e-07,2.1192104229e-11,1.2238633511e-27,0.0,1.83724218042e-11,-7.75729773269e-25,1.77790695484e-11,5.93e-08,9.37417e-08,9.26161e-08
5.9400003636e-08,-1e+300,8.20790412204e-24,2.32429018643e-25,(1.98557147942e-11 1.12615778762e-27 -4.58853487483e-14),5.9400003636e-08,0.0,0.0,-3.91351224187e-07,2.11924114742e-11,1.30895318289e-27,0.0,1.8372480627e-11,-7.468562645429999e-25,1.77810225875e-11,5.94e-08,9.36741e-08,9.25484e-08
5.9500003636e-08,-1e+300,8.20182846338e-24,2.32243281262e-25,(1.9854882464e-11 1.19429353654e-27 -4.57690005451e-14),5.9500003636e-08,0.0,0.0,-3.91841442727e-07,2.11897444223e-11,1.39174314378e-27,0.0,1.8372551005e-11,-7.1642722288e-25,1.77830501593e-11,5.95e-08,9.36057e-08,9.24788e-08
5.9600003636e-08,-1e+300,8.19481132787e-24,2.32027997115e-25,(1.98518573466e-11 1.23726336806e-27 -4.52970484773e-14),5.9600003636e-08,0.0,0.0,-3.92302144366e-07,2.11846657097e-11,1.46753182317e-27,0.0,1.83726305937e-11,-6.84512433102e-25,1.7785243475e-11,5.96e-08,9.3539e-08,9.2407e-08
5.9700003636e-08,-1e+300,8.18689370672e-24,2.31785241355e-25,(1.98466475168e-11 1.28431625261e-27 -4.44496298654e-14),5.9700003636e-08,0.0,0.0,-3.92690428787e-07,2.11774256918e-11,1.54796997204e-27,0.0,1.83727098455e-11,-6.51213215973e-25,1.77876254333e-11,5.97e-08,9.34725e-08,9.23428e-08
5.9800003636e-08,-1e+300,8.180202841000001e-24,2.31593805665e-25,(1.9848213952e-11 1.36348275647e-27 -4.4149475647e-14),5.9800003636e-08,0.0,0.0,-3.92810744537e-07,2.11795011719e-11,1.61197357902e-27,0.0,1.83727501947e-11,-6.16654832723e-25,1.77899462368e-11,5.98e-08,9.34059e-08,9.22783e-08
5.99000036361e-08,-1e+300,8.17441098589e-24,2.31424954379e-25,(1.98519044771e-11 1.37440178027e-27 -4.43467430193e-14),5.99000036361e-08,0.0,0.0,-3.93298821246e-07,2.11825254367e-11,1.66738784158e-27,0.0,1.83727942538e-11,-5.8097135706e-25,1.77919431748e-11,5.99e-08,9.33391e-08,9.22124e-08
6.00000036361e-08,-1e+300,8.16915018472e-24,2.31270140454e-25,(1.98531527209e-11 1.45327655084e-27 -4.4802236897e-14),6.00000036361e-08,0.0,0.0,-3.93619243884e-07,2.11827232914e-11,1.70710030966e-27,0.0,1.83728523874e-11,-5.44292196809e-25,1.7793887211e-11,6e-08,9.32717e-08,9.21449e-08
6.01000036361e-08,-1e+300,8.16317089675e-24,2.3108741961e-25,(1.98522981231e-11 1.46889729913e-27 -4.46773900457e-14),6.01000036361e-08,0.0,0.0,-3.94108042967e-07,2.11800632683e-11,1.7595409483e-27,0.0,1.8372921713e-11,-5.06751357175e-25,1.77959075383e-11,6.01e-08,9.32037e-08,9.20756e-08
6.02000036362e-08,-1e+300,8.15624986541e-24,2.30875214587e-25,(1.98492650592e-11 1.48096868805e-27 -4.42066645401e-14),6.02000036362e-08,0.0,0.0,-3.94566320928e-07,2.11750026017e-11,1.82249408661e-27,0.0,1.83730003299e-11,-4.68486885732e-25,1.77980926741e-11,6.02e-08,9.31373e-08,9.20041e-08
6.03000036362e-08,-1e+300,8.14840196641e-24,2.30635344713e-25,(1.98440977127e-11 1.58324410716e-27 -4.33723016528e-14),6.03000036362e-08,0.0,0.0,-3.94949474603e-07,2.11678469229e-11,1.87946346195e-27,0.0,1.83730798311e-11,-4.2962780512e-25,1.78004674149e-11,6.03e-08,9.30712e-08,9.19405e-08
6.04000036362e-08,-1e+300,8.14183285911e-24,2.30447504451e-25,(1.98456824247e-11 1.58135140981e-27 -4.30842457987e-14),6.04000036362e-08,0.0,0.0,-3.95067804882e-07,2.11699481238e-11,1.88523059955e-27,0.0,1.83731193279e-11,-3.90295283573e-25,1.78027728164e-11,6.04e-08,9.30049e-08,9.18763e-08
6.05000036362e-08,-1e+300,8.13605882066e-24,2.30278984508e-25,(1.98493152712e-11 1.59345119935e-27 -4.32611446535e-14),6.05000036362e-08,0.0,0.0,-3.95458440976e-07,2.11729631094e-11,1.87737627016e-27,0.0,1.837316243e-11,-3.50633902795e-25,1.78047587036e-11,6.05e-08,9.29384e-08,9.18107e-08
6.06000036363e-08,-1e+300,8.13089497062e-24,2.30127041262e-25,(1.98505733427e-11 1.56127803505e-27 -4.37277912838e-14),6.06000036363e-08,0.0,0.0,-3.95861153809e-07,2.11732180063e-11,1.83432256451e-27,0.0,1.83732195078e-11,-3.10777883982e-25,1.78066938273e-11,6.06e-08,9.28714e-08,9.17435e-08
6.07000036363e-08,-1e+300,8.12500262057e-24,2.29946852199e-25,(1.98495783416e-11 1.51386951755e-27 -4.35927240011e-14),6.07000036363e-08,0.0,0.0,-3.9624476081e-07,2.11709567106e-11,1.78931546854e-27,0.0,1.83732873514e-11,-2.70881534255e-25,1.78087002161e-11,6.07e-08,9.28036e-08,9.16744e-08
6.08000036363e-08,-1e+300,8.11819190369e-24,2.2973785400000003e-25,(1.98464426267e-11 1.49585165118e-27 -4.31244203993e-14),6.08000036363e-08,0.0,0.0,-3.96605209436e-07,2.11662895077e-11,1.7336032865700002e-27,0.0,1.8373364702e-11,-2.31125193537e-25,1.781086766e-11,6.08e-08,9.27376e-08,9.16032e-08
6.09000036364e-08,-1e+300,8.11045615689e-24,2.29501696279e-25,(1.98413030826e-11 1.44700355777e-27 -4.23133252372e-14),6.09000036364e-08,0.0,0.0,-3.96942507321e-07,2.11593829702e-11,1.68293999634e-27,0.0,1.83734456309e-11,-1.91720692116e-25,1.78132282393e-11,6.09e-08,9.26718e-08,9.15401e-08
6.10000036364e-08,-1e+300,8.10400450256e-24,2.29317396299e-25,(1.98430214293e-11 1.42864707706e-27 -4.20210390392e-14),6.10000036364e-08,0.0,0.0,-3.97313214064e-07,2.11603376224e-11,1.61999683988e-27,0.0,1.83734844728e-11,-1.52913161534e-25,1.78155296146e-11,6.1e-08,9.26059e-08,9.14762e-08
6.11000036364e-08,-1e+300,8.09824964386e-24,2.29148596044e-25,(1.98467199977e-11 1.37846381298e-27 -4.2173652142e-14),6.11000036364e-08,0.0,0.0,-3.9777152442e-07,2.11634184392e-11,1.54895142624e-27,0.0,1.83735262869e-11,-1.14976647081e-25,1.78175089969e-11,6.11e-08,9.25397e-08,9.14109e-08
6.12000036365e-08,-1e+300,8.0931498983e-24,2.28999356538e-25,(1.98480003004e-11 1.32964116845e-27 -4.26714606306e-14),6.12000036365e-08,0.0,0.0,-3.98168760949e-07,2.11637942854e-11,1.48360286088e-27,0.0,1.83735819495e-11,-7.82125611323e-26,1.78194346951e-11,6.12e-08,9.2473e-08,9.13441e-08
6.13000036365e-08,-1e+300,8.08734380754e-24,2.28822149041e-25,(1.98469028058e-11 1.26294801695e-27 -4.25358238417e-14),6.13000036365e-08,0.0,0.0,-3.98382554925e-07,2.11620055309e-11,1.41433717645e-27,0.0,1.83736480971e-11,-4.29326651236e-26,1.78214285432e-11,6.13e-08,9.24056e-08,9.12753e-08
6.14000036365e-08,-1e+300,8.08065805418e-24,2.28617041182e-25,(1.9843728898e-11 1.23567056111e-27 -4.20662127425e-14),6.14000036365e-08,0.0,0.0,-3.98633884504e-07,2.11577967184e-11,1.33270791936e-27,0.0,1.83737241153e-11,-9.44004493401e-27,1.78235816443e-11,6.14e-08,9.23399e-08,9.12045e-08
6.15000036366e-08,-1e+300,8.07310084185e-24,2.28386273344e-25,(1.98386918061e-11 1.18249317878e-27 -4.12707083926e-14),6.15000036366e-08,0.0,0.0,-3.98927358555e-07,2.11511889297e-11,1.25356827124e-27,0.0,1.83738077553e-11,2.19830814534e-26,1.78259326847e-11,6.15e-08,9.22743e-08,9.11415e-08
6.16000036366e-08,-1e+300,8.06662861069e-24,2.28201402833e-25,(1.98402089976e-11 1.12391000035e-27 -4.09228572462e-14),6.16000036366e-08,0.0,0.0,-3.99547104102e-07,2.11506506725e-11,1.17026923293e-27,0.0,1.83738458745e-11,5.11056390389e-26,1.78282340107e-11,6.16e-08,9.22088e-08,9.1078e-08
6.17000036366e-08,-1e+300,8.060930438480001e-24,2.28034968691e-25,(1.98439675587e-11 1.03525992184e-27 -4.10819913358e-14),6.17000036366e-08,0.0,0.0,-3.99931813611e-07,2.11538641779e-11,1.07507695112e-27,0.0,1.83738861179e-11,7.7752492794e-26,1.7830211306e-11,6.17e-08,9.21429e-08,9.10131e-08
6.18000036367e-08,-1e+300,8.05583334566e-24,2.27886201703e-25,(1.98454101404e-11 9.85531853162e-28 -4.16090600636e-14),6.18000036367e-08,0.0,0.0,-4.00330008107e-07,2.11543685266e-11,9.99847959661e-28,0.0,1.83739400208e-11,1.0177446799e-25,1.78321276951e-11,6.18e-08,9.20765e-08,9.09466e-08
6.19000036367e-08,-1e+300,8.05021641262e-24,2.27715071092e-25,(1.98446504664e-11 9.33298624635e-28 -4.1516247383e-14),6.19000036367e-08,0.0,0.0,-4.00668162247e-07,2.11524224594e-11,9.40835567661e-28,0.0,1.8374004455e-11,1.23080094049e-25,1.78341004193e-11,6.19e-08,9.20095e-08,9.08783e-08
6.20000036367e-08,-1e+300,8.04375464927e-24,2.2751668807e-25,(1.98418557155e-11 9.33985464188e-28 -4.10942011072e-14),6.20000036367e-08,0.0,0.0,-4.01085380714e-07,2.11481092499e-11,8.7706054495e-28,0.0,1.83740785663e-11,1.41624471116e-25,1.78362251092e-11,6.2e-08,9.1944e-08,9.08079e-08
6.21000036368e-08,-1e+300,8.03636090561e-24,2.2729091242599998e-25,(1.98370315835e-11 8.66650182405e-28 -4.03431215224e-14),6.21000036368e-08,0.0,0.0,-4.01411696455e-07,2.11416136801e-11,8.22612324412e-28,0.0,1.83741660377e-11,1.5740998491e-25,1.78385563296e-11,6.21e-08,9.18788e-08,9.07448e-08
6.22000036368e-08,-1e+300,8.0297023101e-24,2.27099415418e-25,(1.98372466881e-11 8.45115512308e-28 -3.9845332269e-14),6.22000036368e-08,0.0,0.0,-4.01769297827e-07,2.11408848692e-11,7.45237509562e-28,0.0,1.83742033364e-11,1.70480013855e-25,1.78408645931e-11,6.22e-08,9.18135e-08,9.06816e-08
6.23000036368e-08,-1e+300,8.02413461184e-24,2.26938043948e-25,(1.984114445e-11 7.60356523292e-28 -4.00431372884e-14),6.23000036368e-08,0.0,0.0,-4.02106592072e-07,2.11442953855e-11,6.518128198540001e-28,0.0,1.83742418469e-11,1.80887361288e-25,1.78428465275e-11,6.23e-08,9.1748e-08,9.06171e-08
6.24000036369e-08,-1e+300,8.019004220780001e-24,2.26788067523e-25,(1.98427905985e-11 6.88973313201e-28 -4.05450092068e-14),6.24000036369e-08,0.0,0.0,-4.0240652462e-07,2.11450744415e-11,5.65567332087e-28,0.0,1.83742936058e-11,1.88683294295e-25,1.78447529429e-11,6.24e-08,9.1682e-08,9.05511e-08
6.25000036369e-08,-1e+300,8.01354435537e-24,2.26621985991e-25,(1.98424039326e-11 6.1966078882e-28 -4.05172491453e-14),6.25000036369e-08,0.0,0.0,-4.03034070734e-07,2.11429703945e-11,4.7723756125e-28,0.0,1.83743561612e-11,1.93936386997e-25,1.78467070452e-11,6.25e-08,9.16154e-08,9.04832e-08
6.26000036369e-08,-1e+300,8.00729217923e-24,2.26430454206e-25,(1.98399756117e-11 5.15332943209e-28 -4.01409268227e-14),6.26000036369e-08,0.0,0.0,-4.03491915691e-07,2.11386570046e-11,3.83824230094e-28,0.0,1.83744282442e-11,1.96730562918e-25,1.78488077161e-11,6.26e-08,9.15499e-08,9.04133e-08
6.2700003637e-08,-1e+300,8.00014523399e-24,2.26212066748e-25,(1.98355127038e-11 4.30094464824e-28 -3.9425454636e-14),6.2700003637e-08,0.0,0.0,-4.03880210676e-07,2.11323205087e-11,2.86720169848e-28,0.0,1.83745157403e-11,1.97158354365e-25,1.78511146606e-11,6.27e-08,9.14851e-08,9.03498e-08
6.2800003637e-08,-1e+300,7.99324085712e-24,2.26011452004e-25,(1.98341289174e-11 3.95947496588e-28 -3.87754286577e-14),6.2800003637e-08,0.0,0.0,-4.03980154136e-07,2.11310301195e-11,1.89050911188e-28,0.0,1.83745571645e-11,1.95333637073e-25,1.78534376226e-11,6.28e-08,9.14201e-08,9.02871e-08
6.2900003637e-08,-1e+300,7.98778557743e-24,2.25854555106e-25,(1.98381976516e-11 3.01513620578e-28 -3.90206946199e-14),6.2900003637e-08,0.0,0.0,-4.04344272538e-07,2.11346582441e-11,9.32493506121e-29,0.0,1.83745939015e-11,1.91398303903e-25,1.78554321204e-11,6.29e-08,9.1355e-08,9.0223e-08
6.3000003637e-08,-1e+300,7.98261732428e-24,2.25702804426e-25,(1.98401105713e-11 2.43635701796e-28 -3.94855524232e-14),6.3000003637e-08,0.0,0.0,-4.04620921338e-07,2.11357881787e-11,6.08661646255e-30,0.0,1.83746430545e-11,1.85482465313e-25,1.78573290708e-11,6.3e-08,9.12894e-08,9.01574e-08
6.31000036371e-08,-1e+300,7.97726746723e-24,2.25540970138e-25,(1.98396943553e-11 1.30256478955e-28 -3.94989210247e-14),6.31000036371e-08,0.0,0.0,-4.05042777268e-07,2.11346806645e-11,-8.433418106729998e-29,0.0,1.8374703325e-11,1.77740410603e-25,1.78592605763e-11,6.31e-08,9.12231e-08,9.00901e-08
6.32000036371e-08,-1e+300,7.971174458400001e-24,2.25354192901e-25,(1.98372378517e-11 7.69748236639e-29 -3.91396952693e-14),6.32000036371e-08,0.0,0.0,-4.05310566674e-07,2.11313058892e-11,-1.72180409189e-28,0.0,1.83747728859e-11,1.68349711425e-25,1.78613279693e-11,6.32e-08,9.11578e-08,9.00208e-08
6.33000036371e-08,-1e+300,7.9642304969e-24,2.25141924188e-25,(1.98329001027e-11 -3.44752732623e-29 -3.84687591111e-14),6.33000036371e-08,0.0,0.0,-4.05592932699e-07,2.1125617475e-11,-2.5890916939e-28,0.0,1.83748574403e-11,1.57516084984e-25,1.78635928923e-11,6.33e-08,9.10932e-08,8.99566e-08
6.34000036372e-08,-1e+300,7.95719629027e-24,2.2493701936e-25,(1.9830754392e-11 -1.24284707673e-28 -3.7733666266e-14),6.34000036372e-08,0.0,0.0,-4.06033594385e-07,2.11211515612e-11,-3.36609971507e-28,0.0,1.83749072521e-11,1.45468692516e-25,1.78659366256e-11,6.34e-08,9.10286e-08,8.98943e-08
6.35000036372e-08,-1e+300,7.95185779163e-24,2.24784369613e-25,(1.98351323228e-11 -1.96490295426e-28 -3.80083314999e-14),6.35000036372e-08,0.0,0.0,-4.06562445975e-07,2.11249785099e-11,-3.94414663522e-28,0.0,1.83749423823e-11,1.32469044325e-25,1.78679561382e-11,6.35e-08,9.09638e-08,8.98307e-08
6.36000036372e-08,-1e+300,7.94663730689e-24,2.24630381624e-25,(1.98373907604e-11 -2.23337824645e-28 -3.84177368675e-14),6.36000036372e-08,0.0,0.0,-4.06832634258e-07,2.11265136449e-11,-4.43268829066e-28,0.0,1.83749884581e-11,1.1876735685e-25,1.78698446998e-11,6.36e-08,9.08986e-08,8.97656e-08
6.37000036373e-08,-1e+300,7.94145267734e-24,2.24475034908e-25,(1.98373097909e-11 -2.93613127103e-28 -3.85104793272e-14),6.37000036373e-08,0.0,0.0,-4.072438853e-07,2.11257438719e-11,-4.81949879854e-28,0.0,1.83750462962e-11,1.04615327432e-25,1.78717538958e-11,6.37e-08,9.08327e-08,8.96989e-08
6.38000036373e-08,-1e+300,7.93559240798e-24,2.24295512649e-25,(1.98351892746e-11 -3.36504675853e-28 -3.82057025574e-14),6.38000036373e-08,0.0,0.0,-4.07519928479e-07,2.11227666565e-11,-5.16791073463e-28,0.0,1.83751131228e-11,9.02630197597e-26,1.78737844919e-11,6.38e-08,9.07674e-08,8.96301e-08
6.39000036373e-08,-1e+300,7.92890438794e-24,2.24090925292e-25,(1.98311900943e-11 -3.66631875269e-28 -3.75955342488e-14),6.39000036373e-08,0.0,0.0,-4.07796506957e-07,2.11175117506e-11,-5.50720714968e-28,0.0,1.83751943065e-11,7.59474084068e-26,1.78760017352e-11,6.39e-08,9.07032e-08,8.95652e-08
6.40000036374e-08,-1e+300,7.92167930786e-24,2.2387516695199998e-25,(1.98272189311e-11 -4.29651629363e-28 -3.68087164205e-14),6.40000036374e-08,0.0,0.0,-4.08293245273e-07,2.11111784084e-11,-5.8039083420000005e-28,0.0,1.83752536894e-11,6.18848561746e-26,1.78783530994e-11,6.4e-08,9.06389e-08,8.95033e-08
6.41000036374e-08,-1e+300,7.91638496338e-24,2.23727994439e-25,(1.98319449881e-11 -4.74685495853e-28 -3.70283544761e-14),6.41000036374e-08,0.0,0.0,-4.08750383488e-07,2.1115237724e-11,-5.95920826415e-28,0.0,1.83752876566e-11,4.82754791999e-26,1.78804166748e-11,6.41e-08,9.05744e-08,8.94402e-08
6.42000036374e-08,-1e+300,7.91104947382e-24,2.23569483341e-25,(1.98345676524e-11 -4.9958559602e-28 -3.73430692086e-14),6.42000036374e-08,0.0,0.0,-4.09129357207e-07,2.11171819942e-11,-6.02018274138e-28,0.0,1.83753302115e-11,3.5270691014600004e-26,1.78822999317e-11,6.42e-08,9.05096e-08,8.93757e-08
6.43000036375e-08,-1e+300,7.90608847595e-24,2.23423241169e-25,(1.98351073571e-11 -5.15803752426e-28 -3.75440243328e-14),6.43000036375e-08,0.0,0.0,-4.0958190133e-07,2.11163912243e-11,-6.04394788091e-28,0.0,1.83753853598e-11,2.298360601e-26,1.7884188904e-11,6.43e-08,9.04442e-08,8.93095e-08
6.44000036375e-08,-1e+300,7.90051112282e-24,2.23252986296e-25,(1.98336761686e-11 -5.30209508919e-28 -3.73251837866e-14),6.44000036375e-08,0.0,0.0,-4.10046614472e-07,2.11132505993e-11,-6.0195508128800005e-28,0.0,1.83754497379e-11,1.15026931671e-26,1.78861805677e-11,6.44e-08,9.03788e-08,8.92414e-08
6.45000036375e-08,-1e+300,7.89412069765e-24,2.23057548144e-25,(1.98302944076e-11 -5.50366358714e-28 -3.6801165265e-14),6.45000036375e-08,0.0,0.0,-4.10471027235e-07,2.11080384636e-11,-5.99815571337e-28,0.0,1.83755266237e-11,8.85182168871e-28,1.78883448506e-11,6.45e-08,9.03149e-08,8.91754e-08
6.46000036376e-08,-1e+300,7.8869523722e-24,2.2283896715e-25,(1.98250975016e-11 -5.47824957288e-28 -3.59433148752e-14),6.46000036376e-08,0.0,0.0,-4.10904271942e-07,2.11009492347e-11,-5.96548658729e-28,0.0,1.83755967857e-11,-8.83355019127e-27,1.78906772349e-11,6.46e-08,9.02509e-08,8.9114e-08
6.47000036376e-08,-1e+300,7.881309765910002e-24,2.22683745436e-25,(1.98285850225e-11 -5.90732781966e-28 -3.59223667646e-14),6.47000036376e-08,0.0,0.0,-4.10926975523e-07,2.11053862267e-11,-6.06165675936e-28,0.0,1.83756300749e-11,-1.76284669282e-26,1.78928121334e-11,6.47e-08,9.01868e-08,8.90514e-08
6.48000036376e-08,-1e+300,7.87598951713e-24,2.22525938671e-25,(1.98316227566e-11 -6.09764242314e-28 -3.6211731852e-14),6.48000036376e-08,0.0,0.0,-4.11302533062e-07,2.11078367145e-11,-6.11598699851e-28,0.0,1.83756686896e-11,-2.55064054473e-26,1.78946966441e-11,6.48e-08,9.01224e-08,8.89875e-08
6.49000036377e-08,-1e+300,7.87108537035e-24,2.22381606081e-25,(1.98324080906e-11 -6.04105634443e-28 -3.65467891333e-14),6.49000036377e-08,0.0,0.0,-4.11640505067e-07,2.11079370341e-11,-6.177457386820001e-28,0.0,1.83757206211e-11,-3.24979112829e-26,1.78965665758e-11,6.49e-08,9.00574e-08,8.89219e-08
6.50000036377e-08,-1e+300,7.86567303121e-24,2.22217331864e-25,(1.9831098123e-11 -5.89891902967e-28 -3.63692686109e-14),6.50000036377e-08,0.0,0.0,-4.11914402042e-07,2.11059226077e-11,-6.2007340406400005e-28,0.0,1.83757820977e-11,-3.86391831303e-26,1.789851822e-11,6.5e-08,8.9992e-08,8.88545e-08
