Time,max(CACoordsX),min(CACoordsX)
3.39e-08,1.12681e-07,1.12439e-07
3.4e-08,1.1259e-07,1.12349e-07
3.41e-08,1.12501e-07,1.1226e-07
3.42e-08,1.12411e-07,1.12169e-07
3.43e-08,1.12322e-07,1.12081e-07
3.44e-08,1.12232e-07,1.1199e-07
3.45e-08,1.12143e-07,1.11902e-07
3.46e-08,1.12054e-07,1.11811e-07
3.47e-08,1.11965e-07,1.11724e-07
3.48e-08,1.11876e-07,1.11634e-07
3.49e-08,1.11787e-07,1.11546e-07
3.5e-08,1.11699e-07,1.11457e-07
3.51e-08,1.11609e-07,1.11368e-07
3.52e-08,1.11522e-07,1.1128e-07
3.53e-08,1.11433e-07,1.1119e-07
3.54e-08,1.11345e-07,1.11104e-07
3.55e-08,1.11257e-07,1.11014e-07
3.56e-08,1.11169e-07,1.10927e-07
3.57e-08,1.11081e-07,1.10839e-07
3.58e-08,1.10992e-07,1.10751e-07
3.59e-08,1.10906e-07,1.10664e-07
3.6e-08,1.10818e-07,1.10575e-07
3.61e-08,1.10731e-07,1.10489e-07
3.62e-08,1.10643e-07,1.104e-07
3.63e-08,1.10556e-07,1.10314e-07
3.64e-08,1.10469e-07,1.10226e-07
3.65e-08,1.10381e-07,1.1014e-07
3.66e-08,1.10295e-07,1.10053e-07
3.67e-08,1.10207e-07,1.09965e-07
3.68e-08,1.10122e-07,1.0988e-07
3.69e-08,1.10035e-07,1.09791e-07
3.7e-08,1.09948e-07,1.09706e-07
3.71e-08,1.09862e-07,1.09619e-07
3.72e-08,1.09775e-07,1.09534e-07
3.73e-08,1.0969e-07,1.09447e-07
3.74e-08,1.09603e-07,1.09361e-07
3.75e-08,1.09518e-07,1.09275e-07
3.76e-08,1.09432e-07,1.09188e-07
3.77e-08,1.09346e-07,1.09104e-07
3.78e-08,1.09261e-07,1.09017e-07
3.79e-08,1.09174e-07,1.08932e-07
3.8e-08,1.0909e-07,1.08847e-07
3.81e-08,1.09003e-07,1.08761e-07
3.82e-08,1.08919e-07,1.08676e-07
3.83e-08,1.08834e-07,1.0859e-07
3.84e-08,1.08749e-07,1.08506e-07
3.85e-08,1.08664e-07,1.0842e-07
3.86e-08,1.08578e-07,1.08336e-07
3.87e-08,1.08495e-07,1.08251e-07
3.88e-08,1.08409e-07,1.08166e-07
3.89e-08,1.08325e-07,1.08082e-07
3.9e-08,1.0824e-07,1.07996e-07
3.91e-08,1.08156e-07,1.07914e-07
3.92e-08,1.08072e-07,1.07828e-07
3.93e-08,1.07987e-07,1.07745e-07
3.94e-08,1.07904e-07,1.07661e-07
3.95e-08,1.07819e-07,1.07576e-07
3.96e-08,1.07736e-07,1.07493e-07
3.97e-08,1.07652e-07,1.07408e-07
3.98e-08,1.07568e-07,1.07326e-07
3.99e-08,1.07485e-07,1.07242e-07
4e-08,1.07401e-07,1.07158e-07
4.01e-08,1.07318e-07,1.07075e-07
4.02e-08,1.07235e-07,1.0699e-07
4.03e-08,1.07152e-07,1.06909e-07
4.04e-08,1.07069e-07,1.06825e-07
4.05e-08,1.06985e-07,1.06742e-07
