time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
8.79999895169e-09,-1e+300,1.67782565933e-23,3.29888529503e-25,(1.95449818456e-11 1.68104266896e-28 -3.6893391823e-13)
8.90000363833e-09,-1e+300,1.6750353119600002e-23,3.3059950945099998e-25,(1.95783076568e-11 2.42168825058e-28 -3.68283015441e-13)
8.99999512094e-09,-1e+300,1.66994999179e-23,3.30741589071e-25,(1.95786485154e-11 2.5635373592e-28 -3.64962257816e-13)
9.10000260399e-09,-1e+300,1.66533978009e-23,3.3117394981699997e-25,(1.95880018361e-11 2.7551061938e-28 -3.63374597145e-13)
9.20000092867e-09,-1e+300,1.66179008468e-23,3.31523135392e-25,(1.96057368499e-11 3.22880316484e-28 -3.61823712096e-13)
9.30000267658e-09,-1e+300,1.65575544055e-23,3.31347790318e-25,(1.95919886011e-11 4.05222704058e-28 -3.57499208222e-13)
9.3999945504e-09,-1e+300,1.6528885627100002e-23,3.3194690299599998e-25,(1.96248219774e-11 4.36391097209e-28 -3.5759463591e-13)
9.49999998987e-09,-1e+300,1.64815651017e-23,3.32205923297e-25,(1.96256555358e-11 5.54756083084e-28 -3.54292898664e-13)
9.60000264811e-09,-1e+300,1.64328040654e-23,3.3237540491799997e-25,(1.96316331299e-11 6.9417617564e-28 -3.52624175228e-13)
9.6999985459e-09,-1e+300,1.64009404789e-23,3.3277223684699997e-25,(1.96506547168e-11 7.86064808626e-28 -3.51726447834e-13)
9.79999963283e-09,-1e+300,1.6344998580100002e-23,3.32703178612e-25,(1.96393762712e-11 8.3434279248e-28 -3.47053329079e-13)
9.9000054334e-09,-1e+300,1.6311304685300002e-23,3.33321883211e-25,(1.96632080916e-11 8.45603236524e-28 -3.4685969364e-13)
9.99999406248e-09,-1e+300,1.62712527677e-23,3.33489496144e-25,(1.96699278995e-11 9.41278474572e-28 -3.44519852412e-13)
1.0100004639e-08,-1e+300,1.62164525236e-23,3.33512423534e-25,(1.96662211132e-11 1.02627025972e-27 -3.41748607969e-13)
1.0200002625e-08,-1e+300,1.61891224474e-23,3.33983537422e-25,(1.96897390249e-11 1.11775695815e-27 -3.41793722576e-13)
1.03000059391e-08,-1e+300,1.61404763045e-23,3.33990402699e-25,(1.96848185096e-11 1.08448064608e-27 -3.37533065428e-13)
1.04000042745e-08,-1e+300,1.60980617708e-23,3.34392827082e-25,(1.96960234664e-11 1.11404307376e-27 -3.36628776024e-13)
1.05000024544e-08,-1e+300,1.60656954435e-23,3.3461648263399996e-25,(1.97099281635e-11 1.09921671943e-27 -3.35766361116e-13)
1.06000061687e-08,-1e+300,1.60099131305e-23,3.34695327282e-25,(1.96935156187e-11 1.03340254947e-27 -3.30279898218e-13)
1.0700003528e-08,-1e+300,1.59803952739e-23,3.3508402551699997e-25,(1.97217307795e-11 1.17518498265e-27 -3.31480660371e-13)
1.08000045959e-08,-1e+300,1.5941386415600002e-23,3.35288451786e-25,(1.9724976087e-11 1.28261713764e-27 -3.29116477254e-13)
1.09000017871e-08,-1e+300,1.58890172458e-23,3.3534099594799997e-25,(1.97205277079e-11 1.53156376628e-27 -3.2592295892e-13)
1.10000005611e-08,-1e+300,1.58619474954e-23,3.3568620926899997e-25,(1.97429695492e-11 1.74998494725e-27 -3.26522990779e-13)
1.11000020607e-08,-1e+300,1.58177696262e-23,3.3569394708799997e-25,(1.97387151554e-11 1.92537970497e-27 -3.22382332228e-13)
1.11999935183e-08,-1e+300,1.57729386986e-23,3.3577761740199996e-25,(1.97471428692e-11 1.94198409286e-27 -3.21395023284e-13)
1.13000025153e-08,-1e+300,1.57442278748e-23,3.3627003404e-25,(1.97602141121e-11 1.64717663535e-27 -3.210008041e-13)
1.14000067863e-08,-1e+300,1.56951979747e-23,3.36280455605e-25,(1.97485934713e-11 1.33011876573e-27 -3.15917600636e-13)
1.15000014939e-08,-1e+300,1.56595495559e-23,3.36541640334e-25,(1.97674089076e-11 8.61909612679e-28 -3.16231682774e-13)
1.16000047157e-08,-1e+300,1.56271101619e-23,3.3675428171799997e-25,(1.97750550683e-11 3.99261846536e-28 -3.1526213321e-13)
1.17000000057e-08,-1e+300,1.55744603881e-23,3.3682810926599997e-25,(1.97594166618e-11 -7.69002605317e-29 -3.09545751999e-13)
1.18000026561e-08,-1e+300,1.55466619422e-23,3.37118231849e-25,(1.97855289491e-11 -4.95315855869e-28 -3.11571736816e-13)
1.18999983089e-08,-1e+300,1.55106191741e-23,3.37343319742e-25,(1.97868449225e-11 -7.15865688575e-28 -3.09378011308e-13)
1.20000000603e-08,-1e+300,1.54610172558e-23,3.37377337308e-25,(1.97799752988e-11 -8.35673924849e-28 -3.05317619535e-13)
1.2100001552e-08,-1e+300,1.54344813373e-23,3.37644947027e-25,(1.98012759818e-11 -7.57450062589e-28 -3.06671412612e-13)
1.22000044758e-08,-1e+300,1.5395857516000002e-23,3.37813844003e-25,(1.97979790855e-11 -6.67688735032e-28 -3.03566088033e-13)
1.22999947925e-08,-1e+300,1.53494317682e-23,3.3789009799899997e-25,(1.97980012179e-11 -4.20965922344e-28 -3.00934651901e-13)
1.23999953081e-08,-1e+300,1.5323333753100002e-23,3.38138736155e-25,(1.9815083687e-11 -1.528383169e-28 -3.01664049634e-13)
