time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
9.99957013854e-11,-1e+300,1.55164894715e-22,1.45618024646e-24,(6.0894148282e-11 -3.35985119842e-26 -7.340894377e-12)
1.99999604701e-10,-1e+300,2.10279023827e-22,1.01417107108e-24,(5.88221266373e-11 -1.50660591651e-26 -4.22321256551e-12)
3.00002031781e-10,-1e+300,2.31196083196e-22,9.4989452697e-25,(5.83388070015e-11 -1.15001365469e-26 -3.30226586439e-12)
4.00000710794e-10,-1e+300,2.38708807675e-22,9.41023216243e-25,(5.86540344718e-11 -8.93463343058e-27 -3.01898368369e-12)
4.99996138074e-10,-1e+300,2.4110527210400003e-22,9.42501020042e-25,(5.90205890702e-11 -6.81821350195e-27 -2.90808004371e-12)
5.99999238644e-10,-1e+300,2.41771516917e-22,9.471196701239999e-25,(5.94400966183e-11 -4.74547108354e-27 -2.85019081207e-12)
6.99996173372e-10,-1e+300,2.41817685679e-22,9.539974710249999e-25,(5.99664668733e-11 -4.31245250318e-27 -2.82995817059e-12)
7.9999605267e-10,-1e+300,2.4139456144e-22,9.589741851639999e-25,(6.03296214358e-11 -4.12041136636e-27 -2.79663145129e-12)
8.99997555811e-10,-1e+300,2.41253039598e-22,9.668612421100001e-25,(6.08960964433e-11 -3.6786459796e-27 -2.7856907421e-12)
1.00000059464e-09,-1e+300,2.4086097537600003e-22,9.73051480266e-25,(6.13286516062e-11 -2.58787143583e-27 -2.75936123545e-12)
1.10000300819e-09,-1e+300,2.40593735412e-22,9.791214149229999e-25,(6.17621060411e-11 -6.73859875979e-28 -2.74420469886e-12)
1.19999898092e-09,-1e+300,2.4039066125500002e-22,9.8614376913e-25,(6.22512397484e-11 2.49520247039e-28 -2.71332916626e-12)
1.30000154583e-09,-1e+300,2.4006513116e-22,9.90740226827e-25,(6.25612729151e-11 2.46242532301e-28 -2.69696412912e-12)
1.39999577929e-09,-1e+300,2.4014766501700004e-22,9.985197534579999e-25,(6.30909568693e-11 -1.17285794893e-27 -2.67231468202e-12)
1.50000291883e-09,-1e+300,2.39996471897e-22,1.00401249027e-24,(6.34523990312e-11 -3.03083291867e-27 -2.64857065501e-12)
1.60000059291e-09,-1e+300,2.40045322072e-22,1.009913346e-24,(6.3848197239e-11 -4.60763564709e-27 -2.63240346964e-12)
1.70000233614e-09,-1e+300,2.40076196921e-22,1.01614179638e-24,(6.42590513458e-11 -5.77422072296e-27 -2.5970013948e-12)
1.80000057621e-09,-1e+300,2.40035183834e-22,1.0203119686e-24,(6.45281544926e-11 -6.01546540125e-27 -2.57932741232e-12)
1.89999962738e-09,-1e+300,2.4028245083700003e-22,1.0273794584000001e-24,(6.49848316148e-11 -5.79187617114e-27 -2.55185624345e-12)
1.99999769301e-09,-1e+300,2.40279592127e-22,1.03174175443e-24,(6.52561684237e-11 -5.85331710851e-27 -2.52848625311e-12)
2.10000347016e-09,-1e+300,2.4055861066500003e-22,1.03769956024e-24,(6.56384483366e-11 -5.36701370519e-27 -2.5093913802e-12)
2.2000014598e-09,-1e+300,2.4067275058600002e-22,1.04276924998e-24,(6.59553704141e-11 -5.57999452015e-27 -2.48248252307e-12)
2.30000291335e-09,-1e+300,2.40842297425e-22,1.04714058207e-24,(6.62267088831e-11 -5.62458780609e-27 -2.46140787139e-12)
2.39999896834e-09,-1e+300,2.4107347894800003e-22,1.05283535056e-24,(6.65877554023e-11 -5.2465602511e-27 -2.43385853672e-12)
2.50000262937e-09,-1e+300,2.4112128092900004e-22,1.0558083085000001e-24,(6.67591929963e-11 -4.56564805523e-27 -2.4058814499e-12)
2.60000079759e-09,-1e+300,2.4150193175100003e-22,1.06219465082e-24,(6.71607278732e-11 -3.85194499995e-27 -2.38763795614e-12)
