Time,max(CACoordsX),min(CACoordsX)
5.12e-08,1.00291e-07,9.99674e-08
5.13e-08,1.00219e-07,9.98973e-08
5.14e-08,1.00146e-07,9.98258e-08
5.15e-08,1.00072e-07,9.97528e-08
5.16e-08,9.9996e-08,9.96779e-08
5.17e-08,9.99252e-08,9.96007e-08
5.18e-08,9.9854e-08,9.95313e-08
5.19e-08,9.97818e-08,9.94609e-08
5.2e-08,9.97086e-08,9.9389e-08
5.21e-08,9.96339e-08,9.93155e-08
5.22e-08,9.95608e-08,9.92399e-08
5.23e-08,9.94902e-08,9.91667e-08
5.24e-08,9.94189e-08,9.90972e-08
5.25e-08,9.93466e-08,9.90265e-08
5.26e-08,9.92731e-08,9.89542e-08
5.27e-08,9.91979e-08,9.88801e-08
5.28e-08,9.91279e-08,9.88037e-08
5.29e-08,9.90573e-08,9.87347e-08
5.3e-08,9.89859e-08,9.8665e-08
5.31e-08,9.89135e-08,9.8594e-08
5.32e-08,9.88397e-08,9.85213e-08
5.33e-08,9.87669e-08,9.84466e-08
5.34e-08,9.8697e-08,9.83734e-08
5.35e-08,9.86265e-08,9.83047e-08
5.36e-08,9.8555e-08,9.82348e-08
5.37e-08,9.84824e-08,9.81634e-08
5.38e-08,9.84083e-08,9.80903e-08
5.39e-08,9.8338e-08,9.8015e-08
5.4e-08,9.82683e-08,9.79455e-08
5.41e-08,9.81978e-08,9.78767e-08
5.42e-08,9.81262e-08,9.78066e-08
5.43e-08,9.80534e-08,9.77349e-08
5.44e-08,9.79804e-08,9.76613e-08
5.45e-08,9.79113e-08,9.75873e-08
5.46e-08,9.78416e-08,9.75195e-08
5.47e-08,9.7771e-08,9.74506e-08
5.48e-08,9.76994e-08,9.73803e-08
5.49e-08,9.76264e-08,9.73083e-08
5.5e-08,9.75555e-08,9.72343e-08
5.51e-08,9.74866e-08,9.71633e-08
5.52e-08,9.7417e-08,9.70955e-08
5.53e-08,9.73464e-08,9.70265e-08
5.54e-08,9.72747e-08,9.6956e-08
5.55e-08,9.72012e-08,9.68837e-08
5.56e-08,9.71327e-08,9.68093e-08
5.57e-08,9.70639e-08,9.67413e-08
5.58e-08,9.69943e-08,9.66734e-08
5.59e-08,9.69238e-08,9.66043e-08
5.6e-08,9.68519e-08,9.65336e-08
5.61e-08,9.678e-08,9.64611e-08
5.62e-08,9.67119e-08,9.6388e-08
5.63e-08,9.66433e-08,9.63212e-08
5.64e-08,9.65738e-08,9.62533e-08
5.65e-08,9.65032e-08,9.61841e-08
5.66e-08,9.64313e-08,9.61133e-08
5.67e-08,9.63611e-08,9.60405e-08
5.68e-08,9.62932e-08,9.59698e-08
5.69e-08,9.62246e-08,9.59031e-08
5.7e-08,9.61552e-08,9.58352e-08
5.71e-08,9.60846e-08,9.57659e-08
5.72e-08,9.60127e-08,9.56949e-08
5.73e-08,9.59441e-08,9.56219e-08
5.74e-08,9.58764e-08,9.55535e-08
5.75e-08,9.5808e-08,9.54869e-08
