Time,max(CACoordsX),min(CACoordsX),max(coordsX_Meniscus),min(coordsX_Meniscus),time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N),# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ
1.88e-08,1.29274e-07,1.28933e-07,1.29946e-07,1.28933e-07,1.88000040848e-08,-1e+300,1.2272315475800001e-23,3.15496898702e-25,(1.90776589562e-11 2.06736996354e-28 -1.99089889898e-13),1.88000040848e-08,0.0,0.0,-1.7562288504e-07,2.16753062821e-11,-1.25505767121e-28,0.0,1.79524169983e-11,-2.4248076038000003e-25,1.65506961056e-11
1.89e-08,1.29158e-07,1.28814e-07,1.29832e-07,1.28814e-07,1.89000012791e-08,-1e+300,1.2257269124700001e-23,3.1562089120899998e-25,(1.9095634889e-11 3.97386498422e-28 -1.99949180116e-13),1.89000012791e-08,0.0,0.0,-1.76625326728e-07,2.16882179345e-11,1.3487243082600002e-28,0.0,1.79541295319e-11,-2.5707748355e-25,1.65484542554e-11
1.9e-08,1.29045e-07,1.28703e-07,1.29718e-07,1.28703e-07,1.89999972886e-08,-1e+300,1.22423599538e-23,3.15796861205e-25,(1.90991427386e-11 5.21025604198e-28 -1.99066793041e-13),1.89999972886e-08,0.0,0.0,-1.77248380289e-07,2.16855372531e-11,3.63688948776e-28,0.0,1.79558083197e-11,-2.67900919749e-25,1.65458535134e-11
1.91e-08,1.28931e-07,1.28591e-07,1.29604e-07,1.28591e-07,1.91000075198e-08,-1e+300,1.2217760381100001e-23,3.1566342425000003e-25,(1.90888266485e-11 6.92600092983e-28 -1.95477588097e-13),1.91000075198e-08,0.0,0.0,-1.78055855419e-07,2.16651093916e-11,5.46120235025e-28,0.0,1.79575922979e-11,-2.74217295108e-25,1.65439054278e-11
1.92e-08,1.28815e-07,1.28475e-07,1.2949e-07,1.28475e-07,1.91999933289e-08,-1e+300,1.21955133667e-23,3.15777969377e-25,(1.90937278995e-11 8.225989097e-28 -1.95346175987e-13),1.91999933289e-08,0.0,0.0,-1.78461956239e-07,2.16661978053e-11,7.13482708471e-28,0.0,1.79593875545e-11,-2.75371778216e-25,1.6542442522e-11
1.93e-08,1.28703e-07,1.2836e-07,1.29377e-07,1.2836e-07,1.93000009335e-08,-1e+300,1.2182340353500001e-23,3.1596492648499998e-25,(1.91042208641e-11 9.3878071335e-28 -1.95407869874e-13),1.93000009335e-08,0.0,0.0,-1.79112808156e-07,2.16717345933e-11,8.15492738987e-28,0.0,1.79610494344e-11,-2.71270425236e-25,1.65399648183e-11
1.94e-08,1.28591e-07,1.2825e-07,1.29264e-07,1.2825e-07,1.93999986081e-08,-1e+300,1.21625273958e-23,3.16007329878e-25,(1.91005633013e-11 1.00203687175e-27 -1.92479428342e-13),1.93999986081e-08,0.0,0.0,-1.79764271051e-07,2.16603455493e-11,8.8591347386e-28,0.0,1.79627144816e-11,-2.62026640014e-25,1.65376471411e-11
1.95e-08,1.28477e-07,1.28137e-07,1.29151e-07,1.28137e-07,1.95000012153e-08,-1e+300,1.2135489273800001e-23,3.15920849784e-25,(1.90875848382e-11 1.06243552676e-27 -1.89617745594e-13),1.95000012153e-08,0.0,0.0,-1.80001618223e-07,2.16398387959e-11,9.20678662314e-28,0.0,1.79645367695e-11,-2.47963864935e-25,1.65363443257e-11
1.96e-08,1.28362e-07,1.28021e-07,1.29038e-07,1.28021e-07,1.95999951326e-08,-1e+300,1.21199762847e-23,3.16045788051e-25,(1.91050134147e-11 1.12832769012e-27 -1.90636930837e-13),1.95999951326e-08,0.0,0.0,-1.80997455715e-07,2.16527907228e-11,9.51433495125e-28,0.0,1.79661527578e-11,-2.29466211815e-25,1.65342399433e-11
1.97e-08,1.28252e-07,1.2791e-07,1.28927e-07,1.2791e-07,1.96999974501e-08,-1e+300,1.21056454144e-23,3.16188502248e-25,(1.91088401909e-11 1.19611974557e-27 -1.8997856189e-13),1.96999974501e-08,0.0,0.0,-1.81658868778e-07,2.1650360393e-11,9.75069359307e-28,0.0,1.79677437056e-11,-2.06816126596e-25,1.65317748863e-11
1.98e-08,1.2814e-07,1.278e-07,1.28814e-07,1.278e-07,1.98000047013e-08,-1e+300,1.20816680328e-23,3.16144243649e-25,(1.9098886795e-11 1.20636221557e-27 -1.86337143166e-13),1.98000047013e-08,0.0,0.0,-1.8224959605e-07,2.16323469341e-11,1.00949404335e-27,0.0,1.79694517963e-11,-1.80347726161e-25,1.65299451265e-11
1.99e-08,1.28025e-07,1.27687e-07,1.28702e-07,1.27687e-07,1.98999984113e-08,-1e+300,1.2059153576200001e-23,3.16159138252e-25,(1.91015408723e-11 1.25962626863e-27 -1.85938830407e-13),1.98999984113e-08,0.0,0.0,-1.82807051025e-07,2.1629480419e-11,1.07455452075e-27,0.0,1.79711388229e-11,-1.50462253707e-25,1.65286086721e-11
2e-08,1.27914e-07,1.27572e-07,1.28591e-07,1.27572e-07,1.99999929416e-08,-1e+300,1.20453148931e-23,3.16330005402e-25,(1.9112524416e-11 1.27977798743e-27 -1.86227424266e-13),1.99999929416e-08,0.0,0.0,-1.83450550861e-07,2.16362310712e-11,1.14205431666e-27,0.0,1.79727176758e-11,-1.17698517065e-25,1.65262904783e-11
2.01e-08,1.27804e-07,1.27464e-07,1.2848e-07,1.27464e-07,2.01000004903e-08,-1e+300,1.20267946693e-23,3.1636103945e-25,(1.91102166728e-11 1.34150848721e-27 -1.83929737203e-13),2.01000004903e-08,0.0,0.0,-1.84149944672e-07,2.16263033063e-11,1.19023130334e-27,0.0,1.79742819957e-11,-8.2802873621e-26,1.65240399822e-11
2.02e-08,1.27692e-07,1.27354e-07,1.28368e-07,1.27354e-07,2.0200003658e-08,-1e+300,1.19996013973e-23,3.16234142303e-25,(1.90946713452e-11 1.34790234146e-27 -1.80184609713e-13),2.0200003658e-08,0.0,0.0,-1.84545007211e-07,2.16025252468e-11,1.21588205118e-27,0.0,1.79759994905e-11,-4.66321155171e-26,1.65227342312e-11
2.03e-08,1.27579e-07,1.2724e-07,1.28257e-07,1.2724e-07,2.02999966939e-08,-1e+300,1.1982378455000001e-23,3.16348186009e-25,(1.91114751112e-11 1.380717848e-27 -1.81470087028e-13),2.02999966939e-08,0.0,0.0,-1.85232240589e-07,2.16157977216e-11,1.20781714938e-27,0.0,1.79775717196e-11,-1.01401771792e-26,1.65209681331e-11
2.04e-08,1.2747e-07,1.27129e-07,1.28147e-07,1.27129e-07,2.03999938527e-08,-1e+300,1.1969184760400001e-23,3.16454930789e-25,(1.91172203821e-11 1.37271748675e-27 -1.8120467289e-13),2.03999938527e-08,0.0,0.0,-1.8609669887e-07,2.16150941117e-11,1.14788027173e-27,0.0,1.79790827917e-11,2.5612525234e-26,1.65186296612e-11
2.05e-08,1.2736e-07,1.27021e-07,1.28036e-07,1.27021e-07,2.049999861e-08,-1e+300,1.19467186024e-23,3.16472589801e-25,(1.91092895603e-11 1.29525446354e-27 -1.7777454393e-13),2.049999861e-08,0.0,0.0,-1.86597976165e-07,2.16002902253e-11,1.05216618584e-27,0.0,1.79806850996e-11,5.96638352804e-26,1.65167974876e-11
2.06e-08,1.27248e-07,1.2691e-07,1.27925e-07,1.2691e-07,2.05999994552e-08,-1e+300,1.19226951943e-23,3.16420402581e-25,(1.91057327148e-11 1.21728125913e-27 -1.76435097935e-13),2.05999994552e-08,0.0,0.0,-1.87178644791e-07,2.15904276887e-11,9.25965855562e-28,0.0,1.79823143941e-11,9.10903013574e-26,1.65156518671e-11
2.07e-08,1.27137e-07,1.26796e-07,1.27816e-07,1.26796e-07,2.07000053001e-08,-1e+300,1.19077928958e-23,3.16544622038e-25,(1.91186730372e-11 1.10651226654e-27 -1.7713180541e-13),2.07000053001e-08,0.0,0.0,-1.87829205826e-07,2.15992528558e-11,8.00223856441e-28,0.0,1.79838270603e-11,1.19040359741e-25,1.65135626505e-11
2.08e-08,1.27029e-07,1.2669e-07,1.27706e-07,1.2669e-07,2.07999946282e-08,-1e+300,1.18915748416e-23,3.16625214774e-25,(1.91189666498e-11 9.98284062539e-28 -1.75747138214e-13),2.07999946282e-08,0.0,0.0,-1.88463192383e-07,2.15931696588e-11,6.72893837974e-28,0.0,1.79853042098e-11,1.4291813128499998e-25,1.65113547182e-11
2.09e-08,1.26919e-07,1.26582e-07,1.27596e-07,1.26582e-07,2.09000027142e-08,-1e+300,1.18663665987e-23,3.16530821958e-25,(1.91066006983e-11 9.07671755314e-28 -1.71923688437e-13),2.09000027142e-08,0.0,0.0,-1.89027614335e-07,2.15729129961e-11,5.75825874092e-28,0.0,1.79869254934e-11,1.62243446366e-25,1.65099573852e-11
2.1e-08,1.26807e-07,1.2647e-07,1.27487e-07,1.2647e-07,2.09999992619e-08,-1e+300,1.18464249406e-23,3.16587455915e-25,(1.91150357127e-11 8.99358858311e-28 -1.72380347393e-13),2.09999992619e-08,0.0,0.0,-1.89552890315e-07,2.15771897904e-11,5.73432094474e-28,0.0,1.79884609928e-11,1.76647680472e-25,1.65086158577e-11
2.11e-08,1.267e-07,1.26359e-07,1.27378e-07,1.26359e-07,2.11000017802e-08,-1e+300,1.1832458991e-23,3.16693589462e-25,(1.91234404063e-11 9.32400391842e-28 -1.72576397027e-13),2.11000017802e-08,0.0,0.0,-1.90286243385e-07,2.15805661069e-11,6.194486985940001e-28,0.0,1.7989926028e-11,1.86382087545e-25,1.65064626422e-11
2.12e-08,1.26592e-07,1.26254e-07,1.27269e-07,1.26254e-07,2.11999925112e-08,-1e+300,1.1812975597400001e-23,3.16714432829e-25,(1.91191194274e-11 1.03547473384e-27 -1.69999770844e-13),2.11999925112e-08,0.0,0.0,-1.90890392307e-07,2.15694077897e-11,6.84071517606e-28,0.0,1.79913972644e-11,1.9189015868e-25,1.65045043112e-11
2.13e-08,1.26482e-07,1.26145e-07,1.2716e-07,1.26145e-07,2.13000072855e-08,-1e+300,1.17865971102e-23,3.16524109949e-25,(1.91067312332e-11 1.08055813012e-27 -1.66851624578e-13),2.13000072855e-08,0.0,0.0,-1.92028096527e-07,2.15481095562e-11,7.83877029498e-28,0.0,1.79929329286e-11,1.93808982393e-25,1.65033907592e-11
2.14e-08,1.26371e-07,1.26034e-07,1.27052e-07,1.26034e-07,2.13999961912e-08,-1e+300,1.17696586139e-23,3.16689990214e-25,(1.91219870677e-11 1.13260243651e-27 -1.67873633716e-13),2.13999961912e-08,0.0,0.0,-1.91932297558e-07,2.15615637737e-11,8.55996651465e-28,0.0,1.79944543344e-11,1.92827116323e-25,1.65017910814e-11
2.15e-08,1.26265e-07,1.25926e-07,1.26944e-07,1.25926e-07,2.1500000693e-08,-1e+300,1.1755866158200001e-23,3.16766035324e-25,(1.91263343166e-11 1.15058408009e-27 -1.6762885157e-13),2.1500000693e-08,0.0,0.0,-1.92761880339e-07,2.15598275907e-11,8.73020751541e-28,0.0,1.79958726357e-11,1.89485043225e-25,1.64996815676e-11
2.16e-08,1.26158e-07,1.25821e-07,1.26836e-07,1.25821e-07,2.16000031345e-08,-1e+300,1.1733404992900001e-23,3.16753414583e-25,(1.9118053865e-11 1.14613893432e-27 -1.6411518505e-13),2.16000031345e-08,0.0,0.0,-1.93293601567e-07,2.15448249829e-11,8.46657463241e-28,0.0,1.79973721476e-11,1.84263025452e-25,1.64980909359e-11
2.17e-08,1.26048e-07,1.25712e-07,1.26728e-07,1.25712e-07,2.16999939281e-08,-1e+300,1.17097360911e-23,3.166904091e-25,(1.911507826e-11 1.05737108418e-27 -1.62845454137e-13),2.16999939281e-08,0.0,0.0,-1.93861381156e-07,2.15359769952e-11,7.262436177430001e-28,0.0,1.79988953443e-11,1.77601969353e-25,1.64971454422e-11
2.18e-08,1.2594e-07,1.256e-07,1.26621e-07,1.256e-07,2.17999970823e-08,-1e+300,1.16941635559e-23,3.16785321516e-25,(1.91272303669e-11 8.94263964199e-28 -1.63654729657e-13),2.17999970823e-08,0.0,0.0,-1.94495508532e-07,2.15442564497e-11,5.0364296501100005e-28,0.0,1.80003127072e-11,1.69870576665e-25,1.64952576205e-11
2.19e-08,1.25834e-07,1.25497e-07,1.26514e-07,1.25497e-07,2.18999942547e-08,-1e+300,1.16781722719e-23,3.16840337807e-25,(1.91276434952e-11 6.82979041846e-28 -1.62426134178e-13),2.18999942547e-08,0.0,0.0,-1.95120540475e-07,2.15386441611e-11,2.72949186425e-28,0.0,1.80016995531e-11,1.61333067316e-25,1.6493265413e-11
2.2e-08,1.25727e-07,1.25391e-07,1.26406e-07,1.25391e-07,2.19999979757e-08,-1e+300,1.16532800816e-23,3.16791106008e-25,(1.91158069976e-11 4.65793877657e-28 -1.58536643309e-13),2.19999979757e-08,0.0,0.0,-1.95503587285e-07,2.15206696701e-11,4.08873795045e-29,0.0,1.80032437862e-11,1.52246243253e-25,1.64920873891e-11
2.21e-08,1.25618e-07,1.25283e-07,1.26299e-07,1.25283e-07,2.20999994303e-08,-1e+300,1.16327761851e-23,3.16756529969e-25,(1.91220982943e-11 1.97180213241e-28 -1.58686111883e-13),2.20999994303e-08,0.0,0.0,-1.96219067884e-07,2.1521415842e-11,-1.9683218026e-28,0.0,1.80046735118e-11,1.42877275877e-25,1.64909828216e-11
2.22e-08,1.25512e-07,1.25173e-07,1.26193e-07,1.25173e-07,2.22000049276e-08,-1e+300,1.16177203376e-23,3.168368013e-25,(1.91309664634e-11 -3.37834486671e-30 -1.59101338578e-13),2.22000049276e-08,0.0,0.0,-1.96899025351e-07,2.15258022373e-11,-3.7601488804e-28,0.0,1.80060612607e-11,1.33469345027e-25,1.64890787508e-11
2.23e-08,1.25407e-07,1.2507e-07,1.26087e-07,1.2507e-07,2.23000053423e-08,-1e+300,1.1599366333500001e-23,3.16847591836e-25,(1.91281081789e-11 -1.87448165156e-28 -1.5704435127e-13),2.23000053423e-08,0.0,0.0,-1.97502013003e-07,2.15165754841e-11,-4.8997376558900005e-28,0.0,1.80074364038e-11,1.2420191643899998e-25,1.6487267104e-11
2.24e-08,1.253e-07,1.24965e-07,1.2598e-07,1.24965e-07,2.24000007727e-08,-1e+300,1.1572848100500001e-23,3.16700850865e-25,(1.9113876325e-11 -3.23163270083e-28 -1.53090025818e-13),2.24000007727e-08,0.0,0.0,-1.98047602568e-07,2.14947615974e-11,-5.718733205820001e-28,0.0,1.80089427842e-11,1.15262678081e-25,1.64863656931e-11
2.25e-08,1.25191e-07,1.24856e-07,1.25874e-07,1.24856e-07,2.25000023538e-08,-1e+300,1.1554997394600001e-23,3.16772526988e-25,(1.91276079372e-11 -4.18044886812e-28 -1.54192810015e-13),2.25000023538e-08,0.0,0.0,-1.98648355612e-07,2.15053979769e-11,-5.63346655833e-28,0.0,1.80103383591e-11,1.06860452237e-25,1.64850764033e-11
2.26e-08,1.25087e-07,1.2475e-07,1.25769e-07,1.2475e-07,2.26000003637e-08,-1e+300,1.1540061897200001e-23,3.16839970688e-25,(1.91335641437e-11 -4.11110369963e-28 -1.54277152175e-13),2.26000003637e-08,0.0,0.0,-1.99280047624e-07,2.15064446147e-11,-5.25387819804e-28,0.0,1.80117019052e-11,9.91595125277e-26,1.64832308728e-11
2.27e-08,1.24983e-07,1.24647e-07,1.25663e-07,1.24647e-07,2.26999965539e-08,-1e+300,1.1519702647500001e-23,3.16812696444e-25,(1.91279545194e-11 -4.05203348109e-28 -1.51504748963e-13),2.26999965539e-08,0.0,0.0,-1.99862226584e-07,2.14942588425e-11,-4.847686657760001e-28,0.0,1.80130813078e-11,9.22672387291e-26,1.64816421206e-11
2.28e-08,1.24876e-07,1.24542e-07,1.25557e-07,1.24542e-07,2.28000075068e-08,-1e+300,1.1493814633000001e-23,3.1669091483899998e-25,(1.91175706379e-11 -3.8144874036e-28 -1.48190662276e-13),2.28000075068e-08,0.0,0.0,-2.00280154189e-07,2.147734336e-11,-4.45732713365e-28,0.0,1.80145629352e-11,8.6289730094e-26,1.6480983913e-11
2.29e-08,1.24769e-07,1.24433e-07,1.25452e-07,1.24433e-07,2.28999951891e-08,-1e+300,1.14768599627e-23,3.16745196906e-25,(1.91319131567e-11 -3.45218769924e-28 -1.49528953346e-13),2.28999951891e-08,0.0,0.0,-2.01156236829e-07,2.14883052792e-11,-4.43357005969e-28,0.0,1.80159011076e-11,8.136583819399999e-26,1.64794699718e-11
2.3e-08,1.24666e-07,1.24329e-07,1.25348e-07,1.24329e-07,2.29999937345e-08,-1e+300,1.14619071888e-23,3.16804572717e-25,(1.91353388033e-11 -2.99457441118e-28 -1.49310343396e-13),2.29999937345e-08,0.0,0.0,-2.01639794107e-07,2.14865671732e-11,-4.712088894150001e-28,0.0,1.80172402628e-11,7.760239004390001e-26,1.64777153256e-11
2.31e-08,1.24562e-07,1.24227e-07,1.25243e-07,1.24227e-07,2.30999947116e-08,-1e+300,1.14398102572e-23,3.16741844094e-25,(1.91274817148e-11 -2.83941963566e-28 -1.45929641623e-13),2.30999947116e-08,0.0,0.0,-2.02203475602e-07,2.14720340921e-11,-5.01927272428e-28,0.0,1.80186311843e-11,7.51288776904e-26,1.64763769149e-11
2.32e-08,1.24456e-07,1.24122e-07,1.25138e-07,1.24122e-07,2.31999924956e-08,-1e+300,1.14156002703e-23,3.16650370287e-25,(1.91232021099e-11 -1.93753234197e-28 -1.44123930297e-13),2.31999924956e-08,0.0,0.0,-2.02756693178e-07,2.14620938433e-11,-5.04182737784e-28,0.0,1.80200558301e-11,7.409858535190001e-26,1.64757591452e-11
2.33e-08,1.2435e-07,1.24013e-07,1.25034e-07,1.24013e-07,2.32999937365e-08,-1e+300,1.13985703534e-23,3.16701864413e-25,(1.91350970612e-11 -1.57475963562e-28 -1.45136728181e-13),2.32999937365e-08,0.0,0.0,-2.03362173998e-07,2.14705363765e-11,-4.44750853239e-28,0.0,1.8021378313e-11,7.45610537406e-26,1.64741866116e-11
2.34e-08,1.24248e-07,1.23912e-07,1.24931e-07,1.23912e-07,2.34000023853e-08,-1e+300,1.1383060574700001e-23,3.16653440356e-25,(1.91368741494e-11 -4.67721364223e-29 -1.44330411997e-13),2.34000023853e-08,0.0,0.0,-2.041698993e-07,2.14654056404e-11,-3.58869986597e-28,0.0,1.80226677471e-11,7.649280063480001e-26,1.64724933517e-11
2.35e-08,1.24144e-07,1.2381e-07,1.24827e-07,1.2381e-07,2.34999989323e-08,-1e+300,1.1359469938000001e-23,3.16639177733e-25,(1.91268487071e-11 2.15280687096e-29 -1.40497737608e-13),2.34999989323e-08,0.0,0.0,-2.04527993869e-07,2.14500363317e-11,-2.74819892722e-28,0.0,1.80240840079e-11,7.97004240043e-26,1.6471425856e-11
2.36e-08,1.24039e-07,1.23705e-07,1.24722e-07,1.23705e-07,2.36000058281e-08,-1e+300,1.13369421026e-23,3.16581038078e-25,(1.91275654893e-11 2.30762926595e-28 -1.3977974004e-13),2.36000058281e-08,0.0,0.0,-2.0511601913e-07,2.14459416342e-11,-9.691177196369999e-29,0.0,1.80254594846e-11,8.382861414660001e-26,1.6470778389e-11
2.37e-08,1.23935e-07,1.23597e-07,1.24619e-07,1.23597e-07,2.36999921198e-08,-1e+300,1.1320285031600001e-23,3.16625906898e-25,(1.91376045435e-11 3.34889802825e-28 -1.40538725995e-13),2.36999921198e-08,0.0,0.0,-2.05697362811e-07,2.14522536086e-11,1.39601039197e-28,0.0,1.80267589175e-11,8.84300482684e-26,1.64692033645e-11
2.38e-08,1.23833e-07,1.23498e-07,1.24516e-07,1.23498e-07,2.38000023645e-08,-1e+300,1.13036891768e-23,3.166285005e-25,(1.91372479701e-11 5.37988818489e-28 -1.39267285835e-13),2.38000023645e-08,0.0,0.0,-2.06302867589e-07,2.14461914731e-11,3.6436440438499995e-28,0.0,1.80280427586e-11,9.29396550278e-26,1.64676268475e-11
2.39e-08,1.2373e-07,1.23397e-07,1.24413e-07,1.23397e-07,2.39000028329e-08,-1e+300,1.12792213207e-23,3.16543726738e-25,(1.91259720444e-11 7.36282851377e-28 -1.35335191524e-13),2.39000028329e-08,0.0,0.0,-2.06737485423e-07,2.14288879212e-11,5.56581232325e-28,0.0,1.80294536332e-11,9.67421045849e-26,1.6466778955e-11
2.4e-08,1.23625e-07,1.23292e-07,1.2431e-07,1.23292e-07,2.40000080865e-08,-1e+300,1.12583284574e-23,3.16488804752e-25,(1.91308487029e-11 8.89776888453e-28 -1.35215061634e-13),2.40000080865e-08,0.0,0.0,-2.07345366151e-07,2.1429037533e-11,7.35753770438e-28,0.0,1.80307731933e-11,9.92866524084e-26,1.64660562733e-11
2.41e-08,1.23523e-07,1.23186e-07,1.24208e-07,1.23186e-07,2.41000059142e-08,-1e+300,1.12419709425e-23,3.16523609543e-25,(1.91394158044e-11 9.25387821112e-28 -1.35855514131e-13),2.41000059142e-08,0.0,0.0,-2.08014795894e-07,2.14336090277e-11,8.20848933156e-28,0.0,1.80320493056e-11,1.0000661232899999e-25,1.64645103626e-11
2.42e-08,1.23422e-07,1.23087e-07,1.24106e-07,1.23087e-07,2.42000060708e-08,-1e+300,1.12249925155e-23,3.16511931298e-25,(1.91376578131e-11 9.76908171129e-28 -1.34261314604e-13),2.42000060708e-08,0.0,0.0,-2.08609902906e-07,2.14260778009e-11,8.22988405114e-28,0.0,1.80333154376e-11,9.854169244e-26,1.64630370808e-11
2.43e-08,1.23319e-07,1.22986e-07,1.24003e-07,1.22986e-07,2.42999914782e-08,-1e+300,1.1202407662e-23,3.1633827529e-25,(1.91258291891e-11 1.00229078352e-27 -1.3043250938e-13),2.42999914782e-08,0.0,0.0,-2.09334574679e-07,2.14063746887e-11,7.9163648524e-28,0.0,1.80346763918e-11,9.47387824974e-26,1.64623392527e-11
2.44e-08,1.23215e-07,1.22882e-07,1.23901e-07,1.22882e-07,2.4400001507e-08,-1e+300,1.1185917178e-23,3.16464238551e-25,(1.91330197864e-11 9.87133727202e-28 -1.3075557939e-13),2.4400001507e-08,0.0,0.0,-2.09818314026e-07,2.14115187086e-11,6.95385742194e-28,0.0,1.80359849007e-11,8.84350232105e-26,1.64616093137e-11
2.45e-08,1.23114e-07,1.22778e-07,1.23799e-07,1.22778e-07,2.45000037766e-08,-1e+300,1.11736073312e-23,3.16565654992e-25,(1.9140181784e-11 8.80919452719e-28 -1.31380546586e-13),2.45000037766e-08,0.0,0.0,-2.10324422423e-07,2.14150024363e-11,5.680650503570001e-28,0.0,1.80372427852e-11,7.97105201482e-26,1.64601615462e-11
2.46e-08,1.23013e-07,1.22679e-07,1.23698e-07,1.22679e-07,2.46000064456e-08,-1e+300,1.1160417250300001e-23,3.16627917416e-25,(1.91371745173e-11 8.2306563329e-28 -1.29607199295e-13),2.46000064456e-08,0.0,0.0,-2.10842906025e-07,2.14068650603e-11,4.24149393064e-28,0.0,1.80385021287e-11,6.882314782720001e-26,1.64588549001e-11
2.47e-08,1.22911e-07,1.22579e-07,1.23596e-07,1.22579e-07,2.46999977208e-08,-1e+300,1.1140067659500001e-23,3.16449633252e-25,(1.91248426838e-11 7.33144778242e-28 -1.25860995138e-13),2.46999977208e-08,0.0,0.0,-2.11689376477e-07,2.13862412854e-11,2.93781729325e-28,0.0,1.80398137689e-11,5.59726551749e-26,1.64583209015e-11
2.48e-08,1.22807e-07,1.22476e-07,1.23494e-07,1.22476e-07,2.47999996271e-08,-1e+300,1.1126682022700001e-23,3.16653251151e-25,(1.91339367607e-11 5.61858008141e-28 -1.26510383871e-13),2.47999996271e-08,0.0,0.0,-2.12140096714e-07,2.13942444001e-11,1.5356853541e-28,0.0,1.80410936947e-11,4.14897775759e-26,1.64576201794e-11
2.49e-08,1.22708e-07,1.22372e-07,1.23394e-07,1.22372e-07,2.49000007854e-08,-1e+300,1.11157647819e-23,3.16775993995e-25,(1.91402876886e-11 4.50426735219e-28 -1.2693962773e-13),2.49000007854e-08,0.0,0.0,-2.12623439326e-07,2.13970190292e-11,8.74026576314e-29,0.0,1.8042326144e-11,2.61102843438e-26,1.64562782352e-11
2.5e-08,1.22608e-07,1.22274e-07,1.23293e-07,1.22274e-07,2.49999975056e-08,-1e+300,1.1103122272700001e-23,3.16828744969e-25,(1.91367641967e-11 4.99364330589e-28 -1.25024077965e-13),2.49999975056e-08,0.0,0.0,-2.1319618936e-07,2.13881394227e-11,9.04392142437e-29,0.0,1.80435488476e-11,1.05482596535e-26,1.64550794484e-11
2.51e-08,1.22506e-07,1.22175e-07,1.23191e-07,1.22175e-07,2.5099993372e-08,-1e+300,1.1084202093000001e-23,3.16867378138e-25,(1.91228166232e-11 4.33930273152e-28 -1.21186322571e-13),2.5099993372e-08,0.0,0.0,-2.13449281351e-07,2.13700002962e-11,1.2455457792100002e-28,0.0,1.8044910003e-11,-4.34749046853e-27,1.64547644778e-11
2.52e-08,1.22403e-07,1.22072e-07,1.23091e-07,1.22072e-07,2.52000094999e-08,-1e+300,1.1072681720500001e-23,3.16933707867e-25,(1.91342156513e-11 3.89969299921e-28 -1.2217129971e-13),2.52000094999e-08,0.0,0.0,-2.1416950245e-07,2.13773031497e-11,1.46469887606e-28,0.0,1.80461002919e-11,-1.77977229314e-26,1.645404196e-11
2.53e-08,1.22304e-07,1.21969e-07,1.22991e-07,1.21969e-07,2.52999979172e-08,-1e+300,1.10628040586e-23,3.17060644754e-25,(1.91401539232e-11 4.09463542679e-28 -1.22743284335e-13),2.52999979172e-08,0.0,0.0,-2.14902813242e-07,2.1379559058e-11,1.53058053244e-28,0.0,1.80472970941e-11,-2.96562287472e-26,1.64527720154e-11
2.54e-08,1.22205e-07,1.21872e-07,1.22891e-07,1.21872e-07,2.5399994227e-08,-1e+300,1.1051490485800001e-23,3.17131841156e-25,(1.91362676332e-11 3.98802034155e-28 -1.20797548759e-13),2.5399994227e-08,0.0,0.0,-2.15476935383e-07,2.13704902321e-11,1.29696878423e-28,0.0,1.80484950184e-11,-3.99889438515e-26,1.64516736729e-11
2.55e-08,1.22104e-07,1.21773e-07,1.2279e-07,1.21773e-07,2.55000027128e-08,-1e+300,1.1033312066200001e-23,3.16994855468e-25,(1.91233181973e-11 2.97463601558e-28 -1.17054398173e-13),2.55000027128e-08,0.0,0.0,-2.1626198359e-07,2.13497625243e-11,7.62289036307e-29,0.0,1.80497573153e-11,-4.91190131189e-26,1.64513802052e-11
2.56e-08,1.22001e-07,1.2167e-07,1.2269e-07,1.2167e-07,2.56000073273e-08,-1e+300,1.10222040137e-23,3.1725326500000003e-25,(1.91341636639e-11 2.43919932194e-28 -1.18002458898e-13),2.56000073273e-08,0.0,0.0,-2.16453691281e-07,2.13604179879e-11,1.3839430855899998e-29,0.0,1.80509834465e-11,-5.75109553597e-26,1.64507698405e-11
2.57e-08,1.21903e-07,1.21568e-07,1.2259e-07,1.21568e-07,2.56999992025e-08,-1e+300,1.10126287754e-23,3.17383126906e-25,(1.91398597445e-11 1.91175731995e-28 -1.18627727634e-13),2.56999992025e-08,0.0,0.0,-2.17167882723e-07,2.13625060618e-11,-5.7282990211e-29,0.0,1.80521514753e-11,-6.56054872988e-26,1.64495629407e-11
2.58e-08,1.21804e-07,1.21472e-07,1.22491e-07,1.21472e-07,2.5799995028e-08,-1e+300,1.10018383965e-23,3.17458009392e-25,(1.91358953648e-11 5.74284787611e-29 -1.16766982494e-13),2.5799995028e-08,0.0,0.0,-2.17748387049e-07,2.13534735311e-11,-1.37375252846e-28,0.0,1.80533229315e-11,-7.38396444799e-26,1.64485347981e-11
2.59e-08,1.21704e-07,1.21373e-07,1.22391e-07,1.21373e-07,2.58999980777e-08,-1e+300,1.0984229191700001e-23,3.17328064667e-25,(1.9123049318e-11 -2.83561557429e-29 -1.13118681488e-13),2.58999980777e-08,0.0,0.0,-2.18510894031e-07,2.13330213899e-11,-2.2847052375300003e-28,0.0,1.80545546293e-11,-8.26455308081e-26,1.64482871965e-11
