Time,max(coordsX),min(coordsX)
1.33e-08,1.35208e-07,1.34167e-07
1.34e-08,1.35073e-07,1.34027e-07
1.35e-08,1.34939e-07,1.33896e-07
1.36e-08,1.34804e-07,1.33763e-07
1.37e-08,1.3467e-07,1.33624e-07
1.38e-08,1.34537e-07,1.33494e-07
1.39e-08,1.34403e-07,1.33363e-07
1.4e-08,1.34271e-07,1.33225e-07
1.41e-08,1.34139e-07,1.33096e-07
1.42e-08,1.34007e-07,1.32966e-07
1.43e-08,1.33875e-07,1.3283e-07
1.44e-08,1.33745e-07,1.32702e-07
1.45e-08,1.33614e-07,1.32573e-07
1.46e-08,1.33484e-07,1.32438e-07
1.47e-08,1.33354e-07,1.3231e-07
1.48e-08,1.33225e-07,1.32183e-07
1.49e-08,1.33095e-07,1.3205e-07
1.5e-08,1.32967e-07,1.31923e-07
1.51e-08,1.32839e-07,1.31797e-07
1.52e-08,1.3271e-07,1.31666e-07
1.53e-08,1.32583e-07,1.31538e-07
1.54e-08,1.32456e-07,1.31414e-07
1.55e-08,1.32328e-07,1.31285e-07
1.56e-08,1.32202e-07,1.31156e-07
1.57e-08,1.32076e-07,1.31034e-07
1.58e-08,1.3195e-07,1.30907e-07
1.59e-08,1.31825e-07,1.30777e-07
1.6e-08,1.317e-07,1.30657e-07
1.61e-08,1.31575e-07,1.30532e-07
1.62e-08,1.3145e-07,1.30401e-07
1.63e-08,1.31327e-07,1.30283e-07
1.64e-08,1.31202e-07,1.3016e-07
1.65e-08,1.31079e-07,1.30032e-07
1.66e-08,1.30956e-07,1.29911e-07
1.67e-08,1.30833e-07,1.29791e-07
1.68e-08,1.30711e-07,1.29665e-07
1.69e-08,1.30589e-07,1.29542e-07
1.7e-08,1.30467e-07,1.29424e-07
1.71e-08,1.30345e-07,1.29301e-07
1.72e-08,1.30224e-07,1.29176e-07
1.73e-08,1.30104e-07,1.2906e-07
1.74e-08,1.29982e-07,1.28939e-07
1.75e-08,1.29863e-07,1.28813e-07
1.76e-08,1.29743e-07,1.28698e-07
1.77e-08,1.29623e-07,1.2858e-07
1.78e-08,1.29503e-07,1.28457e-07
1.79e-08,1.29385e-07,1.28338e-07
1.8e-08,1.29266e-07,1.28222e-07
1.81e-08,1.29147e-07,1.28103e-07
1.82e-08,1.2903e-07,1.2798e-07
1.83e-08,1.28912e-07,1.27867e-07
1.84e-08,1.28794e-07,1.2775e-07
1.85e-08,1.28677e-07,1.27628e-07
1.86e-08,1.2856e-07,1.27513e-07
1.87e-08,1.28443e-07,1.27399e-07
1.88e-08,1.28326e-07,1.2728e-07
1.89e-08,1.28211e-07,1.27161e-07
1.9e-08,1.28095e-07,1.2705e-07
1.91e-08,1.27978e-07,1.26934e-07
1.92e-08,1.27863e-07,1.26813e-07
1.93e-08,1.27749e-07,1.26702e-07
1.94e-08,1.27634e-07,1.26589e-07
1.95e-08,1.27519e-07,1.26472e-07
1.96e-08,1.27405e-07,1.26355e-07
1.97e-08,1.27291e-07,1.26245e-07
1.98e-08,1.27177e-07,1.26131e-07
1.99e-08,1.27064e-07,1.26012e-07
2e-08,1.26951e-07,1.25903e-07
2.01e-08,1.26838e-07,1.25792e-07
2.02e-08,1.26724e-07,1.25677e-07
2.03e-08,1.26669e-07,1.25562e-07
2.04e-08,1.26501e-07,1.25454e-07
2.05e-08,1.26388e-07,1.25342e-07
2.06e-08,1.26276e-07,1.25225e-07
2.07e-08,1.26165e-07,1.25116e-07
2.08e-08,1.26054e-07,1.25008e-07
2.09e-08,1.25942e-07,1.24895e-07
2.1e-08,1.25832e-07,1.2478e-07
2.11e-08,1.25722e-07,1.24674e-07
2.12e-08,1.25611e-07,1.24565e-07
2.13e-08,1.25501e-07,1.24451e-07
2.14e-08,1.25392e-07,1.24341e-07
2.15e-08,1.25282e-07,1.24235e-07
2.16e-08,1.25172e-07,1.24125e-07
2.17e-08,1.25063e-07,1.2401e-07
2.18e-08,1.24955e-07,1.23905e-07
2.19e-08,1.24846e-07,1.23799e-07
2.2e-08,1.24737e-07,1.23688e-07
2.21e-08,1.2463e-07,1.23576e-07
2.22e-08,1.24522e-07,1.23473e-07
2.23e-08,1.24413e-07,1.23366e-07
2.24e-08,1.24306e-07,1.23254e-07
2.25e-08,1.24199e-07,1.23147e-07
2.26e-08,1.24092e-07,1.23043e-07
2.27e-08,1.23984e-07,1.22936e-07
2.28e-08,1.23878e-07,1.22824e-07
2.29e-08,1.23772e-07,1.2272e-07
2.3e-08,1.23666e-07,1.22617e-07
2.31e-08,1.23559e-07,1.22509e-07
2.32e-08,1.23454e-07,1.22398e-07
2.33e-08,1.23349e-07,1.22297e-07
2.34e-08,1.23243e-07,1.22194e-07
2.35e-08,1.23137e-07,1.22086e-07
2.36e-08,1.23033e-07,1.21977e-07
2.37e-08,1.22929e-07,1.21877e-07
2.38e-08,1.22823e-07,1.21774e-07
2.39e-08,1.22719e-07,1.21666e-07
2.4e-08,1.22615e-07,1.2156e-07
2.41e-08,1.22511e-07,1.2146e-07
2.42e-08,1.22407e-07,1.21357e-07
2.43e-08,1.22303e-07,1.21249e-07
2.44e-08,1.22201e-07,1.21145e-07
2.45e-08,1.22098e-07,1.21046e-07
2.46e-08,1.21994e-07,1.20943e-07
2.47e-08,1.21891e-07,1.20835e-07
2.48e-08,1.21789e-07,1.20734e-07
2.49e-08,1.21687e-07,1.20635e-07
2.5e-08,1.21584e-07,1.20532e-07
2.51e-08,1.21482e-07,1.20425e-07
2.52e-08,1.21381e-07,1.20325e-07
2.53e-08,1.21279e-07,1.20227e-07
2.54e-08,1.21177e-07,1.20124e-07
2.55e-08,1.21076e-07,1.20018e-07
2.56e-08,1.20975e-07,1.1992e-07
2.57e-08,1.20874e-07,1.19821e-07
2.58e-08,1.20773e-07,1.19719e-07
2.59e-08,1.20673e-07,1.19613e-07
2.6e-08,1.20573e-07,1.19517e-07
2.61e-08,1.20472e-07,1.19419e-07
2.62e-08,1.20371e-07,1.19318e-07
2.63e-08,1.20272e-07,1.19212e-07
2.64e-08,1.20173e-07,1.19116e-07
2.65e-08,1.20073e-07,1.19019e-07
2.66e-08,1.19973e-07,1.18919e-07
2.67e-08,1.19875e-07,1.18814e-07
2.68e-08,1.19776e-07,1.18719e-07
2.69e-08,1.19677e-07,1.18622e-07
2.7e-08,1.19578e-07,1.18523e-07
2.71e-08,1.1948e-07,1.18419e-07
2.72e-08,1.19382e-07,1.18324e-07
2.73e-08,1.19284e-07,1.18228e-07
2.74e-08,1.19185e-07,1.1813e-07
2.75e-08,1.19088e-07,1.18027e-07
2.76e-08,1.18991e-07,1.17931e-07
2.77e-08,1.18894e-07,1.17837e-07
2.78e-08,1.18795e-07,1.17739e-07
2.79e-08,1.18699e-07,1.17638e-07
2.8e-08,1.18602e-07,1.17542e-07
2.81e-08,1.18506e-07,1.17448e-07
2.82e-08,1.18408e-07,1.17351e-07
2.83e-08,1.18312e-07,1.17251e-07
2.84e-08,1.18216e-07,1.17154e-07
2.85e-08,1.1812e-07,1.17062e-07
2.86e-08,1.18024e-07,1.16966e-07
2.87e-08,1.17928e-07,1.16867e-07
2.88e-08,1.17833e-07,1.16769e-07
2.89e-08,1.17738e-07,1.16677e-07
2.9e-08,1.17642e-07,1.16583e-07
2.91e-08,1.17546e-07,1.16486e-07
2.92e-08,1.17452e-07,1.16386e-07
2.93e-08,1.17357e-07,1.16296e-07
2.94e-08,1.17262e-07,1.16203e-07
2.95e-08,1.17167e-07,1.16107e-07
2.96e-08,1.17073e-07,1.16006e-07
2.97e-08,1.16979e-07,1.15916e-07
2.98e-08,1.16885e-07,1.15825e-07
2.99e-08,1.1679e-07,1.1573e-07
3e-08,1.16697e-07,1.15631e-07
3.01e-08,1.16604e-07,1.15539e-07
3.02e-08,1.16511e-07,1.15448e-07
3.03e-08,1.16416e-07,1.15355e-07
3.04e-08,1.16323e-07,1.15258e-07
3.05e-08,1.16231e-07,1.15164e-07
3.06e-08,1.16138e-07,1.15074e-07
3.07e-08,1.16045e-07,1.14983e-07
3.08e-08,1.15952e-07,1.14888e-07
3.09e-08,1.1586e-07,1.1479e-07
3.1e-08,1.15768e-07,1.14702e-07
3.11e-08,1.15675e-07,1.14612e-07
3.12e-08,1.15582e-07,1.14519e-07
3.13e-08,1.15491e-07,1.14422e-07
3.14e-08,1.154e-07,1.14332e-07
3.15e-08,1.15308e-07,1.14243e-07
3.16e-08,1.15216e-07,1.14152e-07
3.17e-08,1.15125e-07,1.14057e-07
3.18e-08,1.15034e-07,1.13964e-07
3.19e-08,1.14943e-07,1.13876e-07
3.2e-08,1.14852e-07,1.13787e-07
3.21e-08,1.1476e-07,1.13694e-07
3.22e-08,1.1467e-07,1.13597e-07
3.23e-08,1.1458e-07,1.13511e-07
3.24e-08,1.14489e-07,1.13423e-07
3.25e-08,1.14398e-07,1.13332e-07
3.26e-08,1.14308e-07,1.13237e-07
3.27e-08,1.14219e-07,1.13148e-07
3.28e-08,1.14129e-07,1.13061e-07
3.29e-08,1.14039e-07,1.12972e-07
3.3e-08,1.13949e-07,1.1288e-07
3.31e-08,1.1386e-07,1.12786e-07
3.32e-08,1.13771e-07,1.12701e-07
3.33e-08,1.13682e-07,1.12613e-07
3.34e-08,1.13592e-07,1.12523e-07
3.35e-08,1.13503e-07,1.12429e-07
3.36e-08,1.13415e-07,1.12274e-07
3.37e-08,1.13326e-07,1.12088e-07
3.38e-08,1.13237e-07,1.12e-07
3.39e-08,1.13148e-07,1.12e-07
3.4e-08,1.1306e-07,1.12263e-07
3.41e-08,1.12972e-07,1.12175e-07
3.42e-08,1.12884e-07,1.11993e-07
3.43e-08,1.12794e-07,1.11825e-07
3.44e-08,1.12707e-07,1.11653e-07
3.45e-08,1.1262e-07,1.11542e-07
3.46e-08,1.12532e-07,1.11457e-07
3.47e-08,1.12444e-07,1.1137e-07
3.48e-08,1.12355e-07,1.11279e-07
3.49e-08,1.12269e-07,1.11188e-07
3.5e-08,1.12182e-07,1.11104e-07
3.51e-08,1.12094e-07,1.11019e-07
3.52e-08,1.12006e-07,1.10931e-07
3.53e-08,1.1192e-07,1.1084e-07
3.54e-08,1.11833e-07,1.10753e-07
3.55e-08,1.11747e-07,1.1067e-07
3.56e-08,1.1166e-07,1.10584e-07
3.57e-08,1.11573e-07,1.10496e-07
3.58e-08,1.11487e-07,1.10404e-07
3.59e-08,1.11402e-07,1.10322e-07
3.6e-08,1.11316e-07,1.10238e-07
3.61e-08,1.11229e-07,1.10152e-07
3.62e-08,1.11143e-07,1.10063e-07
3.63e-08,1.11058e-07,1.09975e-07
3.64e-08,1.10973e-07,1.09893e-07
3.65e-08,1.10888e-07,1.0981e-07
3.66e-08,1.10801e-07,1.09723e-07
3.67e-08,1.10717e-07,1.09634e-07
3.68e-08,1.10632e-07,1.09549e-07
3.69e-08,1.10548e-07,1.09467e-07
3.7e-08,1.10462e-07,1.09383e-07
3.71e-08,1.10377e-07,1.09297e-07
3.72e-08,1.10293e-07,1.09207e-07
3.73e-08,1.10209e-07,1.09126e-07
3.74e-08,1.10125e-07,1.09044e-07
3.75e-08,1.1004e-07,1.0896e-07
3.76e-08,1.09955e-07,1.08873e-07
3.77e-08,1.09872e-07,1.08785e-07
3.78e-08,1.09789e-07,1.08705e-07
3.79e-08,1.09705e-07,1.08623e-07
3.8e-08,1.0962e-07,1.08539e-07
3.81e-08,1.09537e-07,1.08452e-07
3.82e-08,1.09454e-07,1.08367e-07
3.83e-08,1.09371e-07,1.08287e-07
3.84e-08,1.09287e-07,1.08205e-07
3.85e-08,1.09203e-07,1.08121e-07
3.86e-08,1.09121e-07,1.08034e-07
3.87e-08,1.09038e-07,1.07951e-07
3.88e-08,1.08956e-07,1.07871e-07
3.89e-08,1.08873e-07,1.0779e-07
3.9e-08,1.08789e-07,1.07705e-07
3.91e-08,1.08707e-07,1.07618e-07
3.92e-08,1.08625e-07,1.07538e-07
3.93e-08,1.08543e-07,1.07458e-07
3.94e-08,1.08461e-07,1.07377e-07
3.95e-08,1.08378e-07,1.07292e-07
3.96e-08,1.08296e-07,1.07205e-07
3.97e-08,1.08215e-07,1.07127e-07
3.98e-08,1.08133e-07,1.07047e-07
3.99e-08,1.08051e-07,1.06966e-07
4e-08,1.07969e-07,1.06882e-07
4.01e-08,1.07888e-07,1.06795e-07
4.02e-08,1.07807e-07,1.06718e-07
4.03e-08,1.07726e-07,1.06639e-07
4.04e-08,1.07644e-07,1.06558e-07
4.05e-08,1.07563e-07,1.06474e-07
4.06e-08,1.07482e-07,1.06389e-07
4.07e-08,1.07402e-07,1.06312e-07
4.08e-08,1.07321e-07,1.06233e-07
4.09e-08,1.0724e-07,1.06152e-07
4.1e-08,1.07159e-07,1.06069e-07
4.11e-08,1.07079e-07,1.05985e-07
4.12e-08,1.06999e-07,1.05908e-07
4.13e-08,1.06919e-07,1.0583e-07
4.14e-08,1.06838e-07,1.05749e-07
4.15e-08,1.06757e-07,1.05666e-07
4.16e-08,1.06678e-07,1.05583e-07
4.17e-08,1.06598e-07,1.05506e-07
4.18e-08,1.06519e-07,1.05428e-07
4.19e-08,1.06438e-07,1.05348e-07
4.2e-08,1.06358e-07,1.05266e-07
4.21e-08,1.06279e-07,1.05183e-07
4.22e-08,1.062e-07,1.05107e-07
4.23e-08,1.06121e-07,1.0503e-07
4.24e-08,1.06041e-07,1.0495e-07
4.25e-08,1.05961e-07,1.04868e-07
4.26e-08,1.05882e-07,1.04785e-07
4.27e-08,1.05902e-07,1.0471e-07
4.28e-08,1.05778e-07,1.04633e-07
4.29e-08,1.05653e-07,1.04554e-07
4.3e-08,1.05566e-07,1.04472e-07
4.31e-08,1.05488e-07,1.04389e-07
4.32e-08,1.0541e-07,1.04315e-07
4.33e-08,1.05332e-07,1.04238e-07
4.34e-08,1.05253e-07,1.0416e-07
4.35e-08,1.05174e-07,1.04079e-07
4.36e-08,1.05096e-07,1.03996e-07
4.37e-08,1.05019e-07,1.03922e-07
4.38e-08,1.04941e-07,1.03846e-07
4.39e-08,1.04862e-07,1.03768e-07
4.4e-08,1.04784e-07,1.03688e-07
4.41e-08,1.04706e-07,1.03605e-07
4.42e-08,1.04629e-07,1.03531e-07
4.43e-08,1.04552e-07,1.03456e-07
4.44e-08,1.04474e-07,1.03379e-07
4.45e-08,1.04395e-07,1.03299e-07
4.46e-08,1.04319e-07,1.03217e-07
4.47e-08,1.04242e-07,1.03142e-07
4.48e-08,1.04165e-07,1.03068e-07
4.49e-08,1.04088e-07,1.02991e-07
4.5e-08,1.0401e-07,1.02913e-07
4.51e-08,1.03933e-07,1.02832e-07
4.52e-08,1.03857e-07,1.02755e-07
4.53e-08,1.0378e-07,1.02681e-07
4.54e-08,1.03703e-07,1.02606e-07
4.55e-08,1.03626e-07,1.02528e-07
4.56e-08,1.03549e-07,1.02448e-07
4.57e-08,1.03473e-07,1.0237e-07
4.58e-08,1.03397e-07,1.02297e-07
4.59e-08,1.03321e-07,1.02222e-07
4.6e-08,1.03244e-07,1.02146e-07
4.61e-08,1.03168e-07,1.02066e-07
4.62e-08,1.03092e-07,1.01987e-07
4.63e-08,1.03017e-07,1.01915e-07
4.64e-08,1.02941e-07,1.01841e-07
4.65e-08,1.02865e-07,1.01765e-07
4.66e-08,1.02788e-07,1.01687e-07
4.67e-08,1.02713e-07,1.01606e-07
4.68e-08,1.02638e-07,1.01534e-07
4.69e-08,1.02563e-07,1.01461e-07
4.7e-08,1.02487e-07,1.01386e-07
4.71e-08,1.02411e-07,1.01309e-07
4.72e-08,1.02336e-07,1.0123e-07
4.73e-08,1.02261e-07,1.01155e-07
4.74e-08,1.02186e-07,1.01083e-07
4.75e-08,1.02111e-07,1.01009e-07
4.76e-08,1.02036e-07,1.00933e-07
4.77e-08,1.0196e-07,1.00855e-07
4.78e-08,1.01886e-07,1.00778e-07
4.79e-08,1.01812e-07,1.00707e-07
4.8e-08,1.01737e-07,1.00634e-07
4.81e-08,1.01662e-07,1.00559e-07
4.82e-08,1.01587e-07,1.00482e-07
4.83e-08,1.01513e-07,1.00403e-07
4.84e-08,1.01439e-07,1.00332e-07
4.85e-08,1.01365e-07,1.0026e-07
4.86e-08,1.01291e-07,1.00186e-07
4.87e-08,1.01216e-07,1.00111e-07
4.88e-08,1.01142e-07,1.00033e-07
4.89e-08,1.01068e-07,9.99587e-08
4.9e-08,1.00995e-07,9.98879e-08
4.91e-08,1.00921e-07,9.98155e-08
4.92e-08,1.00847e-07,9.97411e-08
4.93e-08,1.00772e-07,9.96643e-08
4.94e-08,1.00699e-07,9.95871e-08
4.95e-08,1.00626e-07,9.95173e-08
4.96e-08,1.00553e-07,9.9446e-08
4.97e-08,1.00479e-07,9.93728e-08
4.98e-08,1.00405e-07,9.92975e-08
4.99e-08,1.00332e-07,9.92197e-08
5e-08,1.00259e-07,9.91481e-08
5.01e-08,1.00187e-07,9.90779e-08
5.02e-08,1.00114e-07,9.90059e-08
5.03e-08,1.0004e-07,9.8932e-08
5.04e-08,9.99666e-08,9.88558e-08
5.05e-08,9.98944e-08,9.87803e-08
5.06e-08,9.98222e-08,9.87111e-08
5.07e-08,9.97497e-08,9.86404e-08
5.08e-08,9.96768e-08,9.85678e-08
5.09e-08,9.9603e-08,9.84932e-08
5.1e-08,9.9531e-08,9.84162e-08
5.11e-08,9.94592e-08,9.83457e-08
5.12e-08,9.93873e-08,9.82761e-08
5.13e-08,9.9315e-08,9.82049e-08
5.14e-08,9.92421e-08,9.81318e-08
5.15e-08,9.91694e-08,9.80564e-08
5.16e-08,9.90979e-08,9.79816e-08
5.17e-08,9.90265e-08,9.79131e-08
5.18e-08,9.89548e-08,9.78432e-08
5.19e-08,9.88826e-08,9.77715e-08
5.2e-08,9.88097e-08,9.76977e-08
5.21e-08,9.87383e-08,9.76217e-08
5.22e-08,9.86672e-08,9.75513e-08
5.23e-08,9.85961e-08,9.74825e-08
5.24e-08,9.85246e-08,9.74122e-08
5.25e-08,9.84526e-08,9.73401e-08
5.26e-08,9.83803e-08,9.72658e-08
5.27e-08,9.83096e-08,9.71906e-08
5.28e-08,9.82389e-08,9.7123e-08
5.29e-08,9.81681e-08,9.7054e-08
5.3e-08,9.80968e-08,9.69834e-08
5.31e-08,9.80248e-08,9.69108e-08
5.32e-08,9.79536e-08,9.68359e-08
5.33e-08,9.78833e-08,9.67645e-08
5.34e-08,9.78129e-08,9.66968e-08
5.35e-08,9.77423e-08,9.66276e-08
5.36e-08,9.76712e-08,9.65566e-08
5.37e-08,9.75993e-08,9.64835e-08
5.38e-08,9.75293e-08,9.64082e-08
5.39e-08,9.74593e-08,9.63405e-08
5.4e-08,9.73893e-08,9.62726e-08
5.41e-08,9.73188e-08,9.62032e-08
5.42e-08,9.72478e-08,9.61319e-08
5.43e-08,9.71768e-08,9.60585e-08
5.44e-08,9.71072e-08,9.59851e-08
5.45e-08,9.70376e-08,9.59185e-08
5.46e-08,9.69678e-08,9.58505e-08
5.47e-08,9.68976e-08,9.57809e-08
5.48e-08,9.68267e-08,9.57093e-08
5.49e-08,9.67566e-08,9.56356e-08
5.5e-08,9.66874e-08,9.55652e-08
5.51e-08,9.66181e-08,9.54986e-08
5.52e-08,9.65486e-08,9.54305e-08
5.53e-08,9.64786e-08,9.53607e-08
5.54e-08,9.64079e-08,9.52889e-08
5.55e-08,9.63386e-08,9.52149e-08
5.56e-08,9.62698e-08,9.51474e-08
5.57e-08,9.62008e-08,9.50807e-08
5.58e-08,9.61316e-08,9.50125e-08
5.59e-08,9.60617e-08,9.49426e-08
5.6e-08,9.59915e-08,9.48706e-08
5.61e-08,9.59229e-08,9.47969e-08
5.62e-08,9.58543e-08,9.47315e-08
5.63e-08,9.57857e-08,9.46648e-08
5.64e-08,9.57167e-08,9.45966e-08
5.65e-08,9.56471e-08,9.45266e-08
5.66e-08,9.55775e-08,9.44545e-08
5.67e-08,9.55093e-08,9.4383e-08
5.68e-08,9.54411e-08,9.43177e-08
5.69e-08,9.53727e-08,9.4251e-08
5.7e-08,9.5304e-08,9.41828e-08
5.71e-08,9.52346e-08,9.41128e-08
5.72e-08,9.51656e-08,9.40407e-08
5.73e-08,9.50978e-08,9.3971e-08
5.74e-08,9.50299e-08,9.39058e-08
5.75e-08,9.49619e-08,9.38393e-08
5.76e-08,9.48934e-08,9.37711e-08
5.77e-08,9.48242e-08,9.37011e-08
5.78e-08,9.47942e-08,9.3629e-08
5.79e-08,9.46895e-08,9.35611e-08
5.8e-08,9.46209e-08,9.3496e-08
5.81e-08,9.45531e-08,9.34295e-08
5.82e-08,9.44849e-08,9.33615e-08
5.83e-08,9.4416e-08,9.32915e-08
5.84e-08,9.43482e-08,9.32195e-08
5.85e-08,9.42811e-08,9.3153e-08
5.86e-08,9.42139e-08,9.30881e-08
5.87e-08,9.41464e-08,9.30218e-08
5.88e-08,9.40784e-08,9.29539e-08
5.89e-08,9.40098e-08,9.28841e-08
5.9e-08,9.39426e-08,9.28121e-08
5.91e-08,9.38758e-08,9.27469e-08
5.92e-08,9.38089e-08,9.26822e-08
5.93e-08,9.37417e-08,9.26161e-08
5.94e-08,9.36741e-08,9.25484e-08
5.95e-08,9.36057e-08,9.24788e-08
5.96e-08,9.3539e-08,9.2407e-08
5.97e-08,9.34725e-08,9.23428e-08
5.98e-08,9.34059e-08,9.22783e-08
5.99e-08,9.33391e-08,9.22124e-08
6e-08,9.32717e-08,9.21449e-08
6.01e-08,9.32037e-08,9.20756e-08
6.02e-08,9.31373e-08,9.20041e-08
6.03e-08,9.30712e-08,9.19405e-08
6.04e-08,9.30049e-08,9.18763e-08
6.05e-08,9.29384e-08,9.18107e-08
6.06e-08,9.28714e-08,9.17435e-08
6.07e-08,9.28036e-08,9.16744e-08
6.08e-08,9.27376e-08,9.16032e-08
