Time,max(coordsX),min(coordsX)
6.09e-08,9.26718e-08,9.15401e-08
6.1e-08,9.26059e-08,9.14762e-08
6.11e-08,9.25397e-08,9.14109e-08
6.12e-08,9.2473e-08,9.13441e-08
6.13e-08,9.24056e-08,9.12753e-08
6.14e-08,9.23399e-08,9.12045e-08
6.15e-08,9.22743e-08,9.11415e-08
6.16e-08,9.22088e-08,9.1078e-08
6.17e-08,9.21429e-08,9.10131e-08
6.18e-08,9.20765e-08,9.09466e-08
6.19e-08,9.20095e-08,9.08783e-08
6.2e-08,9.1944e-08,9.08079e-08
6.21e-08,9.18788e-08,9.07448e-08
6.22e-08,9.18135e-08,9.06816e-08
6.23e-08,9.1748e-08,9.06171e-08
6.24e-08,9.1682e-08,9.05511e-08
6.25e-08,9.16154e-08,9.04832e-08
6.26e-08,9.15499e-08,9.04133e-08
6.27e-08,9.14851e-08,9.03498e-08
6.28e-08,9.14201e-08,9.02871e-08
6.29e-08,9.1355e-08,9.0223e-08
6.3e-08,9.12894e-08,9.01574e-08
6.31e-08,9.12231e-08,9.00901e-08
6.32e-08,9.11578e-08,9.00208e-08
6.33e-08,9.10932e-08,8.99566e-08
6.34e-08,9.10286e-08,8.98943e-08
6.35e-08,9.09638e-08,8.98307e-08
6.36e-08,9.08986e-08,8.97656e-08
6.37e-08,9.08327e-08,8.96989e-08
6.38e-08,9.07674e-08,8.96301e-08
6.39e-08,9.07032e-08,8.95652e-08
6.4e-08,9.06389e-08,8.95033e-08
6.41e-08,9.05744e-08,8.94402e-08
6.42e-08,9.05096e-08,8.93757e-08
6.43e-08,9.04442e-08,8.93095e-08
6.44e-08,9.03788e-08,8.92414e-08
6.45e-08,9.03149e-08,8.91754e-08
6.46e-08,9.02509e-08,8.9114e-08
6.47e-08,9.01868e-08,8.90514e-08
6.48e-08,9.01224e-08,8.89875e-08
6.49e-08,9.00574e-08,8.89219e-08
6.5e-08,8.9992e-08,8.88545e-08
6.51e-08,8.99284e-08,8.87872e-08
6.52e-08,8.98647e-08,8.87263e-08
6.53e-08,8.9801e-08,8.86643e-08
6.54e-08,8.97369e-08,8.8601e-08
6.55e-08,8.96724e-08,8.85361e-08
6.56e-08,8.96072e-08,8.84694e-08
6.57e-08,8.95436e-08,8.84008e-08
6.58e-08,8.94803e-08,8.83403e-08
6.59e-08,8.94168e-08,8.82789e-08
6.6e-08,8.93532e-08,8.82161e-08
6.61e-08,8.92891e-08,8.81519e-08
6.62e-08,8.92244e-08,8.8086e-08
6.63e-08,8.91605e-08,8.80183e-08
6.64e-08,8.90975e-08,8.79559e-08
6.65e-08,8.90344e-08,8.7895e-08
6.66e-08,8.89711e-08,8.78329e-08
6.67e-08,8.89075e-08,8.77695e-08
6.68e-08,8.88433e-08,8.77043e-08
6.69e-08,8.87792e-08,8.76374e-08
6.7e-08,8.87164e-08,8.7573e-08
6.71e-08,8.86536e-08,8.75127e-08
6.72e-08,8.85907e-08,8.74513e-08
6.73e-08,8.85275e-08,8.73885e-08
6.74e-08,8.84638e-08,8.73242e-08
6.75e-08,8.83994e-08,8.72582e-08
6.76e-08,8.83369e-08,8.71916e-08
6.77e-08,8.82745e-08,8.71319e-08
6.78e-08,8.82119e-08,8.70712e-08
6.79e-08,8.81491e-08,8.70091e-08
6.8e-08,8.80859e-08,8.69456e-08
6.81e-08,8.8022e-08,8.68805e-08
6.82e-08,8.79591e-08,8.68135e-08
6.83e-08,8.78969e-08,8.67525e-08
6.84e-08,8.78347e-08,8.66924e-08
6.85e-08,8.77722e-08,8.66312e-08
6.86e-08,8.77094e-08,8.65685e-08
6.87e-08,8.76461e-08,8.65043e-08
6.88e-08,8.75827e-08,8.64383e-08
6.89e-08,8.75208e-08,8.63746e-08
6.9e-08,8.74589e-08,8.63152e-08
6.91e-08,8.73969e-08,8.62547e-08
6.92e-08,8.73346e-08,8.61929e-08
6.93e-08,8.72718e-08,8.61296e-08
6.94e-08,8.72084e-08,8.60647e-08
6.95e-08,8.71465e-08,8.59981e-08
6.96e-08,8.70849e-08,8.59394e-08
6.97e-08,8.70233e-08,8.58797e-08
6.98e-08,8.69614e-08,8.58187e-08
6.99e-08,8.68992e-08,8.57563e-08
7e-08,8.68364e-08,8.56923e-08
7.01e-08,8.67739e-08,8.56265e-08
7.02e-08,8.67127e-08,8.55647e-08
7.03e-08,8.66514e-08,8.55056e-08
7.04e-08,8.65899e-08,8.54453e-08
7.05e-08,8.65282e-08,8.53837e-08
7.06e-08,8.64659e-08,8.53206e-08
7.07e-08,8.6403e-08,8.52558e-08
7.08e-08,8.63418e-08,8.51798e-08
7.09e-08,8.62807e-08,8.50541e-08
7.1e-08,8.62195e-08,8.4925e-08
7.11e-08,8.61581e-08,8.48e-08
7.12e-08,8.60963e-08,8.48e-08
7.13e-08,8.60338e-08,8.48e-08
7.14e-08,8.59718e-08,8.48e-08
7.15e-08,8.59109e-08,8.49733e-08
7.16e-08,8.58499e-08,8.48821e-08
7.17e-08,8.57888e-08,8.48e-08
7.18e-08,8.57273e-08,8.47316e-08
7.19e-08,8.56654e-08,8.46142e-08
7.2e-08,8.56028e-08,8.44946e-08
7.21e-08,8.55224e-08,8.43871e-08
7.22e-08,8.5441e-08,8.4329e-08
7.23e-08,8.53592e-08,8.42698e-08
7.24e-08,8.52769e-08,8.42094e-08
7.25e-08,8.48741e-08,8.41476e-08
7.26e-08,8.5184e-08,8.40843e-08
7.27e-08,8.52e-08,8.40192e-08
7.28e-08,8.52e-08,8.39592e-08
7.29e-08,8.51991e-08,8.39008e-08
7.3e-08,8.51016e-08,8.38414e-08
7.31e-08,8.50041e-08,8.37808e-08
7.32e-08,8.49063e-08,8.37187e-08
7.33e-08,8.48113e-08,8.3655e-08
7.34e-08,8.47482e-08,8.35909e-08
7.35e-08,8.46881e-08,8.35335e-08
7.36e-08,8.46279e-08,8.34751e-08
7.37e-08,8.45676e-08,8.34156e-08
7.38e-08,8.45069e-08,8.33547e-08
7.39e-08,8.44457e-08,8.32924e-08
7.4e-08,8.43845e-08,8.32283e-08
7.41e-08,8.43247e-08,8.31679e-08
7.42e-08,8.4265e-08,8.31105e-08
7.43e-08,8.42052e-08,8.3052e-08
7.44e-08,8.41451e-08,8.29923e-08
7.45e-08,8.40846e-08,8.29313e-08
7.46e-08,8.40236e-08,8.28687e-08
7.47e-08,8.39633e-08,8.28044e-08
7.48e-08,8.3904e-08,8.27473e-08
7.49e-08,8.38445e-08,8.26899e-08
7.5e-08,8.37849e-08,8.26313e-08
7.51e-08,8.3725e-08,8.25715e-08
7.52e-08,8.36647e-08,8.25103e-08
7.53e-08,8.36038e-08,8.24475e-08
7.54e-08,8.35445e-08,8.23853e-08
7.55e-08,8.34854e-08,8.23288e-08
7.56e-08,8.34262e-08,8.22713e-08
7.57e-08,8.33668e-08,8.22126e-08
7.58e-08,8.33071e-08,8.21527e-08
7.59e-08,8.32469e-08,8.20912e-08
7.6e-08,8.31865e-08,8.20282e-08
7.61e-08,8.31277e-08,8.19686e-08
7.62e-08,8.30688e-08,8.19121e-08
7.63e-08,8.30099e-08,8.18545e-08
7.64e-08,8.29507e-08,8.17957e-08
7.65e-08,8.28911e-08,8.17357e-08
7.66e-08,8.28309e-08,8.16741e-08
7.67e-08,8.27713e-08,8.16108e-08
7.68e-08,8.27127e-08,8.15537e-08
7.69e-08,8.26542e-08,8.14971e-08
7.7e-08,8.25954e-08,8.14395e-08
7.71e-08,8.25364e-08,8.13807e-08
7.72e-08,8.24769e-08,8.13205e-08
7.73e-08,8.24169e-08,8.12588e-08
7.74e-08,8.2358e-08,8.11961e-08
7.75e-08,8.22997e-08,8.11405e-08
7.76e-08,8.22414e-08,8.10839e-08
7.77e-08,8.21829e-08,8.10263e-08
7.78e-08,8.2124e-08,8.09675e-08
7.79e-08,8.20648e-08,8.09073e-08
7.8e-08,8.20049e-08,8.08455e-08
7.81e-08,8.19467e-08,8.07846e-08
7.82e-08,8.18887e-08,8.07291e-08
7.83e-08,8.18306e-08,8.06726e-08
7.84e-08,8.17723e-08,8.0615e-08
7.85e-08,8.17136e-08,8.05562e-08
7.86e-08,8.16545e-08,8.0496e-08
7.87e-08,8.1595e-08,8.04342e-08
7.88e-08,8.15373e-08,8.03749e-08
7.89e-08,8.14795e-08,8.03195e-08
7.9e-08,8.14217e-08,8.02631e-08
7.91e-08,8.13636e-08,8.02056e-08
7.92e-08,8.13052e-08,8.01468e-08
7.93e-08,8.12462e-08,8.00866e-08
7.94e-08,8.11872e-08,8.00249e-08
7.95e-08,8.11297e-08,7.9967e-08
7.96e-08,8.10722e-08,7.99117e-08
7.97e-08,8.10146e-08,7.98554e-08
7.98e-08,8.09567e-08,7.9798e-08
7.99e-08,8.08985e-08,7.97393e-08
8e-08,8.08398e-08,7.96792e-08
8.01e-08,8.07812e-08,7.96175e-08
8.02e-08,8.0724e-08,7.95607e-08
8.03e-08,8.06667e-08,7.95056e-08
8.04e-08,8.06093e-08,7.94494e-08
8.05e-08,8.05517e-08,7.93922e-08
8.06e-08,8.04937e-08,7.93336e-08
8.07e-08,8.04352e-08,7.92736e-08
8.08e-08,8.0377e-08,7.9212e-08
8.09e-08,8.032e-08,7.91562e-08
8.1e-08,8.0263e-08,7.91012e-08
8.11e-08,8.02058e-08,7.90452e-08
8.12e-08,8.01484e-08,7.89881e-08
8.13e-08,8.00907e-08,7.89297e-08
8.14e-08,8.00324e-08,7.88699e-08
8.15e-08,7.99745e-08,7.88084e-08
8.16e-08,7.99178e-08,7.87533e-08
8.17e-08,7.9861e-08,7.86985e-08
8.18e-08,7.98041e-08,7.86427e-08
8.19e-08,7.97469e-08,7.85857e-08
8.2e-08,7.96894e-08,7.85275e-08
8.21e-08,7.96313e-08,7.84679e-08
8.22e-08,7.95737e-08,7.84067e-08
8.23e-08,7.95172e-08,7.8352e-08
8.24e-08,7.94607e-08,7.82974e-08
8.25e-08,7.9404e-08,7.82418e-08
8.26e-08,7.93471e-08,7.81851e-08
8.27e-08,7.92898e-08,7.81272e-08
8.28e-08,7.9232e-08,7.80678e-08
8.29e-08,7.91746e-08,7.80068e-08
8.3e-08,7.91183e-08,7.79524e-08
8.31e-08,7.9062e-08,7.7898e-08
8.32e-08,7.90056e-08,7.78426e-08
8.33e-08,7.89489e-08,7.77862e-08
8.34e-08,7.88919e-08,7.77285e-08
8.35e-08,7.88343e-08,7.76694e-08
8.36e-08,7.87771e-08,7.76087e-08
8.37e-08,7.87211e-08,7.75542e-08
8.38e-08,7.8665e-08,7.75001e-08
8.39e-08,7.86088e-08,7.74451e-08
8.4e-08,7.85524e-08,7.73889e-08
8.41e-08,7.84956e-08,7.73315e-08
8.42e-08,7.84383e-08,7.72727e-08
8.43e-08,7.83812e-08,7.72124e-08
8.44e-08,7.83254e-08,7.71577e-08
8.45e-08,7.82696e-08,7.71038e-08
8.46e-08,7.82137e-08,7.70491e-08
8.47e-08,7.81575e-08,7.69932e-08
8.48e-08,7.8101e-08,7.69362e-08
8.49e-08,7.8044e-08,7.68777e-08
8.5e-08,7.7987e-08,7.68178e-08
8.51e-08,7.79314e-08,7.67626e-08
8.52e-08,7.78758e-08,7.67091e-08
8.53e-08,7.78201e-08,7.66546e-08
8.54e-08,7.77642e-08,7.65991e-08
8.55e-08,7.7708e-08,7.65424e-08
8.56e-08,7.76513e-08,7.64844e-08
8.57e-08,7.75942e-08,7.64249e-08
8.58e-08,7.75389e-08,7.6369e-08
8.59e-08,7.74836e-08,7.63158e-08
8.6e-08,7.74281e-08,7.62617e-08
8.61e-08,7.73725e-08,7.62066e-08
8.62e-08,7.73165e-08,7.61503e-08
8.63e-08,7.72601e-08,7.60927e-08
8.64e-08,7.72032e-08,7.60337e-08
8.65e-08,7.7148e-08,7.59769e-08
8.66e-08,7.70929e-08,7.59241e-08
8.67e-08,7.70377e-08,7.58703e-08
8.68e-08,7.69823e-08,7.58156e-08
8.69e-08,7.69266e-08,7.57597e-08
8.7e-08,7.68705e-08,7.57026e-08
8.71e-08,7.68139e-08,7.5644e-08
8.72e-08,7.67585e-08,7.55862e-08
8.73e-08,7.67037e-08,7.55337e-08
8.74e-08,7.66487e-08,7.54804e-08
8.75e-08,7.65936e-08,7.54261e-08
8.76e-08,7.65382e-08,7.53707e-08
8.77e-08,7.64825e-08,7.5314e-08
8.78e-08,7.64262e-08,7.5256e-08
8.79e-08,7.63706e-08,7.5197e-08
8.8e-08,7.6316e-08,7.51448e-08
8.81e-08,7.62613e-08,7.50919e-08
8.82e-08,7.62064e-08,7.5038e-08
8.83e-08,7.61513e-08,7.4983e-08
8.84e-08,7.60959e-08,7.49269e-08
8.85e-08,7.604e-08,7.48694e-08
8.86e-08,7.59842e-08,7.48105e-08
8.87e-08,7.59297e-08,7.47573e-08
8.88e-08,7.58753e-08,7.47048e-08
8.89e-08,7.58207e-08,7.46513e-08
8.9e-08,7.57659e-08,7.45969e-08
8.91e-08,7.57108e-08,7.45413e-08
8.92e-08,7.56553e-08,7.44844e-08
8.93e-08,7.55992e-08,7.44261e-08
8.94e-08,7.5545e-08,7.43711e-08
8.95e-08,7.54908e-08,7.4319e-08
8.96e-08,7.54365e-08,7.42661e-08
8.97e-08,7.5382e-08,7.42121e-08
8.98e-08,7.53272e-08,7.41571e-08
8.99e-08,7.5272e-08,7.41008e-08
9e-08,7.52163e-08,7.40431e-08
9.01e-08,7.51617e-08,7.39863e-08
9.02e-08,7.51077e-08,7.39346e-08
9.03e-08,7.50536e-08,7.38821e-08
9.04e-08,7.49994e-08,7.38287e-08
9.05e-08,7.49449e-08,7.37742e-08
9.06e-08,7.48901e-08,7.37186e-08
9.07e-08,7.48348e-08,7.36616e-08
9.08e-08,7.47798e-08,7.36032e-08
9.09e-08,7.4726e-08,7.35515e-08
9.1e-08,7.46722e-08,7.34995e-08
9.11e-08,7.46183e-08,7.34466e-08
9.12e-08,7.45641e-08,7.33927e-08
9.13e-08,7.45097e-08,7.33377e-08
9.14e-08,7.44548e-08,7.32814e-08
9.15e-08,7.43994e-08,7.32238e-08
9.16e-08,7.43458e-08,7.31697e-08
9.17e-08,7.42922e-08,7.31182e-08
9.18e-08,7.42386e-08,7.30658e-08
9.19e-08,7.41847e-08,7.30125e-08
9.2e-08,7.41306e-08,7.29582e-08
9.21e-08,7.40761e-08,7.29026e-08
9.22e-08,7.40211e-08,7.28457e-08
9.23e-08,7.3967e-08,7.27891e-08
9.24e-08,7.39136e-08,7.27381e-08
9.25e-08,7.38602e-08,7.26863e-08
9.26e-08,7.38067e-08,7.26336e-08
9.27e-08,7.37529e-08,7.25799e-08
9.28e-08,7.36988e-08,7.2525e-08
9.29e-08,7.36442e-08,7.24688e-08
9.3e-08,7.35895e-08,7.24113e-08
9.31e-08,7.35364e-08,7.23592e-08
9.32e-08,7.34832e-08,7.2308e-08
9.33e-08,7.34299e-08,7.22558e-08
9.34e-08,7.33765e-08,7.22028e-08
9.35e-08,7.33227e-08,7.21486e-08
9.36e-08,7.32686e-08,7.20933e-08
9.37e-08,7.32139e-08,7.20365e-08
9.38e-08,7.31605e-08,7.19815e-08
9.39e-08,7.31076e-08,7.19308e-08
9.4e-08,7.31785e-08,7.18793e-08
9.41e-08,7.30947e-08,7.18269e-08
9.42e-08,7.30107e-08,7.17734e-08
9.43e-08,7.29265e-08,7.17188e-08
9.44e-08,7.28419e-08,7.1663e-08
9.45e-08,7.2786e-08,7.16057e-08
9.46e-08,7.27332e-08,7.15548e-08
9.47e-08,7.26805e-08,7.15038e-08
9.48e-08,7.26276e-08,7.14521e-08
9.49e-08,7.25746e-08,7.13993e-08
9.5e-08,7.25212e-08,7.13455e-08
9.51e-08,7.24675e-08,7.12905e-08
9.52e-08,7.24133e-08,7.12342e-08
9.53e-08,7.23602e-08,7.11798e-08
9.54e-08,7.23077e-08,7.11295e-08
9.55e-08,7.22552e-08,7.10784e-08
9.56e-08,7.22024e-08,7.10263e-08
9.57e-08,7.21494e-08,7.09733e-08
9.58e-08,7.20961e-08,7.09191e-08
9.59e-08,7.20424e-08,7.08637e-08
9.6e-08,7.19886e-08,7.0807e-08
9.61e-08,7.19363e-08,7.07562e-08
9.62e-08,7.18839e-08,7.07057e-08
9.63e-08,7.18315e-08,7.06544e-08
9.64e-08,7.17789e-08,7.06021e-08
9.65e-08,7.1726e-08,7.05488e-08
9.66e-08,7.16727e-08,7.04943e-08
9.67e-08,7.16189e-08,7.04385e-08
9.68e-08,7.15661e-08,7.0384e-08
9.69e-08,7.1514e-08,7.03341e-08
9.7e-08,7.14618e-08,7.02834e-08
9.71e-08,7.14095e-08,7.02319e-08
9.72e-08,7.1357e-08,7.01794e-08
9.73e-08,7.13042e-08,7.01258e-08
9.74e-08,7.12509e-08,7.0071e-08
9.75e-08,7.11972e-08,7.00148e-08
9.76e-08,7.11453e-08,6.99635e-08
9.77e-08,7.10934e-08,6.99135e-08
9.78e-08,7.10414e-08,6.98627e-08
9.79e-08,7.09892e-08,6.98109e-08
9.8e-08,7.09368e-08,6.97582e-08
9.81e-08,7.0884e-08,6.97043e-08
9.82e-08,7.08308e-08,6.96492e-08
9.83e-08,7.07779e-08,6.95938e-08
9.84e-08,7.07262e-08,6.95444e-08
9.85e-08,7.06745e-08,6.94943e-08
9.86e-08,7.06226e-08,6.94434e-08
9.87e-08,7.05706e-08,6.93915e-08
9.88e-08,7.05182e-08,6.93386e-08
9.89e-08,7.04655e-08,6.92845e-08
9.9e-08,7.04122e-08,6.92291e-08
9.91e-08,7.03603e-08,6.91763e-08
9.92e-08,7.03088e-08,6.91269e-08
9.93e-08,7.02572e-08,6.90767e-08
9.94e-08,7.02055e-08,6.90257e-08
9.95e-08,7.01535e-08,6.89736e-08
9.96e-08,7.01013e-08,6.89205e-08
9.97e-08,7.00486e-08,6.88662e-08
9.98e-08,6.99956e-08,6.88106e-08
9.99e-08,6.99443e-08,6.87603e-08
1e-07,6.98929e-08,6.87109e-08
1.001e-07,6.98415e-08,6.86606e-08
1.002e-07,6.97899e-08,6.86094e-08
1.003e-07,6.97381e-08,6.85573e-08
1.004e-07,6.96859e-08,6.8504e-08
1.005e-07,6.96333e-08,6.84495e-08
1.006e-07,6.9581e-08,6.83946e-08
1.007e-07,6.95299e-08,6.83458e-08
1.008e-07,6.94787e-08,6.82963e-08
1.009e-07,6.94275e-08,6.8246e-08
1.01e-07,6.9376e-08,6.81948e-08
1.011e-07,6.93243e-08,6.81425e-08
1.012e-07,6.92722e-08,6.80891e-08
1.013e-07,6.92197e-08,6.80345e-08
1.014e-07,6.9168e-08,6.79816e-08
1.015e-07,6.91171e-08,6.79328e-08
1.016e-07,6.90661e-08,6.78833e-08
1.017e-07,6.9015e-08,6.78329e-08
1.018e-07,6.89637e-08,6.77816e-08
1.019e-07,6.89121e-08,6.77293e-08
1.02e-07,6.88601e-08,6.76758e-08
1.021e-07,6.88076e-08,6.76211e-08
1.022e-07,6.87566e-08,6.757e-08
1.023e-07,6.87059e-08,6.75213e-08
1.024e-07,6.86551e-08,6.74718e-08
1.025e-07,6.86041e-08,6.74214e-08
1.026e-07,6.8553e-08,6.73701e-08
1.027e-07,6.85015e-08,6.73177e-08
1.028e-07,6.84496e-08,6.72642e-08
1.029e-07,6.83973e-08,6.72093e-08
1.03e-07,6.83468e-08,6.716e-08
1.031e-07,6.82962e-08,6.71112e-08
1.032e-07,6.82456e-08,6.70617e-08
1.033e-07,6.81948e-08,6.70114e-08
1.034e-07,6.81438e-08,6.69601e-08
1.035e-07,6.80924e-08,6.69077e-08
1.036e-07,6.80406e-08,6.68541e-08
1.037e-07,6.79888e-08,6.67993e-08
1.038e-07,6.79385e-08,6.67514e-08
1.039e-07,6.78881e-08,6.67027e-08
1.04e-07,6.78377e-08,6.66532e-08
1.041e-07,6.7787e-08,6.66029e-08
1.042e-07,6.77362e-08,6.65516e-08
1.043e-07,6.76849e-08,6.64992e-08
1.044e-07,6.76333e-08,6.64456e-08
1.045e-07,6.75819e-08,6.63921e-08
1.046e-07,6.75318e-08,6.63442e-08
1.047e-07,6.74816e-08,6.62956e-08
1.048e-07,6.74313e-08,6.62462e-08
1.049e-07,6.73808e-08,6.61959e-08
1.05e-07,6.73301e-08,6.61447e-08
1.051e-07,6.7279e-08,6.60924e-08
1.052e-07,6.72275e-08,6.60388e-08
1.053e-07,6.71765e-08,6.59863e-08
1.054e-07,6.71265e-08,6.59385e-08
1.055e-07,6.70765e-08,6.589e-08
1.056e-07,6.70264e-08,6.58407e-08
1.057e-07,6.69761e-08,6.57905e-08
1.058e-07,6.69255e-08,6.57393e-08
1.059e-07,6.68746e-08,6.56871e-08
1.06e-07,6.68232e-08,6.56336e-08
1.061e-07,6.67726e-08,6.55819e-08
1.062e-07,6.67228e-08,6.55342e-08
1.063e-07,6.6673e-08,6.54858e-08
1.064e-07,6.6623e-08,6.54367e-08
1.065e-07,6.65729e-08,6.53866e-08
1.066e-07,6.65225e-08,6.53355e-08
1.067e-07,6.64717e-08,6.52834e-08
1.068e-07,6.64205e-08,6.523e-08
1.069e-07,6.63701e-08,6.51789e-08
1.07e-07,6.63206e-08,6.51314e-08
1.071e-07,6.62709e-08,6.50831e-08
1.072e-07,6.62212e-08,6.50341e-08
1.073e-07,6.61712e-08,6.49842e-08
1.074e-07,6.6121e-08,6.49332e-08
1.075e-07,6.60704e-08,6.48812e-08
1.076e-07,6.60193e-08,6.4828e-08
1.077e-07,6.59692e-08,6.47774e-08
1.078e-07,6.59198e-08,6.473e-08
1.079e-07,6.58703e-08,6.46819e-08
1.08e-07,6.58208e-08,6.4633e-08
1.081e-07,6.5771e-08,6.45832e-08
1.082e-07,6.57209e-08,6.45325e-08
1.083e-07,6.56705e-08,6.44807e-08
1.084e-07,6.56197e-08,6.44276e-08
1.085e-07,6.55697e-08,6.43772e-08
1.086e-07,6.55205e-08,6.433e-08
1.087e-07,6.54712e-08,6.42821e-08
1.088e-07,6.54218e-08,6.42334e-08
1.089e-07,6.53722e-08,6.41838e-08
1.09e-07,6.53223e-08,6.41332e-08
1.091e-07,6.52721e-08,6.40816e-08
1.092e-07,6.52215e-08,6.40288e-08
1.093e-07,6.51716e-08,6.39784e-08
1.094e-07,6.51226e-08,6.39314e-08
1.095e-07,6.50735e-08,6.38836e-08
1.096e-07,6.50243e-08,6.38351e-08
1.097e-07,6.49749e-08,6.37858e-08
1.098e-07,6.49252e-08,6.37355e-08
1.099e-07,6.48752e-08,6.36841e-08
1.1e-07,6.48248e-08,6.36315e-08
1.101e-07,6.4775e-08,6.35809e-08
1.102e-07,6.47261e-08,6.35341e-08
1.103e-07,6.46772e-08,6.34866e-08
1.104e-07,6.46282e-08,6.34383e-08
1.105e-07,6.4579e-08,6.33892e-08
1.106e-07,6.45295e-08,6.33392e-08
1.107e-07,6.44797e-08,6.3288e-08
1.108e-07,6.44295e-08,6.32358e-08
1.109e-07,6.43797e-08,6.31848e-08
1.11e-07,6.43311e-08,6.31382e-08
1.111e-07,6.42824e-08,6.3091e-08
1.112e-07,6.42335e-08,6.30429e-08
1.113e-07,6.41845e-08,6.29941e-08
1.114e-07,6.41353e-08,6.29443e-08
1.115e-07,6.40857e-08,6.28935e-08
1.116e-07,6.40357e-08,6.28415e-08
1.117e-07,6.39859e-08,6.279e-08
1.118e-07,6.39374e-08,6.27437e-08
1.119e-07,6.38889e-08,6.26967e-08
1.12e-07,6.38402e-08,6.26489e-08
1.121e-07,6.37914e-08,6.26003e-08
1.122e-07,6.37424e-08,6.25509e-08
1.123e-07,6.36931e-08,6.25004e-08
1.124e-07,6.36433e-08,6.24488e-08
1.125e-07,6.35934e-08,6.23966e-08
1.126e-07,6.35451e-08,6.23505e-08
1.127e-07,6.34968e-08,6.23037e-08
1.128e-07,6.34483e-08,6.22562e-08
1.129e-07,6.33997e-08,6.2208e-08
1.13e-07,6.33509e-08,6.21588e-08
1.131e-07,6.33018e-08,6.21087e-08
1.132e-07,6.32523e-08,6.20575e-08
1.133e-07,6.32024e-08,6.20051e-08
1.134e-07,6.31542e-08,6.19585e-08
1.135e-07,6.3106e-08,6.19121e-08
1.136e-07,6.30578e-08,6.18649e-08
1.137e-07,6.30094e-08,6.1817e-08
1.138e-07,6.29608e-08,6.17681e-08
1.139e-07,6.29119e-08,6.17184e-08
1.14e-07,6.28627e-08,6.16676e-08
1.141e-07,6.28131e-08,6.16156e-08
1.142e-07,6.27646e-08,6.15678e-08
1.143e-07,6.27166e-08,6.15217e-08
1.144e-07,6.26686e-08,6.14748e-08
1.145e-07,6.26204e-08,6.14272e-08
1.146e-07,6.2572e-08,6.13788e-08
1.147e-07,6.25234e-08,6.13294e-08
1.148e-07,6.24744e-08,6.1279e-08
1.149e-07,6.24251e-08,6.12275e-08
1.15e-07,6.23763e-08,6.11784e-08
1.151e-07,6.23285e-08,6.11326e-08
1.152e-07,6.22807e-08,6.10861e-08
1.153e-07,6.22327e-08,6.10388e-08
1.154e-07,6.21846e-08,6.09908e-08
1.155e-07,6.21362e-08,6.09418e-08
1.156e-07,6.20875e-08,6.08918e-08
1.157e-07,6.20384e-08,6.08408e-08
1.158e-07,6.19894e-08,6.07902e-08
1.159e-07,6.19417e-08,6.07447e-08
1.16e-07,6.18941e-08,6.06985e-08
1.161e-07,6.18463e-08,6.06517e-08
1.162e-07,6.17984e-08,6.0604e-08
1.163e-07,6.17503e-08,6.05555e-08
1.164e-07,6.17019e-08,6.0506e-08
1.165e-07,6.16531e-08,6.04554e-08
1.166e-07,6.16039e-08,6.04037e-08
1.167e-07,6.15562e-08,6.0358e-08
1.168e-07,6.15088e-08,6.03122e-08
1.169e-07,6.14612e-08,6.02657e-08
1.17e-07,6.14136e-08,6.02185e-08
1.171e-07,6.13657e-08,6.01704e-08
1.172e-07,6.13175e-08,6.01214e-08
1.173e-07,6.1269e-08,6.00713e-08
1.174e-07,6.12201e-08,6.00202e-08
1.175e-07,6.12e-08,5.99725e-08
1.176e-07,6.11298e-08,5.99271e-08
1.177e-07,6.10774e-08,5.9881e-08
1.178e-07,6.103e-08,5.98342e-08
1.179e-07,6.09823e-08,5.97865e-08
1.18e-07,6.09344e-08,5.9738e-08
1.181e-07,6.08863e-08,5.96885e-08
1.182e-07,6.08377e-08,5.96379e-08
1.183e-07,6.07891e-08,5.95882e-08
1.184e-07,6.0742e-08,5.95431e-08
1.185e-07,6.06949e-08,5.94974e-08
1.186e-07,6.06476e-08,5.9451e-08
1.187e-07,6.06002e-08,5.94038e-08
1.188e-07,6.05526e-08,5.93558e-08
1.189e-07,6.05047e-08,5.93069e-08
1.19e-07,6.04565e-08,5.92569e-08
