Time,max(CACoordsX),min(CACoordsX),max(Result),min(Result),max(coordsX),min(coordsX)
2.66e-08,1.19186e-07,1.18919e-07,1587570.0,-32702000.0,1.19973e-07,1.18919e-07
2.67e-08,1.1909e-07,1.18814e-07,1583650.0,-32652200.0,1.19875e-07,1.18814e-07
2.68e-08,1.18993e-07,1.18719e-07,1569490.0,-32708200.0,1.19776e-07,1.18719e-07
2.69e-08,1.18892e-07,1.18622e-07,1570700.0,-32738500.0,1.19677e-07,1.18622e-07
2.7e-08,1.1879e-07,1.18523e-07,1570770.0,-32735300.0,1.19578e-07,1.18523e-07
2.71e-08,1.18695e-07,1.18419e-07,1568240.0,-32679500.0,1.1948e-07,1.18419e-07
2.72e-08,1.18598e-07,1.18324e-07,1552850.0,-32734200.0,1.19382e-07,1.18324e-07
2.73e-08,1.18499e-07,1.18228e-07,1553910.0,-32770200.0,1.19284e-07,1.18228e-07
2.74e-08,1.18396e-07,1.1813e-07,1545020.0,-32782600.0,1.19185e-07,1.1813e-07
2.75e-08,1.18302e-07,1.18027e-07,1514000.0,-32829700.0,1.19088e-07,1.18027e-07
2.76e-08,1.18206e-07,1.17931e-07,1536350.0,-32757700.0,1.18991e-07,1.17931e-07
2.77e-08,1.18107e-07,1.17837e-07,1538070.0,-32795900.0,1.18894e-07,1.17837e-07
2.78e-08,1.18006e-07,1.17739e-07,1531150.0,-32811100.0,1.18795e-07,1.17739e-07
2.79e-08,1.17912e-07,1.17638e-07,1506120.0,-32814700.0,1.18699e-07,1.17638e-07
2.8e-08,1.17816e-07,1.17542e-07,1519960.0,-32778600.0,1.18602e-07,1.17542e-07
2.81e-08,1.17719e-07,1.17448e-07,1522150.0,-32821000.0,1.18506e-07,1.17448e-07
2.82e-08,1.17619e-07,1.17351e-07,1521250.0,-32828600.0,1.18408e-07,1.17351e-07
2.83e-08,1.17524e-07,1.17251e-07,1521490.0,-32802200.0,1.18312e-07,1.17251e-07
2.84e-08,1.1743e-07,1.17154e-07,1509110.0,-32787400.0,1.18216e-07,1.17154e-07
2.85e-08,1.17333e-07,1.17062e-07,1506340.0,-32844000.0,1.1812e-07,1.17062e-07
2.86e-08,1.17234e-07,1.16966e-07,1504640.0,-32863600.0,1.18024e-07,1.16966e-07
2.87e-08,1.17139e-07,1.16867e-07,1483560.0,-32875900.0,1.17928e-07,1.16867e-07
2.88e-08,1.17045e-07,1.16769e-07,1468090.0,-32852900.0,1.17833e-07,1.16769e-07
2.89e-08,1.1695e-07,1.16677e-07,1490590.0,-32864200.0,1.17738e-07,1.16677e-07
2.9e-08,1.16852e-07,1.16583e-07,1490340.0,-32886500.0,1.17642e-07,1.16583e-07
2.91e-08,1.16756e-07,1.16486e-07,1482200.0,-32889500.0,1.17546e-07,1.16486e-07
2.92e-08,1.16663e-07,1.16386e-07,1471240.0,-32859800.0,1.17452e-07,1.16386e-07
2.93e-08,1.16569e-07,1.16296e-07,1474860.0,-32881600.0,1.17357e-07,1.16296e-07
2.94e-08,1.16472e-07,1.16203e-07,1475270.0,-32913400.0,1.17262e-07,1.16203e-07
2.95e-08,1.16375e-07,1.16107e-07,1475720.0,-32909700.0,1.17167e-07,1.16107e-07
2.96e-08,1.16283e-07,1.16006e-07,1472460.0,-32869600.0,1.17073e-07,1.16006e-07
2.97e-08,1.1619e-07,1.15916e-07,1459110.0,-32895200.0,1.16979e-07,1.15916e-07
2.98e-08,1.16095e-07,1.15825e-07,1460560.0,-32934100.0,1.16885e-07,1.15825e-07
2.99e-08,1.15997e-07,1.1573e-07,1460450.0,-32938600.0,1.1679e-07,1.1573e-07
3e-08,1.15906e-07,1.15631e-07,1458460.0,-32912600.0,1.16697e-07,1.15631e-07
3.01e-08,1.15814e-07,1.15539e-07,1443760.0,-32904400.0,1.16604e-07,1.15539e-07
3.02e-08,1.1572e-07,1.15448e-07,1445700.0,-32951500.0,1.16511e-07,1.15448e-07
3.03e-08,1.15623e-07,1.15355e-07,1443510.0,-32972600.0,1.16416e-07,1.15355e-07
3.04e-08,1.15531e-07,1.15258e-07,1440320.0,-32969700.0,1.16323e-07,1.15258e-07
3.05e-08,1.1544e-07,1.15164e-07,1445820.0,-32937100.0,1.16231e-07,1.15164e-07
3.06e-08,1.15347e-07,1.15074e-07,1447890.0,-32965200.0,1.16138e-07,1.15074e-07
3.07e-08,1.15251e-07,1.14983e-07,1441870.0,-32992400.0,1.16045e-07,1.14983e-07
3.08e-08,1.15158e-07,1.14888e-07,1422760.0,-33000700.0,1.15952e-07,1.14888e-07
3.09e-08,1.15068e-07,1.1479e-07,1428010.0,-32979300.0,1.1586e-07,1.1479e-07
3.1e-08,1.14976e-07,1.14702e-07,1431070.0,-32976100.0,1.15768e-07,1.14702e-07
3.11e-08,1.14882e-07,1.14612e-07,1427620.0,-33015200.0,1.15675e-07,1.14612e-07
3.12e-08,1.14787e-07,1.14519e-07,1415810.0,-33027900.0,1.15582e-07,1.14519e-07
3.13e-08,1.14698e-07,1.14422e-07,1413690.0,-32939500.0,1.15491e-07,1.14422e-07
3.14e-08,1.14607e-07,1.14332e-07,1394040.0,-32983600.0,1.154e-07,1.14332e-07
3.15e-08,1.14515e-07,1.14243e-07,1395590.0,-33031400.0,1.15308e-07,1.14243e-07
3.16e-08,1.1442e-07,1.14152e-07,1392410.0,-33059000.0,1.15216e-07,1.14152e-07
3.17e-08,1.14329e-07,1.14057e-07,1394150.0,-33037700.0,1.15125e-07,1.14057e-07
3.18e-08,1.1424e-07,1.13964e-07,1395050.0,-32997100.0,1.15034e-07,1.13964e-07
3.19e-08,1.14149e-07,1.13876e-07,1380030.0,-33039700.0,1.14943e-07,1.13876e-07
3.2e-08,1.14056e-07,1.13787e-07,1380260.0,-33073100.0,1.14852e-07,1.13787e-07
3.21e-08,1.13963e-07,1.13694e-07,1367070.0,-33093900.0,1.1476e-07,1.13694e-07
3.22e-08,1.13875e-07,1.13597e-07,1345540.0,-33095500.0,1.1467e-07,1.13597e-07
3.23e-08,1.13785e-07,1.13511e-07,1367880.0,-33036500.0,1.1458e-07,1.13511e-07
3.24e-08,1.13694e-07,1.13423e-07,1370670.0,-33078500.0,1.14489e-07,1.13423e-07
3.25e-08,1.13599e-07,1.13332e-07,1369250.0,-33093100.0,1.14398e-07,1.13332e-07
3.26e-08,1.13512e-07,1.13237e-07,1370260.0,-33074900.0,1.14308e-07,1.13237e-07
3.27e-08,1.13424e-07,1.13148e-07,1375770.0,-33031200.0,1.14219e-07,1.13148e-07
3.28e-08,1.13333e-07,1.13061e-07,1361860.0,-33075900.0,1.14129e-07,1.13061e-07
3.29e-08,1.13241e-07,1.12972e-07,1362040.0,-33107400.0,1.14039e-07,1.12972e-07
3.3e-08,1.13151e-07,1.1288e-07,1356090.0,-33114100.0,1.13949e-07,1.1288e-07
3.31e-08,1.13063e-07,1.12786e-07,1346680.0,-33097800.0,1.1386e-07,1.12786e-07
3.32e-08,1.12975e-07,1.12701e-07,1356760.0,-33059300.0,1.13771e-07,1.12701e-07
3.33e-08,1.12884e-07,1.12613e-07,1364930.0,-33089200.0,1.13682e-07,1.12613e-07
3.34e-08,1.12791e-07,1.12523e-07,1366140.0,-33096200.0,1.13592e-07,1.12523e-07
3.35e-08,1.12705e-07,1.12429e-07,1337200.0,-33132900.0,1.13503e-07,1.12429e-07
3.36e-08,1.12617e-07,1.12362e-07,1337470.0,-33105000.0,1.13415e-07,1.12274e-07
3.37e-08,1.12527e-07,1.12306e-07,1340270.0,-33114500.0,1.13326e-07,1.12088e-07
3.38e-08,1.12436e-07,1.12248e-07,1334330.0,-33155400.0,1.13237e-07,1.12e-07
3.39e-08,1.12349e-07,1.12189e-07,1317420.0,-33181300.0,1.13148e-07,1.12e-07
3.4e-08,1.12262e-07,1.12128e-07,1322410.0,-33145700.0,1.1306e-07,1.12263e-07
3.41e-08,1.12174e-07,1.12064e-07,1325920.0,-33112100.0,1.12972e-07,1.12175e-07
3.42e-08,1.12084e-07,1.11993e-07,1326950.0,-33151600.0,1.12884e-07,1.11993e-07
3.43e-08,1.11992e-07,1.11825e-07,1331500.0,-33161200.0,1.12794e-07,1.11825e-07
3.44e-08,1.11907e-07,1.11653e-07,1325730.0,-33162800.0,1.12707e-07,1.11653e-07
3.45e-08,1.1182e-07,1.11542e-07,1310510.0,-33154700.0,1.1262e-07,1.11542e-07
3.46e-08,1.11731e-07,1.11457e-07,1312960.0,-33145100.0,1.12532e-07,1.11457e-07
3.47e-08,1.11641e-07,1.1137e-07,1311750.0,-33181300.0,1.12444e-07,1.1137e-07
3.48e-08,1.11551e-07,1.11279e-07,1304530.0,-33192400.0,1.12355e-07,1.11279e-07
3.49e-08,1.11466e-07,1.11188e-07,1294310.0,-33190400.0,1.12269e-07,1.11188e-07
3.5e-08,1.11379e-07,1.11104e-07,1297520.0,-33161800.0,1.12182e-07,1.11104e-07
3.51e-08,1.11291e-07,1.11019e-07,1298540.0,-33178700.0,1.12094e-07,1.11019e-07
3.52e-08,1.11199e-07,1.10931e-07,1298850.0,-33201300.0,1.12006e-07,1.10931e-07
3.53e-08,1.11115e-07,1.1084e-07,1296520.0,-33195000.0,1.1192e-07,1.1084e-07
3.54e-08,1.1103e-07,1.10753e-07,1289740.0,-33187400.0,1.11833e-07,1.10753e-07
3.55e-08,1.10943e-07,1.1067e-07,1283700.0,-33171700.0,1.11747e-07,1.1067e-07
3.56e-08,1.10854e-07,1.10584e-07,1283070.0,-33211800.0,1.1166e-07,1.10584e-07
3.57e-08,1.10766e-07,1.10496e-07,1268660.0,-33250100.0,1.11573e-07,1.10496e-07
3.58e-08,1.10683e-07,1.10404e-07,1254090.0,-33204500.0,1.11487e-07,1.10404e-07
3.59e-08,1.10598e-07,1.10322e-07,1268040.0,-33215900.0,1.11402e-07,1.10322e-07
3.6e-08,1.10511e-07,1.10238e-07,1269810.0,-33207100.0,1.11316e-07,1.10238e-07
3.61e-08,1.10421e-07,1.10152e-07,1267560.0,-33243700.0,1.11229e-07,1.10152e-07
3.62e-08,1.10337e-07,1.10063e-07,1257870.0,-33290400.0,1.11143e-07,1.10063e-07
3.63e-08,1.10253e-07,1.09975e-07,1252490.0,-33330700.0,1.11058e-07,1.09975e-07
3.64e-08,1.10168e-07,1.09893e-07,1255650.0,-33334500.0,1.10973e-07,1.09893e-07
3.65e-08,1.10081e-07,1.0981e-07,1256560.0,-33320600.0,1.10888e-07,1.0981e-07
3.66e-08,1.09992e-07,1.09723e-07,1252590.0,-33289200.0,1.10801e-07,1.09723e-07
3.67e-08,1.0991e-07,1.09634e-07,1240740.0,-33321900.0,1.10717e-07,1.09634e-07
3.68e-08,1.09826e-07,1.09549e-07,1241080.0,-33352500.0,1.10632e-07,1.09549e-07
3.69e-08,1.09741e-07,1.09467e-07,1243830.0,-33351600.0,1.10548e-07,1.09467e-07
3.7e-08,1.09654e-07,1.09383e-07,1243590.0,-33334000.0,1.10462e-07,1.09383e-07
3.71e-08,1.09568e-07,1.09297e-07,1244820.0,-33286600.0,1.10377e-07,1.09297e-07
3.72e-08,1.09486e-07,1.09207e-07,1241810.0,-33276800.0,1.10293e-07,1.09207e-07
3.73e-08,1.09402e-07,1.09126e-07,1229850.0,-33285500.0,1.10209e-07,1.09126e-07
3.74e-08,1.09317e-07,1.09044e-07,1232000.0,-33256800.0,1.10125e-07,1.09044e-07
3.75e-08,1.0923e-07,1.0896e-07,1230450.0,-33297000.0,1.1004e-07,1.0896e-07
3.76e-08,1.09146e-07,1.08873e-07,1213500.0,-33330700.0,1.09955e-07,1.08873e-07
3.77e-08,1.09064e-07,1.08785e-07,1199570.0,-33338100.0,1.09872e-07,1.08785e-07
3.78e-08,1.08981e-07,1.08705e-07,1218480.0,-33300300.0,1.09789e-07,1.08705e-07
3.79e-08,1.08896e-07,1.08623e-07,1219950.0,-33285500.0,1.09705e-07,1.08623e-07
3.8e-08,1.08808e-07,1.08539e-07,1217100.0,-33321900.0,1.0962e-07,1.08539e-07
3.81e-08,1.08727e-07,1.08452e-07,1206740.0,-33343400.0,1.09537e-07,1.08452e-07
3.82e-08,1.08645e-07,1.08367e-07,1203740.0,-33338200.0,1.09454e-07,1.08367e-07
3.83e-08,1.08562e-07,1.08287e-07,1207000.0,-33316400.0,1.09371e-07,1.08287e-07
3.84e-08,1.08477e-07,1.08205e-07,1207750.0,-33312000.0,1.09287e-07,1.08205e-07
3.85e-08,1.0839e-07,1.08121e-07,1207510.0,-33339100.0,1.09203e-07,1.08121e-07
3.86e-08,1.0831e-07,1.08034e-07,1204210.0,-33343100.0,1.09121e-07,1.08034e-07
3.87e-08,1.08229e-07,1.07951e-07,1209660.0,-33324500.0,1.09038e-07,1.07951e-07
3.88e-08,1.08146e-07,1.07871e-07,1195530.0,-33333100.0,1.08956e-07,1.07871e-07
3.89e-08,1.08061e-07,1.0779e-07,1195600.0,-33336100.0,1.08873e-07,1.0779e-07
3.9e-08,1.07976e-07,1.07705e-07,1189670.0,-33373400.0,1.08789e-07,1.07705e-07
3.91e-08,1.07896e-07,1.07618e-07,1178220.0,-33380100.0,1.08707e-07,1.07618e-07
3.92e-08,1.07815e-07,1.07538e-07,1181710.0,-33371300.0,1.08625e-07,1.07538e-07
3.93e-08,1.07732e-07,1.07458e-07,1184130.0,-33349900.0,1.08543e-07,1.07458e-07
3.94e-08,1.07647e-07,1.07377e-07,1183580.0,-33358000.0,1.08461e-07,1.07377e-07
3.95e-08,1.07564e-07,1.07292e-07,1177360.0,-33387000.0,1.08378e-07,1.07292e-07
3.96e-08,1.07484e-07,1.07205e-07,1166630.0,-33403300.0,1.08296e-07,1.07205e-07
3.97e-08,1.07404e-07,1.07127e-07,1170670.0,-33388400.0,1.08215e-07,1.07127e-07
3.98e-08,1.07321e-07,1.07047e-07,1172810.0,-33367100.0,1.08133e-07,1.07047e-07
3.99e-08,1.07237e-07,1.06966e-07,1171700.0,-33378500.0,1.08051e-07,1.06966e-07
4e-08,1.07155e-07,1.06882e-07,1156900.0,-33418700.0,1.07969e-07,1.06882e-07
4.01e-08,1.07075e-07,1.06795e-07,1140370.0,-33448100.0,1.07888e-07,1.06795e-07
4.02e-08,1.06995e-07,1.06718e-07,1159690.0,-33405600.0,1.07807e-07,1.06718e-07
4.03e-08,1.06913e-07,1.06639e-07,1161570.0,-33384700.0,1.07726e-07,1.06639e-07
4.04e-08,1.06828e-07,1.06558e-07,1160000.0,-33397400.0,1.07644e-07,1.06558e-07
4.05e-08,1.06748e-07,1.06474e-07,1143860.0,-33438200.0,1.07563e-07,1.06474e-07
4.06e-08,1.06669e-07,1.06389e-07,1129750.0,-33462000.0,1.07482e-07,1.06389e-07
4.07e-08,1.06588e-07,1.06312e-07,1148740.0,-33423400.0,1.07402e-07,1.06312e-07
4.08e-08,1.06507e-07,1.06233e-07,1150420.0,-33403000.0,1.07321e-07,1.06233e-07
4.09e-08,1.06423e-07,1.06152e-07,1148550.0,-33415000.0,1.0724e-07,1.06152e-07
4.1e-08,1.06343e-07,1.06069e-07,1140340.0,-33441700.0,1.07159e-07,1.06069e-07
4.11e-08,1.06264e-07,1.05985e-07,1129800.0,-33505300.0,1.07079e-07,1.05985e-07
4.12e-08,1.06185e-07,1.05908e-07,1137840.0,-33441300.0,1.06999e-07,1.05908e-07
4.13e-08,1.06103e-07,1.0583e-07,1139410.0,-33421700.0,1.06919e-07,1.0583e-07
4.14e-08,1.0602e-07,1.05749e-07,1137360.0,-33431100.0,1.06838e-07,1.05749e-07
4.15e-08,1.0594e-07,1.05666e-07,1128840.0,-33457800.0,1.06757e-07,1.05666e-07
4.16e-08,1.05862e-07,1.05583e-07,1129010.0,-33412900.0,1.06678e-07,1.05583e-07
4.17e-08,1.05783e-07,1.05506e-07,1127000.0,-33459600.0,1.06598e-07,1.05506e-07
4.18e-08,1.05702e-07,1.05428e-07,1128530.0,-33441000.0,1.06519e-07,1.05428e-07
4.19e-08,1.05619e-07,1.05348e-07,1126450.0,-33446000.0,1.06438e-07,1.05348e-07
4.2e-08,1.0554e-07,1.05266e-07,1117750.0,-33475400.0,1.06358e-07,1.05266e-07
4.21e-08,1.05463e-07,1.05183e-07,1113560.0,-33484700.0,1.06279e-07,1.05183e-07
4.22e-08,1.05384e-07,1.05107e-07,1116260.0,-33477600.0,1.062e-07,1.05107e-07
4.23e-08,1.05303e-07,1.0503e-07,1117810.0,-33460400.0,1.06121e-07,1.0503e-07
4.24e-08,1.05221e-07,1.0495e-07,1115790.0,-33459500.0,1.06041e-07,1.0495e-07
4.25e-08,1.05142e-07,1.04868e-07,1107640.0,-33487300.0,1.05961e-07,1.04868e-07
4.26e-08,1.05065e-07,1.04785e-07,1102390.0,-33502800.0,1.05882e-07,1.04785e-07
4.27e-08,1.04987e-07,1.0471e-07,1105580.0,-33495800.0,1.05902e-07,1.0471e-07
4.28e-08,1.04907e-07,1.04633e-07,1107200.0,-33480200.0,1.05778e-07,1.04633e-07
4.29e-08,1.04825e-07,1.04554e-07,1105390.0,-33471500.0,1.05653e-07,1.04554e-07
4.3e-08,1.04746e-07,1.04472e-07,1097580.0,-33502500.0,1.05566e-07,1.04472e-07
4.31e-08,1.0467e-07,1.04389e-07,1091780.0,-33517500.0,1.05488e-07,1.04389e-07
4.32e-08,1.04592e-07,1.04315e-07,1094920.0,-33513900.0,1.0541e-07,1.04315e-07
4.33e-08,1.04513e-07,1.04238e-07,1096690.0,-33500100.0,1.05332e-07,1.04238e-07
4.34e-08,1.04431e-07,1.0416e-07,1095210.0,-33482000.0,1.05253e-07,1.0416e-07
4.35e-08,1.04353e-07,1.04079e-07,1080630.0,-33527200.0,1.05174e-07,1.04079e-07
4.36e-08,1.04277e-07,1.03996e-07,1066640.0,-33558300.0,1.05096e-07,1.03996e-07
4.37e-08,1.04199e-07,1.03922e-07,1083400.0,-33533400.0,1.05019e-07,1.03922e-07
4.38e-08,1.04121e-07,1.03846e-07,1086260.0,-33519800.0,1.04941e-07,1.03846e-07
4.39e-08,1.0404e-07,1.03768e-07,1085220.0,-33498000.0,1.04862e-07,1.03768e-07
4.4e-08,1.03961e-07,1.03688e-07,1072400.0,-33536800.0,1.04784e-07,1.03688e-07
4.41e-08,1.03886e-07,1.03605e-07,1056900.0,-33570700.0,1.04706e-07,1.03605e-07
4.42e-08,1.03809e-07,1.03531e-07,1062890.0,-33568700.0,1.04629e-07,1.03531e-07
4.43e-08,1.03731e-07,1.03456e-07,1075900.0,-33539300.0,1.04552e-07,1.03456e-07
4.44e-08,1.03651e-07,1.03379e-07,1075370.0,-33520400.0,1.04474e-07,1.03379e-07
4.45e-08,1.03572e-07,1.03299e-07,1074970.0,-33528900.0,1.04395e-07,1.03299e-07
4.46e-08,1.03497e-07,1.03217e-07,1072640.0,-33538300.0,1.04319e-07,1.03217e-07
4.47e-08,1.03421e-07,1.03142e-07,1078760.0,-33538000.0,1.04242e-07,1.03142e-07
4.48e-08,1.03343e-07,1.03068e-07,1065530.0,-33558500.0,1.04165e-07,1.03068e-07
4.49e-08,1.03264e-07,1.02991e-07,1065070.0,-33546700.0,1.04088e-07,1.02991e-07
4.5e-08,1.03184e-07,1.02913e-07,1057350.0,-33550200.0,1.0401e-07,1.02913e-07
4.51e-08,1.0311e-07,1.02832e-07,1038110.0,-33590600.0,1.03933e-07,1.02832e-07
4.52e-08,1.03035e-07,1.02755e-07,1037490.0,-33606200.0,1.03857e-07,1.02755e-07
4.53e-08,1.02958e-07,1.02681e-07,1055250.0,-33577000.0,1.0378e-07,1.02681e-07
4.54e-08,1.02879e-07,1.02606e-07,1055840.0,-33564300.0,1.03703e-07,1.02606e-07
4.55e-08,1.02799e-07,1.02528e-07,1050300.0,-33553400.0,1.03626e-07,1.02528e-07
4.56e-08,1.02725e-07,1.02448e-07,1032330.0,-33597600.0,1.03549e-07,1.02448e-07
4.57e-08,1.0265e-07,1.0237e-07,1026980.0,-33624000.0,1.03473e-07,1.0237e-07
4.58e-08,1.02574e-07,1.02297e-07,1044890.0,-33595100.0,1.03397e-07,1.02297e-07
4.59e-08,1.02497e-07,1.02222e-07,1046060.0,-33585300.0,1.03321e-07,1.02222e-07
4.6e-08,1.02417e-07,1.02146e-07,1043710.0,-33565300.0,1.03244e-07,1.02146e-07
4.61e-08,1.02342e-07,1.02066e-07,1035410.0,-33588600.0,1.03168e-07,1.02066e-07
4.62e-08,1.02268e-07,1.01987e-07,1031070.0,-33611700.0,1.03092e-07,1.01987e-07
4.63e-08,1.02193e-07,1.01915e-07,1033930.0,-33616700.0,1.03017e-07,1.01915e-07
4.64e-08,1.02116e-07,1.01841e-07,1036210.0,-33605300.0,1.02941e-07,1.01841e-07
4.65e-08,1.02037e-07,1.01765e-07,1034920.0,-33589200.0,1.02865e-07,1.01765e-07
4.66e-08,1.01961e-07,1.01687e-07,1034710.0,-33583600.0,1.02788e-07,1.01687e-07
4.67e-08,1.01887e-07,1.01606e-07,1034200.0,-33596800.0,1.02713e-07,1.01606e-07
4.68e-08,1.01813e-07,1.01534e-07,1039710.0,-33597300.0,1.02638e-07,1.01534e-07
4.69e-08,1.01737e-07,1.01461e-07,1026250.0,-33623800.0,1.02563e-07,1.01461e-07
4.7e-08,1.01659e-07,1.01386e-07,1026000.0,-33612100.0,1.02487e-07,1.01386e-07
4.71e-08,1.01582e-07,1.01309e-07,1017220.0,-33603200.0,1.02411e-07,1.01309e-07
4.72e-08,1.01509e-07,1.0123e-07,999454.0,-33646100.0,1.02336e-07,1.0123e-07
4.73e-08,1.01435e-07,1.01155e-07,998629.0,-33668900.0,1.02261e-07,1.01155e-07
4.74e-08,1.0136e-07,1.01083e-07,1016200.0,-33641700.0,1.02186e-07,1.01083e-07
4.75e-08,1.01283e-07,1.01009e-07,1016860.0,-33633700.0,1.02111e-07,1.01009e-07
4.76e-08,1.01205e-07,1.00933e-07,1013700.0,-33615500.0,1.02036e-07,1.00933e-07
4.77e-08,1.01132e-07,1.00855e-07,1004300.0,-33631700.0,1.0196e-07,1.00855e-07
4.78e-08,1.01059e-07,1.00778e-07,1002510.0,-33660800.0,1.01886e-07,1.00778e-07
4.79e-08,1.00985e-07,1.00707e-07,1006010.0,-33658000.0,1.01812e-07,1.00707e-07
4.8e-08,1.00909e-07,1.00634e-07,1007480.0,-33653400.0,1.01737e-07,1.00634e-07
4.81e-08,1.00832e-07,1.00559e-07,1005820.0,-33640000.0,1.01662e-07,1.00559e-07
4.82e-08,1.00757e-07,1.00482e-07,1005440.0,-33622500.0,1.01587e-07,1.00482e-07
4.83e-08,1.00685e-07,1.00403e-07,1005910.0,-33638200.0,1.01513e-07,1.00403e-07
4.84e-08,1.00611e-07,1.00332e-07,1010570.0,-33646900.0,1.01439e-07,1.00332e-07
4.85e-08,1.00536e-07,1.0026e-07,997801.0,-33670800.0,1.01365e-07,1.0026e-07
4.86e-08,1.0046e-07,1.00186e-07,997483.0,-33662600.0,1.01291e-07,1.00186e-07
4.87e-08,1.00383e-07,1.00111e-07,992776.0,-33643900.0,1.01216e-07,1.00111e-07
4.88e-08,1.00312e-07,1.00033e-07,982184.0,-33665000.0,1.01142e-07,1.00033e-07
4.89e-08,1.00239e-07,9.99587e-08,980425.0,-33740800.0,1.01068e-07,9.99587e-08
4.9e-08,1.00166e-07,9.98879e-08,987360.0,-33691500.0,1.00995e-07,9.98879e-08
4.91e-08,1.0009e-07,9.98155e-08,988722.0,-33683000.0,1.00921e-07,9.98155e-08
4.92e-08,1.00013e-07,9.97411e-08,985171.0,-33670600.0,1.00847e-07,9.97411e-08
4.93e-08,9.99408e-08,9.96643e-08,969409.0,-33678400.0,1.00772e-07,9.96643e-08
4.94e-08,9.98691e-08,9.95871e-08,961356.0,-33712900.0,1.00699e-07,9.95871e-08
4.95e-08,9.97963e-08,9.95173e-08,973242.0,-33709600.0,1.00626e-07,9.95173e-08
4.96e-08,9.97221e-08,9.9446e-08,979496.0,-33700500.0,1.00553e-07,9.9446e-08
4.97e-08,9.96462e-08,9.93728e-08,978507.0,-33692500.0,1.00479e-07,9.93728e-08
4.98e-08,9.95714e-08,9.92975e-08,967708.0,-33682700.0,1.00405e-07,9.92975e-08
4.99e-08,9.95004e-08,9.92197e-08,953109.0,-33713800.0,1.00332e-07,9.92197e-08
5e-08,9.94285e-08,9.91481e-08,956056.0,-33702500.0,1.00259e-07,9.91481e-08
5.01e-08,9.93554e-08,9.90779e-08,969333.0,-33720400.0,1.00187e-07,9.90779e-08
5.02e-08,9.92807e-08,9.90059e-08,970318.0,-33712900.0,1.00114e-07,9.90059e-08
5.03e-08,9.92042e-08,9.8932e-08,965343.0,-33702900.0,1.0004e-07,9.8932e-08
5.04e-08,9.91333e-08,9.88558e-08,948872.0,-33706700.0,9.99666e-08,9.88558e-08
5.05e-08,9.90623e-08,9.87803e-08,943218.0,-33743600.0,9.98944e-08,9.87803e-08
5.06e-08,9.89901e-08,9.87111e-08,959167.0,-33730700.0,9.98222e-08,9.87111e-08
5.07e-08,9.89166e-08,9.86404e-08,961450.0,-33729800.0,9.97497e-08,9.86404e-08
5.08e-08,9.88414e-08,9.85678e-08,960157.0,-33723300.0,9.96768e-08,9.85678e-08
5.09e-08,9.87677e-08,9.84932e-08,954016.0,-33706900.0,9.9603e-08,9.84932e-08
5.1e-08,9.86975e-08,9.84162e-08,946985.0,-33719000.0,9.9531e-08,9.84162e-08
5.11e-08,9.86263e-08,9.83457e-08,946051.0,-33782000.0,9.94592e-08,9.83457e-08
5.12e-08,9.85538e-08,9.82761e-08,951992.0,-33744500.0,9.93873e-08,9.82761e-08
5.13e-08,9.84799e-08,9.82049e-08,952375.0,-33742000.0,9.9315e-08,9.82049e-08
5.14e-08,9.84042e-08,9.81318e-08,948977.0,-33732400.0,9.92421e-08,9.81318e-08
5.15e-08,9.83341e-08,9.80564e-08,939618.0,-33714400.0,9.91694e-08,9.80564e-08
5.16e-08,9.82638e-08,9.79816e-08,939553.0,-33742800.0,9.90979e-08,9.79816e-08
5.17e-08,9.81924e-08,9.79131e-08,942214.0,-33754200.0,9.90265e-08,9.79131e-08
5.18e-08,9.81197e-08,9.78432e-08,943614.0,-33757800.0,9.89548e-08,9.78432e-08
5.19e-08,9.80454e-08,9.77715e-08,942538.0,-33754300.0,9.88826e-08,9.77715e-08
5.2e-08,9.79722e-08,9.76977e-08,941674.0,-33732600.0,9.88097e-08,9.76977e-08
5.21e-08,9.79027e-08,9.76217e-08,940480.0,-33720600.0,9.87383e-08,9.76217e-08
5.22e-08,9.78323e-08,9.75513e-08,946213.0,-33738400.0,9.86672e-08,9.75513e-08
5.23e-08,9.77608e-08,9.74825e-08,934461.0,-33768400.0,9.85961e-08,9.74825e-08
5.24e-08,9.76878e-08,9.74122e-08,934886.0,-33772300.0,9.85246e-08,9.74122e-08
5.25e-08,9.76131e-08,9.73401e-08,932926.0,-33763300.0,9.84526e-08,9.73401e-08
5.26e-08,9.75429e-08,9.72658e-08,931148.0,-33735800.0,9.83803e-08,9.72658e-08
5.27e-08,9.74735e-08,9.71906e-08,935105.0,-33739600.0,9.83096e-08,9.71906e-08
5.28e-08,9.7403e-08,9.7123e-08,937845.0,-33755600.0,9.82389e-08,9.7123e-08
5.29e-08,9.73313e-08,9.7054e-08,926197.0,-33785800.0,9.81681e-08,9.7054e-08
5.3e-08,9.7258e-08,9.69834e-08,925553.0,-33784200.0,9.80968e-08,9.69834e-08
5.31e-08,9.71845e-08,9.69108e-08,917038.0,-33780800.0,9.80248e-08,9.69108e-08
5.32e-08,9.71159e-08,9.68359e-08,901619.0,-33773500.0,9.79536e-08,9.68359e-08
5.33e-08,9.70464e-08,9.67645e-08,900500.0,-33808700.0,9.78833e-08,9.67645e-08
5.34e-08,9.69759e-08,9.66968e-08,916747.0,-33796200.0,9.78129e-08,9.66968e-08
