Time,max(CACoordsX),min(CACoordsX),max(Result),min(Result),max(coordsX),min(coordsX)
5.35e-08,9.69039e-08,9.66276e-08,917802.0,-33799900.0,9.77423e-08,9.66276e-08
5.36e-08,9.68304e-08,9.65566e-08,915828.0,-33796700.0,9.76712e-08,9.65566e-08
5.37e-08,9.67595e-08,9.64835e-08,908798.0,-33784500.0,9.75993e-08,9.64835e-08
5.38e-08,9.6691e-08,9.64082e-08,904196.0,-33778300.0,9.75293e-08,9.64082e-08
5.39e-08,9.66215e-08,9.63405e-08,911560.0,-33747000.0,9.74593e-08,9.63405e-08
5.4e-08,9.65509e-08,9.62726e-08,908876.0,-33811100.0,9.73893e-08,9.62726e-08
5.41e-08,9.64788e-08,9.62032e-08,909054.0,-33813700.0,9.73188e-08,9.62032e-08
5.42e-08,9.64051e-08,9.61319e-08,903898.0,-33810900.0,9.72478e-08,9.61319e-08
5.43e-08,9.63367e-08,9.60585e-08,888168.0,-33807900.0,9.71768e-08,9.60585e-08
5.44e-08,9.62682e-08,9.59851e-08,883476.0,-33822100.0,9.71072e-08,9.59851e-08
5.45e-08,9.61988e-08,9.59185e-08,888289.0,-33838000.0,9.70376e-08,9.59185e-08
5.46e-08,9.6128e-08,9.58505e-08,900822.0,-33825200.0,9.69678e-08,9.58505e-08
5.47e-08,9.60558e-08,9.57809e-08,900033.0,-33826700.0,9.68976e-08,9.57809e-08
5.48e-08,9.59835e-08,9.57093e-08,895024.0,-33819300.0,9.68267e-08,9.57093e-08
5.49e-08,9.5916e-08,9.56356e-08,886565.0,-33804000.0,9.67566e-08,9.56356e-08
5.5e-08,9.58476e-08,9.55652e-08,889255.0,-33817300.0,9.66874e-08,9.55652e-08
5.51e-08,9.57781e-08,9.54986e-08,891568.0,-33832900.0,9.66181e-08,9.54986e-08
5.52e-08,9.57074e-08,9.54305e-08,892614.0,-33839000.0,9.65486e-08,9.54305e-08
5.53e-08,9.56351e-08,9.53607e-08,890780.0,-33838400.0,9.64786e-08,9.53607e-08
5.54e-08,9.55648e-08,9.52889e-08,884186.0,-33830500.0,9.64079e-08,9.52889e-08
5.55e-08,9.54974e-08,9.52149e-08,879121.0,-33814200.0,9.63386e-08,9.52149e-08
5.56e-08,9.54291e-08,9.51474e-08,881729.0,-33834600.0,9.62698e-08,9.51474e-08
5.57e-08,9.53597e-08,9.50807e-08,883692.0,-33848500.0,9.62008e-08,9.50807e-08
5.58e-08,9.52889e-08,9.50125e-08,883751.0,-33857200.0,9.61316e-08,9.50125e-08
5.59e-08,9.52165e-08,9.49426e-08,882213.0,-33850300.0,9.60617e-08,9.49426e-08
5.6e-08,9.51482e-08,9.48706e-08,880259.0,-33830000.0,9.59915e-08,9.48706e-08
5.61e-08,9.50809e-08,9.47969e-08,884030.0,-33802900.0,9.59229e-08,9.47969e-08
5.62e-08,9.50127e-08,9.47315e-08,888020.0,-33824700.0,9.58543e-08,9.47315e-08
5.63e-08,9.49433e-08,9.46648e-08,876075.0,-33859600.0,9.57857e-08,9.46648e-08
5.64e-08,9.48726e-08,9.45966e-08,876268.0,-33862200.0,9.57167e-08,9.45966e-08
5.65e-08,9.48e-08,9.45266e-08,869762.0,-33867400.0,9.56471e-08,9.45266e-08
5.66e-08,9.47336e-08,9.44545e-08,853912.0,-33867400.0,9.55775e-08,9.44545e-08
5.67e-08,9.46665e-08,9.4383e-08,851198.0,-33864600.0,9.55093e-08,9.4383e-08
5.68e-08,9.45984e-08,9.43177e-08,853413.0,-33902300.0,9.54411e-08,9.43177e-08
5.69e-08,9.45291e-08,9.4251e-08,868226.0,-33872600.0,9.53727e-08,9.4251e-08
5.7e-08,9.44584e-08,9.41828e-08,867350.0,-33879100.0,9.5304e-08,9.41828e-08
5.71e-08,9.43872e-08,9.41128e-08,862482.0,-33876100.0,9.52346e-08,9.41128e-08
5.72e-08,9.43211e-08,9.40407e-08,854063.0,-33865100.0,9.51656e-08,9.40407e-08
5.73e-08,9.42542e-08,9.3971e-08,856742.0,-33856800.0,9.50978e-08,9.3971e-08
5.74e-08,9.41862e-08,9.39058e-08,859045.0,-33877500.0,9.50299e-08,9.39058e-08
5.75e-08,9.41171e-08,9.38393e-08,860016.0,-33889900.0,9.49619e-08,9.38393e-08
5.76e-08,9.40465e-08,9.37711e-08,858861.0,-33892200.0,9.48934e-08,9.37711e-08
5.77e-08,9.39766e-08,9.37011e-08,853104.0,-33888500.0,9.48242e-08,9.37011e-08
5.78e-08,9.39106e-08,9.3629e-08,846640.0,-33877200.0,9.47942e-08,9.3629e-08
5.79e-08,9.38439e-08,9.35611e-08,849252.0,-33871200.0,9.46895e-08,9.35611e-08
5.8e-08,9.37761e-08,9.3496e-08,851420.0,-33890600.0,9.46209e-08,9.3496e-08
5.81e-08,9.37071e-08,9.34295e-08,852440.0,-33898000.0,9.45531e-08,9.34295e-08
5.82e-08,9.36366e-08,9.33615e-08,850449.0,-33904900.0,9.44849e-08,9.33615e-08
5.83e-08,9.35679e-08,9.32915e-08,838649.0,-33909700.0,9.4416e-08,9.32915e-08
5.84e-08,9.35022e-08,9.32195e-08,828590.0,-33908200.0,9.43482e-08,9.32195e-08
5.85e-08,9.34357e-08,9.3153e-08,828427.0,-33908900.0,9.42811e-08,9.3153e-08
5.86e-08,9.33681e-08,9.30881e-08,843809.0,-33903100.0,9.42139e-08,9.30881e-08
5.87e-08,9.32993e-08,9.30218e-08,844444.0,-33912800.0,9.41464e-08,9.30218e-08
5.88e-08,9.32289e-08,9.29539e-08,842166.0,-33917400.0,9.40784e-08,9.29539e-08
5.89e-08,9.31612e-08,9.28841e-08,834993.0,-33913500.0,9.40098e-08,9.28841e-08
5.9e-08,9.30957e-08,9.28121e-08,831720.0,-33902500.0,9.39426e-08,9.28121e-08
5.91e-08,9.30295e-08,9.27469e-08,834235.0,-33897000.0,9.38758e-08,9.27469e-08
5.92e-08,9.29621e-08,9.26822e-08,836211.0,-33915200.0,9.38089e-08,9.26822e-08
5.93e-08,9.28935e-08,9.26161e-08,836414.0,-33927600.0,9.37417e-08,9.26161e-08
5.94e-08,9.28234e-08,9.25484e-08,833705.0,-33930300.0,9.36741e-08,9.25484e-08
5.95e-08,9.27564e-08,9.24788e-08,820121.0,-33936700.0,9.36057e-08,9.24788e-08
5.96e-08,9.26913e-08,9.2407e-08,812989.0,-33935400.0,9.3539e-08,9.2407e-08
5.97e-08,9.26252e-08,9.23428e-08,813446.0,-33933000.0,9.34725e-08,9.23428e-08
5.98e-08,9.25582e-08,9.22783e-08,828641.0,-33926700.0,9.34059e-08,9.22783e-08
5.99e-08,9.24898e-08,9.22124e-08,828684.0,-33939500.0,9.33391e-08,9.22124e-08
6e-08,9.242e-08,9.21449e-08,825327.0,-33943200.0,9.32717e-08,9.21449e-08
6.01e-08,9.23536e-08,9.20756e-08,811649.0,-33949800.0,9.32037e-08,9.20756e-08
6.02e-08,9.22887e-08,9.20041e-08,805407.0,-33949100.0,9.31373e-08,9.20041e-08
6.03e-08,9.2223e-08,9.19405e-08,806006.0,-33943600.0,9.30712e-08,9.19405e-08
6.04e-08,9.21562e-08,9.18763e-08,821090.0,-33937700.0,9.30049e-08,9.18763e-08
6.05e-08,9.20882e-08,9.18107e-08,821251.0,-33948600.0,9.29384e-08,9.18107e-08
6.06e-08,9.20186e-08,9.17435e-08,818294.0,-33954200.0,9.28714e-08,9.17435e-08
6.07e-08,9.19674e-08,9.16744e-08,810240.0,-33951800.0,9.28036e-08,9.16744e-08
6.08e-08,9.19232e-08,9.16032e-08,809320.0,-33942500.0,9.27376e-08,9.16032e-08
6.09e-08,9.18786e-08,9.15401e-08,811760.0,-33928700.0,9.26718e-08,9.15401e-08
6.1e-08,9.18335e-08,9.14762e-08,813553.0,-33948200.0,9.26059e-08,9.14762e-08
6.11e-08,9.17877e-08,9.14109e-08,813488.0,-33961600.0,9.25397e-08,9.14109e-08
6.12e-08,9.17411e-08,9.13441e-08,811378.0,-33967000.0,9.2473e-08,9.13441e-08
6.13e-08,9.16935e-08,9.12753e-08,809149.0,-33954100.0,9.24056e-08,9.12753e-08
6.14e-08,9.16449e-08,9.12045e-08,813063.0,-33936400.0,9.23399e-08,9.12045e-08
6.15e-08,9.15856e-08,9.11415e-08,817292.0,-33917800.0,9.22743e-08,9.11415e-08
6.16e-08,9.14709e-08,9.1078e-08,806061.0,-33958000.0,9.22088e-08,9.1078e-08
6.17e-08,9.13543e-08,9.10131e-08,806279.0,-33970200.0,9.21429e-08,9.10131e-08
6.18e-08,9.12356e-08,9.09466e-08,803463.0,-33977700.0,9.20765e-08,9.09466e-08
6.19e-08,9.11565e-08,9.08783e-08,795688.0,-33976200.0,9.20095e-08,9.08783e-08
6.2e-08,9.10926e-08,9.08079e-08,794112.0,-33971000.0,9.1944e-08,9.08079e-08
6.21e-08,9.10279e-08,9.07448e-08,796768.0,-33956800.0,9.18788e-08,9.07448e-08
6.22e-08,9.09622e-08,9.06816e-08,798600.0,-33967000.0,9.18135e-08,9.06816e-08
6.23e-08,9.08952e-08,9.06171e-08,798917.0,-33979300.0,9.1748e-08,9.06171e-08
6.24e-08,9.08268e-08,9.05511e-08,796306.0,-33985400.0,9.1682e-08,9.05511e-08
6.25e-08,9.07611e-08,9.04832e-08,783220.0,-33999500.0,9.16154e-08,9.04832e-08
6.26e-08,9.06976e-08,9.04133e-08,776288.0,-34002600.0,9.15499e-08,9.04133e-08
6.27e-08,9.06333e-08,9.03498e-08,776480.0,-33995300.0,9.14851e-08,9.03498e-08
6.28e-08,9.0568e-08,9.02871e-08,791166.0,-33975300.0,9.14201e-08,9.02871e-08
6.29e-08,9.05014e-08,9.0223e-08,791711.0,-33989500.0,9.1355e-08,9.0223e-08
6.3e-08,9.04336e-08,9.01574e-08,789638.0,-33996100.0,9.12894e-08,9.01574e-08
6.31e-08,9.03676e-08,9.00901e-08,787809.0,-33993200.0,9.12231e-08,9.00901e-08
6.32e-08,9.03044e-08,9.00208e-08,789383.0,-33979900.0,9.11578e-08,9.00208e-08
6.33e-08,9.02405e-08,8.99566e-08,794425.0,-33963800.0,9.10932e-08,8.99566e-08
6.34e-08,9.01756e-08,8.98943e-08,784944.0,-33967700.0,9.10286e-08,8.98943e-08
6.35e-08,9.01096e-08,8.98307e-08,784502.0,-33998900.0,9.09638e-08,8.98307e-08
6.36e-08,9.00422e-08,8.97656e-08,782786.0,-34006700.0,9.08986e-08,8.97656e-08
6.37e-08,8.99758e-08,8.96989e-08,780997.0,-34006200.0,9.08327e-08,8.96989e-08
6.38e-08,8.9913e-08,8.96301e-08,781240.0,-33994500.0,9.07674e-08,8.96301e-08
6.39e-08,8.98495e-08,8.95652e-08,786745.0,-33979300.0,9.07032e-08,8.95652e-08
6.4e-08,8.97851e-08,8.95033e-08,780097.0,-33982500.0,9.06389e-08,8.95033e-08
6.41e-08,8.97195e-08,8.94402e-08,777320.0,-34007000.0,9.05744e-08,8.94402e-08
6.42e-08,8.96527e-08,8.93757e-08,775912.0,-34019200.0,9.05096e-08,8.93757e-08
6.43e-08,8.95857e-08,8.93095e-08,766854.0,-34031300.0,9.04442e-08,8.93095e-08
6.44e-08,8.95233e-08,8.92414e-08,755764.0,-34039100.0,9.03788e-08,8.92414e-08
6.45e-08,8.94603e-08,8.91754e-08,754623.0,-34039000.0,9.03149e-08,8.91754e-08
6.46e-08,8.93963e-08,8.9114e-08,755334.0,-34036300.0,9.02509e-08,8.9114e-08
6.47e-08,8.93313e-08,8.90514e-08,770154.0,-34014100.0,9.01868e-08,8.90514e-08
6.48e-08,8.9265e-08,8.89875e-08,769259.0,-34027600.0,9.01224e-08,8.89875e-08
6.49e-08,8.91973e-08,8.89219e-08,767431.0,-34031200.0,9.00574e-08,8.89219e-08
6.5e-08,8.91354e-08,8.88545e-08,764562.0,-34023200.0,8.9992e-08,8.88545e-08
6.51e-08,8.90728e-08,8.87872e-08,770921.0,-34010400.0,8.99284e-08,8.87872e-08
6.52e-08,8.90093e-08,8.87263e-08,774285.0,-33996500.0,8.98647e-08,8.87263e-08
6.53e-08,8.89448e-08,8.86643e-08,762975.0,-34020000.0,8.9801e-08,8.86643e-08
6.54e-08,8.88791e-08,8.8601e-08,762398.0,-34035600.0,8.97369e-08,8.8601e-08
6.55e-08,8.88121e-08,8.85361e-08,760231.0,-34046600.0,8.96724e-08,8.85361e-08
6.56e-08,8.87491e-08,8.84694e-08,757030.0,-34037100.0,8.96072e-08,8.84694e-08
6.57e-08,8.8687e-08,8.84008e-08,762712.0,-34025700.0,8.95436e-08,8.84008e-08
6.58e-08,8.8624e-08,8.83403e-08,766626.0,-34012900.0,8.94803e-08,8.83403e-08
6.59e-08,8.85601e-08,8.82789e-08,755759.0,-34028300.0,8.94168e-08,8.82789e-08
6.6e-08,8.8495e-08,8.82161e-08,755955.0,-34041800.0,8.93532e-08,8.82161e-08
6.61e-08,8.84286e-08,8.81519e-08,753252.0,-34056800.0,8.92891e-08,8.81519e-08
6.62e-08,8.83645e-08,8.8086e-08,746956.0,-34068700.0,8.92244e-08,8.8086e-08
6.63e-08,8.83028e-08,8.80183e-08,745948.0,-34075900.0,8.91605e-08,8.80183e-08
6.64e-08,8.82403e-08,8.79559e-08,746693.0,-34074500.0,8.90975e-08,8.79559e-08
6.65e-08,8.8177e-08,8.7895e-08,764146.0,-33991000.0,8.90344e-08,8.7895e-08
6.66e-08,8.81125e-08,8.78329e-08,759708.0,-34047500.0,8.89711e-08,8.78329e-08
6.67e-08,8.80468e-08,8.77695e-08,753264.0,-34063200.0,8.89075e-08,8.77695e-08
6.68e-08,8.79815e-08,8.77043e-08,748688.0,-34066400.0,8.88433e-08,8.77043e-08
6.69e-08,8.79202e-08,8.76374e-08,755730.0,-34056600.0,8.87792e-08,8.76374e-08
6.7e-08,8.78583e-08,8.7573e-08,761962.0,-34046000.0,8.87164e-08,8.7573e-08
6.71e-08,8.77955e-08,8.75127e-08,764819.0,-34034300.0,8.86536e-08,8.75127e-08
6.72e-08,8.77317e-08,8.74513e-08,751659.0,-34056500.0,8.85907e-08,8.74513e-08
6.73e-08,8.76667e-08,8.73885e-08,746868.0,-34069500.0,8.85275e-08,8.73885e-08
6.74e-08,8.76e-08,8.73242e-08,738399.0,-34075300.0,8.84638e-08,8.73242e-08
6.75e-08,8.75392e-08,8.72582e-08,732898.0,-34073400.0,8.83994e-08,8.72582e-08
6.76e-08,8.74778e-08,8.71916e-08,738585.0,-34064500.0,8.83369e-08,8.71916e-08
6.77e-08,8.74156e-08,8.71319e-08,741625.0,-34054200.0,8.82745e-08,8.71319e-08
6.78e-08,8.73524e-08,8.70712e-08,730446.0,-34071700.0,8.82119e-08,8.70712e-08
6.79e-08,8.72881e-08,8.70091e-08,729873.0,-34077600.0,8.81491e-08,8.70091e-08
6.8e-08,8.72224e-08,8.69456e-08,725435.0,-34095300.0,8.80859e-08,8.69456e-08
6.81e-08,8.71597e-08,8.68805e-08,712902.0,-34108200.0,8.8022e-08,8.68805e-08
6.82e-08,8.70988e-08,8.68135e-08,707961.0,-34118200.0,8.79591e-08,8.68135e-08
6.83e-08,8.70372e-08,8.67525e-08,708283.0,-34116500.0,8.78969e-08,8.67525e-08
6.84e-08,8.69747e-08,8.66924e-08,726691.0,-34026400.0,8.78347e-08,8.66924e-08
6.85e-08,8.69111e-08,8.66312e-08,723129.0,-34085100.0,8.77722e-08,8.66312e-08
6.86e-08,8.68462e-08,8.65685e-08,721117.0,-34096500.0,8.77094e-08,8.65685e-08
6.87e-08,8.67817e-08,8.65043e-08,711116.0,-34113500.0,8.76461e-08,8.65043e-08
6.88e-08,8.67214e-08,8.64383e-08,702569.0,-34123900.0,8.75827e-08,8.64383e-08
6.89e-08,8.66603e-08,8.63746e-08,702860.0,-34125900.0,8.75208e-08,8.63746e-08
6.9e-08,8.65984e-08,8.63152e-08,713140.0,-34103400.0,8.74589e-08,8.63152e-08
6.91e-08,8.65356e-08,8.62547e-08,716332.0,-34094600.0,8.73969e-08,8.62547e-08
6.92e-08,8.64715e-08,8.61929e-08,716885.0,-34094800.0,8.73346e-08,8.61929e-08
6.93e-08,8.64061e-08,8.61296e-08,714523.0,-34106100.0,8.72718e-08,8.61296e-08
6.94e-08,8.63455e-08,8.60647e-08,708155.0,-34109900.0,8.72084e-08,8.60647e-08
6.95e-08,8.6285e-08,8.59981e-08,710893.0,-34110600.0,8.71465e-08,8.59981e-08
6.96e-08,8.62238e-08,8.59394e-08,713975.0,-34103400.0,8.70849e-08,8.59394e-08
6.97e-08,8.61616e-08,8.58797e-08,713474.0,-34133100.0,8.70233e-08,8.58797e-08
6.98e-08,8.60983e-08,8.58187e-08,717915.0,-34095400.0,8.69614e-08,8.58187e-08
6.99e-08,8.60338e-08,8.57563e-08,717128.0,-34101600.0,8.68992e-08,8.57563e-08
7e-08,8.59709e-08,8.56923e-08,709249.0,-34115400.0,8.68364e-08,8.56923e-08
7.01e-08,8.5911e-08,8.56265e-08,707104.0,-34115200.0,8.67739e-08,8.56265e-08
7.02e-08,8.58503e-08,8.55647e-08,709780.0,-34113200.0,8.67127e-08,8.55647e-08
7.03e-08,8.57888e-08,8.55056e-08,712054.0,-34106200.0,8.66514e-08,8.55056e-08
7.04e-08,8.57262e-08,8.54453e-08,709684.0,-34110500.0,8.65899e-08,8.54453e-08
7.05e-08,8.56624e-08,8.53837e-08,705723.0,-34118900.0,8.65282e-08,8.53837e-08
7.06e-08,8.55973e-08,8.53206e-08,699642.0,-34133300.0,8.64659e-08,8.53206e-08
7.07e-08,8.55378e-08,8.52558e-08,690761.0,-34149000.0,8.6403e-08,8.52558e-08
7.08e-08,8.54776e-08,8.51798e-08,703611.0,-34126600.0,8.63418e-08,8.51798e-08
7.09e-08,8.54166e-08,8.50541e-08,705823.0,-34123000.0,8.62807e-08,8.50541e-08
7.1e-08,8.53546e-08,8.4925e-08,704622.0,-34154300.0,8.62195e-08,8.4925e-08
7.11e-08,8.52916e-08,8.47978e-08,709074.0,-34118300.0,8.61581e-08,8.48e-08
7.12e-08,8.52272e-08,8.47603e-08,712781.0,-34107600.0,8.60963e-08,8.48e-08
7.13e-08,8.51472e-08,8.47224e-08,707946.0,-34111100.0,8.60338e-08,8.48e-08
7.14e-08,8.50584e-08,8.46839e-08,702874.0,-34122900.0,8.59718e-08,8.48e-08
7.15e-08,8.49685e-08,8.46448e-08,698581.0,-34137600.0,8.59109e-08,8.49733e-08
7.16e-08,8.48772e-08,8.46049e-08,700374.0,-34131900.0,8.58499e-08,8.48821e-08
7.17e-08,8.47926e-08,8.45641e-08,701564.0,-34132100.0,8.57888e-08,8.48e-08
7.18e-08,8.47482e-08,8.45224e-08,696060.0,-34139300.0,8.57273e-08,8.47316e-08
7.19e-08,8.47034e-08,8.44795e-08,686403.0,-34150100.0,8.56654e-08,8.46142e-08
7.2e-08,8.46581e-08,8.44353e-08,677697.0,-34165000.0,8.56028e-08,8.44946e-08
7.21e-08,8.46122e-08,8.43871e-08,680497.0,-34167400.0,8.55224e-08,8.43871e-08
7.22e-08,8.45655e-08,8.4329e-08,692810.0,-34146100.0,8.5441e-08,8.4329e-08
7.23e-08,8.45179e-08,8.42698e-08,687877.0,-34193500.0,8.53592e-08,8.42698e-08
7.24e-08,8.44694e-08,8.42094e-08,690466.0,-34147700.0,8.52769e-08,8.42094e-08
7.25e-08,8.44198e-08,8.41476e-08,683028.0,-34155500.0,8.48741e-08,8.41476e-08
7.26e-08,8.43645e-08,8.40843e-08,671800.0,-34162200.0,8.5184e-08,8.40843e-08
7.27e-08,8.43053e-08,8.40192e-08,671736.0,-34175500.0,8.52e-08,8.40192e-08
7.28e-08,8.42454e-08,8.39592e-08,672652.0,-34180400.0,8.52e-08,8.39592e-08
7.29e-08,8.41847e-08,8.39008e-08,686164.0,-34153700.0,8.51991e-08,8.39008e-08
7.3e-08,8.41231e-08,8.38414e-08,686596.0,-34153100.0,8.51016e-08,8.38414e-08
7.31e-08,8.40603e-08,8.37808e-08,686957.0,-34154400.0,8.50041e-08,8.37808e-08
7.32e-08,8.39963e-08,8.37187e-08,677998.0,-34162400.0,8.49063e-08,8.37187e-08
7.33e-08,8.39378e-08,8.3655e-08,665574.0,-34175800.0,8.48113e-08,8.3655e-08
7.34e-08,8.38787e-08,8.35909e-08,664633.0,-34187000.0,8.47482e-08,8.35909e-08
7.35e-08,8.38189e-08,8.35335e-08,665757.0,-34189200.0,8.46881e-08,8.35335e-08
7.36e-08,8.37582e-08,8.34751e-08,675999.0,-34165800.0,8.46279e-08,8.34751e-08
7.37e-08,8.36964e-08,8.34156e-08,677138.0,-34167700.0,8.45676e-08,8.34156e-08
7.38e-08,8.36335e-08,8.33547e-08,675197.0,-34169700.0,8.45069e-08,8.33547e-08
7.39e-08,8.35722e-08,8.32924e-08,667444.0,-34173900.0,8.44457e-08,8.32924e-08
7.4e-08,8.35138e-08,8.32283e-08,667131.0,-34173600.0,8.43845e-08,8.32283e-08
7.41e-08,8.34548e-08,8.31679e-08,669118.0,-34177500.0,8.43247e-08,8.31679e-08
7.42e-08,8.3395e-08,8.31105e-08,670742.0,-34176500.0,8.4265e-08,8.31105e-08
7.43e-08,8.33343e-08,8.3052e-08,674637.0,-34159800.0,8.42052e-08,8.3052e-08
7.44e-08,8.32725e-08,8.29923e-08,673903.0,-34175700.0,8.41451e-08,8.29923e-08
7.45e-08,8.32095e-08,8.29313e-08,665695.0,-34184400.0,8.40846e-08,8.29313e-08
7.46e-08,8.31506e-08,8.28687e-08,654210.0,-34189400.0,8.40236e-08,8.28687e-08
7.47e-08,8.30924e-08,8.28044e-08,650261.0,-34205600.0,8.39633e-08,8.28044e-08
7.48e-08,8.30335e-08,8.27473e-08,651169.0,-34210800.0,8.3904e-08,8.27473e-08
7.49e-08,8.29737e-08,8.26899e-08,664221.0,-34186400.0,8.38445e-08,8.26899e-08
7.5e-08,8.29129e-08,8.26313e-08,660957.0,-34192000.0,8.37849e-08,8.26313e-08
7.51e-08,8.28511e-08,8.25715e-08,657296.0,-34198400.0,8.3725e-08,8.25715e-08
7.52e-08,8.27889e-08,8.25103e-08,648229.0,-34207400.0,8.36647e-08,8.25103e-08
7.53e-08,8.27313e-08,8.24475e-08,644585.0,-34210200.0,8.36038e-08,8.24475e-08
7.54e-08,8.26732e-08,8.23853e-08,643958.0,-34219500.0,8.35445e-08,8.23853e-08
7.55e-08,8.26143e-08,8.23288e-08,645242.0,-34228700.0,8.34854e-08,8.23288e-08
7.56e-08,8.25545e-08,8.22713e-08,658130.0,-34212400.0,8.34262e-08,8.22713e-08
7.57e-08,8.24937e-08,8.22126e-08,657494.0,-34217000.0,8.33668e-08,8.22126e-08
7.58e-08,8.24317e-08,8.21527e-08,658842.0,-34214800.0,8.33071e-08,8.21527e-08
7.59e-08,8.23715e-08,8.20912e-08,655519.0,-34211900.0,8.32469e-08,8.20912e-08
7.6e-08,8.2314e-08,8.20282e-08,656263.0,-34209000.0,8.31865e-08,8.20282e-08
7.61e-08,8.22559e-08,8.19686e-08,660711.0,-34193700.0,8.31277e-08,8.19686e-08
7.62e-08,8.2197e-08,8.19121e-08,658756.0,-34202900.0,8.30688e-08,8.19121e-08
7.63e-08,8.21372e-08,8.18545e-08,656375.0,-34161800.0,8.30099e-08,8.18545e-08
7.64e-08,8.20763e-08,8.17957e-08,653918.0,-34225100.0,8.29507e-08,8.17957e-08
7.65e-08,8.20143e-08,8.17357e-08,647942.0,-34231700.0,8.28911e-08,8.17357e-08
7.66e-08,8.19558e-08,8.16741e-08,636020.0,-34241900.0,8.28309e-08,8.16741e-08
7.67e-08,8.18984e-08,8.16108e-08,632041.0,-34249300.0,8.27713e-08,8.16108e-08
7.68e-08,8.18404e-08,8.15537e-08,632738.0,-34246000.0,8.27127e-08,8.15537e-08
7.69e-08,8.17815e-08,8.14971e-08,645629.0,-34220500.0,8.26542e-08,8.14971e-08
7.7e-08,8.17218e-08,8.14395e-08,646002.0,-34221500.0,8.25954e-08,8.14395e-08
7.71e-08,8.16609e-08,8.13807e-08,644251.0,-34227600.0,8.25364e-08,8.13807e-08
7.72e-08,8.15987e-08,8.13205e-08,635446.0,-34238000.0,8.24769e-08,8.13205e-08
7.73e-08,8.1542e-08,8.12588e-08,626763.0,-34249600.0,8.24169e-08,8.12588e-08
7.74e-08,8.14847e-08,8.11961e-08,626077.0,-34251200.0,8.2358e-08,8.11961e-08
7.75e-08,8.14267e-08,8.11405e-08,626646.0,-34256600.0,8.22997e-08,8.11405e-08
7.76e-08,8.1368e-08,8.10839e-08,639714.0,-34229600.0,8.22414e-08,8.10839e-08
7.77e-08,8.13082e-08,8.10263e-08,636172.0,-34236800.0,8.21829e-08,8.10263e-08
7.78e-08,8.12474e-08,8.09675e-08,635194.0,-34241100.0,8.2124e-08,8.09675e-08
7.79e-08,8.11865e-08,8.09073e-08,635298.0,-34236600.0,8.20648e-08,8.09073e-08
7.8e-08,8.113e-08,8.08455e-08,636875.0,-34227200.0,8.20049e-08,8.08455e-08
7.81e-08,8.10728e-08,8.07846e-08,641356.0,-34223900.0,8.19467e-08,8.07846e-08
7.82e-08,8.1015e-08,8.07291e-08,644004.0,-34218700.0,8.18887e-08,8.07291e-08
7.83e-08,8.09563e-08,8.06726e-08,633777.0,-34239400.0,8.18306e-08,8.06726e-08
7.84e-08,8.08966e-08,8.0615e-08,639754.0,-34238500.0,8.17723e-08,8.0615e-08
7.85e-08,8.08358e-08,8.05562e-08,636695.0,-34244100.0,8.17136e-08,8.05562e-08
7.86e-08,8.07762e-08,8.0496e-08,626674.0,-34251400.0,8.16545e-08,8.0496e-08
7.87e-08,8.07198e-08,8.04342e-08,624438.0,-34251500.0,8.1595e-08,8.04342e-08
7.88e-08,8.06628e-08,8.03749e-08,625121.0,-34255200.0,8.15373e-08,8.03749e-08
7.89e-08,8.06051e-08,8.03195e-08,626910.0,-34250800.0,8.14795e-08,8.03195e-08
7.9e-08,8.05465e-08,8.02631e-08,628274.0,-34248800.0,8.14217e-08,8.02631e-08
7.91e-08,8.0487e-08,8.02056e-08,626248.0,-34257200.0,8.13636e-08,8.02056e-08
7.92e-08,8.04262e-08,8.01468e-08,625316.0,-34260300.0,8.13052e-08,8.01468e-08
7.93e-08,8.03677e-08,8.00866e-08,618911.0,-34263800.0,8.12462e-08,8.00866e-08
7.94e-08,8.03115e-08,8.00249e-08,617704.0,-34271400.0,8.11872e-08,8.00249e-08
7.95e-08,8.02547e-08,7.9967e-08,619506.0,-34266400.0,8.11297e-08,7.9967e-08
7.96e-08,8.01971e-08,7.99117e-08,621403.0,-34261900.0,8.10722e-08,7.99117e-08
7.97e-08,8.01387e-08,7.98554e-08,620739.0,-34261500.0,8.10146e-08,7.98554e-08
7.98e-08,8.00792e-08,7.9798e-08,613399.0,-34275800.0,8.09567e-08,7.9798e-08
7.99e-08,8.00186e-08,7.97393e-08,612267.0,-34277800.0,8.08985e-08,7.97393e-08
8e-08,7.9961e-08,7.96792e-08,612401.0,-34272600.0,8.08398e-08,7.96792e-08
8.01e-08,7.9905e-08,7.96175e-08,620674.0,-34266900.0,8.07812e-08,7.96175e-08
8.02e-08,7.98483e-08,7.95607e-08,624727.0,-34257200.0,8.0724e-08,7.95607e-08
8.03e-08,7.97909e-08,7.95056e-08,624649.0,-34255500.0,8.06667e-08,7.95056e-08
8.04e-08,7.97326e-08,7.94494e-08,621561.0,-34220800.0,8.06093e-08,7.94494e-08
8.05e-08,7.96733e-08,7.93922e-08,621472.0,-34271600.0,8.05517e-08,7.93922e-08
8.06e-08,7.96128e-08,7.93336e-08,615047.0,-34281300.0,8.04937e-08,7.93336e-08
8.07e-08,7.9556e-08,7.92736e-08,601383.0,-34297100.0,8.04352e-08,7.92736e-08
