Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
9.99995e-11,1.60165e-07,1.59174e-07
1.99999e-10,1.59899e-07,1.58846e-07
3.00002e-10,1.59598e-07,1.58541e-07
4e-10,1.59296e-07,1.5824e-07
5.00003e-10,1.58998e-07,1.57943e-07
6.00002e-10,1.58707e-07,1.57652e-07
7e-10,1.58421e-07,1.57368e-07
7.99998e-10,1.58137e-07,1.57085e-07
9.00003e-10,1.57857e-07,1.56803e-07
1e-09,1.57584e-07,1.56533e-07
1.1e-09,1.57311e-07,1.56262e-07
1.2e-09,1.57042e-07,1.55991e-07
1.3e-09,1.56778e-07,1.55731e-07
1.4e-09,1.56516e-07,1.55469e-07
1.5e-09,1.56256e-07,1.55206e-07
1.6e-09,1.56001e-07,1.54955e-07
1.7e-09,1.55746e-07,1.547e-07
1.8e-09,1.55495e-07,1.54448e-07
1.9e-09,1.55247e-07,1.54202e-07
2e-09,1.54999e-07,1.53953e-07
2.1e-09,1.54756e-07,1.53712e-07
2.2e-09,1.54514e-07,1.5347e-07
2.3e-09,1.54274e-07,1.53228e-07
2.4e-09,1.54037e-07,1.52995e-07
2.5e-09,1.53801e-07,1.52756e-07
2.6e-09,1.53568e-07,1.52526e-07
2.7e-09,1.53337e-07,1.52294e-07
2.8e-09,1.53107e-07,1.52064e-07
2.9e-09,1.5288e-07,1.51839e-07
3e-09,1.52654e-07,1.51609e-07
3.1e-09,1.52431e-07,1.51391e-07
3.2e-09,1.52208e-07,1.51165e-07
3.3e-09,1.51989e-07,1.50949e-07
3.4e-09,1.5177e-07,1.50728e-07
3.5e-09,1.51553e-07,1.50513e-07
3.6e-09,1.51338e-07,1.50297e-07
3.7e-09,1.51124e-07,1.50084e-07
3.8e-09,1.50913e-07,1.49873e-07
3.90001e-09,1.50702e-07,1.49661e-07
4e-09,1.50494e-07,1.49454e-07
4.1e-09,1.50285e-07,1.49244e-07
4.20001e-09,1.5008e-07,1.49041e-07
4.3e-09,1.49875e-07,1.48833e-07
4.39999e-09,1.49672e-07,1.48634e-07
4.5e-09,1.4947e-07,1.48428e-07
4.6e-09,1.4927e-07,1.48231e-07
4.69999e-09,1.4907e-07,1.48028e-07
4.8e-09,1.48873e-07,1.47834e-07
4.9e-09,1.48675e-07,1.47634e-07
5e-09,1.48481e-07,1.47442e-07
5.1e-09,1.48286e-07,1.47245e-07
5.2e-09,1.48093e-07,1.47055e-07
5.30001e-09,1.47901e-07,1.46861e-07
5.4e-09,1.47711e-07,1.46672e-07
5.5e-09,1.47521e-07,1.46482e-07
5.6e-09,1.47333e-07,1.46294e-07
5.7e-09,1.47145e-07,1.46107e-07
5.8e-09,1.46959e-07,1.45919e-07
5.9e-09,1.46774e-07,1.45736e-07
6e-09,1.4659e-07,1.45549e-07
6.1e-09,1.46407e-07,1.45369e-07
