time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
9.99994588455e-11,-1e+300,1.83616601386e-23,2.44486303083e-25,(1.53438491024e-11 3.55848471853e-28 -1.02599205119e-12)
1.9999887238e-10,-1e+300,2.03549494006e-23,2.37674246529e-25,(1.52914079064e-11 1.87181554428e-28 -7.68011732854e-13)
3.00001649821e-10,-1e+300,2.0657388666700002e-23,2.41279594505e-25,(1.5389584478e-11 -3.65342579588e-29 -7.46643014488e-13)
3.99999733891e-10,-1e+300,2.06986747937e-23,2.45300575573e-25,(1.5540625728e-11 -6.95282514684e-29 -7.45098481131e-13)
5.00002506789e-10,-1e+300,2.06634691105e-23,2.49216450588e-25,(1.57242819495e-11 -1.09601945344e-27 -7.462973277e-13)
6.0000246971e-10,-1e+300,2.0586531403e-23,2.52596057599e-25,(1.58802486394e-11 -1.21111357978e-27 -7.43604166891e-13)
7.00000192768e-10,-1e+300,2.0531069485e-23,2.5597388404499998e-25,(1.60111680656e-11 -1.1603751174e-27 -7.34274063246e-13)
7.99998482384e-10,-1e+300,2.04998044229e-23,2.59519061897e-25,(1.62003644331e-11 -3.13265818377e-28 -7.31069739816e-13)
9.00003289038e-10,-1e+300,2.04382836387e-23,2.6232485343399997e-25,(1.63528874037e-11 1.23901686415e-28 -7.25491745299e-13)
1.00000267862e-09,-1e+300,2.0382804113e-23,2.6476996504e-25,(1.64661663371e-11 8.70726429551e-28 -7.15186386706e-13)
1.09999842583e-09,-1e+300,2.03577419752e-23,2.67488911961e-25,(1.66171736888e-11 1.9840544162e-27 -7.07075421806e-13)
1.19999806434e-09,-1e+300,2.03098196832e-23,2.6970334607099997e-25,(1.67544723043e-11 3.42465207502e-27 -6.99518944969e-13)
1.29999923562e-09,-1e+300,2.02654180849e-23,2.71640354417e-25,(1.68515189511e-11 4.38288059095e-27 -6.86961349174e-13)
1.39999996948e-09,-1e+300,2.02431223342e-23,2.73815338205e-25,(1.69756584099e-11 4.95126083329e-27 -6.74704135545e-13)
1.50000179198e-09,-1e+300,2.0202597315900002e-23,2.75672457009e-25,(1.70966091316e-11 4.24560863878e-27 -6.64716973393e-13)
1.59999918052e-09,-1e+300,2.01644642427e-23,2.77337389399e-25,(1.71755850858e-11 3.44399177429e-27 -6.49545969384e-13)
1.7000018204e-09,-1e+300,2.01421397982e-23,2.79216879477e-25,(1.72903063435e-11 2.64073681922e-27 -6.37164277926e-13)
1.80000385584e-09,-1e+300,2.0096823656600002e-23,2.80760860142e-25,(1.73892916126e-11 2.40451700784e-27 -6.26595004721e-13)
1.90000340404e-09,-1e+300,2.00620306103e-23,2.8236644143799997e-25,(1.74427289097e-11 2.35944673816e-27 -6.08232781331e-13)
2.00000402387e-09,-1e+300,2.00410403622e-23,2.8409144039399997e-25,(1.75601965844e-11 2.77652469557e-27 -5.99850941451e-13)
2.10000077395e-09,-1e+300,2.00021335274e-23,2.8547525369e-25,(1.76348679112e-11 2.67221014979e-27 -5.88759139634e-13)
2.20000252405e-09,-1e+300,1.99641015507e-23,2.86978923774e-25,(1.76965190562e-11 2.56924538406e-27 -5.73643774626e-13)
2.30000338126e-09,-1e+300,1.99242618536e-23,2.8838830287099997e-25,(1.77889870993e-11 1.91323016873e-27 -5.68483822205e-13)
