time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.0000264855e-10,-1e+300,7.25323378347e-24,1.55528575981e-25,(9.97524646202e-12 5.64375955611e-28 -7.26616403022e-13)
2.00005066366e-10,-1e+300,8.23001260184e-24,1.49646235878e-25,(1.00296381691e-11 3.08120466451e-28 -5.26397870082e-13)
2.99999728461e-10,-1e+300,8.34367916253e-24,1.51010225081e-25,(1.01107396433e-11 3.0055089342e-28 -5.05820533953e-13)
3.99999645908e-10,-1e+300,8.334046854210001e-24,1.5288676337099999e-25,(1.01907500639e-11 2.11621512959e-28 -5.02533133092e-13)
4.99996025372e-10,-1e+300,8.30130262991e-24,1.54715629819e-25,(1.0277542019e-11 2.96151854277e-29 -5.02330461091e-13)
5.99996599038e-10,-1e+300,8.27608209561e-24,1.56580376653e-25,(1.03743544956e-11 -5.06926799624e-28 -5.00685464185e-13)
6.99998618827e-10,-1e+300,8.24124210429e-24,1.58185076926e-25,(1.04559756106e-11 -6.14802988902e-28 -4.96834925563e-13)
7.99996580225e-10,-1e+300,8.22320616692e-24,1.59921191506e-25,(1.05611993831e-11 -6.8384751344e-28 -4.94826623531e-13)
9.0000527888e-10,-1e+300,8.19351094576e-24,1.61315066135e-25,(1.06314282728e-11 -7.80223485921e-28 -4.87510287766e-13)
1.00000265182e-09,-1e+300,8.182992914410001e-24,1.6301027535699999e-25,(1.07391060418e-11 -5.09961134929e-28 -4.86385932196e-13)
1.10000561831e-09,-1e+300,8.16254927414e-24,1.64301933375e-25,(1.08012884129e-11 -3.06782872362e-28 -4.76912732202e-13)
1.2000044756e-09,-1e+300,8.15535304603e-24,1.65828619604e-25,(1.09042278129e-11 -3.60258777281e-28 -4.7688488221e-13)
1.29999836011e-09,-1e+300,8.14843027318e-24,1.67194245456e-25,(1.09708711932e-11 -1.27157337932e-28 -4.68176909631e-13)
1.39999488095e-09,-1e+300,8.14283015516e-24,1.6851099282499998e-25,(1.1056557434e-11 1.79968731629e-28 -4.66166199509e-13)
1.50000296606e-09,-1e+300,8.14214111128e-24,1.6982220813699998e-25,(1.1128378457e-11 4.5995599593e-28 -4.59454698238e-13)
1.60000095078e-09,-1e+300,8.1346164004e-24,1.70953444178e-25,(1.11937411877e-11 1.09385239914e-27 -4.54561118833e-13)
1.69999663394e-09,-1e+300,8.136716548e-24,1.72177524078e-25,(1.1271421762e-11 1.74586422922e-27 -4.50480680292e-13)
1.79999857453e-09,-1e+300,8.12819311445e-24,1.7318439326399999e-25,(1.13152839712e-11 2.2419337772e-27 -4.43693463733e-13)
