Time,max(CACoordsX),min(CACoordsX)
1.00003e-10,1.59682e-07,1.59464e-07
2.00005e-10,1.59467e-07,1.59242e-07
3e-10,1.59269e-07,1.59045e-07
4e-10,1.59074e-07,1.58848e-07
4.99996e-10,1.58882e-07,1.58658e-07
5.99997e-10,1.58691e-07,1.58467e-07
6.99999e-10,1.58503e-07,1.5828e-07
7.99997e-10,1.58316e-07,1.58094e-07
9.00005e-10,1.58133e-07,1.57909e-07
1e-09,1.57949e-07,1.57728e-07
1.10001e-09,1.5777e-07,1.57545e-07
1.2e-09,1.57588e-07,1.57369e-07
1.3e-09,1.57413e-07,1.57187e-07
1.39999e-09,1.57235e-07,1.57015e-07
1.5e-09,1.57061e-07,1.56838e-07
1.6e-09,1.56888e-07,1.56666e-07
1.7e-09,1.56715e-07,1.56494e-07
1.8e-09,1.56545e-07,1.56322e-07
1.9e-09,1.56373e-07,1.56155e-07
2e-09,1.56207e-07,1.55982e-07
2.09999e-09,1.56038e-07,1.55819e-07
2.2e-09,1.55872e-07,1.5565e-07
2.3e-09,1.55707e-07,1.55486e-07
2.4e-09,1.55541e-07,1.55323e-07
2.5e-09,1.5538e-07,1.55157e-07
2.60001e-09,1.55215e-07,1.54998e-07
2.70001e-09,1.55056e-07,1.54834e-07
2.8e-09,1.54896e-07,1.54676e-07
2.90001e-09,1.54735e-07,1.54517e-07
3e-09,1.54578e-07,1.54356e-07
3.1e-09,1.54418e-07,1.54202e-07
3.2e-09,1.54263e-07,1.54042e-07
3.29999e-09,1.54108e-07,1.53888e-07
3.4e-09,1.53951e-07,1.53734e-07
3.49999e-09,1.53799e-07,1.53577e-07
3.6e-09,1.53644e-07,1.53427e-07
3.7e-09,1.53492e-07,1.53273e-07
3.80001e-09,1.53341e-07,1.53121e-07
3.9e-09,1.53188e-07,1.52973e-07
4e-09,1.5304e-07,1.52819e-07
4.1e-09,1.5289e-07,1.52673e-07
4.2e-09,1.52741e-07,1.52525e-07
4.3e-09,1.52595e-07,1.52373e-07
4.4e-09,1.52446e-07,1.5223e-07
4.5e-09,1.523e-07,1.52083e-07
4.6e-09,1.52155e-07,1.51936e-07
4.7e-09,1.52008e-07,1.51794e-07
4.8e-09,1.51865e-07,1.51646e-07
4.9e-09,1.51722e-07,1.51504e-07
5.00001e-09,1.51576e-07,1.51363e-07
5.1e-09,1.51436e-07,1.51216e-07
5.2e-09,1.51294e-07,1.51078e-07
5.3e-09,1.51152e-07,1.50938e-07
5.4e-09,1.51013e-07,1.50793e-07
5.49999e-09,1.50873e-07,1.50657e-07
5.6e-09,1.50733e-07,1.50518e-07
5.7e-09,1.50596e-07,1.50376e-07
5.80001e-09,1.50456e-07,1.50242e-07
5.9e-09,1.50319e-07,1.50104e-07
6e-09,1.50183e-07,1.49964e-07
6.1e-09,1.50045e-07,1.49832e-07
6.19999e-09,1.4991e-07,1.49695e-07
6.3e-09,1.49776e-07,1.49557e-07
6.4e-09,1.4964e-07,1.49426e-07
6.5e-09,1.49506e-07,1.49291e-07
6.59999e-09,1.49374e-07,1.49155e-07
6.69999e-09,1.49239e-07,1.49026e-07
6.79999e-09,1.49107e-07,1.48892e-07
6.9e-09,1.48976e-07,1.48758e-07
7e-09,1.48843e-07,1.4863e-07
7.1e-09,1.48712e-07,1.48498e-07
7.2e-09,1.48583e-07,1.48365e-07
7.3e-09,1.48451e-07,1.48238e-07
7.40001e-09,1.48322e-07,1.48108e-07
7.5e-09,1.48194e-07,1.47976e-07
7.6e-09,1.48065e-07,1.47851e-07
7.7e-09,1.47936e-07,1.47723e-07
7.8e-09,1.4781e-07,1.47591e-07
7.9e-09,1.47682e-07,1.47468e-07
8.00001e-09,1.47554e-07,1.47342e-07
8.1e-09,1.47429e-07,1.47211e-07
8.20001e-09,1.47303e-07,1.47089e-07
8.29999e-09,1.47176e-07,1.46965e-07
8.39999e-09,1.47053e-07,1.46837e-07
8.49999e-09,1.46929e-07,1.46714e-07
8.6e-09,1.46801e-07,1.46592e-07
8.69999e-09,1.4668e-07,1.46466e-07
8.8e-09,1.46557e-07,1.46342e-07
8.9e-09,1.46433e-07,1.46222e-07
8.99999e-09,1.46311e-07,1.46098e-07
9.10001e-09,1.4619e-07,1.45973e-07
9.2e-09,1.46067e-07,1.45855e-07
9.30001e-09,1.45945e-07,1.45734e-07
9.39999e-09,1.45826e-07,1.45609e-07
9.49999e-09,1.45705e-07,1.45492e-07
9.59999e-09,1.45583e-07,1.45373e-07
9.70001e-09,1.45465e-07,1.45251e-07
9.80001e-09,1.45346e-07,1.45131e-07
9.9e-09,1.45225e-07,1.45015e-07
1e-08,1.45107e-07,1.44895e-07
1.01e-08,1.4499e-07,1.44774e-07
1.02e-08,1.44871e-07,1.4466e-07
1.03e-08,1.44752e-07,1.44543e-07
1.04e-08,1.44637e-07,1.44422e-07
1.05e-08,1.4452e-07,1.44307e-07
1.06e-08,1.44401e-07,1.44193e-07
1.07e-08,1.44287e-07,1.44075e-07
1.08e-08,1.44172e-07,1.43957e-07
1.09e-08,1.44055e-07,1.43845e-07
1.1e-08,1.43939e-07,1.4373e-07
1.11e-08,1.43826e-07,1.4361e-07
1.12e-08,1.43712e-07,1.43499e-07
1.13e-08,1.43595e-07,1.43387e-07
1.14e-08,1.43483e-07,1.43271e-07
1.15e-08,1.4337e-07,1.43156e-07
1.16e-08,1.43256e-07,1.43046e-07
1.17e-08,1.43142e-07,1.42933e-07
1.18e-08,1.43031e-07,1.42816e-07
1.19e-08,1.42919e-07,1.42707e-07
1.2e-08,1.42804e-07,1.42597e-07
1.21e-08,1.42694e-07,1.42484e-07
1.22e-08,1.42584e-07,1.4237e-07
1.23e-08,1.42472e-07,1.42262e-07
1.24e-08,1.4236e-07,1.42152e-07
1.25e-08,1.42251e-07,1.42038e-07
1.26e-08,1.42141e-07,1.41929e-07
1.27e-08,1.42029e-07,1.41822e-07
1.28e-08,1.4192e-07,1.41711e-07
1.29e-08,1.41812e-07,1.41597e-07
1.3e-08,1.41703e-07,1.41492e-07
1.31e-08,1.41591e-07,1.41385e-07
1.32e-08,1.41485e-07,1.41275e-07
1.33e-08,1.41378e-07,1.41164e-07
1.34e-08,1.41268e-07,1.4106e-07
1.35e-08,1.41159e-07,1.40953e-07
1.36e-08,1.41054e-07,1.40842e-07
1.37e-08,1.40947e-07,1.40735e-07
1.38e-08,1.40838e-07,1.40631e-07
1.39e-08,1.40732e-07,1.40524e-07
1.4e-08,1.40627e-07,1.40414e-07
1.41e-08,1.40521e-07,1.40311e-07
1.42e-08,1.40412e-07,1.40207e-07
