Time,max(CACoordsX),min(CACoordsX),max(coordsX_Meniscus),min(coordsX_Meniscus),time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N),# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ,max(Result),min(Result)
3.1e-09,1.54418e-07,1.54202e-07,1.54938e-07,1.54202e-07,3.09999893344e-09,-1e+300,8.144027209180001e-24,1.84958470917e-25,(1.19905993324e-11 2.16596858957e-27 -3.9006138638e-13),3.09999893344e-09,0.0,0.0,-3.32483070202e-08,1.57858962592e-11,2.1505034575e-27,0.0,1.48665473922e-11,-7.05105845431e-25,1.28092401389e-11,3694640.0,-16918800.0
3.2e-09,1.54263e-07,1.54042e-07,1.54782e-07,1.54042e-07,3.19999822108e-09,-1e+300,8.143220459440001e-24,1.85617920407e-25,(1.20227840517e-11 1.95998787228e-27 -3.86639691913e-13),3.19999822108e-09,0.0,0.0,-3.37644257066e-08,1.57943115449e-11,2.12748215645e-27,0.0,1.48666596849e-11,-7.27576029319e-25,1.28052129381e-11,3659610.0,-16916600.0
3.29999e-09,1.54108e-07,1.53888e-07,1.54626e-07,1.53888e-07,3.29999415977e-09,-1e+300,8.140539328e-24,1.86332803626e-25,(1.20590453998e-11 1.66179962233e-27 -3.83343973755e-13),3.29999415977e-09,0.0,0.0,-3.41253282581e-08,1.58108965539e-11,1.85558631289e-27,0.0,1.48667807382e-11,-7.497482681779998e-25,1.2801565406e-11,3649730.0,-17002700.0
3.4e-09,1.53951e-07,1.53734e-07,1.54472e-07,1.53734e-07,3.3999957376e-09,-1e+300,8.14109255772e-24,1.8694024834799999e-25,(1.21051666003e-11 1.13251931983e-27 -3.79226491327e-13),3.3999957376e-09,0.0,0.0,-3.48760606611e-08,1.58341856073e-11,1.35525970619e-27,0.0,1.48668976425e-11,-7.702393051259998e-25,1.27969250969e-11,3591840.0,-17113700.0
3.49999e-09,1.53799e-07,1.53577e-07,1.54318e-07,1.53577e-07,3.49999448978e-09,-1e+300,8.13568615015e-24,1.87510813595e-25,(1.21204595573e-11 9.93990406025e-28 -3.7511133073e-13),3.49999448978e-09,0.0,0.0,-3.52534719778e-08,1.58254046165e-11,1.16060919965e-27,0.0,1.48670211217e-11,-7.87756759855e-25,1.27927764446e-11,3559500.0,-17149800.0
3.6e-09,1.53644e-07,1.53427e-07,1.54165e-07,1.53427e-07,3.60000284619e-09,-1e+300,8.14040283746e-24,1.88324822023e-25,(1.21734653582e-11 1.00177714524e-27 -3.72587338577e-13),3.60000284619e-09,0.0,0.0,-3.57166432991e-08,1.58635427266e-11,1.06811527337e-27,0.0,1.48671476131e-11,-8.01133187402e-25,1.27882518846e-11,3573990.0,-17202100.0
3.7e-09,1.53492e-07,1.53273e-07,1.54014e-07,1.53273e-07,3.69999561168e-09,-1e+300,8.13789425071e-24,1.88893517823e-25,(1.22033544771e-11 1.04564882069e-27 -3.69112573704e-13),3.69999561168e-09,0.0,0.0,-3.61724494493e-08,1.58732265298e-11,1.06560778615e-27,0.0,1.48672730956e-11,-8.09648531759e-25,1.27833261915e-11,3569540.0,-17156300.0
3.80001e-09,1.53341e-07,1.53121e-07,1.53862e-07,1.53121e-07,3.80000630337e-09,-1e+300,8.132682484e-24,1.89446104815e-25,(1.22288691054e-11 1.32265258586e-27 -3.65832765094e-13),3.80000630337e-09,0.0,0.0,-3.67744391608e-08,1.58754562285e-11,1.22687666993e-27,0.0,1.4867408903e-11,-8.12825244102e-25,1.2779035737e-11,3499800.0,-17344600.0
3.9e-09,1.53188e-07,1.52973e-07,1.53712e-07,1.52973e-07,3.89999868731e-09,-1e+300,8.13466014739e-24,1.90073703074e-25,(1.22736136578e-11 1.64165228297e-27 -3.62104886384e-13),3.89999868731e-09,0.0,0.0,-3.73735596638e-08,1.59023073793e-11,1.53645102388e-27,0.0,1.48675426235e-11,-8.103592775249999e-25,1.27738034324e-11,3481550.0,-17415400.0
4e-09,1.5304e-07,1.52819e-07,1.53562e-07,1.52819e-07,4.00000372593e-09,-1e+300,8.12874275057e-24,1.90566529085e-25,(1.22903274643e-11 1.9274144935e-27 -3.5870475943e-13),4.00000372593e-09,0.0,0.0,-3.77109064658e-08,1.58979373496e-11,1.75198100642e-27,0.0,1.48676816179e-11,-8.02224738083e-25,1.276890424e-11,3459360.0,-17363500.0
4.1e-09,1.5289e-07,1.52673e-07,1.53413e-07,1.52673e-07,4.10000264146e-09,-1e+300,8.1273642505e-24,1.91253909004e-25,(1.23281515475e-11 2.24667567022e-27 -3.56228912018e-13),4.10000264146e-09,0.0,0.0,-3.81355355292e-08,1.59205241985e-11,2.06449348907e-27,0.0,1.48678287002e-11,-7.88729703006e-25,1.27641712616e-11,3474010.0,-17452400.0
4.2e-09,1.52741e-07,1.52525e-07,1.53265e-07,1.52525e-07,4.19999580536e-09,-1e+300,8.12369791151e-24,1.91735919139e-25,(1.23603038735e-11 2.54824463284e-27 -3.52598058674e-13),4.19999580536e-09,0.0,0.0,-3.86160813116e-08,1.59345797745e-11,2.35701673555e-27,0.0,1.48679746274e-11,-7.70467438457e-25,1.27587001599e-11,3464440.0,-17451600.0
4.3e-09,1.52595e-07,1.52373e-07,1.53117e-07,1.52373e-07,4.30000424058e-09,-1e+300,8.115594307490001e-24,1.92186209359e-25,(1.23690187276e-11 2.64846752708e-27 -3.48801641713e-13),4.30000424058e-09,0.0,0.0,-3.90506214164e-08,1.59215465351e-11,2.50547541671e-27,0.0,1.48681315558e-11,-7.48182055946e-25,1.27539780181e-11,3431360.0,-17506300.0
4.4e-09,1.52446e-07,1.5223e-07,1.5297e-07,1.5223e-07,4.40000323677e-09,-1e+300,8.119258215100001e-24,1.92877608989e-25,(1.24167420486e-11 2.81085231611e-27 -3.46694263783e-13),4.40000323677e-09,0.0,0.0,-3.95846530296e-08,1.59549842553e-11,2.69812806871e-27,0.0,1.48682909669e-11,-7.229287798539999e-25,1.27487169832e-11,3426480.0,-17588200.0
4.5e-09,1.523e-07,1.52083e-07,1.52825e-07,1.52083e-07,4.50000184169e-09,-1e+300,8.11349957658e-24,1.93292718377e-25,(1.24391050896e-11 2.84924809825e-27 -3.43533021396e-13),4.50000184169e-09,0.0,0.0,-4.01320476219e-08,1.59579369588e-11,2.82215036334e-27,0.0,1.48684538585e-11,-6.95599622109e-25,1.27432881822e-11,3403060.0,-17590100.0
4.6e-09,1.52155e-07,1.51936e-07,1.52679e-07,1.51936e-07,4.59999851788e-09,-1e+300,8.10739410469e-24,1.93788458438e-25,(1.24579575282e-11 2.80349298045e-27 -3.4062992971e-13),4.59999851788e-09,0.0,0.0,-4.04953799096e-08,1.59582401936e-11,2.79489670661e-27,0.0,1.48686291641e-11,-6.67070287253e-25,1.27385977182e-11,3372640.0,-17656800.0
4.7e-09,1.52008e-07,1.51794e-07,1.52535e-07,1.51794e-07,4.69999844046e-09,-1e+300,8.10798263261e-24,1.94319167265e-25,(1.24970651965e-11 2.53678067439e-27 -3.37856679995e-13),4.69999844046e-09,0.0,0.0,-4.12199546729e-08,1.59802304993e-11,2.58562948989e-27,0.0,1.48688043256e-11,-6.38150891391e-25,1.27330290011e-11,3341470.0,-17792200.0
4.8e-09,1.51865e-07,1.51646e-07,1.52391e-07,1.51646e-07,4.79999502222e-09,-1e+300,8.09995625133e-24,1.94720107583e-25,(1.25104110916e-11 2.3087076134e-27 -3.34505320184e-13),4.79999502222e-09,0.0,0.0,-4.15193748583e-08,1.59757288554e-11,2.41187062164e-27,0.0,1.48689871573e-11,-6.09404840666e-25,1.27277827451e-11,3337120.0,-17689200.0
4.9e-09,1.51722e-07,1.51504e-07,1.52247e-07,1.51504e-07,4.89999707161e-09,-1e+300,8.09640978668e-24,1.95280311349e-25,(1.25382971684e-11 2.11632817516e-27 -3.32372160893e-13),4.89999707161e-09,0.0,0.0,-4.19769605945e-08,1.59884462052e-11,2.23679275799e-27,0.0,1.48691808459e-11,-5.81051545116e-25,1.27229689585e-11,3331130.0,-17812000.0
5.00001e-09,1.51576e-07,1.51363e-07,1.52105e-07,1.51363e-07,5.00000588869e-09,-1e+300,8.09362848226e-24,1.95745215112e-25,(1.25685191138e-11 1.86953088739e-27 -3.29323600563e-13),5.00000588869e-09,0.0,0.0,-4.24573921184e-08,1.60033528537e-11,1.99170438946e-27,0.0,1.48693745958e-11,-5.52960764961e-25,1.27173343395e-11,3326760.0,-17839400.0
5.1e-09,1.51436e-07,1.51216e-07,1.51963e-07,1.51216e-07,5.10000195397e-09,-1e+300,8.0841417039e-24,1.960712151e-25,(1.25756918137e-11 1.76737429768e-27 -3.25971687592e-13),5.10000195397e-09,0.0,0.0,-4.29157851027e-08,1.5990536567e-11,1.86819567853e-27,0.0,1.48695794012e-11,-5.24643936578e-25,1.27123312637e-11,3289110.0,-17832200.0
5.2e-09,1.51294e-07,1.51078e-07,1.51821e-07,1.51078e-07,5.19999943258e-09,-1e+300,8.08296660683e-24,1.96669680386e-25,(1.261080665e-11 1.91022258288e-27 -3.24165512574e-13),5.19999943258e-09,0.0,0.0,-4.33371023596e-08,1.60137397702e-11,2.06639363323e-27,0.0,1.48697917934e-11,-4.9531708379e-25,1.27073551234e-11,3305610.0,-17916000.0
5.3e-09,1.51152e-07,1.50938e-07,1.51681e-07,1.50938e-07,5.2999998484e-09,-1e+300,8.07690482368e-24,1.97052917041e-25,(1.26344013629e-11 2.21141363935e-27 -3.21496454552e-13),5.2999998484e-09,0.0,0.0,-4.37386820279e-08,1.60219131735e-11,2.32812307919e-27,0.0,1.48700061018e-11,-4.63996911018e-25,1.2701800524e-11,3301050.0,-17905800.0
5.4e-09,1.51013e-07,1.50793e-07,1.5154e-07,1.50793e-07,5.39999751659e-09,-1e+300,8.06591946291e-24,1.97326495457e-25,(1.26376605597e-11 2.50465838786e-27 -3.17968233179e-13),5.39999751659e-09,0.0,0.0,-4.43445112082e-08,1.6003362579e-11,2.50141708096e-27,0.0,1.48702336262e-11,-4.2969591103599985e-25,1.26970562161e-11,3231230.0,-17984900.0
5.49999e-09,1.50873e-07,1.50657e-07,1.51401e-07,1.50657e-07,5.49999437436e-09,-1e+300,8.06703772128e-24,1.97939098634e-25,(1.26779203223e-11 2.63911607621e-27 -3.16680555646e-13),5.49999437436e-09,0.0,0.0,-4.47575590596e-08,1.60330265503e-11,2.65884239532e-27,0.0,1.4870465217e-11,-3.91584016754e-25,1.26919239962e-11,3246280.0,-18042100.0
5.6e-09,1.50733e-07,1.50518e-07,1.51262e-07,1.50518e-07,5.60000155071e-09,-1e+300,8.05863893859e-24,1.9823717359e-25,(1.2696861143e-11 2.85402041018e-27 -3.14179329498e-13),5.60000155071e-09,0.0,0.0,-4.53144631778e-08,1.60349713208e-11,2.79991289927e-27,0.0,1.48707011493e-11,-3.49047100402e-25,1.26865173504e-11,3221700.0,-18081800.0
5.7e-09,1.50596e-07,1.50376e-07,1.51123e-07,1.50376e-07,5.70000510918e-09,-1e+300,8.049752787160001e-24,1.98594942815e-25,(1.27044943999e-11 2.94074878247e-27 -3.11237584094e-13),5.70000510918e-09,0.0,0.0,-4.57662411624e-08,1.60249662631e-11,2.84328689713e-27,0.0,1.48709509514e-11,-3.02001810106e-25,1.26819735874e-11,3190180.0,-18116200.0
5.80001e-09,1.50456e-07,1.50242e-07,1.50986e-07,1.50242e-07,5.80000706733e-09,-1e+300,8.04943027139e-24,1.991617103e-25,(1.27397689312e-11 2.7039961902e-27 -3.09653722667e-13),5.80000706733e-09,0.0,0.0,-4.61078591679e-08,1.60506607306e-11,2.57172106549e-27,0.0,1.48712025716e-11,-2.50871678871e-25,1.26767798088e-11,3222490.0,-18141200.0
5.9e-09,1.50319e-07,1.50104e-07,1.50849e-07,1.50104e-07,5.89999721792e-09,-1e+300,8.03937327165e-24,1.99398795794e-25,(1.27549134214e-11 2.46369526694e-27 -3.07143975195e-13),5.89999721792e-09,0.0,0.0,-4.67159306153e-08,1.60477227378e-11,2.25288994443e-27,0.0,1.48714603203e-11,-1.96690082031e-25,1.26715553901e-11,3177440.0,-18194600.0
6e-09,1.50183e-07,1.49964e-07,1.50712e-07,1.49964e-07,5.9999972377e-09,-1e+300,8.03224363733e-24,1.99784925729e-25,(1.27663420569e-11 2.13680480356e-27 -3.0468606305e-13),5.9999972377e-09,0.0,0.0,-4.71844509782e-08,1.60429569744e-11,1.98449043501e-27,0.0,1.48717317702e-11,-1.40849555429e-25,1.26671565216e-11,3148140.0,-18241900.0
6.1e-09,1.50045e-07,1.49832e-07,1.50576e-07,1.49832e-07,6.10000506561e-09,-1e+300,8.0306810959e-24,2.00281265525e-25,(1.27985412669e-11 1.87208372072e-27 -3.02989896379e-13),6.10000506561e-09,0.0,0.0,-4.76665918696e-08,1.60636554885e-11,1.65782929446e-27,0.0,1.48720041154e-11,-8.47488851386e-26,1.26619972295e-11,3153220.0,-18313200.0
6.19999e-09,1.4991e-07,1.49695e-07,1.50441e-07,1.49695e-07,6.19999396508e-09,-1e+300,8.019629072400001e-24,2.00495240425e-25,(1.2810259815e-11 1.50619811692e-27 -3.00287610362e-13),6.19999396508e-09,0.0,0.0,-4.81472822144e-08,1.60587615382e-11,1.34647754042e-27,0.0,1.4872283474e-11,-2.9906545406600003e-26,1.2656956706e-11,3122180.0,-18318800.0
6.3e-09,1.49776e-07,1.49557e-07,1.50306e-07,1.49557e-07,6.30000136404e-09,-1e+300,8.01308979351e-24,2.00902387354e-25,(1.28238375219e-11 1.23929766874e-27 -2.98188006844e-13),6.30000136404e-09,0.0,0.0,-4.85936629647e-08,1.60579669105e-11,1.05274438738e-27,0.0,1.48725760858e-11,2.25269071067e-26,1.26526816364e-11,3106410.0,-18360900.0
6.4e-09,1.4964e-07,1.49426e-07,1.50172e-07,1.49426e-07,6.39999830761e-09,-1e+300,8.01067755227e-24,2.01361431541e-25,(1.28532939475e-11 9.79276638008e-28 -2.96403591909e-13),6.39999830761e-09,0.0,0.0,-4.90726597341e-08,1.60760280404e-11,7.650664669580001e-28,0.0,1.48728692049e-11,7.197769145030001e-26,1.26476164404e-11,3109740.0,-18429500.0
6.5e-09,1.49506e-07,1.49291e-07,1.50039e-07,1.49291e-07,6.49999463297e-09,-1e+300,7.998950094480002e-24,2.01566433165e-25,(1.28629380906e-11 7.69823971557e-28 -2.93697993795e-13),6.49999463297e-09,0.0,0.0,-4.95344055531e-08,1.60698956906e-11,5.14892587089e-28,0.0,1.48731697601e-11,1.18123947891e-25,1.26427494308e-11,3085290.0,-18428000.0
6.59999e-09,1.49374e-07,1.49155e-07,1.49904e-07,1.49155e-07,6.59999416559e-09,-1e+300,7.99283020363e-24,2.01960654835e-25,(1.28775505063e-11 7.00002957322e-28 -2.91740145952e-13),6.59999416559e-09,0.0,0.0,-4.9956521172e-08,1.60706927678e-11,3.504208415e-28,0.0,1.48734830502e-11,1.61100221058e-25,1.26386018796e-11,3066350.0,-18469200.0
