Time,max(Result),min(Result)
1.87e-08,1.99413e+06,-2.14338e+07
1.88e-08,1.98395e+06,-2.14346e+07
1.89e-08,1.98188e+06,-2.14021e+07
1.9e-08,1.96367e+06,-2.14658e+07
1.91e-08,1.96964e+06,-2.14948e+07
1.92e-08,1.97416e+06,-2.14702e+07
1.93e-08,1.97452e+06,-2.14118e+07
1.94e-08,1.94263e+06,-2.15101e+07
1.95e-08,1.94755e+06,-2.15496e+07
1.96e-08,1.94503e+06,-2.15508e+07
1.97e-08,1.95043e+06,-2.14914e+07
1.98e-08,1.91851e+06,-2.15614e+07
1.99e-08,1.92027e+06,-2.16077e+07
2e-08,1.91939e+06,-2.16335e+07
2.01e-08,1.92485e+06,-2.15734e+07
2.02e-08,1.90762e+06,-2.15907e+07
2.03e-08,1.90468e+06,-2.1643e+07
2.04e-08,1.90338e+06,-2.16713e+07
2.05e-08,1.89008e+06,-2.16751e+07
2.06e-08,1.86659e+06,-2.16722e+07
2.07e-08,1.87068e+06,-2.17002e+07
2.08e-08,1.87425e+06,-2.17358e+07
2.09e-08,1.87175e+06,-2.17341e+07
2.1e-08,1.85466e+06,-2.1717e+07
2.11e-08,1.83482e+06,-2.1753e+07
2.12e-08,1.83813e+06,-2.18024e+07
2.13e-08,1.84028e+06,-2.18219e+07
2.14e-08,1.84315e+06,-2.17712e+07
2.15e-08,1.84007e+06,-2.17293e+07
2.16e-08,1.82678e+06,-2.18238e+07
2.17e-08,1.84049e+06,-2.18333e+07
2.18e-08,1.82732e+06,-2.18387e+07
2.19e-08,1.81036e+06,-2.18175e+07
2.2e-08,1.80257e+06,-2.18564e+07
2.21e-08,1.80558e+06,-2.18986e+07
2.22e-08,1.81386e+06,-2.18877e+07
2.23e-08,1.77974e+06,-2.19137e+07
2.24e-08,1.76465e+06,-2.1917e+07
2.25e-08,1.78274e+06,-2.19355e+07
2.26e-08,1.78238e+06,-2.19613e+07
2.27e-08,1.7891e+06,-2.19337e+07
2.28e-08,1.75131e+06,-2.1956e+07
2.29e-08,1.75936e+06,-2.19626e+07
2.3e-08,1.76118e+06,-2.20049e+07
2.31e-08,1.75766e+06,-2.20115e+07
2.32e-08,1.75241e+06,-2.19873e+07
2.33e-08,1.74838e+06,-2.19432e+07
2.34e-08,1.73924e+06,-2.20359e+07
2.35e-08,1.73832e+06,-2.20642e+07
2.36e-08,1.7286e+06,-2.2066e+07
2.37e-08,1.72357e+06,-2.20209e+07
2.38e-08,1.71659e+06,-2.20557e+07
2.39e-08,1.72445e+06,-2.20936e+07
2.4e-08,1.7142e+06,-2.21141e+07
2.41e-08,1.6952e+06,-2.21177e+07
2.42e-08,1.70313e+06,-2.20519e+07
2.43e-08,1.69675e+06,-2.21246e+07
2.44e-08,1.69565e+06,-2.2161e+07
2.45e-08,1.68924e+06,-2.21614e+07
2.46e-08,1.67919e+06,-2.21423e+07
2.47e-08,1.66166e+06,-2.21702e+07
2.48e-08,1.67609e+06,-2.21872e+07
2.49e-08,1.67276e+06,-2.22113e+07
2.5e-08,1.66364e+06,-2.22067e+07
2.51e-08,1.65988e+06,-2.21734e+07
2.52e-08,1.65557e+06,-2.21966e+07
2.53e-08,1.65472e+06,-2.22448e+07
2.54e-08,1.64559e+06,-2.22626e+07
2.55e-08,1.65011e+06,-2.22297e+07
2.56e-08,1.64364e+06,-2.22051e+07
2.57e-08,1.63491e+06,-2.22622e+07
2.58e-08,1.63312e+06,-2.22979e+07
2.59e-08,1.62576e+06,-2.23027e+07
2.6e-08,1.62905e+06,-2.22753e+07
2.61e-08,1.61636e+06,-2.22659e+07
2.62e-08,1.61475e+06,-2.23173e+07
2.63e-08,1.61133e+06,-2.23456e+07
2.64e-08,1.6025e+06,-2.23463e+07
2.65e-08,1.59268e+06,-2.23474e+07
2.66e-08,1.58541e+06,-2.23468e+07
2.67e-08,1.59535e+06,-2.2362e+07
2.68e-08,1.59112e+06,-2.23882e+07
2.69e-08,1.58462e+06,-2.23887e+07
2.7e-08,1.587e+06,-2.2368e+07
2.71e-08,1.56636e+06,-2.23997e+07
2.72e-08,1.57458e+06,-2.24131e+07
2.73e-08,1.56383e+06,-2.24246e+07
2.74e-08,1.56689e+06,-2.24299e+07
2.75e-08,1.56765e+06,-2.24056e+07
2.76e-08,1.56121e+06,-2.24105e+07
2.77e-08,1.55413e+06,-2.24612e+07
2.78e-08,1.55121e+06,-2.24725e+07
2.79e-08,1.54936e+06,-2.24701e+07
2.8e-08,1.54692e+06,-2.24495e+07
2.81e-08,1.54238e+06,-2.24565e+07
2.82e-08,1.53676e+06,-2.24967e+07
2.83e-08,1.53481e+06,-2.25127e+07
2.84e-08,1.53208e+06,-2.25094e+07
2.85e-08,1.52575e+06,-2.24989e+07
2.86e-08,1.52464e+06,-2.24972e+07
2.87e-08,1.5189e+06,-2.25365e+07
2.88e-08,1.51699e+06,-2.25516e+07
2.89e-08,1.515e+06,-2.25484e+07
2.9e-08,1.50742e+06,-2.25441e+07
2.91e-08,1.50723e+06,-2.25349e+07
2.92e-08,1.5022e+06,-2.25742e+07
2.93e-08,1.50025e+06,-2.25889e+07
2.94e-08,1.49815e+06,-2.25865e+07
2.95e-08,1.50302e+06,-2.25531e+07
2.96e-08,1.49017e+06,-2.25696e+07
2.97e-08,1.48568e+06,-2.26099e+07
2.98e-08,1.48372e+06,-2.26251e+07
2.99e-08,1.48154e+06,-2.26238e+07
3e-08,1.47827e+06,-2.26096e+07
3.01e-08,1.47348e+06,-2.26013e+07
3.02e-08,1.46935e+06,-2.26433e+07
3.03e-08,1.4674e+06,-2.26599e+07
3.04e-08,1.46518e+06,-2.26599e+07
3.05e-08,1.47038e+06,-2.26316e+07
3.06e-08,1.46631e+06,-2.26038e+07
3.07e-08,1.45303e+06,-2.26755e+07
3.08e-08,1.45131e+06,-2.26933e+07
3.09e-08,1.44906e+06,-2.26952e+07
3.1e-08,1.44583e+06,-2.26856e+07
3.11e-08,1.44115e+06,-2.26604e+07
3.12e-08,1.43725e+06,-2.27034e+07
3.13e-08,1.43499e+06,-2.27281e+07
3.14e-08,1.43319e+06,-2.27293e+07
3.15e-08,1.44116e+06,-2.27031e+07
3.16e-08,1.43562e+06,-2.26724e+07
3.17e-08,1.42169e+06,-2.27283e+07
3.18e-08,1.41979e+06,-2.27551e+07
3.19e-08,1.41913e+06,-2.27602e+07
3.2e-08,1.41454e+06,-2.27579e+07
3.21e-08,1.41018e+06,-2.27395e+07
3.22e-08,1.40635e+06,-2.27499e+07
3.23e-08,1.4026e+06,-2.2784e+07
3.24e-08,1.4022e+06,-2.27928e+07
3.25e-08,1.3993e+06,-2.2792e+07
3.26e-08,1.38784e+06,-2.27953e+07
3.27e-08,1.39119e+06,-2.2768e+07
3.28e-08,1.38784e+06,-2.28104e+07
3.29e-08,1.38662e+06,-2.2825e+07
3.3e-08,1.38429e+06,-2.2824e+07
3.31e-08,1.38738e+06,-2.28023e+07
3.32e-08,1.37622e+06,-2.27907e+07
3.33e-08,1.37432e+06,-2.28281e+07
3.34e-08,1.37253e+06,-2.28455e+07
3.35e-08,1.36948e+06,-2.28538e+07
3.36e-08,1.35478e+06,-2.28687e+07
3.37e-08,1.35223e+06,-2.28569e+07
3.38e-08,1.35969e+06,-2.28433e+07
3.39e-08,1.35756e+06,-2.28709e+07
3.4e-08,1.35494e+06,-2.28818e+07
3.41e-08,1.35167e+06,-2.28817e+07
3.42e-08,1.35246e+06,-2.2853e+07
3.43e-08,1.34523e+06,-2.2854e+07
3.44e-08,1.34303e+06,-2.28926e+07
3.45e-08,1.34105e+06,-2.29043e+07
3.46e-08,1.33758e+06,-2.29112e+07
3.47e-08,1.3406e+06,-2.28911e+07
3.48e-08,1.32043e+06,-2.29134e+07
3.49e-08,1.32889e+06,-2.29066e+07
3.5e-08,1.3266e+06,-2.29276e+07
3.51e-08,1.32218e+06,-2.29388e+07
3.52e-08,1.31997e+06,-2.29361e+07
3.53e-08,1.30909e+06,-2.29434e+07
3.54e-08,1.31498e+06,-2.29137e+07
3.55e-08,1.31261e+06,-2.29474e+07
3.56e-08,1.30959e+06,-2.29637e+07
3.57e-08,1.30662e+06,-2.29648e+07
3.58e-08,1.30988e+06,-2.29412e+07
3.59e-08,1.30126e+06,-2.29357e+07
3.6e-08,1.29895e+06,-2.29602e+07
3.61e-08,1.29621e+06,-2.29816e+07
3.62e-08,1.29323e+06,-2.29894e+07
3.63e-08,1.27808e+06,-2.30081e+07
3.64e-08,1.29576e+06,-2.29503e+07
3.65e-08,1.28556e+06,-2.2963e+07
3.66e-08,1.2833e+06,-2.29957e+07
3.67e-08,1.28025e+06,-2.30104e+07
3.68e-08,1.27676e+06,-2.30154e+07
3.69e-08,1.27636e+06,-2.30019e+07
3.7e-08,1.27234e+06,-2.29894e+07
3.71e-08,1.26995e+06,-2.30048e+07
3.72e-08,1.26733e+06,-2.30268e+07
3.73e-08,1.26511e+06,-2.30384e+07
3.74e-08,1.26058e+06,-2.30383e+07
3.75e-08,1.25176e+06,-2.30479e+07
3.76e-08,1.25707e+06,-2.3004e+07
3.77e-08,1.25454e+06,-2.30383e+07
3.78e-08,1.25139e+06,-2.30563e+07
3.79e-08,1.24817e+06,-2.30624e+07
3.8e-08,1.24634e+06,-2.30578e+07
3.81e-08,1.24424e+06,-2.30436e+07
3.82e-08,1.23935e+06,-2.30438e+07
3.83e-08,1.23895e+06,-2.30701e+07
3.84e-08,1.23624e+06,-2.30787e+07
3.85e-08,1.23294e+06,-2.30854e+07
3.86e-08,1.23593e+06,-2.30649e+07
3.87e-08,1.22952e+06,-2.30596e+07
3.88e-08,1.2226e+06,-2.30795e+07
3.89e-08,1.22415e+06,-2.30941e+07
3.9e-08,1.22024e+06,-2.31074e+07
3.91e-08,1.20814e+06,-2.31258e+07
3.92e-08,1.2171e+06,-2.30962e+07
3.93e-08,1.21492e+06,-2.30753e+07
3.94e-08,1.21226e+06,-2.31009e+07
3.95e-08,1.20918e+06,-2.31189e+07
3.96e-08,1.20607e+06,-2.31279e+07
3.97e-08,1.21131e+06,-2.31153e+07
3.98e-08,1.21218e+06,-2.30864e+07
3.99e-08,1.20049e+06,-2.30966e+07
4e-08,1.19983e+06,-2.31064e+07
4.01e-08,1.19446e+06,-2.3141e+07
4.02e-08,1.19274e+06,-2.31463e+07
4.03e-08,1.19165e+06,-2.314e+07
4.04e-08,1.18881e+06,-2.31309e+07
4.05e-08,1.18624e+06,-2.31246e+07
4.06e-08,1.18337e+06,-2.31492e+07
4.07e-08,1.18008e+06,-2.31622e+07
4.08e-08,1.17871e+06,-2.31696e+07
4.09e-08,1.18282e+06,-2.31478e+07
4.1e-08,1.17494e+06,-2.31484e+07
4.11e-08,1.17472e+06,-2.31454e+07
4.12e-08,1.16925e+06,-2.31712e+07
4.13e-08,1.1672e+06,-2.31835e+07
4.14e-08,1.16529e+06,-2.31891e+07
4.15e-08,1.15616e+06,-2.3204e+07
4.16e-08,1.16128e+06,-2.31659e+07
4.17e-08,1.1585e+06,-2.31703e+07
4.18e-08,1.15536e+06,-2.31917e+07
4.19e-08,1.15357e+06,-2.32026e+07
4.2e-08,1.14234e+06,-2.32256e+07
4.21e-08,1.15854e+06,-2.31762e+07
4.22e-08,1.1501e+06,-2.31806e+07
4.23e-08,1.14499e+06,-2.31902e+07
4.24e-08,1.14184e+06,-2.3211e+07
4.25e-08,1.14045e+06,-2.32232e+07
4.26e-08,1.13899e+06,-2.32264e+07
4.27e-08,1.12855e+06,-2.32439e+07
4.28e-08,1.13463e+06,-2.32017e+07
4.29e-08,1.13173e+06,-2.32084e+07
4.3e-08,1.12908e+06,-2.3229e+07
4.31e-08,1.12778e+06,-2.32397e+07
4.32e-08,1.11882e+06,-2.32577e+07
4.33e-08,1.11555e+06,-2.32624e+07
4.34e-08,1.12167e+06,-2.32202e+07
4.35e-08,1.11873e+06,-2.32252e+07
4.36e-08,1.11651e+06,-2.3246e+07
4.37e-08,1.11505e+06,-2.32585e+07
4.38e-08,1.1066e+06,-2.32746e+07
4.39e-08,1.11151e+06,-2.32551e+07
4.4e-08,1.10897e+06,-2.3239e+07
4.41e-08,1.106e+06,-2.32406e+07
4.42e-08,1.10414e+06,-2.32618e+07
4.43e-08,1.10242e+06,-2.32762e+07
4.44e-08,1.10106e+06,-2.32794e+07
4.45e-08,1.09054e+06,-2.32983e+07
4.46e-08,1.09652e+06,-2.32583e+07
4.47e-08,1.09354e+06,-2.32545e+07
4.48e-08,1.09198e+06,-2.32765e+07
4.49e-08,1.09045e+06,-2.32904e+07
4.5e-08,1.08845e+06,-2.32976e+07
4.51e-08,1.07854e+06,-2.33157e+07
4.52e-08,1.08436e+06,-2.32774e+07
4.53e-08,1.08136e+06,-2.32669e+07
4.54e-08,1.08001e+06,-2.329e+07
4.55e-08,1.07931e+06,-2.33044e+07
4.56e-08,1.06767e+06,-2.33308e+07
4.57e-08,1.07493e+06,-2.33087e+07
4.58e-08,1.07244e+06,-2.32967e+07
4.59e-08,1.06953e+06,-2.32824e+07
4.6e-08,1.06823e+06,-2.33021e+07
4.61e-08,1.06674e+06,-2.33185e+07
4.62e-08,1.07498e+06,-2.3311e+07
4.63e-08,1.0632e+06,-2.3326e+07
4.64e-08,1.06077e+06,-2.33158e+07
4.65e-08,1.05795e+06,-2.33012e+07
4.66e-08,1.05665e+06,-2.33127e+07
4.67e-08,1.05519e+06,-2.33306e+07
4.68e-08,1.0534e+06,-2.33431e+07
4.69e-08,1.04556e+06,-2.33605e+07
4.7e-08,1.04934e+06,-2.33348e+07
4.71e-08,1.04429e+06,-2.33227e+07
4.72e-08,1.04527e+06,-2.33215e+07
4.73e-08,1.04384e+06,-2.33415e+07
4.74e-08,1.04227e+06,-2.33536e+07
4.75e-08,1.04493e+06,-2.33435e+07
4.76e-08,1.03816e+06,-2.33531e+07
4.77e-08,1.0354e+06,-2.33395e+07
4.78e-08,1.03461e+06,-2.33264e+07
4.79e-08,1.03269e+06,-2.33511e+07
4.8e-08,1.03106e+06,-2.33662e+07
4.81e-08,1.03057e+06,-2.3371e+07
4.82e-08,1.0301e+06,-2.33619e+07
4.83e-08,1.0245e+06,-2.33599e+07
4.84e-08,1.02308e+06,-2.335e+07
4.85e-08,1.02172e+06,-2.33588e+07
4.86e-08,1.02016e+06,-2.33763e+07
4.87e-08,1.01856e+06,-2.33845e+07
4.88e-08,1.02414e+06,-2.3364e+07
4.89e-08,1.01388e+06,-2.33793e+07
4.9e-08,1.01226e+06,-2.33679e+07
4.91e-08,1.01094e+06,-2.33673e+07
4.92e-08,1.00943e+06,-2.33842e+07
4.93e-08,1.00758e+06,-2.33982e+07
4.94e-08,1.00545e+06,-2.34046e+07
4.95e-08,1.00227e+06,-2.34088e+07
4.96e-08,1.00165e+06,-2.33855e+07
4.97e-08,1.00033e+06,-2.33802e+07
4.98e-08,998901,-2.33915e+07
4.99e-08,997224,-2.34067e+07
5e-08,991704,-2.342e+07
5.01e-08,993224,-2.34143e+07
5.02e-08,991306,-2.34065e+07
5.03e-08,989900,-2.33981e+07
5.04e-08,988535,-2.34022e+07
5.05e-08,986951,-2.34138e+07
5.06e-08,985173,-2.34258e+07
5.07e-08,975828,-2.3451e+07
5.08e-08,981634,-2.34248e+07
5.09e-08,980082,-2.34146e+07
5.1e-08,978359,-2.3411e+07
5.11e-08,976839,-2.34244e+07
5.12e-08,975107,-2.3434e+07
5.13e-08,976351,-2.34307e+07
5.14e-08,972602,-2.34416e+07
5.15e-08,971335,-2.34336e+07
5.16e-08,969763,-2.34281e+07
5.17e-08,967976,-2.34335e+07
5.18e-08,965872,-2.3444e+07
5.19e-08,972181,-2.3436e+07
5.2e-08,963509,-2.3456e+07
5.21e-08,962592,-2.34523e+07
5.22e-08,961193,-2.3445e+07
5.23e-08,959617,-2.34437e+07
5.24e-08,957742,-2.34544e+07
5.25e-08,955546,-2.34621e+07
5.26e-08,950662,-2.34799e+07
5.27e-08,953776,-2.34684e+07
5.28e-08,952689,-2.34643e+07
5.29e-08,951266,-2.34622e+07
5.3e-08,949635,-2.34613e+07
5.31e-08,947677,-2.34732e+07
5.32e-08,945461,-2.34784e+07
5.33e-08,938381,-2.35002e+07
5.34e-08,944136,-2.34832e+07
5.35e-08,944231,-2.34767e+07
5.36e-08,941528,-2.34788e+07
5.37e-08,939827,-2.34812e+07
5.38e-08,939045,-2.34895e+07
5.39e-08,932601,-2.34992e+07
5.4e-08,935640,-2.34959e+07
5.41e-08,934612,-2.34977e+07
5.42e-08,933385,-2.34956e+07
5.43e-08,931942,-2.34951e+07
5.44e-08,930180,-2.34995e+07
5.45e-08,928081,-2.35075e+07
5.46e-08,926689,-2.35085e+07
5.47e-08,926156,-2.35146e+07
5.48e-08,925219,-2.35117e+07
5.49e-08,926180,-2.34911e+07
5.5e-08,922529,-2.35111e+07
5.51e-08,920712,-2.35167e+07
5.52e-08,918600,-2.35232e+07
5.53e-08,924534,-2.35032e+07
5.54e-08,916984,-2.35295e+07
5.55e-08,916098,-2.35267e+07
5.56e-08,914797,-2.35287e+07
5.57e-08,913284,-2.35269e+07
5.58e-08,911422,-2.3533e+07
5.59e-08,907452,-2.35405e+07
5.6e-08,908498,-2.35453e+07
5.61e-08,907943,-2.35441e+07
5.62e-08,906939,-2.35437e+07
5.63e-08,905747,-2.35448e+07
5.64e-08,904205,-2.35425e+07
5.65e-08,902311,-2.35487e+07
5.66e-08,900311,-2.35517e+07
5.67e-08,899803,-2.35559e+07
5.68e-08,899032,-2.35584e+07
5.69e-08,898066,-2.35594e+07
5.7e-08,896852,-2.35607e+07
5.71e-08,895297,-2.3558e+07
5.72e-08,893493,-2.35636e+07
5.73e-08,885684,-2.35846e+07
5.74e-08,890909,-2.35732e+07
5.75e-08,890269,-2.35728e+07
5.76e-08,889340,-2.35754e+07
5.77e-08,888122,-2.35765e+07
5.78e-08,886553,-2.35736e+07
5.79e-08,875793,-2.35951e+07
5.8e-08,882694,-2.35799e+07
5.81e-08,881398,-2.35976e+07
5.82e-08,881641,-2.3587e+07
5.83e-08,880754,-2.3591e+07
5.84e-08,879546,-2.35921e+07
5.85e-08,877996,-2.35891e+07
5.86e-08,868976,-2.36059e+07
5.87e-08,873869,-2.35985e+07
5.88e-08,873773,-2.36016e+07
5.89e-08,873151,-2.36018e+07
5.9e-08,872308,-2.36063e+07
5.91e-08,871128,-2.36075e+07
5.92e-08,869596,-2.36047e+07
5.93e-08,867712,-2.36061e+07
5.94e-08,872560,-2.35889e+07
5.95e-08,865388,-2.36156e+07
5.96e-08,864816,-2.36165e+07
5.97e-08,863989,-2.36215e+07
5.98e-08,862851,-2.36229e+07
5.99e-08,861364,-2.36203e+07
6e-08,858919,-2.36212e+07
6.01e-08,850503,-2.36454e+07
6.02e-08,857114,-2.36292e+07
6.03e-08,856594,-2.36308e+07
6.04e-08,855835,-2.3636e+07
