time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
9.99975848733e-11,-1e+300,2.3939587038400002e-23,3.74481720601e-25,(1.89822997958e-11 -1.28130559319e-26 -1.72063519935e-12)
2.00004996735e-10,-1e+300,2.9089007929200004e-23,3.06462544074e-25,(1.84154645706e-11 -2.73044532672e-27 -9.33959258133e-13)
2.99999799203e-10,-1e+300,3.0419703030600003e-23,3.0147086184699997e-25,(1.83968607383e-11 -3.03894553184e-27 -7.85470675312e-13)
4.00004636304e-10,-1e+300,3.0751977587e-23,3.02058471648e-25,(1.84673063981e-11 -4.38352429404e-27 -7.47908014697e-13)
5.00004286972e-10,-1e+300,3.08780755301e-23,3.04070608461e-25,(1.85834355375e-11 -6.00501368563e-27 -7.38893854432e-13)
6.00003060934e-10,-1e+300,3.08690312734e-23,3.05659076225e-25,(1.86695628569e-11 -7.56519607495e-27 -7.34074875508e-13)
6.99997789511e-10,-1e+300,3.08837906925e-23,3.07912666537e-25,(1.88047734362e-11 -8.05039400762e-27 -7.30688270435e-13)
7.99998161134e-10,-1e+300,3.08323495914e-23,3.0942911604599997e-25,(1.8884252585e-11 -8.2093505318e-27 -7.29249976398e-13)
8.9999496832e-10,-1e+300,3.0823844284300005e-23,3.11571747284e-25,(1.90229555346e-11 -6.21114064098e-27 -7.2462515463e-13)
1.00000010028e-09,-1e+300,3.0777497336200004e-23,3.13113192852e-25,(1.91104536386e-11 -4.56896534189e-27 -7.23670850923e-13)
1.10000148926e-09,-1e+300,3.07578140791e-23,3.15007145906e-25,(1.92317855123e-11 -3.42754634013e-27 -7.1929915242e-13)
1.20000408812e-09,-1e+300,3.0726126905e-23,3.1659535750899997e-25,(1.93259644958e-11 -2.65893836704e-27 -7.16011305766e-13)
1.29999925158e-09,-1e+300,3.07006376958e-23,3.1824623353499997e-25,(1.94283033011e-11 -2.61616795427e-27 -7.11418659434e-13)
1.40000536511e-09,-1e+300,3.0687704627800003e-23,3.19877699436e-25,(1.95289151595e-11 -3.5842403992e-27 -7.06910030297e-13)
1.5000018975e-09,-1e+300,3.06553215929e-23,3.21216052125e-25,(1.96131589727e-11 -4.29144165939e-27 -7.0182746866e-13)
1.60000085733e-09,-1e+300,3.06605690212e-23,3.229747658e-25,(1.97194173112e-11 -4.55703254345e-27 -6.98980769344e-13)
1.7000011242e-09,-1e+300,3.0624171655700003e-23,3.2406394081699997e-25,(1.97842325211e-11 -4.81228167713e-27 -6.9098488146e-13)
1.79999912637e-09,-1e+300,3.0643306289600004e-23,3.2591996109000002e-25,(1.98977726779e-11 -4.75091700381e-27 -6.90278583176e-13)
1.8999965617e-09,-1e+300,3.0617133831900005e-23,3.27010793987e-25,(1.99565338373e-11 -4.47014426671e-27 -6.81625198248e-13)
2.00000295535e-09,-1e+300,3.06316880607e-23,3.286779838e-25,(2.00638761036e-11 -4.30133180707e-27 -6.80307831736e-13)
2.10000467609e-09,-1e+300,3.06200493476e-23,3.29845658006e-25,(2.01307730439e-11 -4.23863713119e-27 -6.72383427568e-13)
2.20000421198e-09,-1e+300,3.0623238295200005e-23,3.31241603632e-25,(2.02179310519e-11 -3.99742289473e-27 -6.69201070859e-13)
2.30000179646e-09,-1e+300,3.0627954976e-23,3.3251666358499997e-25,(2.02938506495e-11 -3.40037616449e-27 -6.6492051757e-13)
2.39999829299e-09,-1e+300,3.0615756665600004e-23,3.3360373588699997e-25,(2.03601092753e-11 -2.74196678312e-27 -6.58022003278e-13)
2.50000028637e-09,-1e+300,3.06386601267e-23,3.35050701893e-25,(2.04461872834e-11 -2.15048681655e-27 -6.56607535518e-13)
2.6000024782e-09,-1e+300,3.06167252138e-23,3.35882291315e-25,(2.04908324944e-11 -1.61565877973e-27 -6.46509617659e-13)
2.69999617759e-09,-1e+300,3.06467043019e-23,3.3743947303699998e-25,(2.05872176099e-11 -1.30454383674e-27 -6.47333249047e-13)
2.80000001755e-09,-1e+300,3.0634383842900004e-23,3.3826361240399998e-25,(2.06332269399e-11 -1.41179840752e-27 -6.37402327729e-13)
2.90000463964e-09,-1e+300,3.06507996847e-23,3.39622463561e-25,(2.07179095786e-11 -1.91917401412e-27 -6.37082688978e-13)
2.99999706874e-09,-1e+300,3.06534379349e-23,3.40599810783e-25,(2.07752309392e-11 -2.52907521253e-27 -6.31093507719e-13)
3.10000324223e-09,-1e+300,3.06498181758e-23,3.4164626247499996e-25,(2.08369446558e-11 -2.77641248837e-27 -6.25516700722e-13)
3.20000539138e-09,-1e+300,3.0671323498300004e-23,3.4286832871399998e-25,(2.09065834272e-11 -2.75202532183e-27 -6.2360771055e-13)
3.29999733362e-09,-1e+300,3.0652275647100004e-23,3.4355487686299997e-25,(2.09460492221e-11 -2.40138453689e-27 -6.13971491356e-13)
3.40000090043e-09,-1e+300,3.06821399884e-23,3.4490811051399997e-25,(2.10287946859e-11 -1.32942323432e-27 -6.15177935967e-13)
3.49999565592e-09,-1e+300,3.06682672742e-23,3.45606236785e-25,(2.10632178058e-11 -2.74136316006e-29 -6.05733301607e-13)
3.6000025575e-09,-1e+300,3.06851023191e-23,3.4679124058599997e-25,(2.11400493e-11 8.25908057256e-28 -6.05809273535e-13)
3.70000312603e-09,-1e+300,3.0690201506100005e-23,3.4768226101699996e-25,(2.11888076349e-11 1.44363155413e-27 -6.00506309811e-13)
3.79999627048e-09,-1e+300,3.06803373353e-23,3.4848138932299997e-25,(2.12406159583e-11 1.69820928736e-27 -5.94914031823e-13)
