Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
9.99976e-11,3.80383e-07,3.79135e-07
2.00005e-10,3.80299e-07,3.78877e-07
3e-10,3.80126e-07,3.78673e-07
4.00005e-10,3.79937e-07,3.78477e-07
5.00004e-10,3.79745e-07,3.78285e-07
6.00003e-10,3.79554e-07,3.78094e-07
6.99998e-10,3.79363e-07,3.77904e-07
7.99998e-10,3.79174e-07,3.77717e-07
8.99995e-10,3.78985e-07,3.77528e-07
1e-09,3.78799e-07,3.77344e-07
1.1e-09,3.78612e-07,3.77156e-07
1.2e-09,3.78428e-07,3.76975e-07
1.3e-09,3.78242e-07,3.76787e-07
1.40001e-09,3.7806e-07,3.76609e-07
1.5e-09,3.77876e-07,3.76424e-07
1.6e-09,3.77695e-07,3.76247e-07
1.7e-09,3.77514e-07,3.76065e-07
1.8e-09,3.77334e-07,3.75887e-07
1.9e-09,3.77155e-07,3.75709e-07
2e-09,3.76976e-07,3.7553e-07
2.10001e-09,3.76799e-07,3.75355e-07
2.2e-09,3.76621e-07,3.75175e-07
2.3e-09,3.76446e-07,3.75004e-07
2.4e-09,3.76269e-07,3.74825e-07
2.5e-09,3.76095e-07,3.74655e-07
2.6e-09,3.7592e-07,3.7448e-07
2.7e-09,3.75746e-07,3.74307e-07
2.8e-09,3.75573e-07,3.74136e-07
2.9e-09,3.754e-07,3.73961e-07
3e-09,3.7523e-07,3.73794e-07
3.1e-09,3.75057e-07,3.73619e-07
3.20001e-09,3.74887e-07,3.73453e-07
3.3e-09,3.74717e-07,3.73282e-07
3.4e-09,3.74547e-07,3.73113e-07
3.5e-09,3.74379e-07,3.72947e-07
3.6e-09,3.7421e-07,3.72775e-07
3.7e-09,3.74043e-07,3.72612e-07
3.8e-09,3.73874e-07,3.72442e-07
3.9e-09,3.73708e-07,3.72279e-07
4e-09,3.73542e-07,3.72113e-07
4.1e-09,3.73376e-07,3.71946e-07
4.19999e-09,3.73212e-07,3.71785e-07
4.30001e-09,3.73046e-07,3.71616e-07
4.4e-09,3.72883e-07,3.71457e-07
4.5e-09,3.72718e-07,3.71293e-07
4.6e-09,3.72556e-07,3.71129e-07
4.7e-09,3.72393e-07,3.7097e-07
4.8e-09,3.7223e-07,3.70803e-07
4.9e-09,3.7207e-07,3.70647e-07
5.00001e-09,3.71907e-07,3.70485e-07
5.1e-09,3.71747e-07,3.70324e-07
5.2e-09,3.71587e-07,3.70167e-07
5.3e-09,3.71427e-07,3.70002e-07
5.39999e-09,3.71268e-07,3.69849e-07
5.49999e-09,3.71109e-07,3.69689e-07
5.6e-09,3.70951e-07,3.6953e-07
5.69999e-09,3.70793e-07,3.69376e-07
5.79999e-09,3.70635e-07,3.69214e-07
5.9e-09,3.70478e-07,3.69061e-07
6e-09,3.70321e-07,3.68905e-07
6.1e-09,3.70165e-07,3.68747e-07
6.2e-09,3.7001e-07,3.68595e-07
6.3e-09,3.69854e-07,3.68436e-07
6.4e-09,3.69699e-07,3.68284e-07
6.5e-09,3.69544e-07,3.68131e-07
6.59999e-09,3.6939e-07,3.67973e-07
6.7e-09,3.69237e-07,3.67825e-07
6.8e-09,3.69083e-07,3.6767e-07
6.9e-09,3.68931e-07,3.67517e-07
7e-09,3.68778e-07,3.67368e-07
7.1e-09,3.68626e-07,3.67211e-07
7.2e-09,3.68475e-07,3.67064e-07
7.3e-09,3.68323e-07,3.66913e-07
7.4e-09,3.68172e-07,3.6676e-07
7.5e-09,3.68022e-07,3.66613e-07
7.6e-09,3.67871e-07,3.66461e-07
7.7e-09,3.67722e-07,3.66312e-07
7.8e-09,3.67572e-07,3.66165e-07
7.9e-09,3.67423e-07,3.66012e-07
8.00001e-09,3.67275e-07,3.65868e-07
8.1e-09,3.67126e-07,3.6572e-07
8.20001e-09,3.66978e-07,3.65569e-07
8.30001e-09,3.66831e-07,3.65426e-07
8.4e-09,3.66683e-07,3.65278e-07
8.5e-09,3.66537e-07,3.65131e-07
8.6e-09,3.66391e-07,3.64987e-07
8.70001e-09,3.66244e-07,3.64838e-07
8.8e-09,3.66099e-07,3.64695e-07
8.9e-09,3.65953e-07,3.64551e-07
9e-09,3.65808e-07,3.64401e-07
9.1e-09,3.65664e-07,3.64262e-07
9.2e-09,3.65519e-07,3.64118e-07
9.30001e-09,3.65376e-07,3.63971e-07
9.39999e-09,3.65233e-07,3.63832e-07
9.5e-09,3.65089e-07,3.63688e-07
9.59999e-09,3.64946e-07,3.63543e-07
9.7e-09,3.64804e-07,3.63405e-07
9.80001e-09,3.64661e-07,3.6326e-07
9.9e-09,3.6452e-07,3.63119e-07
1e-08,3.64378e-07,3.6298e-07
1.01e-08,3.64236e-07,3.62835e-07
1.02e-08,3.64096e-07,3.62697e-07
1.03e-08,3.63955e-07,3.62558e-07
1.04e-08,3.63815e-07,3.62413e-07
1.05e-08,3.63675e-07,3.62278e-07
1.06e-08,3.63535e-07,3.6214e-07
1.07e-08,3.63396e-07,3.61995e-07
1.08e-08,3.63257e-07,3.61862e-07
1.09e-08,3.63118e-07,3.61724e-07
1.1e-08,3.6298e-07,3.61581e-07
1.11e-08,3.62842e-07,3.61448e-07
1.12e-08,3.62704e-07,3.6131e-07
1.13e-08,3.62567e-07,3.6117e-07
1.14e-08,3.6243e-07,3.61037e-07
