Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
1.00002e-10,1.60155e-07,1.59135e-07
1.99998e-10,1.59868e-07,1.58791e-07
2.99997e-10,1.5955e-07,1.58471e-07
3.99997e-10,1.59235e-07,1.58158e-07
5.00002e-10,1.58923e-07,1.57848e-07
5.99999e-10,1.58618e-07,1.57542e-07
6.99999e-10,1.58318e-07,1.57242e-07
8.00003e-10,1.58023e-07,1.56951e-07
9.00002e-10,1.57732e-07,1.56661e-07
9.99997e-10,1.57444e-07,1.56372e-07
1.1e-09,1.57162e-07,1.56093e-07
1.2e-09,1.56883e-07,1.55816e-07
1.3e-09,1.56607e-07,1.55539e-07
1.4e-09,1.56336e-07,1.55269e-07
1.5e-09,1.56067e-07,1.55003e-07
1.6e-09,1.55801e-07,1.54736e-07
1.7e-09,1.55539e-07,1.54475e-07
1.8e-09,1.5528e-07,1.54218e-07
1.9e-09,1.55022e-07,1.53958e-07
2e-09,1.54768e-07,1.53707e-07
2.1e-09,1.54517e-07,1.53456e-07
2.2e-09,1.54267e-07,1.53203e-07
2.3e-09,1.54022e-07,1.52963e-07
2.4e-09,1.53777e-07,1.52717e-07
2.5e-09,1.53535e-07,1.52476e-07
2.6e-09,1.53297e-07,1.52239e-07
2.7e-09,1.53059e-07,1.51996e-07
2.8e-09,1.52824e-07,1.51768e-07
2.9e-09,1.52592e-07,1.51532e-07
3e-09,1.52361e-07,1.51304e-07
3.1e-09,1.52133e-07,1.51075e-07
3.2e-09,1.51905e-07,1.50846e-07
3.3e-09,1.51681e-07,1.50626e-07
3.4e-09,1.51458e-07,1.50397e-07
3.5e-09,1.51237e-07,1.50182e-07
3.6e-09,1.51018e-07,1.49959e-07
3.7e-09,1.50801e-07,1.49746e-07
3.8e-09,1.50585e-07,1.49527e-07
3.9e-09,1.50371e-07,1.49316e-07
4e-09,1.50159e-07,1.49102e-07
4.1e-09,1.49948e-07,1.48892e-07
4.2e-09,1.49739e-07,1.48683e-07
4.3e-09,1.49531e-07,1.48474e-07
4.4e-09,1.49325e-07,1.4827e-07
4.5e-09,1.4912e-07,1.48063e-07
4.6e-09,1.48917e-07,1.47862e-07
4.7e-09,1.48715e-07,1.47658e-07
4.8e-09,1.48515e-07,1.4746e-07
4.9e-09,1.48316e-07,1.47259e-07
5e-09,1.48119e-07,1.47063e-07
5.1e-09,1.47921e-07,1.46865e-07
5.2e-09,1.47727e-07,1.46672e-07
5.3e-09,1.47533e-07,1.46476e-07
5.40001e-09,1.47341e-07,1.46285e-07
5.5e-09,1.47149e-07,1.46093e-07
5.6e-09,1.46959e-07,1.45903e-07
5.7e-09,1.4677e-07,1.45715e-07
5.8e-09,1.46583e-07,1.45525e-07
5.9e-09,1.46395e-07,1.45341e-07
6e-09,1.4621e-07,1.45151e-07
6.1e-09,1.46026e-07,1.44971e-07
6.2e-09,1.45842e-07,1.44782e-07
6.3e-09,1.4566e-07,1.44605e-07
6.4e-09,1.45479e-07,1.44418e-07
6.5e-09,1.45299e-07,1.44244e-07
6.6e-09,1.45119e-07,1.44061e-07
6.7e-09,1.44942e-07,1.43885e-07
6.8e-09,1.44764e-07,1.43708e-07
6.9e-09,1.44589e-07,1.4353e-07
