time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.00001586339e-10,-1e+300,2.0045429879e-23,2.44126964027e-25,(1.5179783204e-11 -4.78663162229e-28 -8.28368326486e-13)
1.99997672949e-10,-1e+300,2.1955800029800002e-23,2.40867194666e-25,(1.52133096397e-11 -8.00762446469e-28 -6.19046087706e-13)
2.99997100567e-10,-1e+300,2.2288087422400002e-23,2.44983626959e-25,(1.53558515523e-11 -1.03086663937e-27 -6.05148304012e-13)
3.99997104167e-10,-1e+300,2.2344812092700002e-23,2.48791341429e-25,(1.54949964903e-11 -9.27038447715e-28 -6.01790076943e-13)
5.00002212817e-10,-1e+300,2.23338154376e-23,2.52408521976e-25,(1.56694686426e-11 -2.43006260432e-27 -6.02709200984e-13)
5.9999918401e-10,-1e+300,2.23158093089e-23,2.5607318957099998e-25,(1.58471007469e-11 -2.39810980631e-27 -6.01266535666e-13)
6.99999458337e-10,-1e+300,2.2262001945700002e-23,2.5926485304799998e-25,(1.59981172176e-11 -1.82810336325e-27 -5.9595646555e-13)
8.00002592592e-10,-1e+300,2.2195775300100002e-23,2.6201006942899997e-25,(1.61196227174e-11 -7.57294542786e-28 -5.92303964346e-13)
9.00002445974e-10,-1e+300,2.21534308952e-23,2.6483527318e-25,(1.62826661537e-11 -3.53025662285e-28 -5.88115184484e-13)
9.99997323166e-10,-1e+300,2.21045374147e-23,2.67311171876e-25,(1.64235444088e-11 9.03663519743e-28 -5.78953440054e-13)
1.10000204509e-09,-1e+300,2.20365234622e-23,2.694036337e-25,(1.65311614534e-11 2.35379959369e-27 -5.73051560878e-13)
1.19999914864e-09,-1e+300,2.1968160376300002e-23,2.71261697598e-25,(1.66420377259e-11 3.93011008043e-27 -5.662419705e-13)
1.29999719328e-09,-1e+300,2.19334664112e-23,2.73445697231e-25,(1.67716863358e-11 4.69362894979e-27 -5.54491266784e-13)
1.39999856519e-09,-1e+300,2.18717015738e-23,2.75182676204e-25,(1.68687853267e-11 4.34040918956e-27 -5.44807498303e-13)
1.49999650437e-09,-1e+300,2.17969259722e-23,2.7679127872299997e-25,(1.69464586648e-11 2.951016267e-27 -5.35073884567e-13)
1.60000085146e-09,-1e+300,2.17657260746e-23,2.7861505278499998e-25,(1.70673380949e-11 1.66030836459e-27 -5.24081720067e-13)
1.69999864646e-09,-1e+300,2.1703524371500002e-23,2.8022077978699997e-25,(1.71487788021e-11 8.77512031148e-28 -5.1308047344e-13)
1.80000174902e-09,-1e+300,2.1629459176400002e-23,2.8163365652499997e-25,(1.72138847491e-11 6.44507265508e-28 -5.0217508653e-13)
1.90000120311e-09,-1e+300,2.1589494537000002e-23,2.83226745914e-25,(1.73187415727e-11 1.34094086012e-27 -4.92784328657e-13)
1.99999772829e-09,-1e+300,2.1521018795500003e-23,2.84617900318e-25,(1.73828424008e-11 1.71950941491e-27 -4.81972053038e-13)
2.1000020514e-09,-1e+300,2.1457706167900002e-23,2.8594807983e-25,(1.74486921769e-11 1.75635227816e-27 -4.72491876881e-13)
