Time,max(CACoordsX),min(CACoordsX),max(coordsX_Meniscus),min(coordsX_Meniscus),time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N),# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ,max(Result),min(Result)
1.10001e-09,1.59254e-07,1.59175e-07,1.5943e-07,1.59175e-07,1.10000593055e-09,-1e+300,8.25857510867e-25,3.00930657096e-26,(3.4236708463e-12 -1.08963841554e-28 -1.19263755069e-13),1.10000593055e-09,0.0,0.0,-5.54254774796e-09,4.940533407410001e-12,-2.32762264101e-28,0.0,8.64358944271e-12,-2.1527730263e-26,4.91472148183e-12,1722000.0,-4495570.0
1.20001e-09,1.59191e-07,1.59114e-07,1.59368e-07,1.59114e-07,1.20000593055e-09,-1e+300,8.25269310907e-25,3.01656211666e-26,(3.44094032445e-12 -1.05524655515e-28 -1.19039495221e-13),1.20000593055e-09,0.0,0.0,-5.58793121018e-09,4.955589948170001e-12,-2.33496734693e-28,0.0,8.644019381030001e-12,-2.55171788133e-26,4.925765472890001e-12,1720390.0,-4506300.0
1.30001e-09,1.5913e-07,1.59053e-07,1.59307e-07,1.59053e-07,1.30000593055e-09,-1e+300,8.2516989392e-25,3.02355647237e-26,(3.45747879709e-12 -1.19604646552e-28 -1.18527350223e-13),1.30000593055e-09,0.0,0.0,-5.63449991634e-09,4.9699286627500004e-12,-2.3303436898900003e-28,0.0,8.644445480630001e-12,-2.9164043355800003e-26,4.9363053548e-12,1731820.0,-4515040.0
1.40001e-09,1.59069e-07,1.58992e-07,1.59246e-07,1.58992e-07,1.40000593055e-09,-1e+300,8.25097940002e-25,3.02921870393e-26,(3.47257670638e-12 -9.30599775001e-29 -1.1770546115e-13),1.40000593055e-09,0.0,0.0,-5.69248354613e-09,4.982349995570001e-12,-2.37879662473e-28,0.0,8.64486583573e-12,-3.2495628938999996e-26,4.946366826960001e-12,1739560.0,-4530340.0
1.50001e-09,1.59008e-07,1.58931e-07,1.59185e-07,1.58931e-07,1.50000593055e-09,-1e+300,8.24835410789e-25,3.0332535405500003e-26,(3.48602098857e-12 -1.16228788997e-28 -1.16970352334e-13),1.50000593055e-09,0.0,0.0,-5.72774421285e-09,4.99300685519e-12,-2.4347658909e-28,0.0,8.64528071081e-12,-3.5543105494300003e-26,4.9559927559600004e-12,1747150.0,-4524720.0
1.60001e-09,1.58947e-07,1.58869e-07,1.59123e-07,1.58869e-07,1.60000593055e-09,-1e+300,8.24330049906e-25,3.0356654779e-26,(3.498039834e-12 -1.34145178642e-28 -1.16180538356e-13),1.60000593055e-09,0.0,0.0,-5.77401557769e-09,5.00170575763e-12,-2.4991817235800004e-28,0.0,8.6456909317e-12,-3.83449528898e-26,4.965225831130001e-12,1749830.0,-4523680.0
1.70001e-09,1.58886e-07,1.58807e-07,1.59063e-07,1.58807e-07,1.70000593055e-09,-1e+300,8.23534894481e-25,3.0364333618900004e-26,(3.50859089794e-12 -1.39012290559e-28 -1.15512657241e-13),1.70000593055e-09,0.0,0.0,-5.82033494102e-09,5.00853522981e-12,-2.54603302347e-28,0.0,8.646097249060001e-12,-4.09484437624e-26,4.974103228030001e-12,1748330.0,-4520390.0
1.80001e-09,1.58825e-07,1.58747e-07,1.59003e-07,1.58747e-07,1.80000593055e-09,-1e+300,8.22997509777e-25,3.03850542966e-26,(3.51994959468e-12 -1.51513511328e-28 -1.14792528858e-13),1.80000593055e-09,0.0,0.0,-5.87455246583e-09,5.0163426521200004e-12,-2.5638449680200003e-28,0.0,8.64650093677e-12,-4.34072213362e-26,4.982664883090001e-12,1738810.0,-4533640.0
1.90001e-09,1.58764e-07,1.58687e-07,1.58943e-07,1.58687e-07,1.90000593055e-09,-1e+300,8.236076925249999e-25,3.0447921212999997e-26,(3.53457402376e-12 -1.33826607913e-28 -1.14288272845e-13),1.90000593055e-09,0.0,0.0,-5.91757693679e-09,5.029312872710001e-12,-2.48032494671e-28,0.0,8.64690574891e-12,-4.57695153794e-26,4.99096831958e-12,1753900.0,-4542210.0
2.00001e-09,1.58704e-07,1.58628e-07,1.58883e-07,1.58628e-07,2.00000593055e-09,-1e+300,8.2423353866599985e-25,3.0499708945900003e-26,(3.54803302091e-12 -1.46437067606e-28 -1.13463862186e-13),2.00000593055e-09,0.0,0.0,-5.9680358579e-09,5.04055237038e-12,-2.44270166955e-28,0.0,8.64730790734e-12,-4.810321131e-26,4.9989995685100004e-12,1763480.0,-4553100.0
2.10001e-09,1.58644e-07,1.58568e-07,1.58823e-07,1.58568e-07,2.10000593056e-09,-1e+300,8.2469967043e-25,3.05382117878e-26,(3.56019644431e-12 -1.73354093504e-28 -1.12499515605e-13),2.10000593056e-09,0.0,0.0,-6.01807598578e-09,5.0501503319e-12,-2.42320397359e-28,0.0,8.64770606954e-12,-5.04766051869e-26,5.00676748376e-12,1770280.0,-4561870.0
2.20001e-09,1.58585e-07,1.58507e-07,1.58763e-07,1.58507e-07,2.20000593056e-09,-1e+300,8.248602107879999e-25,3.05614059039e-26,(3.57105352228e-12 -1.41096679041e-28 -1.11544383017e-13),2.20000593056e-09,0.0,0.0,-6.06757546878e-09,5.058061512530001e-12,-2.39363110694e-28,0.0,8.648100435360001e-12,-5.295371675630001e-26,5.014291788760001e-12,1773710.0,-4566560.0
2.30001e-09,1.58525e-07,1.58447e-07,1.58703e-07,1.58447e-07,2.30000593056e-09,-1e+300,8.246795334139999e-25,3.05689397326e-26,(3.58059548025e-12 -1.0324643849e-28 -1.10653135006e-13),2.30000593056e-09,0.0,0.0,-6.11653603091e-09,5.06427920416e-12,-2.3302693929900003e-28,0.0,8.6484912029e-12,-5.55940253168e-26,5.0215901414300004e-12,1773270.0,-4567440.0
2.40001e-09,1.58465e-07,1.58386e-07,1.58643e-07,1.58386e-07,2.40000593056e-09,-1e+300,8.2415132825299985e-25,3.05612426064e-26,(3.58882561817e-12 -1.39908683936e-28 -1.09787509253e-13),2.40000593056e-09,0.0,0.0,-6.1648608446e-09,5.06881382201e-12,-2.3105562903400003e-28,0.0,8.648878718240001e-12,-5.84513566731e-26,5.02868107748e-12,1768560.0,-4566470.0
2.50001e-09,1.58405e-07,1.58327e-07,1.58584e-07,1.58327e-07,2.50000593056e-09,-1e+300,8.24365979849e-25,3.0590647606e-26,(3.59996099787e-12 -1.28896629354e-28 -1.09309968119e-13),2.50000593056e-09,0.0,0.0,-6.21154072791e-09,5.077546494610001e-12,-2.48447559725e-28,0.0,8.649264966820002e-12,-6.15664606689e-26,5.03559478961e-12,1772530.0,-4569320.0
2.60001e-09,1.58346e-07,1.58269e-07,1.58526e-07,1.58269e-07,2.60000593056e-09,-1e+300,8.25293688633e-25,3.0640535737e-26,(3.61254134959e-12 -1.56097074045e-28 -1.08754409765e-13),2.60000593056e-09,0.0,0.0,-6.26836561377e-09,5.088068368190001e-12,-2.8142018219e-28,0.0,8.6496512601e-12,-6.49707569817e-26,5.04235884198e-12,1781160.0,-4585590.0
2.70001e-09,1.58287e-07,1.5821e-07,1.58467e-07,1.5821e-07,2.70000593056e-09,-1e+300,8.26086418264e-25,3.06785431356e-26,(3.62396563457e-12 -1.36240295593e-28 -1.07881341647e-13),2.70000593056e-09,0.0,0.0,-6.3208431956e-09,5.097251502590001e-12,-3.16117466572e-28,0.0,8.65003418784e-12,-6.87015991891e-26,5.04895007435e-12,1789240.0,-4598040.0
2.80001e-09,1.58228e-07,1.58151e-07,1.58408e-07,1.58151e-07,2.80000593056e-09,-1e+300,8.26681459435e-25,3.0704187658e-26,(3.63420784312e-12 -2.0297622001e-28 -1.07009361145e-13),2.80000593056e-09,0.0,0.0,-6.37273933399e-09,5.10492057105e-12,-3.50661380276e-28,0.0,8.650412797860001e-12,-7.27804127601e-26,5.05537131506e-12,1794270.0,-4608110.0
2.90001e-09,1.5817e-07,1.58092e-07,1.58349e-07,1.58092e-07,2.90000593056e-09,-1e+300,8.26992289726e-25,3.07165776404e-26,(3.64324673343e-12 -2.12472237832e-28 -1.06101325283e-13),2.90000593056e-09,0.0,0.0,-6.42361411877e-09,5.1110510130200004e-12,-3.8283279327799995e-28,0.0,8.650787040840001e-12,-7.721577202780001e-26,5.061633762620001e-12,1795750.0,-4614450.0
3.00001e-09,1.58111e-07,1.58032e-07,1.5829e-07,1.58032e-07,3.00000593056e-09,-1e+300,8.26922274179e-25,3.07135267863e-26,(3.65107597381e-12 -2.57659500111e-28 -1.05310112621e-13),3.00000593056e-09,0.0,0.0,-6.47398577714e-09,5.11560664686e-12,-4.13363409308e-28,0.0,8.651156942660001e-12,-8.20031231645e-26,5.067744836510001e-12,1793220.0,-4616990.0
3.10001e-09,1.58052e-07,1.57973e-07,1.58232e-07,1.57973e-07,3.10000593056e-09,-1e+300,8.2652126983e-25,3.0696843036600004e-26,(3.65766965851e-12 -2.52013782634e-28 -1.04301373403e-13),3.10000593056e-09,0.0,0.0,-6.52325578345e-09,5.118591052080001e-12,-4.42746128213e-28,0.0,8.65152260067e-12,-8.712636969090001e-26,5.07371501408e-12,1786360.0,-4617950.0
3.20001e-09,1.57993e-07,1.57915e-07,1.58174e-07,1.57915e-07,3.20000593056e-09,-1e+300,8.2716284344499985e-25,3.07313758235e-26,(3.66849471006e-12 -2.5852815964e-28 -1.03792880585e-13),3.20000593056e-09,0.0,0.0,-6.57181065163e-09,5.1274157717e-12,-4.39694999747e-28,0.0,8.65188470865e-12,-9.25548435381e-26,5.07957822306e-12,1794430.0,-4620360.0
3.30001e-09,1.57935e-07,1.57858e-07,1.58116e-07,1.57858e-07,3.30000593057e-09,-1e+300,8.28186158465e-25,3.07715144624e-26,(3.67948746427e-12 -2.36666668589e-28 -1.03300146603e-13),3.30000593057e-09,0.0,0.0,-6.62996780782e-09,5.136486864110001e-12,-4.25236855455e-28,0.0,8.652245164350001e-12,-9.82573218125e-26,5.08534168719e-12,1804040.0,-4632540.0
3.40001e-09,1.57877e-07,1.578e-07,1.58058e-07,1.578e-07,3.40000593057e-09,-1e+300,8.29061937233e-25,3.08010686781e-26,(3.68948644378e-12 -2.1524152187e-28 -1.02461954411e-13),3.40000593057e-09,0.0,0.0,-6.69321073677e-09,5.144182218590001e-12,-4.1450001394200005e-28,0.0,8.652601165540001e-12,-1.04195070345e-25,5.090982034450001e-12,1810110.0,-4652530.0
3.50001e-09,1.5782e-07,1.57742e-07,1.58e-07,1.57742e-07,3.50000593057e-09,-1e+300,8.29705677866e-25,3.08182874319e-26,(3.69825203443e-12 -1.91379180482e-28 -1.01669267913e-13),3.50000593057e-09,0.0,0.0,-6.73524282424e-09,5.150569699520001e-12,-3.9752114418599995e-28,0.0,8.6529519283e-12,-1.10319477595e-25,5.09649994488e-12,1815690.0,-4656840.0
3.60001e-09,1.57762e-07,1.57684e-07,1.57942e-07,1.57684e-07,3.60000593057e-09,-1e+300,8.30102771527e-25,3.08241018812e-26,(3.70598520019e-12 -1.74012537789e-28 -1.0080139517e-13),3.60000593057e-09,0.0,0.0,-6.788017887e-09,5.1554457163e-12,-3.82245497573e-28,0.0,8.65329718722e-12,-1.16576194405e-25,5.10190429e-12,1815500.0,-4665240.0
3.70001e-09,1.57704e-07,1.57625e-07,1.57885e-07,1.57625e-07,3.70000593057e-09,-1e+300,8.30104075584e-25,3.0815087631500004e-26,(3.71257892202e-12 -1.6790231612e-28 -1.00094770006e-13),3.70000593057e-09,0.0,0.0,-6.83916202594e-09,5.158863711690001e-12,-3.62846962444e-28,0.0,8.653636811340001e-12,-1.22907351159e-25,5.10720187787e-12,1811750.0,-4669310.0
3.80001e-09,1.57646e-07,1.57567e-07,1.57827e-07,1.57567e-07,3.80000593057e-09,-1e+300,8.29751806426e-25,3.07923921634e-26,(3.71794193743e-12 -1.25561484642e-28 -9.91667327382e-14),3.80000593057e-09,0.0,0.0,-6.88082212095e-09,5.16100112794e-12,-3.43453593133e-28,0.0,8.65397030941e-12,-1.29256006943e-25,5.112392819660001e-12,1807990.0,-4667920.0
3.90001e-09,1.57588e-07,1.5751e-07,1.5777e-07,1.5751e-07,3.90000593057e-09,-1e+300,8.30551314176e-25,3.08252175292e-26,(3.7281994877e-12 -1.56133332885e-28 -9.87305182032e-14),3.90000593057e-09,0.0,0.0,-6.94312323566e-09,5.16919518683e-12,-2.9122410023100004e-28,0.0,8.65429503423e-12,-1.35574552092e-25,5.117514535290001e-12,1814100.0,-4678700.0
4.00001e-09,1.57531e-07,1.57454e-07,1.57714e-07,1.57454e-07,4.00000593057e-09,-1e+300,8.316639165579999e-25,3.08600566497e-26,(3.73802032609e-12 -7.40710708582e-29 -9.81400031976e-14),4.00000593057e-09,0.0,0.0,-6.99777167829e-09,5.17720471911e-12,-2.34496608895e-28,0.0,8.654617030710001e-12,-1.41816895258e-25,5.12256378269e-12,1823690.0,-4683760.0
4.10001e-09,1.57474e-07,1.57397e-07,1.57657e-07,1.57397e-07,4.10000593056e-09,-1e+300,8.32581160005e-25,3.0884068720000004e-26,(3.74685979059e-12 3.58565172706e-29 -9.73677851889e-14),4.10000593056e-09,0.0,0.0,-7.04854392746e-09,5.183961573760001e-12,-1.76605278155e-28,0.0,8.654933570030001e-12,-1.47933040996e-25,5.1275183886e-12,1830810.0,-4693050.0
4.20001e-09,1.57417e-07,1.5734e-07,1.576e-07,1.5734e-07,4.20000593056e-09,-1e+300,8.332407097549999e-25,3.08959932141e-26,(3.754745517e-12 7.62769470733e-29 -9.66627881586e-14),4.20000593056e-09,0.0,0.0,-7.11344626031e-09,5.18929560854e-12,-1.19578315304e-28,0.0,8.65524381441e-12,-1.53881834598e-25,5.13237909118e-12,1833180.0,-4712630.0
4.30001e-09,1.57361e-07,1.57282e-07,1.57542e-07,1.57282e-07,4.30000593056e-09,-1e+300,8.33586439937e-25,3.08955042911e-26,(3.76148578117e-12 8.2319325357e-29 -9.58345038778e-14),4.30000593056e-09,0.0,0.0,-7.15852720579e-09,5.19334571049e-12,-6.17735289824e-29,0.0,8.65554729409e-12,-1.5963246385099998e-25,5.1371510543e-12,1833720.0,-4717340.0
4.40001e-09,1.57304e-07,1.57224e-07,1.57486e-07,1.57224e-07,4.40000593056e-09,-1e+300,8.33699294441e-25,3.0884066712e-26,(3.76717699081e-12 1.61986546343e-28 -9.52025103778e-14),4.40000593056e-09,0.0,0.0,-7.21001018499e-09,5.1960150684400004e-12,-6.44787376872e-30,0.0,8.655843658280001e-12,-1.65163283278e-25,5.141838896970001e-12,1829550.0,-4722950.0
4.50001e-09,1.57246e-07,1.57167e-07,1.57429e-07,1.57167e-07,4.50000593056e-09,-1e+300,8.334509095049999e-25,3.08595833742e-26,(3.77178512212e-12 2.00608825955e-28 -9.43670894064e-14),4.50000593056e-09,0.0,0.0,-7.26037117684e-09,5.19728643252e-12,4.93395239621e-29,0.0,8.6561311904e-12,-1.7046243827399998e-25,5.1464427700800004e-12,1820970.0,-4727300.0
4.60001e-09,1.57189e-07,1.57111e-07,1.57373e-07,1.57111e-07,4.60000593056e-09,-1e+300,8.34205165955e-25,3.08845267461e-26,(3.7809615945e-12 2.7649275285e-28 -9.40062951113e-14),4.60000593056e-09,0.0,0.0,-7.3203662772e-09,5.204653951810001e-12,9.974782895569999e-29,0.0,8.65640398468e-12,-1.75544386636e-25,5.15099668925e-12,1830570.0,-4738460.0
4.70001e-09,1.57133e-07,1.57056e-07,1.57317e-07,1.57056e-07,4.70000593056e-09,-1e+300,8.35291814841e-25,3.0914474707500003e-26,(3.78991854289e-12 2.82866050033e-28 -9.34558353836e-14),4.70000593056e-09,0.0,0.0,-7.37023653285e-09,5.21190836574e-12,1.4616909728e-28,0.0,8.656672580130001e-12,-1.80429356562e-25,5.15549868461e-12,1840680.0,-4741810.0
4.80001e-09,1.57077e-07,1.57e-07,1.57261e-07,1.57e-07,4.80000593056e-09,-1e+300,8.36205277114e-25,3.09345558486e-26,(3.798031079e-12 3.5517233068e-28 -9.27181431607e-14),4.80000593056e-09,0.0,0.0,-7.42928522589e-09,5.21786418427e-12,1.94319653622e-28,0.0,8.656934809920001e-12,-1.85124492349e-25,5.159924068780001e-12,1845680.0,-4748350.0
4.90001e-09,1.57021e-07,1.56943e-07,1.57205e-07,1.56943e-07,4.90000593055e-09,-1e+300,8.369538823400001e-25,3.0944843518e-26,(3.80509398113e-12 3.81200499887e-28 -9.20506219125e-14),4.90000593055e-09,0.0,0.0,-7.47937187062e-09,5.22273587579e-12,2.37026554077e-28,0.0,8.657189763130001e-12,-1.89651561114e-25,5.164271721250001e-12,1851080.0,-4758380.0
5.00001e-09,1.56965e-07,1.56887e-07,1.57148e-07,1.56887e-07,5.00000593055e-09,-1e+300,8.37360980742e-25,3.0942529803e-26,(3.81120231251e-12 4.46311879513e-28 -9.12972258707e-14),5.00000593055e-09,0.0,0.0,-7.53270913502e-09,5.22622347912e-12,2.78257679943e-28,0.0,8.657436719380001e-12,-1.94042543388e-25,5.1685456832e-12,1851040.0,-4769370.0
5.10001e-09,1.56909e-07,1.56829e-07,1.57092e-07,1.56829e-07,5.10000593055e-09,-1e+300,8.37444858696e-25,3.09278371064e-26,(3.81629248461e-12 4.94178659292e-28 -9.07232688537e-14),5.10000593055e-09,0.0,0.0,-7.58461630965e-09,5.22841245485e-12,3.12554210473e-28,0.0,8.657675124090001e-12,-1.9833571189199999e-25,5.172749461460001e-12,1847240.0,-4776550.0
5.20001e-09,1.56853e-07,1.56773e-07,1.57037e-07,1.56773e-07,5.20000593055e-09,-1e+300,8.37277181797e-25,3.0902716401100004e-26,(3.8203543718e-12 5.06249729198e-28 -8.99632613055e-14),5.20000593055e-09,0.0,0.0,-7.63609340658e-09,5.22927861152e-12,3.50505859173e-28,0.0,8.657902236950001e-12,-2.0257648204e-25,5.1768828638e-12,1838720.0,-4782350.0
5.30001e-09,1.56796e-07,1.56718e-07,1.56981e-07,1.56718e-07,5.30000593055e-09,-1e+300,8.378396845819999e-25,3.09149780601e-26,(3.82807328058e-12 5.35522442467e-28 -8.96040096934e-14),5.30000593055e-09,0.0,0.0,-7.69005181594e-09,5.23507745468e-12,3.65902583027e-28,0.0,8.658108726820001e-12,-2.06831263726e-25,5.180974132110001e-12,1844580.0,-4790940.0
5.40001e-09,1.56741e-07,1.56663e-07,1.56926e-07,1.56663e-07,5.40000593055e-09,-1e+300,8.38947391272e-25,3.09428138893e-26,(3.83644590516e-12 5.32041513349e-28 -8.91546097987e-14),5.40000593055e-09,0.0,0.0,-7.74607076981e-09,5.241803601440001e-12,3.72208624383e-28,0.0,8.65830805162e-12,-2.11142346655e-25,5.185029898320001e-12,1854630.0,-4799200.0
5.50001e-09,1.56686e-07,1.56608e-07,1.56871e-07,1.56608e-07,5.50000593055e-09,-1e+300,8.39934804861e-25,3.0962046336e-26,(3.84396843142e-12 5.92753937795e-28 -8.84635928923e-14),5.50000593055e-09,0.0,0.0,-7.80153629646e-09,5.2474174624500004e-12,3.82358215835e-28,0.0,8.65850028545e-12,-2.1554082183e-25,5.189022097790001e-12,1861940.0,-4805310.0
5.60001e-09,1.56631e-07,1.56553e-07,1.56816e-07,1.56553e-07,5.60000593055e-09,-1e+300,8.40695411818e-25,3.09710602483e-26,(3.85058306649e-12 5.72283894958e-28 -8.78532166884e-14),5.60000593055e-09,0.0,0.0,-7.8562718672e-09,5.25184638998e-12,3.8897083646e-28,0.0,8.65868421507e-12,-2.20066589267e-25,5.1929470687e-12,1866100.0,-4810090.0
5.70001e-09,1.56575e-07,1.56497e-07,1.5676e-07,1.56497e-07,5.70000593055e-09,-1e+300,8.412000879149999e-25,3.09693185399e-26,(3.85623597725e-12 5.62752683613e-28 -8.7182854284e-14),5.70000593055e-09,0.0,0.0,-7.90996920276e-09,5.25505289868e-12,3.9707153568699994e-28,0.0,8.658859064170001e-12,-2.24756538125e-25,5.1968074343300004e-12,1866810.0,-4820520.0
5.80001e-09,1.5652e-07,1.5644e-07,1.56705e-07,1.5644e-07,5.80000593054e-09,-1e+300,8.41403612083e-25,3.09560471458e-26,(3.86093491255e-12 5.51872549195e-28 -8.66455436708e-14),5.80000593054e-09,0.0,0.0,-7.96275124276e-09,5.2570134641100004e-12,4.0129471411e-28,0.0,8.65902419407e-12,-2.29643813737e-25,5.20060689453e-12,1863620.0,-4829780.0
5.90001e-09,1.56465e-07,1.56384e-07,1.5665e-07,1.56384e-07,5.90000593054e-09,-1e+300,8.413052985500001e-25,3.09314728172e-26,(3.86465862657e-12 5.88883060408e-28 -8.59796784481e-14),5.90000593054e-09,0.0,0.0,-8.01433694534e-09,5.257726105590001e-12,4.057914918080001e-28,0.0,8.659176454260001e-12,-2.34754147495e-25,5.20434484521e-12,1856240.0,-4836540.0
6.00001e-09,1.56409e-07,1.5633e-07,1.56595e-07,1.5633e-07,6.00000593054e-09,-1e+300,8.41478928652e-25,3.09248979161e-26,(3.87058489332e-12 5.66797019361e-28 -8.55476499044e-14),6.00000593054e-09,0.0,0.0,-8.06739658498e-09,5.26138599588e-12,4.0078151737299994e-28,0.0,8.65930424785e-12,-2.4010246445799998e-25,5.20803981403e-12,1854970.0,-4845220.0
6.10001e-09,1.56354e-07,1.56276e-07,1.56541e-07,1.56276e-07,6.10000593054e-09,-1e+300,8.425691440789999e-25,3.09516581513e-26,(3.87853899536e-12 5.4433548328e-28 -8.51920081356e-14),6.10000593054e-09,0.0,0.0,-8.12390960863e-09,5.267796051730001e-12,3.87791804697e-28,0.0,8.659418427360001e-12,-2.45711502222e-25,5.2117131830300004e-12,1865680.0,-4855200.0
6.20001e-09,1.563e-07,1.56222e-07,1.56486e-07,1.56222e-07,6.20000593054e-09,-1e+300,8.43589029137e-25,3.0970719783e-26,(3.88570569163e-12 5.43423304716e-28 -8.46093071119e-14),6.20000593054e-09,0.0,0.0,-8.18004723012e-09,5.27318633548e-12,3.7540403846899995e-28,0.0,8.65952495939e-12,-2.51590799243e-25,5.21533380368e-12,1873820.0,-4863030.0
6.30001e-09,1.56245e-07,1.56167e-07,1.56432e-07,1.56167e-07,6.30000593054e-09,-1e+300,8.44431824056e-25,3.09808145292e-26,(3.89200372943e-12 5.48922760909e-28 -8.40223603278e-14),6.30000593054e-09,0.0,0.0,-8.23523981346e-09,5.27746373045e-12,3.63643486507e-28,0.0,8.65962218028e-12,-2.57735131672e-25,5.218893947270001e-12,1878990.0,-4869100.0
6.40001e-09,1.56191e-07,1.56112e-07,1.56377e-07,1.56112e-07,6.40000593054e-09,-1e+300,8.450198392029999e-25,3.09805300628e-26,(3.89739650845e-12 4.96405323999e-28 -8.34181566683e-14),6.40000593054e-09,0.0,0.0,-8.28954055905e-09,5.280573971940001e-12,3.50288223952e-28,0.0,8.659709174050001e-12,-2.64131578056e-25,5.22239453746e-12,1880820.0,-4873620.0
6.50001e-09,1.56137e-07,1.56057e-07,1.56322e-07,1.56057e-07,6.50000593054e-09,-1e+300,8.45335946705e-25,3.0969874176200003e-26,(3.90197338818e-12 4.91622538545e-28 -8.28749540484e-14),6.50000593054e-09,0.0,0.0,-8.35459387612e-09,5.28232258963e-12,3.39447478242e-28,0.0,8.659785209040001e-12,-2.70759251186e-25,5.2258397606800004e-12,1874890.0,-4886890.0
