# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ
1.00005930555e-10,0.0,0.0,-4.64894160456e-09,4.768858527360001e-12,3.65179522378e-28,0.0,8.63829352908e-12,3.15924769148e-26,4.7504446131300006e-12
2.00005930555e-10,0.0,0.0,-5.12078603237e-09,4.799607207770001e-12,5.79557160241e-29,0.0,8.63903888904e-12,2.62212247374e-26,4.7751658495800004e-12
3.00005930555e-10,0.0,0.0,-5.23334743194e-09,4.82174121167e-12,1.01886375531e-29,0.0,8.63969776037e-12,2.05499659236e-26,4.79656311332e-12
4.00005930555e-10,0.0,0.0,-5.27358289188e-09,4.83872299197e-12,8.96777439261e-30,0.0,8.64027354868e-12,1.47384575167e-26,4.815609295770001e-12
5.00005930555e-10,0.0,0.0,-5.30672158456e-09,4.85524254542e-12,4.8159259523399996e-30,0.0,8.640803708050001e-12,8.9338894106e-27,4.832975277790001e-12
6.00005930555e-10,0.0,0.0,-5.34341260472e-09,4.87561249904e-12,-2.79388070307e-29,0.0,8.6413084484e-12,3.24583150192e-27,4.84902561409e-12
7.00005930555e-10,0.0,0.0,-5.38162767772e-09,4.893377358870001e-12,-6.604767441769999e-29,0.0,8.64179248965e-12,-2.25964565215e-27,4.86392668701e-12
8.00005930555e-10,0.0,0.0,-5.42091078222e-09,4.908652888520001e-12,-1.0491691742100002e-28,0.0,8.64225948348e-12,-7.52787851879e-27,4.8778254235200004e-12
9.00005930555e-10,0.0,0.0,-5.45993038927e-09,4.921574562450001e-12,-1.4454615057700001e-28,0.0,8.64271283811e-12,-1.2514539277600001e-26,4.890852782920001e-12
1.00000593055e-09,0.0,0.0,-5.50153294122e-09,4.9321391338500005e-12,-1.91473230031e-28,0.0,8.643155392730001e-12,-1.71876896742e-26,4.903120086850001e-12
1.10000593055e-09,0.0,0.0,-5.54254774796e-09,4.940533407410001e-12,-2.32762264101e-28,0.0,8.64358944271e-12,-2.1527730263e-26,4.91472148183e-12
1.20000593055e-09,0.0,0.0,-5.58793121018e-09,4.9555899481700005e-12,-2.33496734693e-28,0.0,8.644019381030001e-12,-2.55171788133e-26,4.9257654728900005e-12
1.30000593055e-09,0.0,0.0,-5.63449991634e-09,4.9699286627500004e-12,-2.3303436898900003e-28,0.0,8.644445480630001e-12,-2.9164043355800003e-26,4.9363053548e-12
1.40000593055e-09,0.0,0.0,-5.69248354613e-09,4.982349995570001e-12,-2.37879662473e-28,0.0,8.64486583573e-12,-3.2495628938999996e-26,4.946366826960001e-12
1.50000593055e-09,0.0,0.0,-5.72774421285e-09,4.99300685519e-12,-2.4347658909e-28,0.0,8.64528071081e-12,-3.5543105494300003e-26,4.9559927559600004e-12
1.60000593055e-09,0.0,0.0,-5.77401557769e-09,5.00170575763e-12,-2.4991817235800004e-28,0.0,8.6456909317e-12,-3.83449528898e-26,4.965225831130001e-12
1.70000593055e-09,0.0,0.0,-5.82033494102e-09,5.00853522981e-12,-2.54603302347e-28,0.0,8.646097249060001e-12,-4.0948443762400004e-26,4.974103228030001e-12
1.80000593055e-09,0.0,0.0,-5.87455246583e-09,5.0163426521200004e-12,-2.5638449680200003e-28,0.0,8.64650093677e-12,-4.34072213362e-26,4.9826648830900006e-12
1.90000593055e-09,0.0,0.0,-5.91757693679e-09,5.029312872710001e-12,-2.48032494671e-28,0.0,8.64690574891e-12,-4.57695153794e-26,4.99096831958e-12
2.00000593055e-09,0.0,0.0,-5.9680358579e-09,5.04055237038e-12,-2.44270166955e-28,0.0,8.64730790734e-12,-4.810321131e-26,4.9989995685100004e-12
2.10000593056e-09,0.0,0.0,-6.01807598578e-09,5.0501503319e-12,-2.42320397359e-28,0.0,8.64770606954e-12,-5.0476605186900004e-26,5.00676748376e-12
2.20000593056e-09,0.0,0.0,-6.06757546878e-09,5.058061512530001e-12,-2.39363110694e-28,0.0,8.648100435360001e-12,-5.295371675630001e-26,5.014291788760001e-12
2.30000593056e-09,0.0,0.0,-6.11653603091e-09,5.06427920416e-12,-2.3302693929900003e-28,0.0,8.6484912029e-12,-5.55940253168e-26,5.0215901414300004e-12
