Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
1.00006e-10,1.60043e-07,1.59826e-07
2.00006e-10,1.59997e-07,1.59751e-07
3.00006e-10,1.59934e-07,1.59684e-07
4.00006e-10,1.5987e-07,1.59617e-07
5.00006e-10,1.59806e-07,1.59553e-07
6.00006e-10,1.59743e-07,1.5949e-07
7.00006e-10,1.5968e-07,1.59427e-07
8.00006e-10,1.59617e-07,1.59365e-07
9.00006e-10,1.59554e-07,1.59301e-07
1.00001e-09,1.59492e-07,1.59238e-07
1.10001e-09,1.5943e-07,1.59175e-07
1.20001e-09,1.59368e-07,1.59114e-07
1.30001e-09,1.59307e-07,1.59053e-07
1.40001e-09,1.59246e-07,1.58992e-07
1.50001e-09,1.59185e-07,1.58931e-07
1.60001e-09,1.59123e-07,1.58869e-07
1.70001e-09,1.59063e-07,1.58807e-07
1.80001e-09,1.59003e-07,1.58747e-07
1.90001e-09,1.58943e-07,1.58687e-07
2.00001e-09,1.58883e-07,1.58628e-07
2.10001e-09,1.58823e-07,1.58568e-07
2.20001e-09,1.58763e-07,1.58507e-07
2.30001e-09,1.58703e-07,1.58447e-07
2.40001e-09,1.58643e-07,1.58386e-07
2.50001e-09,1.58584e-07,1.58327e-07
2.60001e-09,1.58526e-07,1.58269e-07
2.70001e-09,1.58467e-07,1.5821e-07
2.80001e-09,1.58408e-07,1.58151e-07
2.90001e-09,1.58349e-07,1.58092e-07
3.00001e-09,1.5829e-07,1.58032e-07
3.10001e-09,1.58232e-07,1.57973e-07
3.20001e-09,1.58174e-07,1.57915e-07
3.30001e-09,1.58116e-07,1.57858e-07
3.40001e-09,1.58058e-07,1.578e-07
3.50001e-09,1.58e-07,1.57742e-07
3.60001e-09,1.57942e-07,1.57684e-07
3.70001e-09,1.57885e-07,1.57625e-07
3.80001e-09,1.57827e-07,1.57567e-07
3.90001e-09,1.5777e-07,1.5751e-07
4.00001e-09,1.57714e-07,1.57454e-07
4.10001e-09,1.57657e-07,1.57397e-07
4.20001e-09,1.576e-07,1.5734e-07
4.30001e-09,1.57542e-07,1.57282e-07
4.40001e-09,1.57486e-07,1.57224e-07
4.50001e-09,1.57429e-07,1.57167e-07
4.60001e-09,1.57373e-07,1.57111e-07
4.70001e-09,1.57317e-07,1.57056e-07
4.80001e-09,1.57261e-07,1.57e-07
4.90001e-09,1.57205e-07,1.56943e-07
5.00001e-09,1.57148e-07,1.56887e-07
5.10001e-09,1.57092e-07,1.56829e-07
5.20001e-09,1.57037e-07,1.56773e-07
5.30001e-09,1.56981e-07,1.56718e-07
5.40001e-09,1.56926e-07,1.56663e-07
5.50001e-09,1.56871e-07,1.56608e-07
5.60001e-09,1.56816e-07,1.56553e-07
5.70001e-09,1.5676e-07,1.56497e-07
5.80001e-09,1.56705e-07,1.5644e-07
5.90001e-09,1.5665e-07,1.56384e-07
6.00001e-09,1.56595e-07,1.5633e-07
6.10001e-09,1.56541e-07,1.56276e-07
6.20001e-09,1.56486e-07,1.56222e-07
6.30001e-09,1.56432e-07,1.56167e-07
6.40001e-09,1.56377e-07,1.56112e-07
6.50001e-09,1.56322e-07,1.56057e-07
6.60001e-09,1.56268e-07,1.56001e-07
6.70001e-09,1.56214e-07,1.55947e-07
6.80001e-09,1.5616e-07,1.55894e-07
6.90001e-09,1.56107e-07,1.55841e-07
7.00001e-09,1.56053e-07,1.55787e-07
7.10001e-09,1.55999e-07,1.55733e-07
7.20001e-09,1.55945e-07,1.55678e-07
7.30001e-09,1.55891e-07,1.55623e-07
7.40001e-09,1.55838e-07,1.55569e-07
7.50001e-09,1.55785e-07,1.55517e-07
7.60001e-09,1.55732e-07,1.55464e-07
7.70001e-09,1.55679e-07,1.55411e-07
7.80001e-09,1.55626e-07,1.55358e-07
7.90001e-09,1.55572e-07,1.55305e-07
8.00001e-09,1.55519e-07,1.5525e-07
8.10001e-09,1.55466e-07,1.55196e-07
8.20001e-09,1.55414e-07,1.55144e-07
8.30001e-09,1.55361e-07,1.55092e-07
8.40001e-09,1.55309e-07,1.5504e-07
8.50001e-09,1.55257e-07,1.54988e-07
8.60001e-09,1.55204e-07,1.54935e-07
8.70001e-09,1.55151e-07,1.54882e-07
8.80001e-09,1.55099e-07,1.54828e-07
8.90001e-09,1.55047e-07,1.54776e-07
9.00001e-09,1.54995e-07,1.54725e-07
9.10001e-09,1.54944e-07,1.54674e-07
9.20001e-09,1.54892e-07,1.54622e-07
9.30001e-09,1.5484e-07,1.5457e-07
9.40001e-09,1.54788e-07,1.54518e-07
9.50001e-09,1.54736e-07,1.54466e-07
9.60001e-09,1.54685e-07,1.54412e-07
9.70001e-09,1.54633e-07,1.54361e-07
9.80001e-09,1.54582e-07,1.54311e-07
9.90001e-09,1.54531e-07,1.5426e-07
1e-08,1.5448e-07,1.54209e-07
1.01e-08,1.54429e-07,1.54158e-07
1.02e-08,1.54377e-07,1.54107e-07
1.03e-08,1.54326e-07,1.54054e-07
1.04e-08,1.54275e-07,1.54002e-07
1.05e-08,1.54225e-07,1.53952e-07
1.06e-08,1.54174e-07,1.53902e-07
1.07e-08,1.54124e-07,1.53852e-07
1.08e-08,1.54073e-07,1.53802e-07
1.09e-08,1.54023e-07,1.53751e-07
1.1e-08,1.53972e-07,1.537e-07
1.11e-08,1.53921e-07,1.53649e-07
1.12e-08,1.53871e-07,1.53597e-07
1.13e-08,1.53821e-07,1.53548e-07
1.14e-08,1.53771e-07,1.53499e-07
1.15e-08,1.53721e-07,1.53449e-07
1.16e-08,1.53671e-07,1.534e-07
1.17e-08,1.53621e-07,1.5335e-07
1.18e-08,1.53571e-07,1.53299e-07
1.19e-08,1.53521e-07,1.53248e-07
1.2e-08,1.53472e-07,1.53197e-07
1.21e-08,1.53422e-07,1.53149e-07
1.22e-08,1.53373e-07,1.531e-07
1.23e-08,1.53323e-07,1.53051e-07
1.24e-08,1.53274e-07,1.53002e-07
1.25e-08,1.53225e-07,1.52953e-07
1.26e-08,1.53175e-07,1.52903e-07
1.27e-08,1.53126e-07,1.52853e-07
1.28e-08,1.53076e-07,1.52802e-07
1.29e-08,1.53027e-07,1.52754e-07
1.3e-08,1.52979e-07,1.52706e-07
1.31e-08,1.5293e-07,1.52657e-07
1.32e-08,1.52881e-07,1.52609e-07
1.33e-08,1.52832e-07,1.5256e-07
1.34e-08,1.52783e-07,1.52511e-07
1.35e-08,1.52734e-07,1.52462e-07
1.36e-08,1.52686e-07,1.52411e-07
1.37e-08,1.52637e-07,1.52363e-07
1.38e-08,1.52589e-07,1.52316e-07
1.39e-08,1.52541e-07,1.52268e-07
1.4e-08,1.52493e-07,1.5222e-07
1.41e-08,1.52444e-07,1.52172e-07
1.42e-08,1.52396e-07,1.52124e-07
1.43e-08,1.52347e-07,1.52075e-07
1.44e-08,1.52299e-07,1.52025e-07
1.45e-08,1.52251e-07,1.51977e-07
1.46e-08,1.52203e-07,1.5193e-07
1.47e-08,1.52156e-07,1.51883e-07
1.48e-08,1.52108e-07,1.51835e-07
1.49e-08,1.5206e-07,1.51788e-07
1.5e-08,1.52012e-07,1.5174e-07
1.51e-08,1.51964e-07,1.51692e-07
1.52e-08,1.51916e-07,1.51643e-07
1.53e-08,1.51869e-07,1.51594e-07
1.54e-08,1.51822e-07,1.51547e-07
1.55e-08,1.51774e-07,1.51501e-07
1.56e-08,1.51727e-07,1.51454e-07
1.57e-08,1.5168e-07,1.51407e-07
1.58e-08,1.51633e-07,1.5136e-07
1.59e-08,1.51585e-07,1.51312e-07
1.6e-08,1.51538e-07,1.51264e-07
1.61e-08,1.51491e-07,1.51216e-07
1.62e-08,1.51444e-07,1.51169e-07
1.63e-08,1.51397e-07,1.51123e-07
1.64e-08,1.5135e-07,1.51077e-07
1.65e-08,1.51304e-07,1.5103e-07
1.66e-08,1.51257e-07,1.50984e-07
1.67e-08,1.5121e-07,1.50937e-07
1.68e-08,1.51163e-07,1.5089e-07
1.69e-08,1.51116e-07,1.50842e-07
1.7e-08,1.5107e-07,1.50794e-07
1.71e-08,1.51024e-07,1.50749e-07
1.72e-08,1.50977e-07,1.50703e-07
1.73e-08,1.50931e-07,1.50657e-07
