Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
1.00005e-10,3.80347e-07,3.79268e-07
2e-10,3.80252e-07,3.79081e-07
3.00004e-10,3.80104e-07,3.78921e-07
3.99998e-10,3.79949e-07,3.78762e-07
5.00005e-10,3.79793e-07,3.7861e-07
6.00001e-10,3.79639e-07,3.78454e-07
7.00005e-10,3.79484e-07,3.78302e-07
7.99998e-10,3.79331e-07,3.78152e-07
8.99994e-10,3.79179e-07,3.77996e-07
9.99994e-10,3.79026e-07,3.7785e-07
1.1e-09,3.78876e-07,3.777e-07
1.2e-09,3.78725e-07,3.7755e-07
1.3e-09,3.78576e-07,3.77405e-07
1.4e-09,3.78428e-07,3.77255e-07
1.50001e-09,3.78279e-07,3.77109e-07
1.6e-09,3.78132e-07,3.76965e-07
1.7e-09,3.77985e-07,3.76816e-07
1.8e-09,3.77838e-07,3.76674e-07
1.9e-09,3.77693e-07,3.76531e-07
2.00001e-09,3.77547e-07,3.76383e-07
2.09999e-09,3.77402e-07,3.76244e-07
2.2e-09,3.77259e-07,3.76101e-07
2.29999e-09,3.77114e-07,3.75956e-07
2.4e-09,3.76972e-07,3.75819e-07
2.5e-09,3.76829e-07,3.75676e-07
2.6e-09,3.76687e-07,3.75534e-07
2.70001e-09,3.76546e-07,3.75397e-07
2.8e-09,3.76405e-07,3.75255e-07
2.9e-09,3.76263e-07,3.75116e-07
3e-09,3.76124e-07,3.7498e-07
3.1e-09,3.75984e-07,3.74838e-07
3.2e-09,3.75844e-07,3.74702e-07
3.3e-09,3.75706e-07,3.74566e-07
3.4e-09,3.75567e-07,3.74425e-07
3.5e-09,3.75429e-07,3.74292e-07
3.59999e-09,3.75292e-07,3.74157e-07
3.69999e-09,3.75155e-07,3.74016e-07
3.8e-09,3.75018e-07,3.73885e-07
3.89999e-09,3.74883e-07,3.73751e-07
4e-09,3.74746e-07,3.73612e-07
4.1e-09,3.74611e-07,3.73482e-07
4.2e-09,3.74476e-07,3.73349e-07
4.3e-09,3.74341e-07,3.7321e-07
4.4e-09,3.74207e-07,3.73082e-07
4.5e-09,3.74074e-07,3.7295e-07
4.6e-09,3.7394e-07,3.72813e-07
4.7e-09,3.73807e-07,3.72685e-07
4.80001e-09,3.73674e-07,3.72555e-07
4.9e-09,3.73541e-07,3.72419e-07
5e-09,3.7341e-07,3.72292e-07
5.1e-09,3.73279e-07,3.72163e-07
5.20001e-09,3.73147e-07,3.72029e-07
5.3e-09,3.73016e-07,3.71902e-07
5.4e-09,3.72886e-07,3.71774e-07
5.5e-09,3.72755e-07,3.71641e-07
5.6e-09,3.72626e-07,3.71514e-07
5.7e-09,3.72497e-07,3.71388e-07
5.79999e-09,3.72367e-07,3.71257e-07
5.90001e-09,3.72238e-07,3.7113e-07
6e-09,3.7211e-07,3.71006e-07
6.1e-09,3.71982e-07,3.70876e-07
6.20001e-09,3.71854e-07,3.70748e-07
6.3e-09,3.71727e-07,3.70625e-07
6.4e-09,3.71599e-07,3.70498e-07
6.5e-09,3.71472e-07,3.70369e-07
6.6e-09,3.71347e-07,3.70248e-07
6.70001e-09,3.7122e-07,3.70123e-07
6.8e-09,3.71094e-07,3.69993e-07
6.9e-09,3.70969e-07,3.69873e-07
7e-09,3.70844e-07,3.6975e-07
7.09999e-09,3.70718e-07,3.69621e-07
7.2e-09,3.70594e-07,3.69501e-07
7.3e-09,3.7047e-07,3.69379e-07
7.39999e-09,3.70345e-07,3.69253e-07
7.5e-09,3.70222e-07,3.69131e-07
7.60001e-09,3.70099e-07,3.69011e-07
7.7e-09,3.69975e-07,3.68888e-07
7.8e-09,3.69853e-07,3.68763e-07
7.9e-09,3.69731e-07,3.68646e-07
8e-09,3.69608e-07,3.68524e-07
8.1e-09,3.69486e-07,3.68397e-07
8.19999e-09,3.69365e-07,3.68282e-07
8.3e-09,3.69243e-07,3.68163e-07
8.40001e-09,3.69121e-07,3.68038e-07
8.49999e-09,3.69001e-07,3.6792e-07
8.6e-09,3.6888e-07,3.67803e-07
8.69999e-09,3.68759e-07,3.67681e-07
8.8e-09,3.68639e-07,3.6756e-07
8.9e-09,3.68519e-07,3.67445e-07
9e-09,3.68399e-07,3.67325e-07
9.1e-09,3.68279e-07,3.67201e-07
9.2e-09,3.6816e-07,3.67088e-07
9.3e-09,3.6804e-07,3.66971e-07
9.4e-09,3.67921e-07,3.66849e-07
9.5e-09,3.67802e-07,3.66732e-07
9.60001e-09,3.67684e-07,3.66617e-07
9.69999e-09,3.67564e-07,3.66498e-07
9.8e-09,3.67447e-07,3.66377e-07
9.9e-09,3.67329e-07,3.66265e-07
1e-08,3.67211e-07,3.66149e-07
1.01e-08,3.67093e-07,3.66028e-07
1.02e-08,3.66977e-07,3.65914e-07
1.03e-08,3.6686e-07,3.65801e-07
1.04e-08,3.66743e-07,3.65683e-07
1.05e-08,3.66627e-07,3.65565e-07
1.06e-08,3.66512e-07,3.65454e-07
1.07e-08,3.664e-07,3.65339e-07
1.08e-08,3.66281e-07,3.65219e-07
1.09e-08,3.66167e-07,3.65107e-07
1.1e-08,3.66052e-07,3.64995e-07
1.11e-08,3.65937e-07,3.64878e-07
1.12e-08,3.65823e-07,3.64761e-07
1.13e-08,3.6571e-07,3.64651e-07
1.14e-08,3.65595e-07,3.64536e-07
1.15e-08,3.65481e-07,3.64417e-07
1.16e-08,3.65368e-07,3.64306e-07
1.17e-08,3.65255e-07,3.64195e-07
1.18e-08,3.65141e-07,3.64079e-07
1.19e-08,3.65028e-07,3.63962e-07
1.2e-08,3.64915e-07,3.63853e-07
1.21e-08,3.64801e-07,3.6374e-07
1.22e-08,3.64689e-07,3.63622e-07
1.23e-08,3.64577e-07,3.63512e-07
1.24e-08,3.64464e-07,3.63401e-07
1.25e-08,3.64351e-07,3.63287e-07
1.26e-08,3.6424e-07,3.63171e-07
1.27e-08,3.64128e-07,3.63063e-07
1.28e-08,3.64016e-07,3.62952e-07
1.29e-08,3.63904e-07,3.62836e-07
1.3e-08,3.63794e-07,3.62726e-07
1.31e-08,3.63683e-07,3.62617e-07
1.32e-08,3.63571e-07,3.62505e-07
1.33e-08,3.63461e-07,3.62389e-07
1.34e-08,3.63351e-07,3.62283e-07
1.35e-08,3.63241e-07,3.62174e-07
1.36e-08,3.63131e-07,3.62061e-07
1.37e-08,3.63022e-07,3.6195e-07
1.38e-08,3.62913e-07,3.61844e-07
1.39e-08,3.62803e-07,3.61735e-07
1.4e-08,3.62694e-07,3.61621e-07
1.41e-08,3.62586e-07,3.61515e-07
1.42e-08,3.62478e-07,3.61409e-07
1.43e-08,3.62369e-07,3.61299e-07
1.44e-08,3.62262e-07,3.61187e-07
1.45e-08,3.62155e-07,3.61084e-07
1.46e-08,3.62047e-07,3.60978e-07
1.47e-08,3.6194e-07,3.60868e-07
1.48e-08,3.61834e-07,3.60759e-07
1.49e-08,3.61728e-07,3.60656e-07
1.5e-08,3.61621e-07,3.6055e-07
