Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
9.99972e-11,1.60162e-07,1.59165e-07
1.99997e-10,1.59894e-07,1.58841e-07
2.99999e-10,1.59596e-07,1.58542e-07
3.99997e-10,1.59298e-07,1.58249e-07
5.00003e-10,1.59007e-07,1.57961e-07
6.00002e-10,1.58725e-07,1.57683e-07
7.00001e-10,1.5845e-07,1.57412e-07
7.99998e-10,1.58178e-07,1.57142e-07
9.00002e-10,1.57913e-07,1.56881e-07
9.99999e-10,1.57653e-07,1.56626e-07
1.1e-09,1.57396e-07,1.56369e-07
1.2e-09,1.57145e-07,1.56124e-07
1.3e-09,1.56898e-07,1.55878e-07
1.4e-09,1.56654e-07,1.55635e-07
1.5e-09,1.56415e-07,1.554e-07
1.6e-09,1.56177e-07,1.55162e-07
1.7e-09,1.56e-07,1.54933e-07
1.8e-09,1.55713e-07,1.54702e-07
1.9e-09,1.55484e-07,1.54475e-07
2e-09,1.5526e-07,1.54252e-07
2.1e-09,1.55035e-07,1.54027e-07
2.2e-09,1.54816e-07,1.53811e-07
2.3e-09,1.54596e-07,1.53588e-07
2.4e-09,1.54381e-07,1.53377e-07
2.5e-09,1.54166e-07,1.5316e-07
2.6e-09,1.53954e-07,1.52952e-07
2.7e-09,1.53743e-07,1.5274e-07
2.8e-09,1.53535e-07,1.52534e-07
2.9e-09,1.53328e-07,1.52326e-07
3e-09,1.53123e-07,1.52123e-07
3.1e-09,1.5292e-07,1.51918e-07
3.2e-09,1.52718e-07,1.51718e-07
3.3e-09,1.52519e-07,1.51517e-07
3.4e-09,1.5232e-07,1.5132e-07
3.5e-09,1.52123e-07,1.51121e-07
3.6e-09,1.51927e-07,1.50928e-07
3.7e-09,1.51733e-07,1.50731e-07
3.8e-09,1.5154e-07,1.50541e-07
3.9e-09,1.51349e-07,1.50346e-07
4e-09,1.51159e-07,1.50159e-07
4.1e-09,1.5097e-07,1.49966e-07
4.2e-09,1.50782e-07,1.49782e-07
4.3e-09,1.50595e-07,1.4959e-07
4.4e-09,1.5041e-07,1.49409e-07
4.5e-09,1.50226e-07,1.49221e-07
4.6e-09,1.50043e-07,1.49041e-07
4.7e-09,1.49861e-07,1.48857e-07
4.8e-09,1.4968e-07,1.48677e-07
4.9e-09,1.495e-07,1.48497e-07
5e-09,1.49322e-07,1.48317e-07
5.1e-09,1.49144e-07,1.48141e-07
5.20001e-09,1.48967e-07,1.4796e-07
5.3e-09,1.48792e-07,1.47788e-07
5.40001e-09,1.48617e-07,1.47608e-07
5.5e-09,1.48444e-07,1.47438e-07
5.6e-09,1.4827e-07,1.47264e-07
5.7e-09,1.48099e-07,1.47092e-07
5.79999e-09,1.47928e-07,1.46922e-07
5.9e-09,1.47759e-07,1.46749e-07
6e-09,1.4759e-07,1.46583e-07
6.1e-09,1.47422e-07,1.4641e-07
6.2e-09,1.47255e-07,1.46247e-07
6.3e-09,1.47089e-07,1.4608e-07
6.4e-09,1.46924e-07,1.45913e-07
6.50001e-09,1.46759e-07,1.45751e-07
6.6e-09,1.46595e-07,1.45582e-07
6.7e-09,1.46432e-07,1.45423e-07
6.8e-09,1.4627e-07,1.45258e-07
6.90001e-09,1.46109e-07,1.45097e-07
7.00001e-09,1.45947e-07,1.44937e-07
7.1e-09,1.45787e-07,1.44772e-07
7.2e-09,1.45628e-07,1.44616e-07
7.3e-09,1.45468e-07,1.44455e-07
7.4e-09,1.4531e-07,1.44297e-07
7.5e-09,1.45152e-07,1.44141e-07
7.6e-09,1.44996e-07,1.43979e-07
7.7e-09,1.44839e-07,1.43826e-07
7.8e-09,1.44683e-07,1.43669e-07
