# Time,pressureForceX,pressureForceY,pressureForceZ,viscousForceX,viscousForceY,viscousForceZ,capillaryForceX,capillaryForceY,capillaryForceZ
9.99987108779e-11,0.0,0.0,-3.05610893816e-08,2.2685796105e-11,1.91115465702e-27,0.0,1.83302865351e-11,1.9617089968899999e-25,1.87086952808e-11
2.00001285549e-10,0.0,0.0,-3.2590710778e-08,2.21762936468e-11,1.27790000705e-27,0.0,1.83297661821e-11,1.31478881177e-25,1.88434072095e-11
2.9999795976e-10,0.0,0.0,-3.38102916055e-08,2.21646711206e-11,1.20326289514e-27,0.0,1.83291425049e-11,4.42112192583e-26,1.89245192852e-11
3.99997962038e-10,0.0,0.0,-3.46362822446e-08,2.22331175242e-11,9.00172550971e-28,0.0,1.8328488802e-11,-5.70390290469e-26,1.89824618072e-11
4.99998950859e-10,0.0,0.0,-3.59174834786e-08,2.23269797157e-11,-2.22986943956e-28,0.0,1.8327835747e-11,-1.6748316777499998e-25,1.90224601892e-11
5.99998964394e-10,0.0,0.0,-3.7442406698e-08,2.23867443342e-11,-5.21085413251e-28,0.0,1.83271750674e-11,-2.8260238728699997e-25,1.90472459754e-11
7.00003206778e-10,0.0,0.0,-3.80268335471e-08,2.2425664047e-11,-3.45988263517e-28,0.0,1.83265118505e-11,-3.92431562134e-25,1.90589781658e-11
7.99998477218e-10,0.0,0.0,-3.96851300517e-08,2.25315451738e-11,2.8643832578800003e-28,0.0,1.8325856681e-11,-4.840253606719999e-25,1.9060950493e-11
9.00003552545e-10,0.0,0.0,-4.04040734897e-08,2.26036296747e-11,3.28009501553e-28,0.0,1.83252154297e-11,-5.49362563277e-25,1.90562156909e-11
9.99998877473e-10,0.0,0.0,-4.19088630183e-08,2.26299008463e-11,4.7685232514300005e-28,0.0,1.83245878943e-11,-5.89080807792e-25,1.90453914859e-11
1.09999709019e-09,0.0,0.0,-4.33184070455e-08,2.2710353977e-11,1.0290941098400001e-27,0.0,1.83239750064e-11,-6.1017012752000005e-25,1.90294627474e-11
1.19999899342e-09,0.0,0.0,-4.41128082282e-08,2.27785905491e-11,2.12147546758e-27,0.0,1.83233900524e-11,-6.22555516482e-25,1.90111057045e-11
1.29999752381e-09,0.0,0.0,-4.46715987567e-08,2.28060724528e-11,2.83935874424e-27,0.0,1.83228219448e-11,-6.36617274398e-25,1.89900612564e-11
1.40000151887e-09,0.0,0.0,-4.66243443413e-08,2.28613983852e-11,3.38430659841e-27,0.0,1.832226956e-11,-6.5968798688e-25,1.89661917243e-11
1.50000332894e-09,0.0,0.0,-4.68975149228e-08,2.2923911715e-11,3.1966734214400002e-27,0.0,1.83217432667e-11,-6.92744074729e-25,1.8941850318e-11
1.60000033853e-09,0.0,0.0,-4.86441067002e-08,2.29275658315e-11,3.03176042745e-27,0.0,1.83212435119e-11,-7.31775331329e-25,1.89162266528e-11
1.69999994432e-09,0.0,0.0,-4.93940043375e-08,2.29891232779e-11,2.64670844159e-27,0.0,1.83207571545e-11,-7.72716983385e-25,1.88889606177e-11
1.80000268051e-09,0.0,0.0,-5.14373168226e-08,2.30192505337e-11,2.6609010667600002e-27,0.0,1.83203107404e-11,-8.15440416558e-25,1.88621328495e-11
1.9000032544e-09,0.0,0.0,-5.20523455079e-08,2.30113131798e-11,2.73191094379e-27,0.0,1.83198731938e-11,-8.62573080939e-25,1.8834341489e-11
1.99999633103e-09,0.0,0.0,-5.35310675709e-08,2.30763047185e-11,3.62550322684e-27,0.0,1.83194539793e-11,-9.14490157265e-25,1.8806084846e-11
2.10000223043e-09,0.0,0.0,-5.48751444419e-08,2.30897968269e-11,3.76242819469e-27,0.0,1.83190525774e-11,-9.66333787118e-25,1.87784562159e-11
2.19999804005e-09,0.0,0.0,-5.54894159449e-08,2.31020564137e-11,3.8084717605000005e-27,0.0,1.83186576341e-11,-1.01044126232e-24,1.87497603416e-11
2.30000286163e-09,0.0,0.0,-5.68597365791e-08,2.31404294495e-11,2.77779854267e-27,0.0,1.83182798019e-11,-1.04064788998e-24,1.87218762293e-11
2.40000396425e-09,0.0,0.0,-5.84380025601e-08,2.31245651441e-11,2.4863624587000002e-27,0.0,1.83179125919e-11,-1.05302184733e-24,1.86941403649e-11
2.50000009834e-09,0.0,0.0,-5.88921411325e-08,2.31688319522e-11,2.3367383253900002e-27,0.0,1.83175564241e-11,-1.04464537143e-24,1.8665906149e-11
2.59999773964e-09,0.0,0.0,-6.00171010037e-08,2.31775955393e-11,2.70469091897e-27,0.0,1.83172170626e-11,-1.0143383169600001e-24,1.86388523645e-11
2.70000243134e-09,0.0,0.0,-6.11086238779e-08,2.31760809022e-11,3.12438790694e-27,0.0,1.83168892951e-11,-9.64039954959e-25,1.86111819538e-11
2.79999938229e-09,0.0,0.0,-6.2457924857e-08,2.32039886066e-11,3.6924596748e-27,0.0,1.83165819344e-11,-8.993522690669999e-25,1.85845433769e-11
2.90000280472e-09,0.0,0.0,-6.3812140779e-08,2.31716358965e-11,3.98436150306e-27,0.0,1.83162918341e-11,-8.281692203629999e-25,1.85581533108e-11
3.0000012659e-09,0.0,0.0,-6.4466068401e-08,2.32195384576e-11,4.25507956356e-27,0.0,1.83160189674e-11,-7.58437574127e-25,1.85318076909e-11
3.10000207776e-09,0.0,0.0,-6.55694989323e-08,2.32084250722e-11,4.1271439723000005e-27,0.0,1.83157729167e-11,-6.95864072574e-25,1.85066077787e-11
3.20000034089e-09,0.0,0.0,-6.70134865323e-08,2.32215535608e-11,3.56818298547e-27,0.0,1.83155396626e-11,-6.42162945206e-25,1.84809415618e-11
3.29999943493e-09,0.0,0.0,-6.77907898045e-08,2.32259927061e-11,3.2301418933700002e-27,0.0,1.83153418459e-11,-5.93807675271e-25,1.84566676738e-11
3.39999667463e-09,0.0,0.0,-6.84494551725e-08,2.3225272287e-11,2.90680490197e-27,0.0,1.83151524526e-11,-5.43040747612e-25,1.84320621232e-11
3.49999857278e-09,0.0,0.0,-6.99661750534e-08,2.32399225793e-11,3.44388864784e-27,0.0,1.83150052661e-11,-4.80973057132e-25,1.84085496548e-11
3.60000033055e-09,0.0,0.0,-7.14400796121e-08,2.32113128442e-11,3.89803625095e-27,0.0,1.83148666615e-11,-4.0077323031099997e-25,1.83851725744e-11
3.70000341899e-09,0.0,0.0,-7.2102447114e-08,2.32450871387e-11,4.17304064223e-27,0.0,1.83147679497e-11,-3.00050663771e-25,1.83623457536e-11
3.79999924747e-09,0.0,0.0,-7.31497463578e-08,2.32076995696e-11,4.22496886674e-27,0.0,1.83146829222e-11,-1.82477681014e-25,1.83402372368e-11
3.90000415259e-09,0.0,0.0,-7.42619388182e-08,2.32452603415e-11,3.19064022838e-27,0.0,1.83146310313e-11,-5.74104258353e-26,1.83180480204e-11
3.99999721614e-09,0.0,0.0,-7.52882107893e-08,2.32165707599e-11,2.28423901488e-27,0.0,1.83145989146e-11,6.3384323963e-26,1.82970786063e-11
4.09999925238e-09,0.0,0.0,-7.66060814665e-08,2.3240283978e-11,1.29740520617e-27,0.0,1.83145938551e-11,1.71198561319e-25,1.8275620749e-11
4.2000021444e-09,0.0,0.0,-7.78796742975e-08,2.32168520219e-11,4.73380751823e-28,0.0,1.83146126162e-11,2.6249857169399997e-25,1.82556564235e-11
4.29999912348e-09,0.0,0.0,-7.84656726413e-08,2.3237707755e-11,-8.9036893699e-29,0.0,1.83146531778e-11,3.38475093681e-25,1.82349970996e-11
4.40000018308e-09,0.0,0.0,-7.95063296826e-08,2.32206339043e-11,-4.2527958663300005e-28,0.0,1.83147192164e-11,4.0274609222399998e-25,1.82159205368e-11
4.49999882644e-09,0.0,0.0,-8.08103269946e-08,2.3229934781e-11,-4.9080999200700006e-28,0.0,1.8314804368e-11,4.6004558964e-25,1.81960838881e-11
4.60000029004e-09,0.0,0.0,-8.11191639967e-08,2.32212165526e-11,-3.9053865084900004e-28,0.0,1.83149145488e-11,5.1465161189e-25,1.81778645798e-11
4.69999951818e-09,0.0,0.0,-8.23635103538e-08,2.32280890151e-11,-3.81570122862e-29,0.0,1.83150415777e-11,5.70020236227e-25,1.81588141589e-11
4.80000179961e-09,0.0,0.0,-8.31511902e-08,2.32156043593e-11,2.30086134716e-28,0.0,1.83151923916e-11,6.28418839115e-25,1.81413907716e-11
4.89999902118e-09,0.0,0.0,-8.49198890905e-08,2.32172706255e-11,5.67490246058e-28,0.0,1.83153586213e-11,6.90243089377e-25,1.81230796647e-11
4.99999841045e-09,0.0,0.0,-8.52618310823e-08,2.32075541789e-11,6.47973015296e-28,0.0,1.83155461182e-11,7.52413845941e-25,1.810641273e-11
5.10000387837e-09,0.0,0.0,-8.671358888e-08,2.32123707649e-11,5.72066583834e-28,0.0,1.83157482066e-11,8.084076128009999e-25,1.80887895033e-11
5.20000506236e-09,0.0,0.0,-8.7716358936e-08,2.3193923267e-11,2.7387456933500002e-28,0.0,1.83159690159e-11,8.50309116628e-25,1.80728243345e-11
5.29999615906e-09,0.0,0.0,-8.85326445191e-08,2.32066716765e-11,-4.670084492430001e-28,0.0,1.83162038224e-11,8.725964622409999e-25,1.80558713638e-11
5.40000482211e-09,0.0,0.0,-9.01647283428e-08,2.31781773111e-11,-1.18341301331e-27,0.0,1.83164549919e-11,8.73256550215e-25,1.80405734119e-11
5.5000009555e-09,0.0,0.0,-9.13324089469e-08,2.31949816791e-11,-2.0278195655000002e-27,0.0,1.83167196253e-11,8.53641562596e-25,1.80242784142e-11
5.60000525207e-09,0.0,0.0,-9.21336735301e-08,2.31634558365e-11,-2.53949599731e-27,0.0,1.83169971708e-11,8.16540337589e-25,1.80095327844e-11
5.70000462687e-09,0.0,0.0,-9.27280273576e-08,2.31879846663e-11,-2.46216357828e-27,0.0,1.83172888876e-11,7.65695860171e-25,1.79939351994e-11
5.80000181982e-09,0.0,0.0,-9.36794175943e-08,2.31492517485e-11,-2.26216506794e-27,0.0,1.83175894086e-11,7.05037324746e-25,1.79795762292e-11
5.89999513205e-09,0.0,0.0,-9.46208677532e-08,2.31782584233e-11,-1.30980169059e-27,0.0,1.83179058621e-11,6.38547775051e-25,1.79647747483e-11
6.00000041925e-09,0.0,0.0,-9.52841097973e-08,2.31477287903e-11,-4.48961339526e-28,0.0,1.8318228081e-11,5.70004847977e-25,1.79506603415e-11
6.09999598206e-09,0.0,0.0,-9.69275521881e-08,2.31637728953e-11,-7.575848054800001e-29,0.0,1.83185659172e-11,5.02611589534e-25,1.79367593683e-11
6.19999511349e-09,0.0,0.0,-9.75890426188e-08,2.31424553948e-11,1.51493287238e-28,0.0,1.83189070559e-11,4.38773952772e-25,1.79228120951e-11
6.29999445248e-09,0.0,0.0,-9.85849497969e-08,2.31514028678e-11,-1.05812293624e-28,0.0,1.83192629028e-11,3.80103364913e-25,1.79097624672e-11
6.40000283984e-09,0.0,0.0,-9.97823069121e-08,2.31371212295e-11,-6.51198710029e-28,0.0,1.83196213486e-11,3.27316700939e-25,1.78960293762e-11
6.49999937323e-09,0.0,0.0,-1.00059996176e-07,2.31372298149e-11,-1.04783618568e-27,0.0,1.83199928355e-11,2.80605906161e-25,1.78837192913e-11
6.60000363366e-09,0.0,0.0,-1.0114817123e-07,2.31339861485e-11,-1.37097273018e-27,0.0,1.83203665917e-11,2.39703295527e-25,1.78702932503e-11
6.69999782618e-09,0.0,0.0,-1.01992551005e-07,2.31136644101e-11,-1.61665479811e-27,0.0,1.83207507548e-11,2.04092553957e-25,1.78584658625e-11
6.79999696727e-09,0.0,0.0,-1.03245710261e-07,2.31261843843e-11,-1.72150214202e-27,0.0,1.83211387424e-11,1.7321253344099998e-25,1.78455537167e-11
6.899995368e-09,0.0,0.0,-1.03891446346e-07,2.30906639721e-11,-1.66857125369e-27,0.0,1.83215325153e-11,1.4649420970599999e-25,1.78338471828e-11
7.00000297966e-09,0.0,0.0,-1.05160707965e-07,2.31141635224e-11,-1.37544043279e-27,0.0,1.83219341876e-11,1.23400618117e-25,1.78217583178e-11
7.10000252564e-09,0.0,0.0,-1.05850283047e-07,2.3089555841e-11,-1.07434131976e-27,0.0,1.83223358616e-11,1.03553987513e-25,1.78098867099e-11
7.1999993215e-09,0.0,0.0,-1.07548380404e-07,2.30944300384e-11,-4.74319599855e-28,0.0,1.83227468915e-11,8.651308362330001e-26,1.77987738627e-11
7.30000451808e-09,0.0,0.0,-1.08034685427e-07,2.30860805366e-11,1.6233016677100002e-28,0.0,1.83231571098e-11,7.185822852670001e-26,1.77869012477e-11
7.39999599903e-09,0.0,0.0,-1.08971218151e-07,2.30760619735e-11,5.84897754081e-28,0.0,1.83235744013e-11,5.93779358993e-26,1.7776457228e-11
7.4999957483e-09,0.0,0.0,-1.09758089699e-07,2.3081541873e-11,7.681728229520001e-28,0.0,1.83239926251e-11,4.8804925408200005e-26,1.77648910813e-11
7.59999951845e-09,0.0,0.0,-1.1114495393e-07,2.30461871234e-11,8.8851696303e-28,0.0,1.83244131305e-11,4.02932747105e-26,1.7754625497e-11
7.6999953293e-09,0.0,0.0,-1.1168142436e-07,2.30698510244e-11,6.90688771918e-28,0.0,1.83248390755e-11,3.39602473177e-26,1.77437735313e-11
7.79999657284e-09,0.0,0.0,-1.12415503192e-07,2.30455683202e-11,4.46789867441e-28,0.0,1.83252607122e-11,3.01364179187e-26,1.77332045697e-11
7.89999752803e-09,0.0,0.0,-1.13121000538e-07,2.30554460881e-11,2.8891195952500002e-28,0.0,1.83256886216e-11,2.9246412942100004e-26,1.77233827313e-11
8.00000501336e-09,0.0,0.0,-1.14635497472e-07,2.30418819713e-11,1.74403909435e-28,0.0,1.83261156478e-11,3.15247781302e-26,1.77127567882e-11
8.09999663379e-09,0.0,0.0,-1.15728578019e-07,2.30252866433e-11,1.0396286978300002e-28,0.0,1.83265433448e-11,3.67847615967e-26,1.77035163912e-11
8.19999739048e-09,0.0,0.0,-1.16254263422e-07,2.30370395633e-11,3.46954949765e-29,0.0,1.83269735471e-11,4.3886669271999996e-26,1.76932536088e-11
8.30000552239e-09,0.0,0.0,-1.17094288157e-07,2.30026826913e-11,-1.25302412395e-29,0.0,1.83273978955e-11,5.02809906738e-26,1.76838283413e-11
8.399997002e-09,0.0,0.0,-1.18036568183e-07,2.30229664399e-11,-1.2586653343000001e-29,0.0,1.83278277699e-11,5.20798341361e-26,1.76744876563e-11
8.50000428147e-09,0.0,0.0,-1.1914326256e-07,2.30051942993e-11,-3.98515220106e-29,0.0,1.83282524714e-11,4.48505915885e-26,1.76647883068e-11
8.60000302244e-09,0.0,0.0,-1.19378150309e-07,2.3003177128e-11,-4.23372318086e-29,0.0,1.83286765257e-11,2.5244769467e-26,1.76562725498e-11
8.70000472355e-09,0.0,0.0,-1.20575933009e-07,2.30043149722e-11,-7.00283834315e-30,0.0,1.83291034643e-11,-7.52529429997e-27,1.76467373591e-11
8.79999895169e-09,0.0,0.0,-1.22386805841e-07,2.2965665148e-11,1.36149098766e-29,0.0,1.83295211771e-11,-5.10216904654e-26,1.76382098433e-11
8.90000363833e-09,0.0,0.0,-1.22651477514e-07,2.29894129639e-11,6.15766073067e-29,0.0,1.83299444672e-11,-1.00411709816e-25,1.7629449628e-11
8.99999512094e-09,0.0,0.0,-1.23518452473e-07,2.29712578912e-11,1.39559736175e-28,0.0,1.83303588011e-11,-1.49716972117e-25,1.76205261503e-11
