Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
1.00001e-10,1.60164e-07,1.59173e-07
2.00001e-10,1.59899e-07,1.58845e-07
2.99998e-10,1.59598e-07,1.58541e-07
4e-10,1.59296e-07,1.58242e-07
5.00002e-10,1.59e-07,1.57946e-07
6e-10,1.5871e-07,1.57657e-07
7e-10,1.58426e-07,1.57375e-07
8e-10,1.58144e-07,1.57094e-07
8.99997e-10,1.57866e-07,1.56816e-07
1e-09,1.57595e-07,1.56548e-07
1.1e-09,1.57325e-07,1.56279e-07
1.2e-09,1.57059e-07,1.56011e-07
1.3e-09,1.56798e-07,1.55754e-07
1.4e-09,1.56538e-07,1.55495e-07
1.5e-09,1.56282e-07,1.55238e-07
1.6e-09,1.5603e-07,1.54989e-07
1.7e-09,1.55779e-07,1.54736e-07
1.8e-09,1.55531e-07,1.5449e-07
1.9e-09,1.55286e-07,1.54246e-07
2e-09,1.55042e-07,1.53999e-07
2.1e-09,1.54803e-07,1.53765e-07
2.2e-09,1.54564e-07,1.53525e-07
2.3e-09,1.54328e-07,1.5329e-07
2.4e-09,1.54095e-07,1.53058e-07
2.5e-09,1.53863e-07,1.52823e-07
2.6e-09,1.53634e-07,1.52598e-07
2.7e-09,1.53406e-07,1.52367e-07
2.8e-09,1.53181e-07,1.52146e-07
2.9e-09,1.52957e-07,1.5192e-07
3e-09,1.52735e-07,1.517e-07
3.1e-09,1.52516e-07,1.5148e-07
3.2e-09,1.52297e-07,1.51261e-07
3.3e-09,1.52082e-07,1.51047e-07
3.4e-09,1.51866e-07,1.50829e-07
3.5e-09,1.51654e-07,1.50621e-07
3.6e-09,1.51442e-07,1.50404e-07
3.7e-09,1.51234e-07,1.502e-07
3.8e-09,1.51024e-07,1.49987e-07
3.9e-09,1.50819e-07,1.49785e-07
4e-09,1.50613e-07,1.49575e-07
4.1e-09,1.5041e-07,1.49377e-07
4.2e-09,1.50207e-07,1.4917e-07
4.3e-09,1.50006e-07,1.48973e-07
4.39999e-09,1.49806e-07,1.48769e-07
4.5e-09,1.49608e-07,1.48575e-07
4.6e-09,1.49411e-07,1.48374e-07
4.7e-09,1.49216e-07,1.48183e-07
4.8e-09,1.4902e-07,1.47983e-07
4.9e-09,1.48828e-07,1.47795e-07
5e-09,1.48635e-07,1.47597e-07
5.1e-09,1.48445e-07,1.47412e-07
5.2e-09,1.48254e-07,1.47217e-07
5.3e-09,1.48066e-07,1.47033e-07
5.4e-09,1.47878e-07,1.46842e-07
5.5e-09,1.47692e-07,1.46659e-07
5.6e-09,1.47506e-07,1.46472e-07
5.7e-09,1.47323e-07,1.46289e-07
5.8e-09,1.47139e-07,1.46105e-07
5.9e-09,1.46957e-07,1.45922e-07
6e-09,1.46776e-07,1.45743e-07
6.10001e-09,1.46595e-07,1.45559e-07
6.2e-09,1.46417e-07,1.45384e-07
6.3e-09,1.46238e-07,1.45199e-07
6.4e-09,1.46061e-07,1.45028e-07
6.5e-09,1.45884e-07,1.44848e-07
6.6e-09,1.45709e-07,1.44675e-07
6.7e-09,1.45534e-07,1.445e-07
6.8e-09,1.4536e-07,1.44324e-07
6.9e-09,1.45188e-07,1.44154e-07
7e-09,1.45015e-07,1.43977e-07
7.1e-09,1.44845e-07,1.43811e-07
7.2e-09,1.44674e-07,1.43636e-07
7.30001e-09,1.44505e-07,1.4347e-07
7.4e-09,1.44335e-07,1.43301e-07
7.5e-09,1.44168e-07,1.43131e-07
7.6e-09,1.44001e-07,1.42967e-07
7.7e-09,1.43834e-07,1.42794e-07
7.8e-09,1.43669e-07,1.42634e-07
7.9e-09,1.43504e-07,1.42467e-07
8e-09,1.4334e-07,1.42304e-07
8.1e-09,1.43177e-07,1.42142e-07
8.2e-09,1.43014e-07,1.41974e-07
8.3e-09,1.42852e-07,1.41817e-07
8.39999e-09,1.42691e-07,1.41653e-07
8.5e-09,1.42531e-07,1.41494e-07
8.6e-09,1.42371e-07,1.41335e-07
8.7e-09,1.42212e-07,1.41172e-07
8.8e-09,1.42054e-07,1.41018e-07
8.9e-09,1.41989e-07,1.40857e-07
9e-09,1.41739e-07,1.40701e-07
9.10001e-09,1.41582e-07,1.40546e-07
9.19999e-09,1.41426e-07,1.40385e-07
9.3e-09,1.41271e-07,1.40235e-07
9.4e-09,1.41116e-07,1.40078e-07
9.5e-09,1.40963e-07,1.39924e-07
9.59999e-09,1.40809e-07,1.39773e-07
9.7e-09,1.40656e-07,1.39615e-07
9.80001e-09,1.40505e-07,1.39467e-07
9.89999e-09,1.40353e-07,1.39315e-07
1e-08,1.40202e-07,1.39161e-07
1.01e-08,1.40052e-07,1.39015e-07
1.02e-08,1.39901e-07,1.38862e-07
1.03e-08,1.39753e-07,1.38713e-07
1.04e-08,1.39604e-07,1.38567e-07
1.05e-08,1.39456e-07,1.38413e-07
1.06e-08,1.39309e-07,1.3827e-07
1.07e-08,1.39161e-07,1.38123e-07
1.08e-08,1.39015e-07,1.37972e-07
1.09e-08,1.38869e-07,1.37831e-07
1.1e-08,1.38723e-07,1.37684e-07
1.11e-08,1.38579e-07,1.37538e-07
1.12e-08,1.38435e-07,1.37397e-07
1.13e-08,1.3829e-07,1.37249e-07
1.14e-08,1.38148e-07,1.37107e-07
1.15e-08,1.38004e-07,1.36966e-07
1.16e-08,1.37862e-07,1.36818e-07
1.17e-08,1.37721e-07,1.36681e-07
1.18e-08,1.37579e-07,1.3654e-07
1.19e-08,1.37438e-07,1.36393e-07
1.2e-08,1.37298e-07,1.36258e-07
1.21e-08,1.37158e-07,1.36118e-07
1.22e-08,1.37019e-07,1.35974e-07
1.23e-08,1.3688e-07,1.3584e-07
1.24e-08,1.36741e-07,1.357e-07
1.25e-08,1.36603e-07,1.35559e-07
1.26e-08,1.36466e-07,1.35426e-07
1.27e-08,1.36328e-07,1.35287e-07
1.28e-08,1.36192e-07,1.35148e-07
1.29e-08,1.36056e-07,1.35016e-07
1.3e-08,1.35919e-07,1.34877e-07
1.31e-08,1.35785e-07,1.34741e-07
1.32e-08,1.3565e-07,1.34609e-07
1.33e-08,1.35515e-07,1.34472e-07
1.34e-08,1.35381e-07,1.34337e-07
1.35e-08,1.35247e-07,1.34207e-07
1.36e-08,1.35114e-07,1.34071e-07
1.37e-08,1.34981e-07,1.33937e-07
1.38e-08,1.34849e-07,1.33808e-07
1.39e-08,1.34716e-07,1.33673e-07
1.4e-08,1.34585e-07,1.3354e-07
1.41e-08,1.34454e-07,1.33413e-07
