time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.000007387e-10,-1e+300,1.83326935118e-23,2.43897345579e-25,(1.53124504904e-11 3.47857335853e-28 -1.01942486662e-12)
2.0000145221e-10,-1e+300,2.02515457951e-23,2.3676949361e-25,(1.5232764429e-11 3.4593978042e-28 -7.60910128237e-13)
2.99998032583e-10,-1e+300,2.0496687774000002e-23,2.3999173442e-25,(1.53075584918e-11 1.58122519684e-28 -7.38156328874e-13)
3.99999567482e-10,-1e+300,2.04854992775e-23,2.4362302326299997e-25,(1.54361148024e-11 -2.16077401546e-28 -7.35254074881e-13)
5.00001586401e-10,-1e+300,2.04014217181e-23,2.47130817473e-25,(1.55979107257e-11 -1.0416799525e-27 -7.35318499463e-13)
6.00000052434e-10,-1e+300,2.0283891431e-23,2.50215519573e-25,(1.5732345597e-11 -1.25893183993e-27 -7.31278864598e-13)
7.00000071915e-10,-1e+300,2.0185842251400002e-23,2.53231147982e-25,(1.58453473879e-11 -1.21211946795e-27 -7.20936650065e-13)
8.00000326542e-10,-1e+300,2.01115708769e-23,2.56393225014e-25,(1.60149172178e-11 -2.58678418636e-28 -7.16602549744e-13)
8.99996531805e-10,-1e+300,2.0010403756100002e-23,2.58924397364e-25,(1.61472123177e-11 2.00069618073e-28 -7.09986458769e-13)
1.0000030062e-09,-1e+300,1.9929168592700002e-23,2.6119195998e-25,(1.62428439807e-11 8.13456820087e-28 -6.9779131445e-13)
1.10000375289e-09,-1e+300,1.98689353334e-23,2.63523760256e-25,(1.63812944848e-11 1.83366171787e-27 -6.89330956318e-13)
1.20000358427e-09,-1e+300,1.97859746815e-23,2.65356597966e-25,(1.64997638e-11 3.41915419153e-27 -6.80949864543e-13)
1.2999979203e-09,-1e+300,1.9722611495200002e-23,2.67128151465e-25,(1.65791866898e-11 4.43717653726e-27 -6.66041552371e-13)
1.4000024302e-09,-1e+300,1.9669195996200003e-23,2.68993152928e-25,(1.66967156515e-11 4.88474313537e-27 -6.54164179988e-13)
1.50000210401e-09,-1e+300,1.96027732368e-23,2.70469549505e-25,(1.67996197569e-11 4.25450270838e-27 -6.43696446815e-13)
1.60000256767e-09,-1e+300,1.95435993239e-23,2.7205718687399997e-25,(1.68581937956e-11 3.44589730022e-27 -6.25233285473e-13)
1.70000124602e-09,-1e+300,1.94968203064e-23,2.73609400537e-25,(1.69720934202e-11 2.5916816398e-27 -6.14499206514e-13)
1.7999960203e-09,-1e+300,1.94428374848e-23,2.75102721229e-25,(1.7051346376e-11 2.37731646858e-27 -6.0260399094e-13)
1.90000040084e-09,-1e+300,1.93837092651e-23,2.76357192611e-25,(1.710457403e-11 2.14938062335e-27 -5.84254754808e-13)
2.00000085092e-09,-1e+300,1.9330864216300002e-23,2.77797441205e-25,(1.72038771698e-11 2.77239129142e-27 -5.75203207056e-13)
2.09999863382e-09,-1e+300,1.92875200059e-23,2.7907085204399997e-25,(1.72607154516e-11 2.81669137155e-27 -5.60893764314e-13)
2.19999869729e-09,-1e+300,1.92328515401e-23,2.8028010717399997e-25,(1.73313703541e-11 2.66400767632e-27 -5.49713028117e-13)
2.29999748797e-09,-1e+300,1.91913115845e-23,2.81497044791e-25,(1.74054218668e-11 2.12090243187e-27 -5.4186524961e-13)
2.4000023507e-09,-1e+300,1.9124205992200002e-23,2.8253706904299997e-25,(1.74349063655e-11 1.77668867536e-27 -5.30150315897e-13)
2.50000080815e-09,-1e+300,1.9085821770900002e-23,2.83827920881e-25,(1.75246149963e-11 1.95742964609e-27 -5.25368100927e-13)
2.59999855757e-09,-1e+300,1.9036809894300002e-23,2.84997670134e-25,(1.75639253921e-11 2.4848037418e-27 -5.17142384357e-13)
2.70000269614e-09,-1e+300,1.8983115952100002e-23,2.85989966594e-25,(1.76275902598e-11 2.96129403037e-27 -5.13122730543e-13)
2.79999874759e-09,-1e+300,1.89469288969e-23,2.8730490160099997e-25,(1.76811048395e-11 3.31880900269e-27 -5.0807969796e-13)
2.90000068495e-09,-1e+300,1.88856630994e-23,2.88103370101e-25,(1.77179757941e-11 3.59789205215e-27 -5.04250485643e-13)
2.99999591489e-09,-1e+300,1.88538560755e-23,2.89341981544e-25,(1.77848905797e-11 3.60551769586e-27 -5.01936475878e-13)
3.09999728669e-09,-1e+300,1.87852492065e-23,2.9004347459199998e-25,(1.77984486554e-11 3.27010876404e-27 -4.98289096433e-13)
3.19999706694e-09,-1e+300,1.87585495728e-23,2.91293582625e-25,(1.78759909908e-11 2.51740965731e-27 -4.977225816e-13)
3.30000093031e-09,-1e+300,1.86965072445e-23,2.9202006191000003e-25,(1.7899008593e-11 2.05897177297e-27 -4.93989976669e-13)
3.400001842e-09,-1e+300,1.8660175669900001e-23,2.93062702155e-25,(1.7958586127e-11 1.86379145874e-27 -4.931477704e-13)
3.50000002423e-09,-1e+300,1.86070057897e-23,2.9380907887199997e-25,(1.79908554481e-11 2.26280236454e-27 -4.89578801446e-13)
3.60000005739e-09,-1e+300,1.85594960466e-23,2.94722115049e-25,(1.80342781745e-11 3.18387800959e-27 -4.89085739736e-13)
3.70000370547e-09,-1e+300,1.85137663677e-23,2.95633466007e-25,(1.80714798999e-11 3.82255216504e-27 -4.83971131958e-13)
3.80000261282e-09,-1e+300,1.84605288859e-23,2.96295323695e-25,(1.8104806244e-11 4.19005957204e-27 -4.84420842699e-13)
3.89999735977e-09,-1e+300,1.8419541311e-23,2.9731384933799997e-25,(1.81457789997e-11 3.90439279139e-27 -4.78889243208e-13)
3.99999861246e-09,-1e+300,1.83615568452e-23,2.9779343060000003e-25,(1.8171476856e-11 2.82980241881e-27 -4.7882247881e-13)
4.10000314689e-09,-1e+300,1.83239889635e-23,2.98831112634e-25,(1.82154603659e-11 1.84781332116e-27 -4.73401570027e-13)
4.19999752527e-09,-1e+300,1.8264017236800002e-23,2.99231111268e-25,(1.8235064662e-11 8.04989767336e-28 -4.72972002945e-13)
4.30000419409e-09,-1e+300,1.8228742020200002e-23,3.00179282257e-25,(1.82814873348e-11 -1.31715255161e-29 -4.68008273036e-13)
4.39999490196e-09,-1e+300,1.8168137218900002e-23,3.00618845837e-25,(1.82962158261e-11 -5.33312370647e-28 -4.67106117554e-13)
4.49999781282e-09,-1e+300,1.8133812904300002e-23,3.0143971605099997e-25,(1.83434352397e-11 -8.1933175909e-28 -4.62476150309e-13)
4.59999869914e-09,-1e+300,1.8075160143700002e-23,3.0196803706099996e-25,(1.83553278419e-11 -7.72256093007e-28 -4.6115422089e-13)
4.69999670527e-09,-1e+300,1.8038279911100002e-23,3.0292307654099997e-25,(1.83985284048e-11 -5.84150800495e-28 -4.56683582201e-13)
4.79999797357e-09,-1e+300,1.79837373386e-23,3.03275187526e-25,(1.84124148818e-11 -2.75343593181e-28 -4.55141195041e-13)
