time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
4.19999558245e-09,-1e+300,1.56250917405e-23,2.91939555219e-25,(1.84766823868e-11 4.42576089868e-27 -5.68099178888e-13)
4.30000433419e-09,-1e+300,1.55998505213e-23,2.9265301101e-25,(1.85238509886e-11 4.37989946923e-27 -5.63370823197e-13)
4.39999859164e-09,-1e+300,1.55538631179e-23,2.93048920149e-25,(1.85296313238e-11 4.09783276159e-27 -5.5665303643e-13)
4.50000228172e-09,-1e+300,1.5534313647e-23,2.93849814614e-25,(1.8580208214e-11 3.56968614041e-27 -5.52604849613e-13)
4.60000033569e-09,-1e+300,1.5482275652300001e-23,2.9402248586099997e-25,(1.85775475823e-11 3.03478249404e-27 -5.45425856566e-13)
4.70000318564e-09,-1e+300,1.54694956063e-23,2.94934200974e-25,(1.86338502085e-11 2.36397850201e-27 -5.4242687106e-13)
4.80000095606e-09,-1e+300,1.5409129310900002e-23,2.9499835776799997e-25,(1.8618195114e-11 1.73964936776e-27 -5.34288073833e-13)
4.9000033549e-09,-1e+300,1.54028318879e-23,2.96074629499e-25,(1.86811246942e-11 1.55396958339e-27 -5.32486763732e-13)
5.00000542851e-09,-1e+300,1.53420945668e-23,2.95955344556e-25,(1.86712085994e-11 1.18536220848e-27 -5.24548946105e-13)
5.09999620986e-09,-1e+300,1.5334099996200001e-23,2.97108642016e-25,(1.87243328404e-11 1.26661589381e-27 -5.22540378601e-13)
5.19999440643e-09,-1e+300,1.52819812562e-23,2.97094834192e-25,(1.87249812597e-11 1.09145916295e-27 -5.15648042888e-13)
5.29999971452e-09,-1e+300,1.52661308123e-23,2.9783943719e-25,(1.8766081426e-11 1.03583489192e-27 -5.13259359118e-13)
5.40000008582e-09,-1e+300,1.52268636975e-23,2.9823869575499997e-25,(1.87763597586e-11 9.34104807467e-28 -5.07111267375e-13)
5.49999804153e-09,-1e+300,1.51957898278e-23,2.9866553031e-25,(1.88003498695e-11 9.4923394368e-28 -5.03620528096e-13)
5.59999972799e-09,-1e+300,1.51696045361e-23,2.99195691231e-25,(1.88249626723e-11 9.27406433737e-28 -4.98859570502e-13)
5.69999699216e-09,-1e+300,1.51226734634e-23,2.9949286036e-25,(1.88272408591e-11 9.94780977865e-28 -4.93770239611e-13)
