Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
9.99964e-11,1.60169e-07,1.59215e-07
2.00002e-10,1.5993e-07,1.58903e-07
3e-10,1.59648e-07,1.58617e-07
3.99998e-10,1.59365e-07,1.58336e-07
4.99999e-10,1.59089e-07,1.58061e-07
6.00002e-10,1.58821e-07,1.57794e-07
7.00001e-10,1.58553e-07,1.57527e-07
8.00002e-10,1.58292e-07,1.57267e-07
9.00003e-10,1.58037e-07,1.57013e-07
1e-09,1.57782e-07,1.56758e-07
1.1e-09,1.57533e-07,1.56511e-07
1.2e-09,1.57288e-07,1.56266e-07
1.3e-09,1.57043e-07,1.5602e-07
1.4e-09,1.56806e-07,1.55784e-07
1.5e-09,1.56565e-07,1.55545e-07
1.6e-09,1.56331e-07,1.55312e-07
1.7e-09,1.56098e-07,1.5508e-07
1.8e-09,1.55867e-07,1.54849e-07
1.9e-09,1.55641e-07,1.54623e-07
2e-09,1.55412e-07,1.54394e-07
2.1e-09,1.55191e-07,1.54175e-07
2.2e-09,1.54967e-07,1.53951e-07
2.3e-09,1.54748e-07,1.53734e-07
2.4e-09,1.5453e-07,1.53516e-07
2.5e-09,1.54313e-07,1.53301e-07
2.6e-09,1.54099e-07,1.53087e-07
2.7e-09,1.53886e-07,1.52875e-07
2.8e-09,1.53676e-07,1.52665e-07
2.9e-09,1.53466e-07,1.52455e-07
3e-09,1.5326e-07,1.5225e-07
3.1e-09,1.53052e-07,1.52043e-07
3.2e-09,1.52849e-07,1.51841e-07
3.3e-09,1.52644e-07,1.51636e-07
3.39999e-09,1.52445e-07,1.51437e-07
3.5e-09,1.52243e-07,1.51236e-07
3.6e-09,1.52046e-07,1.5104e-07
3.7e-09,1.51847e-07,1.50841e-07
3.8e-09,1.51653e-07,1.50648e-07
3.9e-09,1.51456e-07,1.50452e-07
4e-09,1.51265e-07,1.5026e-07
4.1e-09,1.51071e-07,1.50068e-07
4.2e-09,1.50882e-07,1.49878e-07
4.3e-09,1.50691e-07,1.49689e-07
4.4e-09,1.50503e-07,1.49501e-07
4.5e-09,1.50315e-07,1.49315e-07
4.6e-09,1.5013e-07,1.49127e-07
4.7e-09,1.49945e-07,1.48945e-07
4.8e-09,1.4976e-07,1.48758e-07
4.9e-09,1.49579e-07,1.48579e-07
5.00001e-09,1.49396e-07,1.48393e-07
5.1e-09,1.49217e-07,1.48217e-07
5.19999e-09,1.49035e-07,1.48035e-07
5.3e-09,1.48858e-07,1.47859e-07
5.4e-09,1.48679e-07,1.47681e-07
5.5e-09,1.48503e-07,1.47504e-07
5.6e-09,1.48327e-07,1.4733e-07
5.7e-09,1.48152e-07,1.47153e-07
