time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.00000333747e-10,-1e+300,2.2041733747e-23,2.43489479236e-25,(1.50421501632e-11 -1.38335654861e-27 -6.22337561889e-13)
1.99999842881e-10,-1e+300,2.37831058423e-23,2.43541069105e-25,(1.51439743575e-11 -1.66072158132e-27 -4.66021454997e-13)
3.00000915412e-10,-1e+300,2.4108515837500003e-23,2.47798527383e-25,(1.53072441999e-11 -1.86262182538e-27 -4.59303994934e-13)
4.00000348321e-10,-1e+300,2.4180961284500002e-23,2.5152307210899997e-25,(1.54631921763e-11 -2.13916111275e-27 -4.58372058301e-13)
5.00001837482e-10,-1e+300,2.41750737229e-23,2.5493074305399997e-25,(1.56024000928e-11 -3.16809260981e-27 -4.53032607309e-13)
6.00001807074e-10,-1e+300,2.4149737754900002e-23,2.58205092033e-25,(1.57650462691e-11 -2.97997317036e-27 -4.563776811e-13)
7.00001889069e-10,-1e+300,2.4097149576700002e-23,2.61223935825e-25,(1.59271541241e-11 -2.14807845924e-27 -4.56415992455e-13)
7.99997311464e-10,-1e+300,2.40120826101e-23,2.6386502452e-25,(1.60660041541e-11 -8.02186899727e-28 -4.521718526e-13)
8.99997129952e-10,-1e+300,2.39364614749e-23,2.66336167606e-25,(1.61779276894e-11 -1.77913646723e-28 -4.42051246402e-13)
1.00000262775e-09,-1e+300,2.38614206296e-23,2.68416650341e-25,(1.63031187686e-11 5.46332880519e-28 -4.39304020219e-13)
1.10000348262e-09,-1e+300,2.37706328186e-23,2.7038300072499998e-25,(1.6432217868e-11 1.93208751607e-27 -4.35586068065e-13)
1.19999846106e-09,-1e+300,2.36796914367e-23,2.72140676451e-25,(1.65375353338e-11 2.95584497669e-27 -4.25293722892e-13)
1.30000112765e-09,-1e+300,2.3590219487e-23,2.74066990318e-25,(1.66128485634e-11 3.25517651669e-27 -4.14280767411e-13)
1.39999972383e-09,-1e+300,2.35081253399e-23,2.75781339099e-25,(1.67294602707e-11 2.375880732e-27 -4.09258671728e-13)
1.49999998518e-09,-1e+300,2.34149468554e-23,2.77322675412e-25,(1.68272424521e-11 8.50699918371e-28 -3.99620027931e-13)
1.59999931494e-09,-1e+300,2.3326498944800001e-23,2.78936769514e-25,(1.68953522857e-11 -4.69798712406e-28 -3.88860084117e-13)
1.70000356931e-09,-1e+300,2.32323052287e-23,2.80332649625e-25,(1.69834346039e-11 -9.47508778898e-28 -3.80561175577e-13)
