time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
9.99991749635e-11,-1e+300,1.92932141411e-23,2.3734445449599997e-25,(1.47059422078e-11 -8.11361243412e-28 -7.51498260343e-13)
2.00001698165e-10,-1e+300,2.04572073693e-23,2.30324573918e-25,(1.44738507984e-11 -9.13766207385e-28 -5.42224057546e-13)
3.00001888005e-10,-1e+300,2.0186693397200002e-23,2.3023004500699997e-25,(1.43691511859e-11 -1.13201858958e-27 -5.19246727104e-13)
3.99997807158e-10,-1e+300,1.9709010982700002e-23,2.29877142926e-25,(1.42771252602e-11 -1.04639064965e-27 -5.11176854484e-13)
5.00002729404e-10,-1e+300,1.92449233583e-23,2.29700306617e-25,(1.42352421271e-11 -1.96559248364e-27 -5.03183194918e-13)
5.99999317682e-10,-1e+300,1.8782256872600002e-23,2.2946605916699997e-25,(1.4210164975e-11 -2.07842343686e-27 -4.92197741049e-13)
7.00003776858e-10,-1e+300,1.8364108423e-23,2.2912849458099997e-25,(1.4177322337e-11 -1.60525207004e-27 -4.84998791903e-13)
7.99998929602e-10,-1e+300,1.7994005920200002e-23,2.2894487318899997e-25,(1.41516619974e-11 -2.55337194656e-28 -4.73007833132e-13)
8.9999785882e-10,-1e+300,1.76631601164e-23,2.2891190155e-25,(1.41742152058e-11 9.77188874017e-28 -4.69848905606e-13)
9.99999088861e-10,-1e+300,1.73983596426e-23,2.2912821596899997e-25,(1.41828261286e-11 1.79624201862e-27 -4.59089401359e-13)
1.10000277031e-09,-1e+300,1.7136425462800002e-23,2.29131173275e-25,(1.41863525935e-11 2.21347400273e-27 -4.50555238034e-13)
1.20000379204e-09,-1e+300,1.69502662692e-23,2.2971280455699998e-25,(1.42409349312e-11 3.26032856413e-27 -4.45794178671e-13)
1.30000070038e-09,-1e+300,1.67702054136e-23,2.30090261386e-25,(1.42794756383e-11 3.98283290885e-27 -4.39135176799e-13)
1.40000225954e-09,-1e+300,1.6619414228000002e-23,2.30621321268e-25,(1.43142191258e-11 4.34980987134e-27 -4.30520549044e-13)
1.50000211811e-09,-1e+300,1.65023534855e-23,2.3131117682399998e-25,(1.4386407828e-11 3.98230063429e-27 -4.26796604815e-13)
1.5999988727e-09,-1e+300,1.6392131076700002e-23,2.3196904085e-25,(1.44310889462e-11 3.45422693923e-27 -4.20035293902e-13)
1.70000372457e-09,-1e+300,1.63035626167e-23,2.32696830765e-25,(1.44978518241e-11 2.72417365998e-27 -4.1410359991e-13)
1.79999599287e-09,-1e+300,1.6229128515100002e-23,2.3351962197199997e-25,(1.45628194393e-11 1.94753521061e-27 -4.117654545e-13)
1.9000031852e-09,-1e+300,1.61520406898e-23,2.34185952669e-25,(1.46099114693e-11 1.32431032831e-27 -4.02608163624e-13)
