Time,max(coordsX_Meniscus),min(coordsX_Meniscus)
9.99992e-11,1.6015e-07,1.59127e-07
2.00002e-10,1.59862e-07,1.58791e-07
3.00002e-10,1.59551e-07,1.58484e-07
3.99998e-10,1.59246e-07,1.58186e-07
5.00003e-10,1.58949e-07,1.57894e-07
5.99999e-10,1.58661e-07,1.57609e-07
7.00004e-10,1.58382e-07,1.57339e-07
7.99999e-10,1.5811e-07,1.57071e-07
8.99998e-10,1.57843e-07,1.56805e-07
9.99999e-10,1.57583e-07,1.56554e-07
1.1e-09,1.57328e-07,1.56301e-07
1.2e-09,1.57077e-07,1.56052e-07
1.3e-09,1.56832e-07,1.55811e-07
1.4e-09,1.5659e-07,1.55568e-07
1.5e-09,1.56352e-07,1.55335e-07
1.6e-09,1.56117e-07,1.551e-07
1.7e-09,1.55885e-07,1.54869e-07
1.8e-09,1.55656e-07,1.54642e-07
1.9e-09,1.55429e-07,1.54412e-07
2e-09,1.55206e-07,1.54193e-07
2.1e-09,1.54984e-07,1.53968e-07
2.2e-09,1.54765e-07,1.53753e-07
2.3e-09,1.54548e-07,1.53533e-07
2.4e-09,1.54332e-07,1.5332e-07
2.5e-09,1.54119e-07,1.53105e-07
2.6e-09,1.53907e-07,1.52894e-07
2.7e-09,1.53699e-07,1.52685e-07
2.80001e-09,1.5349e-07,1.52476e-07
2.9e-09,1.53285e-07,1.5227e-07
3e-09,1.5308e-07,1.52064e-07
3.1e-09,1.52877e-07,1.51862e-07
3.2e-09,1.52675e-07,1.51658e-07
3.3e-09,1.52476e-07,1.5146e-07
3.4e-09,1.52277e-07,1.51259e-07
3.5e-09,1.52081e-07,1.51063e-07
3.6e-09,1.51884e-07,1.50865e-07
3.7e-09,1.51691e-07,1.50672e-07
3.8e-09,1.51497e-07,1.50477e-07
3.9e-09,1.51305e-07,1.50285e-07
4e-09,1.51114e-07,1.50094e-07
4.1e-09,1.50925e-07,1.49903e-07
4.2e-09,1.50735e-07,1.49715e-07
4.30001e-09,1.50548e-07,1.49525e-07
4.4e-09,1.50361e-07,1.49341e-07
4.5e-09,1.50177e-07,1.49151e-07
4.6e-09,1.49992e-07,1.4897e-07
4.7e-09,1.49809e-07,1.48781e-07
4.8e-09,1.49627e-07,1.48603e-07
4.9e-09,1.49446e-07,1.48416e-07
5e-09,1.49266e-07,1.4824e-07
5.1e-09,1.49086e-07,1.48058e-07
5.2e-09,1.48908e-07,1.47881e-07
5.30001e-09,1.4873e-07,1.47703e-07
5.4e-09,1.48555e-07,1.47524e-07
5.5e-09,1.48379e-07,1.47351e-07
5.6e-09,1.48205e-07,1.47171e-07
5.7e-09,1.48031e-07,1.47002e-07
5.8e-09,1.47858e-07,1.46823e-07
